cfips,pct_below_poverty_level
17023,11.1
17025,16.5
17027,7.7
17029,20.8
17031,14.4
17033,11.6
17035,13.9
17037,16.6
17039,11.3
17041,10.8
17043,6.4
17045,12.0
17047,10.2
17049,10.6
17051,17.2
17053,13.9
17055,19.5
17057,14.7
17059,20.8
17061,13.1
17063,7.6
17065,9.3
17067,13.6
17069,13.1
17071,7.8
17073,10.8
17075,12.5
17077,26.5
17079,13.7
17081,17.0
17083,9.9
17085,8.5
17087,10.8
17089,9.4
17091,14.2
17093,4.5
17095,18.2
17097,7.9
17099,13.4
17101,16.2
17103,12.5
17105,15.0
17107,9.3
17109,21.9
17111,7.0
17113,14.9
17115,17.0
17117,13.9
17119,13.2
17121,17.7
17123,10.6
17125,14.3
17127,16.7
17129,9.3
17131,9.6
17133,4.1
17135,16.6
17137,14.2
17139,7.2
17141,9.5
17143,15.6
17145,16.1
17147,5.2
17149,13.8
17151,15.3
17153,20.5
17155,8.5
17157,12.7
17159,14.7
17161,14.0
17163,14.8
17165,21.1
17167,14.5
17169,19.0
17171,13.0
17173,10.8
17175,15.5
17177,13.6
17179,8.3
17181,18.0
17183,18.9
17185,12.0
17187,12.9
17189,7.1
17191,13.3
17193,14.0
17195,10.7
17197,6.7
17199,13.9
17201,15.6
17203,7.0
18001,16.8
18003,13.3
18005,13.4
18007,13.5
18009,12.8
18011,6.0
18013,9.0
18015,9.6
18017,14.6
18019,10.1
18021,12.6
18023,12.5
18025,17.9
18027,11.9
18029,9.1
18031,11.5
18033,11.3
18035,21.9
18037,9.0
18039,12.4
18041,19.0
18043,9.8
18045,11.1
18047,9.1
18049,12.4
18051,9.3
18053,18.0
18055,14.3
18057,4.6
18059,6.7
18061,11.0
18063,5.0
18065,15.1
18067,14.9
18069,10.9
18071,14.6
18073,8.2
18075,14.1
18077,13.5
18079,10.9
18081,7.4
18083,15.5
18085,9.8
18087,6.4
18089,15.6
18091,15.2
18093,12.4
18095,16.5
18097,17.8
18099,13.0
18101,11.7
18103,15.3
18105,23.5
18107,11.4
18109,10.5
18111,12.8
18113,7.4
18115,7.1
18117,14.8
18119,15.4
18121,14.5
18123,11.9
18125,11.7
18127,9.9
18129,8.9
18131,12.2
18133,11.3
18135,14.7
18137,11.9
18139,14.5
18141,15.5
18143,14.9
18145,11.3
18147,9.3
18149,14.8
18151,9.3
18153,12.0
18155,19.0
18157,18.7
18159,8.5
18161,7.4
18163,16.7
18165,14.9
18167,19.1
18169,11.5
18171,11.8
18173,6.9
18175,11.9
18177,16.4
18179,8.4
18181,9.2
18183,9.7
19001,10.9
19003,14.1
19005,11.0
19007,17.7
19009,11.7
19011,8.8
19013,15.8
19015,7.6
19017,7.4
19019,8.7
19021,12.9
19023,10.3
19025,12.6
19027,8.6
19029,13.8
19031,6.9
19033,10.1
19035,11.1
19037,6.7
19039,12.9
19041,10.9
19043,11.5
19045,13.1
19047,17.7
19049,5.2
19051,9.9
19053,18.4
19055,9.2
19057,16.1
19059,8.2
19061,11.4
19063,12.4
19065,11.4
19067,14.5
19069,13.6
19071,10.6
19073,8.3
19075,5.6
19077,8.7
19079,9.8
19081,10.0
19083,9.6
19085,9.8
19087,10.7
19089,9.0
19091,13.0
19093,9.6
19095,8.7
19097,13.1
19099,9.0
19101,12.1
19103,18.1
19105,9.0
19107,9.9
19109,10.9
19111,14.2
19113,10.2
19115,10.1
19117,11.8
19119,4.6
19121,5.0
19123,13.7
19125,7.8
19127,12.0
19129,8.3
19131,6.9
19133,14.6
19135,10.5
19137,12.0
19139,9.6
19141,10.7
19143,12.5
19145,11.4
19147,6.4
19149,9.1
19151,10.7
19153,10.4
19155,10.7
19157,9.9
19159,8.7
19161,9.9
19163,12.1
19165,8.0
19167,6.3
19169,20.9
19171,12.0
19173,10.0
19175,14.2
19177,12.8
19179,14.9
19181,8.2
19183,9.9
19185,17.2
19187,13.7
19189,9.0
19191,8.2
19193,12.7
19195,8.6
19197,11.7
20001,17.7
20003,15.0
20005,15.2
20007,16.4
20009,15.4
20011,16.1
20013,13.2
20015,9.5
20017,11.8
20019,18.5
20021,13.1
20023,9.4
20025,10.9
20027,8.1
20029,11.4
20031,12.4
20033,10.5
20035,14.1
20037,20.3
20039,15.6
20041,11.9
20043,13.4
20045,18.0
20047,10.0
20049,18.0
20051,15.5
20053,9.3
20055,12.3
20057,14.5
20059,9.8
20061,13.0
20063,10.0
20065,9.8
20067,11.5
20069,5.7
20071,7.5
20073,13.3
20075,10.5
20077,16.1
20079,9.6
20081,10.5
20083,11.2
20085,11.7
20087,7.5
20089,17.7
20091,5.4
20093,19.6
20095,7.6
20097,6.7
20099,18.4
20101,12.0
20103,8.5
20105,9.2
20107,16.3
20109,8.1
20111,16.9
20113,8.8
20115,8.7
20117,8.9
20119,6.5
20121,6.9
20123,14.8
20125,18.7
20127,9.0
20129,10.2
20131,8.8
20133,18.8
20135,10.2
20137,12.4
20139,14.3
20141,14.8
20143,9.9
20145,6.4
20147,9.8
20149,8.1
20151,11.7
20153,11.0
20155,12.9
20157,10.8
20159,14.2
20161,22.4
20163,7.8
20165,10.3
20167,11.1
20169,11.5
20171,6.0
20173,13.7
20175,16.9
20177,11.4
20179,5.3
20181,11.5
20183,11.3
20185,12.5
20187,18.3
20189,20.0
20191,11.8
20193,12.0
20195,6.9
20197,4.9
20199,9.4
20201,10.9
20203,3.3
20205,14.1
20207,19.6
20209,19.2
21001,20.5
21003,18.7
21005,15.7
21007,15.4
21009,24.2
21011,20.4
21013,35.5
21015,7.2
21017,15.3
21019,18.9
21021,14.2
21023,17.8
21025,34.4
21027,18.6
21029,9.0
21031,19.3
21033,16.8
21035,21.5
21037,13.5
21039,16.8
21041,24.1
21043,25.3
21045,25.5
21047,19.6
21049,14.7
21051,36.6
21053,24.1
21055,14.5
21057,21.4
21059,16.6
21061,18.2
21063,30.6
21065,30.9
21067,16.8
21069,19.9
21071,30.7
21073,12.4
21075,28.2
21077,14.8
21079,15.7
21081,16.4
21083,19.6
21085,25.4
21087,18.0
21089,16.9
21091,11.8
21093,13.2
21095,36.0
21097,17.6
21099,21.5
21101,18.5
21103,18.3
21105,14.9
21107,19.4
21109,32.0
21111,14.2
21113,16.9
21115,22.7
21117,11.5
21119,31.2
21121,33.2
21123,14.6
21125,23.2
21127,26.5
21129,34.6
21131,38.0
21133,33.6
21135,24.4
21137,21.3
21139,14.6
21141,17.0
21143,15.8
21145,15.8
21147,33.4
21149,16.1
21151,18.9
21153,28.3
21155,23.0
21157,10.4
21159,20.0
21161,17.8
21163,12.1
21165,23.7
21167,14.2
21169,23.2
21171,23.8
21173,18.2
21175,22.7
21177,15.2
21179,9.2
21181,28.0
21183,18.9
21185,5.9
21187,19.1
21189,30.3
21191,17.8
21193,26.1
21195,24.9
21197,21.4
21199,22.7
21201,27.1
21203,20.0
21205,27.9
21207,23.2
21209,11.6
21211,11.2
21213,15.6
21215,9.7
21217,17.9
21219,18.7
21221,11.8
21223,17.3
21225,20.4
21227,16.8
21229,15.2
21231,25.3
21233,23.0
21235,23.6
21237,29.2
21239,13.0
22001,24.2
22003,14.5
22005,10.6
22007,19.2
22009,24.4
22011,15.5
22013,28.4
22015,17.2
22017,23.3
22019,17.3
22021,25.1
22023,9.9
22025,22.1
22027,33.6
22029,25.0
22031,22.0
22033,18.0
22035,44.6
22037,17.5
22039,28.7
22041,29.0
22043,18.8
22045,22.1
22047,18.2
22049,22.8
22051,15.5
22053,19.1
22055,17.3
22057,15.6
22059,20.0
22061,30.3
22063,12.4
22065,36.4
22067,28.3
22069,32.3
22071,23.7
22073,24.7
22075,18.2
22077,20.9
22079,19.6
22081,25.3
22083,30.5
22085,18.6
22087,21.1
22089,11.2
22091,18.4
22093,17.0
22095,17.4
22097,26.2
22099,18.9
22101,19.7
22103,11.5
22105,21.4
22107,34.7
22109,20.6
22111,17.3
22113,17.6
22115,17.3
22117,24.4
22119,29.8
22121,12.5
22123,21.9
22125,12.0
22127,18.7
23001,11.8
23003,16.1
23005,9.0
23007,11.5
23009,10.8
23011,12.8
23013,9.9
23015,12.3
23017,15.1
23019,14.8
23021,18.5
23023,9.6
23025,20.4
23027,13.5
23029,18.9
23031,7.4
24001,16.5
24003,5.8
24005,9.0
24009,4.6
24011,13.9
24013,5.2
24015,9.8
24017,6.3
24019,15.8
24021,6.8
24023,10.4
24025,7.2
24027,5.0
24029,11.5
24031,6.8
24033,8.5
24035,5.7
24037,8.1
24039,21.7
24041,8.7
24043,12.2
24045,15.4
24047,9.0
24510,21.2
25001,6.4
25003,10.9
25005,11.3
25007,7.6
25009,10.4
25011,9.7
25013,16.4
25015,12.2
25017,7.4
25019,8.7
25021,6.3
25023,7.4
25025,18.2
25027,10.1
26001,17.0
26003,11.2
26005,10.4
26007,14.3
26009,11.0
26011,17.1
26013,14.8
26015,7.7
26017,15.8
26019,9.5
26021,16.1
26023,15.8
26025,16.4
26027,12.1
26029,10.1
26031,14.9
26033,18.4
26035,22.7
26037,8.8
26039,16.3
26041,12.9
26043,11.7
26045,10.1
26047,9.1
26049,18.9
26051,16.9
26053,17.0
26055,9.6
26057,16.7
26059,16.2
26061,20.2
26063,13.0
26065,19.6
26067,11.8
26069,15.2
26071,13.1
26073,26.0
26075,13.8
26077,14.9
26079,16.7
26081,11.7
26083,10.6
26085,21.0
26087,10.1
26089,6.1
26091,11.4
26093,5.2
26095,17.0
26097,16.4
26099,10.6
26101,11.5
26103,15.6
26105,15.0
26107,21.2
26109,12.8
26111,10.4
26113,14.2
26115,11.1
26117,14.4
26119,16.6
26121,15.5
26123,16.6
26125,8.2
26127,15.0
26129,17.1
26131,13.7
26133,17.9
26135,16.2
26137,13.7
26139,8.5
26141,13.1
26143,16.7
26145,18.0
26147,12.7
26149,14.8
26151,15.1
26153,16.7
26155,10.3
26157,14.2
26159,14.9
26161,14.0
26163,22.3
26165,14.2
27001,12.2
27003,5.9
27005,11.0
27007,18.9
27009,10.3
27011,10.1
27013,17.6
27015,6.9
27017,11.3
27019,4.1
27021,13.6
27023,9.3
27025,6.0
27027,12.3
27029,14.6
27031,12.6
27033,11.0
27035,10.8
27037,6.0
27039,5.1
27041,7.6
27043,11.5
27045,10.7
27047,11.0
27049,9.3
27051,9.6
27053,10.4
27055,7.9
27057,11.8
27059,7.3
27061,12.2
27063,7.9
27065,10.0
27067,10.5
27069,11.2
27071,13.6
27073,8.3
27075,8.7
27077,10.7
27079,8.5
27081,10.9
27083,14.1
27085,8.5
27087,23.3
27089,6.9
27091,13.7
27093,6.7
27095,12.4
27097,10.2
27099,13.5
27101,7.1
27103,9.9
27105,13.6
27107,8.8
27109,8.4
27111,9.3
27113,11.0
27115,11.0
27117,11.7
27119,11.8
27121,7.2
27123,14.0
27125,10.5
27127,10.1
27129,10.0
27131,9.2
27133,9.0
27135,8.1
27137,14.1
27139,5.5
27141,6.4
27143,7.9
27145,12.9
27147,8.9
27149,12.4
27151,12.5
27153,11.9
27155,9.9
27157,7.7
27159,14.3
27161,9.7
27163,4.3
27165,13.4
27167,9.2
27169,12.9
27171,4.6
27173,11.8
28001,31.5
28003,15.0
28005,26.7
28007,26.7
28009,20.3
28011,35.0
28013,21.6
28015,17.0
28017,20.6
28019,19.9
28021,41.0
28023,19.1
28025,25.5
28027,34.8
28029,24.0
28031,24.2
28033,9.2
28035,26.0
28037,15.1
28039,17.2
28041,18.4
28043,21.1
28045,18.5
28047,20.1
28049,21.3
28051,42.4
28053,36.4
28055,36.0
28057,13.5
28059,16.2
28061,22.3
28063,37.6
28065,24.9
28067,21.7
28069,28.5
28071,22.1
28073,18.3
28075,20.8
28077,18.6
28079,26.4
28081,14.6
28083,36.8
28085,21.0
28087,20.4
28089,9.6
28091,25.5
28093,18.8
28095,17.4
28097,27.1
28099,25.6
28101,25.6
28103,32.5
28105,30.1
28107,20.3
28109,17.1
28111,19.0
28113,33.0
28115,16.2
28117,21.9
28119,35.6
28121,8.3
28123,25.5
28125,27.4
28127,19.4
28129,18.9
28131,19.8
28133,31.7
28135,31.7
28137,18.1
28139,20.0
28141,19.7
28143,24.0
28145,15.1
28147,24.0
28149,20.6
28151,33.9
28153,20.5
28155,22.2
28157,34.7
28159,23.1
28161,18.4
28163,31.8
29001,23.8
29003,7.9
29005,12.1
29007,15.1
29009,21.1
29011,20.3
29013,12.0
29015,17.7
29017,15.2
29019,17.9
29021,17.2
29023,23.7
29025,15.9
29027,10.6
29029,14.8
29031,16.4
29033,14.5
29035,13.4
29037,9.0
29039,15.8
29041,14.0
29043,10.0
29045,15.0
29047,8.2
29049,8.9
29051,10.3
29053,12.1
29055,18.5
29057,21.5
29059,13.4
29061,14.5
29063,12.2
29065,22.4
29067,20.4
29069,25.7
29071,10.5
29073,9.0
29075,14.8
29077,16.4
29079,17.3
29081,16.5
29083,21.1
29085,17.3
29087,10.1
29089,14.1
29091,22.3
29093,22.3
29095,14.7
29097,17.1
29099,9.6
29101,14.5
29103,18.8
29105,15.0
29107,12.6
29109,16.8
29111,18.6
29113,11.0
29115,15.4
29117,16.2
29119,18.6
29121,12.8
29123,14.2
29125,17.0
29127,17.3
29129,10.1
29131,16.9
29133,25.3
29135,12.0
29137,13.5
29139,16.3
29141,23.3
29143,22.2
29145,13.5
29147,22.0
29149,23.8
29151,7.4
29153,29.6
29155,27.4
29157,7.4
29159,16.4
29161,20.6
29163,15.1
29165,6.2
29167,16.5
29169,15.1
29171,17.0
29173,13.7
29175,16.4
29177,11.9
29179,19.4
29181,25.4
29183,5.2
29185,17.1
29186,11.5
29187,15.5
29189,9.7
29195,16.2
29197,17.8
29199,13.3
29201,19.8
29203,27.5
29205,16.2
29207,18.2
29209,12.9
29211,16.9
29213,14.7
29215,25.3
29217,14.8
29219,13.4
29221,20.1
29223,24.1
29225,17.8
29227,13.7
29229,24.2
29510,21.8
30001,17.7
30003,25.5
30005,30.5
30007,8.5
30009,9.7
30011,13.1
30013,13.3
30015,17.1
30017,11.5
30019,4.8
30021,11.1
30023,20.2
30025,8.9
30027,15.8
30029,10.9
30031,11.3
30033,6.0
30035,31.0
30037,16.6
30039,7.9
30041,18.6
30043,7.8
30045,12.7
30047,19.4
30049,10.4
30051,16.2
30053,17.4
30055,6.2
30057,8.4
30059,11.9
30061,18.6
30063,14.3
30065,12.7
30067,12.6
30069,9.3
30071,12.4
30073,19.3
30075,12.8
30077,11.7
30079,13.3
30081,12.3
30083,5.8
30085,28.3
30087,17.0
30089,15.9
30091,10.1
30093,17.4
30095,7.2
30097,5.7
30099,13.3
30101,12.3
30103,17.2
30105,11.1
30107,15.3
30109,12.1
30111,9.8
31001,12.5
31003,11.1
31005,13.3
31007,5.8
31009,13.0
31011,5.8
31013,14.1
31015,9.1
31017,13.0
31019,13.5
31021,12.3
31023,7.2
31025,6.8
31027,7.2
31029,9.7
31031,7.8
31033,9.6
31035,10.5
31037,12.7
31039,6.9
31041,11.5
31043,16.2
31045,14.7
31047,12.7
31049,8.8
31051,9.5
31053,12.5
31055,12.0
31057,10.6
31059,8.8
31061,14.6
31063,9.0
31065,11.0
31067,10.7
31069,7.7
31071,9.2
31073,5.4
31075,15.9
31077,10.2
31079,11.8
31081,5.2
31083,10.5
31085,11.1
31087,11.3
31089,7.8
31091,15.3
31093,7.9
31095,11.2
31097,8.5
31099,9.9
31101,12.4
31103,7.5
31105,10.8
31107,9.3
31109,12.5
31111,9.9
31113,11.3
31115,8.6
31117,17.2
31119,14.9
31121,12.0
31123,8.7
31125,11.4
31127,11.6
31129,11.2
31131,11.0
31133,18.9
31135,5.0
31137,9.6
31139,8.0
31141,8.7
31143,7.7
31145,11.7
31147,12.2
31149,5.3
31151,15.3
31153,5.9
31155,8.1
31157,13.6
31159,6.5
31161,17.1
31163,12.4
31165,8.5
31167,6.2
31169,9.7
31171,8.4
31173,25.5
31175,9.4
31177,7.9
31179,12.2
31181,10.8
31183,13.2
31185,9.8
32001,13.2
32003,13.7
32005,8.7
32007,11.7
32009,8.9
32011,8.0
32013,13.3
32015,9.7
32017,5.5
32019,11.6
32021,19.8
32023,16.4
32027,12.0
32029,8.2
32031,11.3
32033,13.6
32510,11.3
33001,8.6
33003,9.0
33005,9.0
33007,12.5
33009,9.6
33011,7.8
33013,6.5
33015,4.6
33017,9.5
33019,11.7
34001,13.3
34003,6.7
34005,6.1
34007,12.2
34009,9.8
34011,16.5
34013,15.8
34015,7.4
34017,15.2
34019,4.5
34021,11.6
34023,8.5
34025,6.9
34027,4.8
34029,10.1
34031,15.7
34033,12.4
34035,5.1
34037,4.9
34039,9.5
34041,7.6
35001,16.7
35003,16.4
35005,19.4
35006,26.1
35007,20.0
35009,20.9
35011,16.0
35013,26.4
35015,14.6
35017,24.0
35019,15.4
35021,14.3
35023,25.8
35025,15.8
35027,10.6
35028,4.4
35029,27.7
35031,34.8
35033,20.0
35035,22.1
35037,20.4
35039,24.0
35041,24.9
35043,12.7
35045,21.0
35047,28.2
35049,12.8
35051,26.7
35053,29.7
35055,18.3
35057,23.7
35059,19.4
35061,16.9
36001,11.9
36003,16.9
36005,28.0
36007,17.4
36009,16.5
36011,12.1
36013,18.2
36015,13.9
36017,13.5
36019,15.0
36021,11.6
36023,16.4
36025,16.6
36027,9.0
36029,14.2
36031,9.9
36033,17.8
36035,14.9
36037,10.9
36039,14.0
36041,9.9
36043,13.6
36045,14.0
36047,20.0
36049,13.5
36051,13.2
36053,9.8
36055,14.4
36057,19.8
36059,5.6
36061,15.8
36063,13.5
36065,15.5
36067,14.1
36069,8.7
36071,11.6
36073,13.7
36075,17.0
36077,14.9
36079,5.0
36081,12.2
36083,11.7
36085,11.7
36087,13.9
36089,17.9
36091,5.8
36093,11.4
36095,12.1
36097,15.4
36099,12.2
36101,13.7
36103,6.9
36105,15.2
36107,10.2
36109,18.9
36111,13.8
36113,9.5
36115,11.3
36117,11.6
36119,8.8
36121,10.5
36123,11.9
37001,16.1
37003,13.6
37005,23.4
37007,19.5
37009,16.3
37011,15.1
37013,18.6
37015,23.2
37017,24.3
37019,11.8
37021,12.2
37023,18.1
37025,10.2
37027,15.1
37029,9.2
37031,10.7
37033,18.1
37035,13.2
37037,10.2
37039,16.7
37041,16.0
37043,13.9
37045,20.4
37047,22.8
37049,15.2
37051,18.4
37053,9.5
37055,9.0
37057,15.4
37059,13.9
37061,21.2
37063,15.2
37065,23.7
37067,16.8
37069,13.2
37071,14.5
37073,13.5
37075,17.1
37077,14.3
37079,22.9
37081,15.8
37083,25.8
37085,15.8
37087,13.4
37089,10.9
37091,21.9
37093,20.4
37095,24.3
37097,10.9
37099,18.7
37101,12.5
37103,24.5
37105,16.1
37107,23.2
37109,12.1
37111,16.8
37113,15.4
37115,16.4
37117,19.7
37119,11.6
37121,13.0
37123,17.7
37125,11.3
37127,15.2
37129,16.0
37131,20.7
37133,13.2
37135,13.7
37137,12.6
37139,15.7
37141,14.1
37143,15.1
37145,16.1
37147,22.9
37149,9.8
37151,15.2
37153,25.2
37155,27.7
37157,18.1
37159,15.9
37161,17.9
37163,20.9
37165,27.3
37167,12.9
37169,13.8
37171,16.4
37173,17.5
37175,14.3
37177,22.5
37179,8.2
37181,20.8
37183,9.1
37185,19.8
37187,22.3
37189,25.3
37191,20.2
37193,17.7
37195,20.3
37197,15.4
37199,16.4
38001,8.7
38003,11.3
38005,31.9
38007,9.3
38009,9.6
