cfips,pct_below_poverty_level
01001,15.4
01003,10.6
01005,28.9
01007,14.0
01009,14.4
01011,31.4
01013,23.5
01015,18.6
01017,16.6
01019,15.0
01021,18.6
01023,22.2
01025,25.4
01027,18.4
01029,18.5
01031,15.1
01033,16.3
01035,22.2
01037,14.0
01039,18.3
01041,15.7
01043,15.8
01045,18.4
01047,31.1
01049,22.1
01051,12.3
01053,24.0
01055,17.3
01057,20.0
01059,20.2
01061,24.0
01063,38.7
01065,26.0
01067,13.5
01069,18.3
01071,20.2
01073,17.0
01075,21.2
01077,15.2
01079,16.8
01081,21.4
01083,13.7
01085,27.9
01087,25.8
01089,13.2
01091,21.8
01093,17.5
01095,21.7
01097,19.3
01099,30.9
01101,20.7
01103,15.3
01105,41.8
01107,23.5
01109,26.6
01111,17.7
01113,20.1
01115,13.2
01117,8.4
01119,31.3
01121,19.9
01123,20.3
01125,17.4
01127,19.7
01129,21.0
01131,31.1
01133,16.2
02013,15.4
02016,8.5
02020,9.2
02050,27.8
02060,5.8
02068,16.9
02070,17.2
02090,8.1
02100,9.0
02105,9.7
02110,7.9
02122,12.0
02130,10.5
02150,9.3
02158,40.5
02164,15.9
02170,10.3
02180,23.1
02185,9.3
02188,25.1
02195,8.2
02198,15.2
02220,7.5
02230,5.3
02240,10.8
02261,8.1
02275,7.8
02282,6.7
02290,25.1
04001,35.3
04003,17.2
04005,18.9
04007,22.5
04009,21.3
04011,11.9
04012,22.1
04013,14.7
04015,17.5
04017,28.5
04019,17.8
04021,14.2
04023,24.0
04025,14.0
04027,20.1
05001,20.0
05003,20.2
05005,14.0
05007,9.9
05009,14.9
05011,23.2
05013,15.6
05015,15.0
05017,29.2
05019,19.8
05021,22.6
05023,14.6
05025,19.4
05027,25.2
05029,18.2
05031,18.4
05033,15.9
05035,22.2
05037,16.7
05039,14.3
05041,29.1
05043,21.4
05045,16.8
05047,21.9
05049,23.9
05051,18.6
05053,14.5
05055,16.3
05057,24.3
05059,17.6
05061,19.2
05063,17.3
05065,17.1
05067,23.3
05069,23.2
05071,22.4
05073,22.2
05075,17.7
05077,26.0
05079,18.6
05081,15.8
05083,21.1
05085,12.2
05087,16.8
05089,20.6
05091,21.2
05093,25.8
05095,28.1
05097,18.9
05099,27.7
05101,14.2
05103,24.1
05105,17.0
05107,33.2
05109,16.6
05111,21.8
05113,24.5
05115,18.5
05117,15.7
05119,17.0
05121,18.3
05123,26.6
05125,8.5
05127,22.1
05129,21.1
05131,20.3
05133,21.0
05135,21.6
05137,22.5
05139,20.1
05141,18.8
05143,16.8
05145,17.0
05147,25.0
05149,16.3
06001,10.6
06003,19.8
06005,9.7
06007,20.1
06009,11.7
06011,13.8
06013,9.1
06015,22.5
06017,8.9
06019,24.1
06021,18.8
06023,20.3
06025,24.2
06027,10.2
06029,22.0
06031,20.8
06033,21.0
06035,13.8
06037,16.0
06039,20.8
06041,7.6
06043,14.0
06045,18.5
06047,22.7
06049,16.6
06051,10.4
06053,14.1
06055,8.1
06057,11.4
06059,11.5
06061,8.0
06063,11.7
06065,14.7
06067,15.8
06069,9.2
06071,17.3
06073,12.5
06075,10.9
06077,15.9
06079,13.3
06081,7.0
06083,14.8
06085,7.9
06087,14.3
06089,17.1
06091,8.3
06093,19.4
06095,10.4
06097,10.3
06099,16.1
06101,16.0
06103,21.5
06105,19.7
06107,25.5
06109,13.3
06111,9.6
06113,19.6
06115,18.0
08001,11.5
08003,23.7
08005,9.0
08007,10.7
08009,19.2
08011,22.9
08013,12.5
08014,5.0
08015,10.1
08017,11.5
08019,5.5
08021,22.4
08023,30.1
08025,28.4
08027,15.3
08029,17.6
08031,13.8
08033,13.6
08035,3.5
08037,7.0
08039,4.4
08041,10.9
08043,15.3
08045,8.1
08047,4.1
08049,11.3
08051,13.2
08053,13.0
08055,16.0
08057,15.7
08059,7.4
08061,11.3
08063,10.1
08065,16.5
08067,8.7
08069,12.0
08071,18.2
08073,13.4
08075,15.0
08077,15.7
08079,12.0
08081,13.9
08083,16.1
08085,16.7
08087,10.0
08089,24.7
08091,9.9
08093,5.5
08095,6.7
08097,7.2
08099,19.0
08101,19.0
08103,11.5
08105,17.1
08107,10.7
08109,17.7
08111,4.6
08113,8.9
08115,17.0
08117,10.1
08119,8.3
08121,10.7
08123,10.6
08125,14.5
09001,8.8
09003,11.1
09005,7.0
09007,6.9
09009,11.9
09011,10.2
09013,6.9
09015,10.5
10001,13.6
10003,11.4
10005,11.7
11001,16.8
12001,21.8
12003,14.6
12005,14.7
12007,20.3
12009,12.7
12011,13.5
12013,12.2
12015,11.1
12017,16.7
12019,10.6
12021,12.3
12023,17.4
12027,28.5
12029,23.1
12031,15.5
12033,13.9
12035,11.9
12037,20.7
12039,24.6
12041,17.9
12043,17.0
12045,13.9
12047,29.5
12049,26.7
12051,26.8
12053,14.3
12055,19.2
12057,15.3
12059,25.6
12061,12.2
12063,20.6
12065,14.1
12067,20.1
12069,12.5
12071,14.0
12073,20.4
12075,20.7
12077,13.0
12079,28.2
12081,12.5
12083,16.6
12085,10.5
12086,18.0
12087,11.8
12089,10.2
12091,11.5
12093,22.7
12095,16.1
12097,16.3
12099,12.8
12101,13.5
12103,13.0
12105,16.6
12107,24.8
12109,8.4
12111,15.0
12113,9.8
12115,9.7
12117,11.4
12119,8.8
12121,17.8
12123,19.8
12125,22.0
12127,15.2
12129,11.5
12131,14.7
12133,22.4
13001,23.3
13003,30.0
13005,27.2
13007,21.3
13009,26.2
13011,13.4
13013,12.1
13015,13.2
13017,31.6
13019,26.3
13021,25.7
13023,20.8
13025,24.1
13027,27.0
13029,14.1
13031,28.7
13033,24.8
13035,23.8
13037,29.7
13039,12.9
13043,32.8
13045,18.8
13047,9.8
13049,24.4
13051,15.8
13053,16.8
13055,19.9
13057,8.1
13059,31.3
13061,41.1
13063,20.0
13065,39.2
13067,10.0
13069,22.3
13071,25.2
13073,8.8
13075,24.0
13077,11.1
13079,19.7
