cfips,pct_multilingual
01001,3.8
01003,5.4
01005,6.1
01007,2.4
01009,8.0
01011,1.9
01013,1.4
01015,4.2
01017,2.2
01019,1.2
01021,7.3
01023,1.4
01025,0.9
01027,2.5
01029,3.2
01031,6.0
01033,2.6
01035,0.2
01037,0.6
01039,1.7
01041,2.8
01043,4.1
01045,5.4
01047,1.6
01049,12.1
01051,3.2
01053,1.8
01055,3.9
01057,0.9
01059,16.2
01061,3.8
01063,0.1
01065,1.1
01067,2.0
01069,3.7
01071,1.6
01073,5.9
01075,0.7
01077,3.3
01079,1.8
01081,7.4
01083,6.6
01085,0.9
01087,3.1
01089,6.6
01091,0.7
01093,3.0
01095,11.7
01097,4.8
01099,0.7
01101,5.9
01103,7.4
01105,1.4
01107,4.3
01109,4.8
01111,1.8
01113,5.2
01115,2.6
01117,8.0
01119,3.3
01121,2.8
01123,1.7
01125,5.6
01127,2.2
01129,0.9
01131,2.8
01133,2.2
02013,38.8
02016,56.2
02020,17.7
02050,62.3
02060,5.0
02068,15.8
02070,38.5
02090,10.1
02100,11.1
02105,11.2
02110,12.8
02122,7.9
02130,10.5
02150,25.9
02158,41.3
02164,11.9
02170,6.9
02180,31.4
02185,32.7
02188,37.6
02195,20.3
02198,5.5
02220,11.7
02230,9.5
02240,20.6
02261,9.5
02275,6.0
02282,14.5
02290,13.9
04001,54.2
04003,29.0
04005,24.6
04007,17.2
04009,21.9
04011,21.8
04012,18.7
04013,27.0
04015,11.1
04017,37.1
04019,28.5
04021,20.4
04023,79.7
04025,10.7
04027,53.7
05001,2.0
05003,5.7
05005,1.7
05007,13.3
05009,1.5
05011,14.1
05013,3.0
05015,13.2
05017,6.0
05019,4.9
05021,1.3
05023,2.4
05025,1.3
05027,3.7
05029,3.1
05031,6.2
05033,6.7
05035,2.6
05037,1.1
05039,3.0
05041,6.9
05043,2.9
05045,5.4
05047,2.3
05049,1.4
05051,5.8
05053,2.1
05055,1.4
05057,11.8
05059,2.7
05061,12.4
05063,4.9
05065,3.7
05067,2.1
05069,3.8
05071,14.1
05073,2.0
05075,1.4
05077,2.7
05079,3.6
05081,1.0
05083,3.7
05085,3.6
05087,4.9
05089,1.3
05091,2.3
05093,3.9
05095,2.3
05097,3.8
05099,1.5
05101,0.7
05103,1.8
05105,2.6
05107,1.2
05109,5.2
05111,1.9
05113,6.4
05115,8.0
05117,0.8
05119,8.1
05121,3.2
05123,2.4
05125,5.0
05127,4.8
05129,0.6
05131,15.4
05133,32.1
05135,1.0
05137,1.0
05139,4.3
05141,1.1
05143,17.5
05145,6.2
05147,0.3
05149,18.2
06001,45.2
06003,7.9
06005,10.5
06007,15.0
06009,7.4
06011,51.7
06013,35.1
06015,12.7
06017,12.4
06019,44.8
06021,38.5
06023,11.8
06025,76.0
06027,15.4
06029,44.1
06031,39.9
06033,15.7
06035,17.9
06037,56.6
06039,45.1
06041,22.7
06043,10.9
06045,22.0
06047,52.5
06049,12.5
06051,24.8
06053,55.1
06055,34.9
06057,8.3
06059,45.4
06061,14.9
06063,8.5
06065,40.6
06067,32.4
06069,40.2
06071,41.6
06073,37.7
06075,43.1
06077,41.0
06079,17.9
06081,46.3
06083,39.7
06085,52.6
06087,32.0
06089,8.6
06091,7.7
06093,8.4
06095,29.8
06097,25.5
06099,42.5
06101,37.5
06103,20.0
06105,10.1
06107,51.0
06109,7.6
06111,38.4
06113,37.9
06115,25.0
08001,28.6
08003,30.6
08005,23.0
08007,11.1
08009,9.3
08011,14.0
08013,16.0
08014,11.7
08015,7.0
08017,12.0
08019,5.4
08021,29.9
08023,48.6
08025,12.8
08027,6.4
08029,10.2
08031,26.5
08033,2.0
08035,9.2
08037,28.1
08039,4.3
08041,11.9
08043,7.4
08045,26.3
08047,4.4
08049,8.6
08051,10.3
08053,3.2
08055,10.5
08057,13.2
08059,10.6
08061,2.2
08063,14.1
08065,18.0
08067,10.6
08069,9.4
08071,14.5
08073,8.5
08075,7.8
08077,7.2
08079,3.1
08081,13.3
08083,10.8
08085,16.6
08087,26.6
08089,14.0
08091,10.4
08093,2.8
08095,22.7
08097,14.1
08099,23.4
08101,12.9
08103,7.6
08105,26.4
08107,6.8
08109,30.1
08111,16.4
08113,12.9
08115,6.5
08117,15.7
08119,4.2
08121,5.0
08123,19.3
08125,19.2
09001,29.5
09003,25.2
09005,10.3
09007,10.7
09009,21.8
09011,13.8
09013,10.6
09015,12.6
10001,9.8
10003,14.9
10005,10.7
11001,17.4
12001,13.8
12003,3.8
12005,7.0
12007,5.1
12009,10.4
12011,40.7
12013,6.5
12015,10.0
12017,6.2
12019,10.6
12021,33.3
12023,7.2
12027,29.7
12029,4.1
12031,14.4
12033,6.9
12035,14.9
12037,6.0
12039,11.8
12041,5.3
12043,21.6
12045,5.5
12047,9.5
12049,38.1
12051,48.0
12053,10.9
12055,19.0
12057,29.1
12059,3.4
12061,13.4
12063,5.9
12065,8.0
12067,20.2
12069,13.5
12071,22.5
12073,9.8
12075,7.3
12077,5.7
12079,7.2
12081,17.3
12083,11.6
12085,13.2
12086,74.3
12087,23.3
12089,5.3
12091,11.4
12093,23.2
12095,36.3
12097,50.0
12099,31.6
12101,14.0
12103,14.2
12105,21.4
12107,9.4
12109,8.8
12111,23.3
12113,6.0
12115,12.7
12117,22.2
12119,7.2
12121,10.0
12123,6.6
12125,5.8
12127,13.9
12129,6.1
12131,8.5
12133,4.7
13001,9.3
13003,23.4
13005,7.3
13007,6.5
13009,4.2
13011,7.3
13013,12.7
13015,8.7
13017,6.4
13019,5.0
13021,5.0
13023,2.1
13025,3.3
13027,5.7
13029,8.5
13031,5.1
13033,3.0
13035,3.3
13037,7.2
13039,6.2
13043,9.6
13045,6.4
13047,3.9
13049,10.4
13051,10.1
13053,13.8
13055,4.9
13057,11.5
13059,15.2
13061,1.9
13063,19.7
13065,4.0
13067,20.8
13069,12.5
13071,17.5
13073,9.6
13075,4.7
13077,8.9
13079,1.8
13081,5.1
13083,3.6
13085,4.1
13087,3.5
13089,19.0
13091,3.1
13093,6.1
13095,3.7
13097,11.1
13099,0.6
13101,20.7
13103,4.5
13105,5.4
13107,3.8
13109,12.4
13111,3.6
13113,11.7
13115,10.0
13117,21.6
13119,5.8
13121,15.9
13123,10.3
13125,0.7
13127,7.7
13129,16.1
13131,10.6
13133,6.5
13135,34.7
13137,16.5
13139,28.8
13141,3.2
13143,2.0
13145,4.6
13147,5.0
13149,2.4
13151,10.2
13153,8.7
13155,2.0
13157,8.5
13159,3.5
13161,8.4
13163,3.5
13165,9.5
13167,1.8
13169,1.7
13171,2.6
13173,2.2
13175,2.9
13177,5.6
13179,12.9
13181,2.6
13183,12.0
13185,6.2
13187,5.3
13189,4.6
13191,3.7
13193,7.2
13195,6.8
13197,9.9
13199,2.0
13201,0.4
13205,6.1
13207,4.6
13209,9.2
13211,3.2
13213,11.9
13215,8.6
13217,6.5
13219,8.9
13221,4.5
13223,6.4
13225,9.1
13227,3.3
13229,3.8
13231,1.8
13233,11.8
13235,3.1
13237,6.4
13239,6.0
13241,9.3
13243,1.5
13245,5.9
13247,11.0
13249,1.2
13251,2.8
13253,2.2
13255,3.9
13257,4.0
13259,19.3
13261,6.0
13263,1.6
13265,2.4
13267,11.7
13269,4.0
13271,13.0
13273,2.2
13275,4.0
13277,11.5
13279,11.1
13281,3.3
13283,4.8
13285,4.5
13287,3.3
13289,2.0
13291,3.7
13293,2.7
13295,2.3
13297,5.6
13299,4.6
13301,1.4
13303,3.2
13305,6.4
13307,9.7
13309,2.6
13311,4.6
13313,31.6
13315,5.0
13317,5.8
13319,2.5
13321,1.9
15001,21.8
15003,28.0
15005,18.3
15007,21.0
15009,22.6
16001,8.5
16003,4.2
16005,7.7
16007,2.8
16009,3.4
16011,16.5
16013,20.0
16015,3.6
16017,2.6
16019,11.4
16021,4.1
16023,1.4
16025,1.0
16027,18.5
16029,3.6
16031,21.3
16033,45.5
16035,4.6
16037,2.8
16039,13.7
16041,3.6
16043,9.7
16045,7.9
16047,23.1
16049,3.8
16051,9.7
16053,30.1
16055,2.8
16057,6.1
16059,2.4
16061,3.3
16063,26.6
16065,10.3
16067,29.3
16069,4.5
16071,4.1
16073,23.4
16075,12.6
16077,31.2
16079,4.2
16081,15.8
16083,14.2
16085,4.1
16087,13.3
17001,2.0
17003,0.7
17005,4.0
17007,19.4
17009,6.1
17011,7.5
17013,1.2
17015,3.2
17017,17.6
17019,17.3
17021,2.1
17023,1.5
17025,3.3
17027,4.2
17029,3.8
17031,35.2
17033,4.6
17035,1.3
17037,11.7
17039,3.1
17041,17.6
17043,27.0
17045,1.8
17047,1.8
17049,3.6
17051,3.9
17053,3.3
17055,1.7
17057,3.4
17059,1.0
17061,0.9
17063,8.2
17065,2.1
17067,1.7
17069,1.0
17071,1.7
17073,4.2
17075,6.8
17077,9.1
17079,3.3
17081,4.2
17083,2.5
17085,3.7
17087,3.0
17089,31.4
17091,9.5
17093,18.1
17095,5.5
17097,28.4
17099,7.3
17101,4.2
17103,4.9
17105,4.7
17107,4.4
17109,5.3
17111,14.4
17113,8.4
17115,3.5
17117,1.5
17119,3.7
17121,2.0
17123,2.9
17125,1.8
17127,2.2
17129,1.7
17131,1.3
17133,2.8
17135,1.6
17137,3.6
17139,9.6
17141,8.3
17143,8.7
17145,3.4
17147,2.5
17149,1.6
17151,1.5
17153,1.3
17155,6.1
17157,3.9
17159,3.6
17161,13.6
17163,5.1
17165,3.3
17167,4.7
17169,2.3
17171,1.4
17173,0.7
17175,2.4
17177,3.5
17179,2.7
17181,5.3
17183,4.6
17185,3.6
17187,9.0
17189,1.7
17191,2.4
17193,1.4
17195,7.7
17197,20.1
17199,3.2
17201,14.5
17203,2.0
18001,14.7
18003,10.7
18005,11.6
18007,4.2
18009,2.8
18011,5.0
18013,1.4
18015,3.8
18017,15.2
18019,5.3
18021,1.9
18023,13.9
18025,1.0
18027,18.6
18029,2.1
18031,3.9
18033,2.9
18035,3.6
18037,5.2
18039,18.8
18041,1.6
18043,3.1
18045,3.7
18047,1.3
18049,6.9
18051,2.1
18053,2.9
18055,1.6
18057,9.6
18059,3.1
18061,2.2
18063,6.2
18065,1.8
18067,3.4
18069,3.7
18071,6.7
18073,4.8
18075,4.2
18077,1.7
18079,2.3
18081,6.1
18083,1.9
18085,10.3
18087,41.7
18089,14.6
18091,6.1
18093,1.7
18095,3.6
18097,13.5
18099,11.6
18101,2.0
18103,3.7
18105,10.3
18107,4.6
18109,1.6
18111,4.1
18113,11.9
18115,1.5
18117,2.2
18119,2.1
18121,6.1
18123,0.6
18125,1.2
18127,6.1
18129,1.2
18131,2.7
18133,2.7
18135,2.9
18137,2.4
18139,2.6
18141,9.6
18143,3.3
18145,4.1
18147,3.0
18149,3.5
18151,4.9
18153,1.1
18155,4.6
18157,15.6
18159,2.5
18161,1.9
18163,3.8
18165,2.1
18167,4.7
18169,2.7
18171,0.6
18173,4.1
18175,1.9
18177,4.6
18179,3.3
18181,8.0
18183,2.9
19001,2.9
19003,1.6
19005,9.2
19007,2.4
19009,1.9
19011,2.3
19013,8.5
19015,2.3
19017,2.8
19019,3.3
19021,33.3
19023,2.1
19025,1.3
19027,1.3
19029,2.1
19031,1.3
19033,3.7
19035,2.1
19037,4.7
19039,11.9
19041,4.0
19043,5.4
19045,2.4
19047,29.5
19049,10.8
19051,20.8
19053,4.7
19055,1.9
19057,3.4
19059,2.9
19061,4.1
19063,8.4
19065,3.0
19067,8.4
19069,10.1
19071,2.9
19073,4.1
19075,2.7
19077,2.2
19079,7.0
19081,3.4
19083,3.8
19085,1.3
19087,5.6
19089,2.2
19091,4.7
19093,1.9
19095,4.1
19097,1.4
19099,2.7
19101,12.2
19103,14.1
19105,2.6
19107,1.6
19109,2.5
19111,2.6
19113,5.3
19115,18.4
19117,4.8
19119,2.9
19121,2.8
19123,2.5
19125,3.0
19127,21.8
19129,2.8
19131,5.6
19133,1.5
19135,2.6
19137,3.8
19139,13.0
19141,4.8
19143,7.5
19145,3.1
19147,4.1
19149,4.8
19151,4.8
19153,12.9
19155,6.5
19157,4.5
19159,3.3
19161,2.6
19163,6.5
19165,3.3
19167,9.7
19169,11.1
19171,11.5
19173,7.7
19175,5.2
19177,6.0
19179,12.0
19181,2.1
19183,10.2
19185,10.1
19187,3.7
19189,4.1
19191,3.1
19193,15.8
19195,1.7
19197,7.6
20001,2.2
20003,1.5
20005,1.4
20007,4.4
20009,11.3
20011,1.5
20013,1.8
20015,3.1
20017,3.4
20019,0.6
20021,2.2
20023,7.4
20025,6.5
20027,3.1
20029,3.6
20031,1.2
20033,6.2
20035,6.7
20037,5.9
20039,4.1
20041,2.4
20043,1.1
20045,10.1
20047,19.6
20049,3.7
20051,6.0
20053,2.6
20055,44.6
20057,51.2
20059,1.9
20061,15.7
20063,3.2
20065,1.6
20067,38.4
20069,18.2
20071,19.8
20073,1.6
20075,31.6
20077,6.1
20079,6.8
20081,39.9
20083,8.7
20085,3.2
20087,1.4
20089,1.6
20091,11.5
20093,23.7
20095,3.8
20097,9.3
20099,3.3
20101,4.3
20103,4.9
20105,3.1
20107,0.7
20109,3.9
20111,17.7
20113,4.0
20115,2.8
20117,2.8
20119,21.3
20121,1.7
20123,2.6
20125,4.1
20127,3.4
20129,18.6
20131,1.5
20133,3.6
20135,10.7
20137,2.7
20139,2.1
20141,2.0
20143,1.8
20145,3.7
20147,2.3
20149,4.3
20151,9.2
20153,7.4
20155,7.0
20157,2.1
20159,8.0
20161,11.8
20163,2.0
20165,2.6
20167,3.4
20169,9.7
20171,16.0
20173,14.3
20175,59.6
20177,8.6
20179,6.3
20181,10.1
20183,1.3
20185,10.2
20187,31.4
20189,33.0
20191,2.2
20193,3.9
20195,0.4
20197,1.6
20199,4.3
20201,3.5
20203,22.5
20205,1.9
20207,1.5
20209,27.8
21001,1.9
21003,5.1
21005,2.0
21007,3.6
21009,4.3
21011,4.3
21013,1.0
21015,7.4
21017,6.8
21019,1.7
21021,3.5
21023,2.4
21025,1.0
21027,3.7
21029,2.3
21031,5.0
21033,1.0
21035,5.2
21037,3.6
21039,1.5
21041,5.6
