cfips,pct_multilingual
01001,4.3
01003,5.4
01005,7.1
01007,2.3
01009,8.2
01011,3.4
01013,1.3
01015,4.3
01017,2.4
01019,1.5
01021,7.5
01023,1.6
01025,0.9
01027,3.2
01029,2.9
01031,6.4
01033,2.7
01035,0.4
01037,0.7
01039,1.7
01041,2.0
01043,4.0
01045,6.2
01047,1.4
01049,12.9
01051,3.5
01053,1.4
01055,4.1
01057,1.3
01059,16.1
01061,3.7
01063,0.3
01065,1.1
01067,2.1
01069,3.8
01071,1.5
01073,5.8
01075,1.0
01077,3.5
01079,1.8
01081,7.3
01083,6.7
01085,0.4
01087,2.5
01089,6.9
01091,0.6
01093,3.1
01095,12.4
01097,4.6
01099,0.4
01101,6.2
01103,8.1
01105,1.3
01107,5.0
01109,5.8
01111,2.1
01113,6.6
01115,2.6
01117,8.2
01119,3.4
01121,3.3
01123,2.6
01125,5.5
01127,2.3
01129,1.3
01131,2.7
01133,2.5
02013,33.8
02016,58.2
02020,17.8
02050,62.7
02060,6.9
02068,11.9
02070,38.0
02090,10.0
02100,8.4
02105,12.0
02110,12.8
02122,8.1
02130,11.0
02150,27.0
02158,37.5
02164,11.3
02170,6.2
02180,31.0
02185,32.9
02188,35.6
02195,16.8
02198,5.7
02220,12.4
02230,11.0
02240,19.1
02261,10.2
02275,3.9
02282,12.5
02290,13.4
04001,53.8
04003,28.3
04005,24.0
04007,17.1
04009,20.2
04011,21.4
04012,18.0
04013,27.0
04015,10.5
04017,37.5
04019,28.2
04021,21.2
04023,79.7
04025,11.0
04027,53.2
05001,2.0
05003,5.2
05005,1.8
05007,13.6
05009,1.5
05011,16.8
05013,3.3
05015,13.1
05017,6.7
05019,4.9
05021,1.4
05023,2.4
05025,1.0
05027,3.2
05029,3.2
05031,5.7
05033,7.2
05035,2.9
05037,0.4
05039,1.7
05041,6.7
05043,2.8
05045,5.6
05047,2.0
05049,1.3
05051,6.3
05053,2.5
05055,1.6
05057,11.0
05059,2.6
05061,13.0
05063,4.7
05065,3.0
05067,2.4
05069,4.0
05071,14.0
05073,1.9
05075,1.4
05077,2.9
05079,4.5
05081,1.7
05083,3.5
05085,4.2
05087,4.6
05089,1.9
05091,2.5
05093,4.0
05095,1.4
05097,3.9
05099,0.2
05101,0.6
05103,2.2
05105,2.5
05107,1.2
05109,5.3
05111,2.3
05113,6.6
05115,7.9
05117,1.2
05119,8.0
05121,2.5
05123,4.0
05125,5.1
05127,3.4
05129,0.8
05131,15.1
05133,32.6
05135,1.1
05137,1.4
05139,4.3
05141,1.9
05143,18.0
05145,6.2
05147,0.3
05149,19.0
06001,45.6
06003,9.7
06005,10.6
06007,15.3
06009,7.2
06011,51.7
06013,35.8
06015,12.1
06017,12.2
06019,44.6
06021,38.0
06023,11.7
06025,76.5
06027,17.2
06029,44.2
06031,41.5
06033,16.2
06035,18.4
06037,56.6
06039,45.3
06041,21.9
06043,9.6
06045,21.4
06047,53.3
06049,12.8
06051,26.3
06053,55.2
06055,34.9
06057,7.6
06059,45.6
06061,15.5
06063,7.9
06065,41.1
06067,32.7
06069,39.7
06071,42.1
06073,37.6
06075,42.9
06077,40.9
06079,18.0
06081,45.7
06083,40.3
06085,53.0
06087,32.1
06089,8.3
06091,9.7
06093,8.9
06095,29.9
06097,25.6
06099,42.9
06101,37.3
06103,18.9
06105,8.6
06107,51.3
06109,7.9
06111,38.4
06113,38.0
06115,25.3
08001,29.0
08003,30.1
08005,23.4
08007,8.7
08009,7.4
08011,12.4
08013,15.7
08014,12.2
08015,6.8
08017,15.5
08019,6.7
08021,29.5
08023,43.5
08025,11.1
08027,5.6
08029,9.6
08031,25.5
08033,2.7
08035,9.5
08037,28.8
08039,4.5
08041,11.9
08043,7.0
08045,26.6
08047,6.7
08049,6.0
08051,10.7
08053,3.3
08055,9.5
08057,8.9
08059,10.6
08061,2.7
08063,12.6
08065,18.5
08067,9.4
08069,9.3
08071,14.3
08073,9.7
08075,10.3
08077,6.8
08079,2.3
08081,13.8
08083,11.3
08085,17.5
08087,27.0
08089,13.3
08091,8.5
08093,2.5
08095,22.6
08097,16.2
08099,22.9
08101,12.3
08103,5.4
08105,24.7
08107,6.3
08109,27.5
08111,17.0
08113,15.7
08115,7.1
08117,15.2
08119,3.7
08121,4.9
08123,19.3
08125,18.6
09001,29.7
09003,25.0
09005,10.3
09007,10.7
09009,22.2
09011,13.6
09013,10.7
09015,12.3
10001,10.3
10003,15.1
10005,11.0
11001,17.2
12001,14.2
12003,4.7
12005,7.4
12007,4.3
12009,10.6
12011,41.3
12013,6.3
12015,10.2
12017,6.4
12019,11.0
12021,33.7
12023,6.8
12027,29.0
12029,4.2
12031,14.6
12033,7.0
12035,15.0
12037,6.1
12039,10.9
12041,5.0
12043,22.0
12045,6.8
12047,10.1
12049,37.7
12051,48.8
12053,11.2
12055,19.0
12057,29.6
12059,4.1
12061,13.3
12063,6.0
12065,7.5
12067,21.1
12069,14.4
12071,22.9
12073,10.0
12075,7.2
12077,4.6
12079,7.3
12081,17.7
12083,12.3
12085,13.4
12086,74.9
12087,22.4
12089,6.1
12091,11.9
12093,22.7
12095,36.9
