cfips,pct_multilingual
24009,4.5
24011,8.4
24013,5.2
24015,6.2
24017,8.3
24019,6.3
24021,14.4
24023,2.5
24025,7.3
24027,25.9
24029,5.7
24031,40.9
24033,27.8
24035,5.3
24037,7.1
24039,4.7
24041,7.9
24043,7.4
24045,10.9
24047,6.7
24510,9.9
25001,9.4
25003,7.5
25005,21.2
25007,11.8
25009,26.7
25011,6.3
25013,25.7
25015,12.7
25017,26.6
25019,20.2
25021,22.2
25023,13.5
25025,39.5
25027,20.0
26001,1.9
26003,2.2
26005,6.5
26007,2.9
26009,2.1
26011,1.6
26013,2.4
26015,3.1
26017,2.1
26019,3.8
26021,7.4
26023,8.6
26025,6.7
26027,3.2
26029,2.8
26031,3.5
26033,3.4
26035,5.6
26037,4.0
26039,1.7
26041,1.5
26043,1.8
26045,6.7
26047,3.3
26049,3.9
26051,3.5
26053,2.4
26055,3.4
26057,3.5
26059,3.8
26061,6.9
26063,3.8
26065,12.9
26067,3.0
26069,3.8
26071,1.7
26073,5.2
26075,3.2
26077,7.4
26079,1.7
26081,12.3
26083,1.5
26085,2.6
26087,4.4
26089,4.6
26091,4.8
26093,3.2
26095,4.5
26097,5.1
26099,14.8
26101,4.1
26103,2.8
26105,3.3
26107,3.7
26109,2.6
26111,4.1
26113,2.6
26115,3.2
26117,3.4
26119,1.6
26121,3.6
26123,5.6
26125,15.3
26127,12.2
26129,2.3
26131,1.6
26133,4.2
26135,7.9
26137,1.9
26139,8.2
26141,4.6
26143,1.9
26145,4.3
26147,2.8
26149,11.3
26151,4.9
26153,2.1
26155,1.7
26157,2.1
26159,9.3
26161,14.9
26163,14.7
26165,2.2
27001,2.4
27003,11.4
27005,3.0
27007,4.7
27009,5.1
27011,3.6
27013,7.4
27015,4.3
27017,3.8
27019,7.3
27021,2.8
27023,8.7
27025,2.9
27027,7.4
27029,4.5
27031,7.0
27033,10.4
27035,2.1
27037,13.1
27039,6.2
27041,2.0
27043,4.5
27045,5.8
27047,9.6
27049,4.0
27051,1.3
27053,18.1
27055,2.7
27057,3.0
27059,3.2
27061,2.5
27063,5.4
27065,2.7
27067,12.6
27069,3.8
27071,3.6
27073,4.3
27075,1.7
27077,1.2
27079,5.9
27081,1.3
27083,10.6
27085,5.5
27087,8.4
27089,4.2
27091,4.3
27093,3.2
27095,3.3
27097,2.9
27099,17.4
27101,5.3
27103,5.2
27105,31.7
27107,4.3
27109,14.3
27111,4.4
27113,4.9
27115,4.1
27117,7.7
27119,6.4
27121,2.7
27123,23.3
27125,2.4
27127,4.0
27129,7.4
27131,13.0
27133,3.2
27135,3.6
27137,3.5
27139,12.6
27141,4.7
27143,9.2
27145,9.9
27147,7.3
27149,9.0
27151,5.8
27153,11.9
27155,5.0
27157,3.6
27159,2.9
27161,5.1
27163,9.9
27165,22.3
27167,2.2
27169,5.6
27171,4.2
27173,3.8
28001,11.9
28003,2.5
28005,1.0
28007,2.1
28009,5.9
28011,2.8
28013,5.9
28015,0.0
28017,3.1
28019,0.1
28021,1.8
28023,0.5
28025,1.0
28027,1.6
28029,2.3
28031,1.6
28033,5.9
28035,3.6
28037,0.6
28039,3.5
28041,1.1
28043,2.0
28045,3.1
28047,6.6
28049,2.7
28051,0.9
28053,0.7
28055,0.2
28057,1.4
28059,6.6
28061,0.5
28063,1.8
28065,0.7
28067,4.4
28069,1.6
28071,5.1
28073,4.2
28075,2.9
28077,2.4
28079,7.1
28081,3.3
28083,2.5
28085,1.4
28087,2.9
28089,6.2
28091,2.4
28093,5.9
28095,1.5
28097,1.2
28099,10.3
28101,3.9
28103,1.1
28105,4.8
28107,1.5
28109,2.3
28111,2.7
28113,2.6
28115,6.5
28117,4.2
28119,0.4
28121,4.2
28123,10.7
28125,0.2
28127,1.4
28129,2.6
28131,2.6
28133,1.5
28135,4.7
28137,2.1
28139,3.9
28141,2.3
28143,1.3
28145,3.4
28147,2.2
28149,3.6
28151,3.0
28153,3.3
28155,1.1
28157,0.2
28159,1.3
28161,2.8
28163,7.3
29001,5.7
29003,2.7
29005,2.0
29007,4.2
29009,9.0
29011,2.5
29013,1.7
29015,3.2
29017,1.2
29019,8.0
29021,6.1
29023,2.1
29025,2.6
29027,1.7
29029,3.9
29031,3.6
29033,4.1
29035,0.2
29037,3.7
29039,2.3
29041,2.4
29043,3.6
29045,6.1
29047,7.0
29049,1.9
29051,3.8
29053,2.6
29055,2.0
29057,2.6
29059,4.4
29061,10.3
29063,2.1
29065,1.7
29067,2.1
29069,7.7
29071,1.9
29073,1.9
29075,4.1
29077,4.9
29079,6.8
29081,3.3
29083,3.3
29085,4.1
29087,1.1
29089,1.8
29091,2.5
29093,1.9
29095,9.5
29097,7.4
29099,3.1
29101,4.3
29103,7.0
29105,1.9
29107,2.2
29109,7.2
29111,3.0
29113,1.5
29115,3.1
29117,2.7
29119,12.7
29121,2.9
29123,2.5
29125,5.1
29127,1.0
29129,3.4
29131,3.2
29133,1.9
29135,9.1
29137,4.5
29139,3.1
29141,8.7
29143,2.8
29145,5.2
29147,2.7
29149,2.1
29151,1.2
29153,1.7
29155,3.8
29157,4.1
29159,12.1
29161,6.2
29163,2.9
29165,8.0
29167,3.7
29169,11.9
29171,2.4
29173,1.0
29175,1.9
29177,1.9
29179,0.9
29181,1.3
29183,5.5
29185,1.0
29186,1.9
29187,1.7
29189,9.5
29195,8.6
29197,4.3
29199,9.0
29201,3.2
29203,1.3
29205,3.3
29207,1.1
29209,2.1
29211,17.9
29213,5.8
29215,3.6
29217,4.0
29219,1.7
29221,1.6
29223,1.5
29225,7.1
29227,0.8
29229,5.6
29510,9.7
30001,4.1
30003,26.4
30005,7.9
30007,2.6
30009,3.1
30011,0.9
30013,3.5
30015,0.9
30017,4.3
30019,1.4
30021,0.9
30023,4.2
30025,1.6
30027,3.6
30029,2.9
30031,4.0
30033,0.3
30035,4.5
30037,4.9
30039,1.8
30041,2.4
30043,1.7
30045,1.1
30047,5.8
30049,3.3
30051,22.4
30053,3.9
30055,6.5
30057,3.3
30059,3.0
30061,1.6
30063,5.0
30065,3.7
30067,2.1
30069,3.6
30071,1.4
30073,6.0
30075,1.9
30077,4.0
30079,3.3
30081,3.3
30083,4.4
30085,4.1
30087,8.9
30089,2.3
30091,1.1
30093,2.7
30095,2.0
30097,1.3
30099,3.1
30101,5.9
30103,1.2
30105,1.9
30107,9.8
30109,8.1
30111,3.7
31001,8.7
31003,5.0
31005,4.5
31007,7.0
31009,1.3
31011,2.1
31013,8.2
31015,4.7
31017,4.5
31019,8.3
31021,2.8
31023,6.5
31025,2.6
31027,1.2
31029,11.9
31031,1.9
31033,2.6
31035,6.8
31037,49.0
31039,8.9
31041,4.1
31043,41.0
31045,4.3
31047,31.1
31049,1.8
31051,11.2
31053,12.1
31055,15.4
31057,9.3
31059,3.1
31061,2.8
31063,1.0
31065,4.0
31067,3.4
31069,4.6
31071,1.2
31073,3.2
31075,0.2
31077,2.4
31079,23.6
31081,3.0
31083,4.7
31085,7.9
31087,0.7
31089,3.7
31091,1.2
31093,2.5
31095,3.7
31097,9.8
31099,3.7
31101,5.0
31103,1.1
31105,2.7
31107,4.4
31109,11.9
31111,5.4
31113,2.0
31115,4.5
31117,0.5
31119,13.8
31121,5.1
31123,8.5
31125,1.2
31127,4.3
31129,2.6
31131,6.3
31133,12.3
31135,4.9
31137,4.7
31139,2.3
31141,16.9
31143,6.9
31145,2.7
31147,0.7
31149,1.7
31151,25.9
31153,8.8
31155,2.4
31157,12.3
31159,3.0
31161,4.1
31163,2.7
31165,3.4
31167,4.1
31169,2.0
31171,0.9
31173,5.1
31175,2.6
31177,2.9
31179,7.1
31181,1.8
31183,2.8
31185,4.9
32001,15.1
32003,33.8
32005,11.0
32007,18.2
32009,17.0
32011,5.4
32013,19.2
32015,18.6
32017,6.2
32019,13.5
32021,14.8
32023,13.1
32027,21.0
32029,4.8
32031,23.4
32033,10.9
32510,22.4
33001,3.5
33003,2.9
33005,2.8
33007,8.7
33009,6.4
33011,14.0
33013,6.0
33015,6.1
33017,6.0
33019,3.6
34001,27.3
34003,40.3
34005,13.6
34007,20.7
34009,8.2
34011,27.6
34013,36.5
34015,8.8
34017,59.1
34019,12.9
34021,31.0
34023,44.9
34025,17.6
34027,24.9
34029,12.0
34031,49.8
34033,8.1
34035,31.6
34037,10.0
34039,44.2
34041,12.2
35001,28.5
35003,15.1
35005,34.0
35006,41.1
35007,23.1
35009,27.5
35011,30.8
35013,49.4
35015,22.7
35017,28.3
35019,48.0
35021,36.3
35023,36.8
35025,39.0
35027,20.8
35028,13.6
35029,50.0
35031,54.3
35033,60.9
35035,25.5
35037,21.4
35039,59.7
35041,28.3
35043,26.4
35045,30.6
35047,55.4
35049,34.0
35051,21.6
35053,37.4
35055,40.5
35057,23.3
35059,18.5
35061,29.0
36001,13.8
36003,4.6
36005,58.4
36007,9.2
36009,4.2
36011,3.7
36013,8.0
36015,4.5
36017,3.3
36019,5.9
36021,7.3
36023,4.3
36025,6.2
36027,15.3
36029,10.8
36031,6.2
36033,8.0
36035,2.5
36037,3.6
36039,7.5
36041,3.0
36043,6.0
36045,8.5
36047,44.5
36049,3.0
36051,7.1
36053,4.4
36055,13.8
36057,13.8
36059,28.8
36061,38.8
36063,4.8
36065,12.8
36067,10.9
36069,5.9
36071,24.9
36073,6.1
36075,3.7
36077,6.0
36079,19.8
36081,55.2
36083,7.6
36085,33.5
36087,41.4
36089,7.4
36091,6.8
36093,8.7
36095,5.5
36097,3.3
36099,7.9
36101,5.5
36103,22.5
36105,15.8
36107,2.7
36109,15.4
36111,10.7
36113,4.1
36115,5.0
36117,5.3
36119,33.7
36121,3.5
36123,13.7
37001,12.6
37003,6.0
37005,6.4
37007,5.4
37009,5.0
37011,5.6
37013,6.5
37015,2.8
37017,8.2
37019,4.9
37021,8.1
37023,9.9
37025,12.9
37027,5.3
37029,4.4
37031,5.3
37033,4.7
37035,13.2
37037,13.7
37039,3.6
37041,3.6
37043,3.8
37045,4.3
37047,6.2
37049,8.5
37051,11.6
37053,4.3
37055,8.8
37057,7.9
37059,7.3
37061,21.7
37063,18.4
37065,4.8
37067,14.8
37069,7.0
37071,8.2
37073,2.8
37075,3.8
37077,7.7
37079,15.2
37081,13.9
37083,3.2
37085,11.0
37087,3.4
37089,9.8
37091,4.7
37093,11.6
37095,11.9
37097,9.2
37099,6.4
37101,13.0
37103,4.2
37105,17.3
37107,7.2
37109,7.2
37111,7.1
37113,7.0
37115,2.0
37117,5.4
37119,20.1
37121,5.9
37123,17.0
37125,7.3
37127,6.7
37129,6.2
37131,2.7
37133,10.4
37135,16.0
37137,5.0
37139,5.2
37141,7.4
37143,3.1
37145,4.5
37147,7.0
37149,7.9
37151,11.9
37153,6.6
37155,7.9
37157,6.0
37159,8.8
37161,5.0
37163,18.7
37165,4.0
37167,6.0
37169,3.7
37171,10.3
37173,5.7
37175,4.2
37177,5.7
37179,14.6
37181,7.9
37183,17.2
37185,4.3
37187,2.8
37189,5.7
37191,13.6
37193,6.7
37195,10.7
37197,10.1
37199,4.2
38001,3.3
38003,2.2
38005,8.8
38007,3.3
38009,3.4
