"GEO_ID","NAME","B25085_001E","B25085_001EA","B25085_001M","B25085_001MA","B25085_002E","B25085_002EA","B25085_002M","B25085_002MA","B25085_003E","B25085_003M","B25085_003MA","B25085_003EA","B25085_004E","B25085_004M","B25085_004MA","B25085_004EA","B25085_005E","B25085_005M","B25085_005MA","B25085_005EA","B25085_006E","B25085_006EA","B25085_006M","B25085_006MA","B25085_007E","B25085_007EA","B25085_007M","B25085_007MA","B25085_008E","B25085_008M","B25085_008MA","B25085_008EA","B25085_009E","B25085_009M","B25085_009MA","B25085_009EA","B25085_010E","B25085_010M","B25085_010MA","B25085_010EA","B25085_011E","B25085_011EA","B25085_011M","B25085_011MA","B25085_012E","B25085_012EA","B25085_012M","B25085_012MA","B25085_013E","B25085_013EA","B25085_013M","B25085_013MA","B25085_014E","B25085_014M","B25085_014MA","B25085_014EA","B25085_015E","B25085_015M","B25085_015MA","B25085_015EA","B25085_016E","B25085_016M","B25085_016MA","B25085_016EA","B25085_017E","B25085_017EA","B25085_017M","B25085_017MA","B25085_018E","B25085_018EA","B25085_018M","B25085_018MA","B25085_019E","B25085_019M","B25085_019MA","B25085_019EA","B25085_020E","B25085_020M","B25085_020MA","B25085_020EA","B25085_021E","B25085_021EA","B25085_021M","B25085_021MA","B25085_022E","B25085_022EA","B25085_022M","B25085_022MA","B25085_023E","B25085_023EA","B25085_023M","B25085_023MA","B25085_024E","B25085_024EA","B25085_024M","B25085_024MA","B25085_025E","B25085_025EA","B25085_025M","B25085_025MA","B25085_026E","B25085_026M","B25085_026MA","B25085_026EA","B25085_027E","B25085_027M","B25085_027MA","B25085_027EA",
"0500000US30003","Big Horn County, Montana","5","null","5","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","3","4","null","null","0","null","16","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","2","3","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","null","16","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null",
"0500000US30005","Blaine County, Montana","26","null","24","null","0","null","14","null","6","10","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","2","3","null","null","5","8","null","null","0","null","14","null","0","null","14","null","13","null","20","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null",
"0500000US30007","Broadwater County, Montana","34","null","31","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","16","null","24","null","0","14","null","null","0","14","null","null","0","14","null","null","14","null","22","null","4","null","6","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null",
"0500000US30009","Carbon County, Montana","30","null","26","null","13","null","21","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","null","16","null","5","7","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","12","null","13","null","0","null","16","null","0","null","16","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null",
"0500000US30011","Carter County, Montana","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US30013","Cascade County, Montana","444","null","172","null","0","null","23","null","75","81","null","null","0","23","null","null","0","23","null","null","0","null","23","null","14","null","22","null","0","23","null","null","0","23","null","null","9","15","null","null","15","null","23","null","50","null","55","null","0","null","23","null","45","72","null","null","12","18","null","null","74","57","null","null","0","null","23","null","70","null","60","null","29","31","null","null","0","23","null","null","4","null","7","null","42","null","66","null","0","null","23","null","0","null","23","null","0","null","23","null","0","23","null","null","5","6","null","null",
"0500000US30015","Chouteau County, Montana","59","null","26","null","0","null","14","null","0","14","null","null","0","14","null","null","2","5","null","null","23","null","19","null","0","null","14","null","0","14","null","null","16","18","null","null","0","14","null","null","0","null","14","null","0","null","14","null","10","null","17","null","0","14","null","null","0","14","null","null","6","9","null","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","0","null","14","null","2","null","3","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null",
"0500000US30017","Custer County, Montana","125","null","72","null","2","null","4","null","23","35","null","null","0","16","null","null","17","25","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","27","41","null","null","13","null","14","null","26","null","39","null","0","16","null","null","11","11","null","null","6","null","8","null","0","null","16","null","0","null","16","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null",
"0500000US30019","Daniels County, Montana","10","null","16","null","0","null","10","null","0","10","null","null","0","10","null","null","10","16","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US30021","Dawson County, Montana","28","null","21","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","2","null","4","null","0","14","null","null","0","14","null","null","4","6","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","9","16","null","null","0","null","14","null","9","null","14","null","0","14","null","null","4","6","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null",
"0500000US30023","Deer Lodge County, Montana","105","null","88","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","30","46","null","null","25","39","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","6","null","11","null","44","null","66","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null",
"0500000US30025","Fallon County, Montana","9","null","15","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","9","15","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US30027","Fergus County, Montana","163","null","121","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","10","null","11","null","0","null","16","null","0","16","null","null","39","51","null","null","0","16","null","null","0","null","16","null","0","null","16","null","2","null","4","null","0","16","null","null","62","86","null","null","46","69","null","null","0","null","16","null","0","null","16","null","4","6","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","null","16","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null",
"0500000US30029","Flathead County, Montana","968","null","249","null","18","null","20","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","25","39","null","null","40","63","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","null","23","null","22","37","null","null","0","23","null","null","0","23","null","null","81","null","78","null","158","null","97","null","108","89","null","null","168","135","null","null","111","null","79","null","7","null","8","null","76","null","52","null","37","null","45","null","31","null","36","null","31","38","null","null","55","68","null","null",
"0500000US30031","Gallatin County, Montana","497","null","199","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","4","7","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null","159","161","null","null","13","null","17","null","0","null","23","null","42","33","null","null","36","30","null","null","28","null","28","null","107","null","101","null","71","null","73","null","0","null","23","null","34","null","55","null","3","6","null","null","0","23","null","null",
"0500000US30033","Garfield County, Montana","11","null","8","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","8","null","5","null","0","null","10","null","3","6","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US30035","Glacier County, Montana","79","null","60","null","8","null","13","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","5","null","6","null","0","16","null","null","25","39","null","null","0","16","null","null","0","null","16","null","24","null","38","null","0","null","16","null","0","16","null","null","0","16","null","null","8","11","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","null","16","null","0","null","16","null","0","null","16","null","9","13","null","null","0","16","null","null",
"0500000US30037","Golden Valley County, Montana","5","null","7","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","5","null","7","null","0","null","10","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US30039","Granite County, Montana","57","null","40","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","5","8","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","7","8","null","null","9","15","null","null","14","22","null","null","0","null","10","null","0","null","10","null","4","6","null","null","0","10","null","null","0","null","10","null","18","null","27","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US30041","Hill County, Montana","122","null","65","null","4","null","5","null","0","16","null","null","0","16","null","null","0","16","null","null","9","null","14","null","0","null","16","null","0","16","null","null","9","10","null","null","0","16","null","null","0","null","16","null","0","null","16","null","10","null","13","null","13","15","null","null","0","16","null","null","17","25","null","null","0","null","16","null","0","null","16","null","16","23","null","null","29","43","null","null","0","null","16","null","8","null","13","null","7","null","8","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null",
"0500000US30043","Jefferson County, Montana","73","null","49","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","7","12","null","null","0","null","16","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","19","null","28","null","0","null","16","null","9","14","null","null","0","16","null","null","23","null","27","null","0","null","16","null","15","null","23","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null",
"0500000US30045","Judith Basin County, Montana","16","null","12","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","6","null","5","null","0","null","10","null","0","10","null","null","6","9","null","null","0","10","null","null","4","null","7","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US30047","Lake County, Montana","237","null","62","null","2","null","4","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","3","null","4","null","0","18","null","null","6","10","null","null","0","18","null","null","0","null","18","null","5","null","8","null","9","null","12","null","15","21","null","null","5","6","null","null","3","5","null","null","10","null","16","null","34","null","30","null","4","6","null","null","15","23","null","null","20","null","22","null","16","null","12","null","30","null","29","null","17","null","23","null","16","null","24","null","3","5","null","null","24","26","null","null",
"0500000US30049","Lewis and Clark County, Montana","241","null","100","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","null","23","null","10","13","null","null","27","20","null","null","45","51","null","null","15","null","24","null","14","null","16","null","9","15","null","null","41","56","null","null","0","null","23","null","74","null","70","null","6","null","9","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null",
"0500000US30051","Liberty County, Montana","41","null","31","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","6","null","9","null","0","null","10","null","0","null","10","null","0","10","null","null","15","16","null","null","7","12","null","null","0","null","10","null","0","null","10","null","4","6","null","null","0","10","null","null","9","null","15","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US30053","Lincoln County, Montana","361","null","125","null","8","null","13","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","15","null","18","null","75","null","61","null","2","6","null","null","0","16","null","null","30","36","null","null","0","null","16","null","28","null","44","null","12","19","null","null","0","16","null","null","82","null","71","null","15","null","22","null","86","null","73","null","8","null","11","null","0","null","16","null","0","16","null","null","0","16","null","null",
"0500000US30055","McCone County, Montana","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US30057","Madison County, Montana","98","null","56","null","3","null","6","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","9","13","null","null","7","null","10","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","5","10","null","null","2","null","3","null","13","null","19","null","9","14","null","null","14","20","null","null","10","null","14","null","0","null","14","null","13","null","21","null","0","null","14","null","0","null","14","null","0","14","null","null","13","20","null","null",
"0500000US30059","Meagher County, Montana","31","null","26","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","13","null","17","null","10","null","16","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","8","13","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US30061","Mineral County, Montana","44","null","27","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","5","9","null","null","0","10","null","null","0","null","10","null","11","null","16","null","5","null","8","null","0","10","null","null","0","10","null","null","0","10","null","null","5","null","8","null","4","null","7","null","0","10","null","null","0","10","null","null","5","null","8","null","9","null","15","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US30063","Missoula County, Montana","234","null","106","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","3","null","5","null","34","null","35","null","8","12","null","null","44","44","null","null","6","null","10","null","18","null","25","null","70","null","81","null","26","null","36","null","25","null","40","null","0","23","null","null","0","23","null","null",
"0500000US30065","Musselshell County, Montana","140","null","72","null","0","null","10","null","0","10","null","null","0","10","null","null","13","21","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","43","null","49","null","13","null","20","null","0","null","10","null","0","10","null","null","34","31","null","null","12","18","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","25","null","37","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US30067","Park County, Montana","55","null","40","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","2","4","null","null","5","8","null","null","16","null","24","null","0","null","16","null","21","null","24","null","2","null","3","null","0","null","16","null","0","16","null","null","9","11","null","null",
"0500000US30069","Petroleum County, Montana","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US30071","Phillips County, Montana","28","null","29","null","0","null","10","null","5","6","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","23","29","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US30073","Pondera County, Montana","63","null","42","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","4","null","5","null","0","null","14","null","3","5","null","null","14","22","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","16","null","23","null","8","null","15","null","10","15","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","8","12","null","null",
"0500000US30075","Powder River County, Montana","7","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","7","null","10","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US30077","Powell County, Montana","18","null","15","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","5","null","9","null","0","14","null","null","1","3","null","null","0","14","null","null","2","null","3","null","0","null","14","null","5","8","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","5","8","null","null","0","14","null","null",
"0500000US30079","Prairie County, Montana","22","null","16","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","7","null","11","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","15","11","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US30081","Ravalli County, Montana","460","null","204","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","5","9","null","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null","78","88","null","null","41","null","67","null","0","null","21","null","0","21","null","null","61","88","null","null","23","null","27","null","89","null","93","null","52","null","82","null","18","null","28","null","93","null","102","null","0","21","null","null","0","21","null","null",
"0500000US30083","Richland County, Montana","40","null","31","null","0","null","16","null","0","16","null","null","0","16","null","null","5","7","null","null","4","null","6","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","5","null","8","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","6","null","10","null","16","null","26","null","0","16","null","null","4","5","null","null","0","null","16","null","0","null","16","null","0","null","16","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null",
"0500000US30085","Roosevelt County, Montana","31","null","19","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","1","3","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","null","16","null","0","16","null","null","2","3","null","null","12","12","null","null","7","null","10","null","4","null","7","null","5","7","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","null","16","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null",
"0500000US30087","Rosebud County, Montana","106","null","47","null","0","null","14","null","0","14","null","null","0","14","null","null","6","6","null","null","0","null","14","null","0","null","14","null","14","22","null","null","0","14","null","null","0","14","null","null","0","null","14","null","22","null","28","null","6","null","10","null","0","14","null","null","23","25","null","null","8","14","null","null","0","null","14","null","24","null","26","null","0","14","null","null","0","14","null","null","3","null","5","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null",
"0500000US30089","Sanders County, Montana","146","null","70","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","16","null","null","4","5","null","null","2","3","null","null","8","null","12","null","5","null","5","null","2","null","3","null","24","22","null","null","0","16","null","null","2","3","null","null","38","null","58","null","5","null","8","null","33","25","null","null","0","16","null","null","0","null","16","null","19","null","19","null","0","null","16","null","0","null","16","null","4","null","8","null","0","16","null","null","0","16","null","null",
"0500000US30091","Sheridan County, Montana","17","null","14","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","7","8","null","null","0","10","null","null","0","null","10","null","5","null","8","null","0","null","10","null","0","10","null","null","5","8","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US30093","Silver Bow County, Montana","241","null","116","null","15","null","24","null","0","21","null","null","0","21","null","null","24","37","null","null","0","null","21","null","0","null","21","null","13","20","null","null","0","21","null","null","35","54","null","null","7","null","11","null","6","null","10","null","0","null","21","null","25","42","null","null","62","67","null","null","0","21","null","null","44","null","70","null","0","null","21","null","0","21","null","null","10","17","null","null","0","null","21","null","0","null","21","null","0","null","21","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null",
"0500000US30095","Stillwater County, Montana","63","null","31","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","7","null","9","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","12","null","18","null","10","null","17","null","13","20","null","null","3","5","null","null","16","null","15","null","0","null","14","null","0","null","14","null","0","null","14","null","2","null","3","null","0","14","null","null","0","14","null","null",
"0500000US30097","Sweet Grass County, Montana","37","null","28","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","10","16","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","11","17","null","null","0","10","null","null","0","10","null","null","6","null","9","null","0","null","10","null","0","10","null","null","5","7","null","null","0","null","10","null","4","null","7","null","0","null","10","null","1","null","2","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US30099","Teton County, Montana","66","null","34","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","4","null","8","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","12","null","13","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","16","null","18","null","0","null","14","null","0","14","null","null","20","25","null","null","8","null","12","null","6","null","7","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null",
"0500000US30101","Toole County, Montana","83","null","61","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","3","null","5","null","0","14","null","null","4","7","null","null","0","14","null","null","0","null","14","null","67","null","62","null","0","null","14","null","0","14","null","null","0","14","null","null","6","9","null","null","3","null","4","null","0","null","14","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null",
"0500000US30103","Treasure County, Montana","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US30105","Valley County, Montana","117","null","82","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","5","8","null","null","0","14","null","null","0","14","null","null","0","null","14","null","4","null","8","null","0","null","14","null","0","14","null","null","35","41","null","null","0","14","null","null","0","null","14","null","37","null","55","null","0","14","null","null","2","4","null","null","2","null","4","null","0","null","14","null","32","null","47","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null",
"0500000US30107","Wheatland County, Montana","16","null","13","null","0","null","10","null","5","7","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","11","15","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US30109","Wibaux County, Montana","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US30111","Yellowstone County, Montana","580","null","177","null","18","null","26","null","0","23","null","null","69","89","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","17","null","29","null","7","null","11","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","51","null","52","null","18","null","29","null","125","79","null","null","191","123","null","null","26","null","25","null","0","null","23","null","27","null","32","null","29","null","32","null","2","null","3","null","0","23","null","null","0","23","null","null",
