"GEO_ID","NAME","B25085_001E","B25085_001EA","B25085_001M","B25085_001MA","B25085_002E","B25085_002EA","B25085_002M","B25085_002MA","B25085_003E","B25085_003M","B25085_003MA","B25085_003EA","B25085_004E","B25085_004M","B25085_004MA","B25085_004EA","B25085_005E","B25085_005M","B25085_005MA","B25085_005EA","B25085_006E","B25085_006EA","B25085_006M","B25085_006MA","B25085_007E","B25085_007EA","B25085_007M","B25085_007MA","B25085_008E","B25085_008M","B25085_008MA","B25085_008EA","B25085_009E","B25085_009M","B25085_009MA","B25085_009EA","B25085_010E","B25085_010M","B25085_010MA","B25085_010EA","B25085_011E","B25085_011EA","B25085_011M","B25085_011MA","B25085_012E","B25085_012EA","B25085_012M","B25085_012MA","B25085_013E","B25085_013EA","B25085_013M","B25085_013MA","B25085_014E","B25085_014M","B25085_014MA","B25085_014EA","B25085_015E","B25085_015M","B25085_015MA","B25085_015EA","B25085_016E","B25085_016M","B25085_016MA","B25085_016EA","B25085_017E","B25085_017EA","B25085_017M","B25085_017MA","B25085_018E","B25085_018EA","B25085_018M","B25085_018MA","B25085_019E","B25085_019M","B25085_019MA","B25085_019EA","B25085_020E","B25085_020M","B25085_020MA","B25085_020EA","B25085_021E","B25085_021EA","B25085_021M","B25085_021MA","B25085_022E","B25085_022EA","B25085_022M","B25085_022MA","B25085_023E","B25085_023EA","B25085_023M","B25085_023MA","B25085_024E","B25085_024EA","B25085_024M","B25085_024MA","B25085_025E","B25085_025EA","B25085_025M","B25085_025MA","B25085_026E","B25085_026M","B25085_026MA","B25085_026EA","B25085_027E","B25085_027M","B25085_027MA","B25085_027EA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Less than $10,000","Annotation of Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Annotation of Margin of Error!!Total!!Less than $10,000","Estimate!!Total!!$10,000 to $14,999","Margin of Error!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Total!!$10,000 to $14,999","Annotation of Estimate!!Total!!$10,000 to $14,999","Estimate!!Total!!$15,000 to $19,999","Margin of Error!!Total!!$15,000 to $19,999","Annotation of Margin of Error!!Total!!$15,000 to $19,999","Annotation of Estimate!!Total!!$15,000 to $19,999","Estimate!!Total!!$20,000 to $24,999","Margin of Error!!Total!!$20,000 to $24,999","Annotation of Margin of Error!!Total!!$20,000 to $24,999","Annotation of Estimate!!Total!!$20,000 to $24,999","Estimate!!Total!!$25,000 to $29,999","Annotation of Estimate!!Total!!$25,000 to $29,999","Margin of Error!!Total!!$25,000 to $29,999","Annotation of Margin of Error!!Total!!$25,000 to $29,999","Estimate!!Total!!$30,000 to $34,999","Annotation of Estimate!!Total!!$30,000 to $34,999","Margin of Error!!Total!!$30,000 to $34,999","Annotation of Margin of Error!!Total!!$30,000 to $34,999","Estimate!!Total!!$35,000 to $39,999","Margin of Error!!Total!!$35,000 to $39,999","Annotation of Margin of Error!!Total!!$35,000 to $39,999","Annotation of Estimate!!Total!!$35,000 to $39,999","Estimate!!Total!!$40,000 to $49,999","Margin of Error!!Total!!$40,000 to $49,999","Annotation of Margin of Error!!Total!!$40,000 to $49,999","Annotation of Estimate!!Total!!$40,000 to $49,999","Estimate!!Total!!$50,000 to $59,999","Margin of Error!!Total!!$50,000 to $59,999","Annotation of Margin of Error!!Total!!$50,000 to $59,999","Annotation of Estimate!!Total!!$50,000 to $59,999","Estimate!!Total!!$60,000 to $69,999","Annotation of Estimate!!Total!!$60,000 to $69,999","Margin of Error!!Total!!$60,000 to $69,999","Annotation of Margin of Error!!Total!!$60,000 to $69,999","Estimate!!Total!!$70,000 to $79,999","Annotation of Estimate!!Total!!$70,000 to $79,999","Margin of Error!!Total!!$70,000 to $79,999","Annotation of Margin of Error!!Total!!$70,000 to $79,999","Estimate!!Total!!$80,000 to $89,999","Annotation of Estimate!!Total!!$80,000 to $89,999","Margin of Error!!Total!!$80,000 to $89,999","Annotation of Margin of Error!!Total!!$80,000 to $89,999","Estimate!!Total!!$90,000 to $99,999","Margin of Error!!Total!!$90,000 to $99,999","Annotation of Margin of Error!!Total!!$90,000 to $99,999","Annotation of Estimate!!Total!!$90,000 to $99,999","Estimate!!Total!!$100,000 to $124,999","Margin of Error!!Total!!$100,000 to $124,999","Annotation of Margin of Error!!Total!!$100,000 to $124,999","Annotation of Estimate!!Total!!$100,000 to $124,999","Estimate!!Total!!$125,000 to $149,999","Margin of Error!!Total!!$125,000 to $149,999","Annotation of Margin of Error!!Total!!$125,000 to $149,999","Annotation of Estimate!!Total!!$125,000 to $149,999","Estimate!!Total!!$150,000 to $174,999","Annotation of Estimate!!Total!!$150,000 to $174,999","Margin of Error!!Total!!$150,000 to $174,999","Annotation of Margin of Error!!Total!!$150,000 to $174,999","Estimate!!Total!!$175,000 to $199,999","Annotation of Estimate!!Total!!$175,000 to $199,999","Margin of Error!!Total!!$175,000 to $199,999","Annotation of Margin of Error!!Total!!$175,000 to $199,999","Estimate!!Total!!$200,000 to $249,999","Margin of Error!!Total!!$200,000 to $249,999","Annotation of Margin of Error!!Total!!$200,000 to $249,999","Annotation of Estimate!!Total!!$200,000 to $249,999","Estimate!!Total!!$250,000 to $299,999","Margin of Error!!Total!!$250,000 to $299,999","Annotation of Margin of Error!!Total!!$250,000 to $299,999","Annotation of Estimate!!Total!!$250,000 to $299,999","Estimate!!Total!!$300,000 to $399,999","Annotation of Estimate!!Total!!$300,000 to $399,999","Margin of Error!!Total!!$300,000 to $399,999","Annotation of Margin of Error!!Total!!$300,000 to $399,999","Estimate!!Total!!$400,000 to $499,999","Annotation of Estimate!!Total!!$400,000 to $499,999","Margin of Error!!Total!!$400,000 to $499,999","Annotation of Margin of Error!!Total!!$400,000 to $499,999","Estimate!!Total!!$500,000 to $749,999","Annotation of Estimate!!Total!!$500,000 to $749,999","Margin of Error!!Total!!$500,000 to $749,999","Annotation of Margin of Error!!Total!!$500,000 to $749,999","Estimate!!Total!!$750,000 to $999,999","Annotation of Estimate!!Total!!$750,000 to $999,999","Margin of Error!!Total!!$750,000 to $999,999","Annotation of Margin of Error!!Total!!$750,000 to $999,999","Estimate!!Total!!$1,000,000 to $1,499,999","Annotation of Estimate!!Total!!$1,000,000 to $1,499,999","Margin of Error!!Total!!$1,000,000 to $1,499,999","Annotation of Margin of Error!!Total!!$1,000,000 to $1,499,999","Estimate!!Total!!$1,500,000 to $1,999,999","Margin of Error!!Total!!$1,500,000 to $1,999,999","Annotation of Margin of Error!!Total!!$1,500,000 to $1,999,999","Annotation of Estimate!!Total!!$1,500,000 to $1,999,999","Estimate!!Total!!$2,000,000 or more","Margin of Error!!Total!!$2,000,000 or more","Annotation of Margin of Error!!Total!!$2,000,000 or more","Annotation of Estimate!!Total!!$2,000,000 or more",
"0500000US01001","Autauga County, Alabama","210","null","108","null","8","null","13","null","0","27","null","null","0","27","null","null","0","27","null","null","0","null","27","null","0","null","27","null","0","27","null","null","7","12","null","null","4","8","null","null","38","null","41","null","0","null","27","null","0","null","27","null","28","34","null","null","30","44","null","null","7","10","null","null","37","null","60","null","12","null","20","null","8","20","null","null","0","27","null","null","31","null","47","null","0","null","27","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US01003","Baldwin County, Alabama","3510","null","692","null","70","null","69","null","0","27","null","null","0","27","null","null","0","27","null","null","0","null","27","null","100","null","86","null","0","27","null","null","8","14","null","null","42","66","null","null","230","null","147","null","0","null","27","null","42","null","66","null","0","27","null","null","149","93","null","null","271","183","null","null","359","null","207","null","171","null","146","null","558","252","null","null","207","136","null","null","574","null","283","null","373","null","158","null","158","null","81","null","90","null","72","null","48","null","54","null","60","58","null","null","0","27","null","null",
"0500000US01005","Barbour County, Alabama","228","null","104","null","7","null","11","null","0","21","null","null","5","10","null","null","14","23","null","null","0","null","21","null","0","null","21","null","0","21","null","null","6","9","null","null","0","21","null","null","29","null","48","null","5","null","8","null","0","null","21","null","18","27","null","null","25","23","null","null","0","21","null","null","70","null","54","null","0","null","21","null","0","21","null","null","23","35","null","null","0","null","21","null","20","null","33","null","0","null","21","null","0","null","21","null","0","null","21","null","6","11","null","null","0","21","null","null",
"0500000US01007","Bibb County, Alabama","101","null","89","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null","36","56","null","null","0","null","21","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null","45","60","null","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","20","null","32","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null",
"0500000US01009","Blount County, Alabama","376","null","158","null","48","null","68","null","3","5","null","null","42","65","null","null","0","27","null","null","0","null","27","null","8","null","12","null","0","27","null","null","50","79","null","null","7","12","null","null","0","null","27","null","6","null","11","null","49","null","40","null","21","25","null","null","5","9","null","null","0","27","null","null","57","null","64","null","16","null","19","null","0","27","null","null","52","68","null","null","4","null","7","null","0","null","27","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","8","12","null","null",
"0500000US01011","Bullock County, Alabama","8","null","12","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","2","null","5","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","6","null","10","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null",
"0500000US01013","Butler County, Alabama","1060","null","185","null","228","null","103","null","55","44","null","null","0","21","null","null","0","21","null","null","34","null","36","null","0","null","21","null","16","23","null","null","69","51","null","null","12","13","null","null","80","null","54","null","30","null","30","null","63","null","40","null","0","21","null","null","33","38","null","null","31","25","null","null","81","null","48","null","129","null","64","null","120","68","null","null","0","21","null","null","9","null","14","null","0","null","21","null","70","null","46","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null",
"0500000US01015","Calhoun County, Alabama","1174","null","286","null","120","null","101","null","50","71","null","null","43","66","null","null","0","27","null","null","167","null","104","null","14","null","15","null","93","87","null","null","27","42","null","null","87","71","null","null","126","null","102","null","27","null","28","null","51","null","81","null","21","34","null","null","138","91","null","null","21","25","null","null","59","null","56","null","8","null","13","null","43","49","null","null","54","66","null","null","25","null","33","null","0","null","27","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US01017","Chambers County, Alabama","365","null","129","null","11","null","18","null","0","24","null","null","43","48","null","null","24","35","null","null","0","null","24","null","6","null","13","null","23","36","null","null","0","24","null","null","23","36","null","null","74","null","84","null","60","null","64","null","0","null","24","null","27","43","null","null","0","24","null","null","0","24","null","null","55","null","52","null","0","null","24","null","19","30","null","null","0","24","null","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US01019","Cherokee County, Alabama","362","null","180","null","18","null","30","null","33","43","null","null","0","21","null","null","0","21","null","null","0","null","21","null","34","null","53","null","0","21","null","null","0","21","null","null","0","21","null","null","0","null","21","null","30","null","36","null","54","null","77","null","14","23","null","null","0","21","null","null","50","80","null","null","24","null","38","null","0","null","21","null","9","14","null","null","72","60","null","null","0","null","21","null","15","null","25","null","9","null","15","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null",
"0500000US01021","Chilton County, Alabama","393","null","202","null","0","null","24","null","0","24","null","null","0","24","null","null","0","24","null","null","51","null","80","null","0","null","24","null","0","24","null","null","7","11","null","null","78","87","null","null","36","null","58","null","0","null","24","null","0","null","24","null","10","15","null","null","0","24","null","null","0","24","null","null","0","null","24","null","46","null","66","null","125","135","null","null","0","24","null","null","40","null","47","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US01023","Choctaw County, Alabama","6","null","9","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","6","null","9","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null",
"0500000US01025","Clarke County, Alabama","97","null","66","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","21","null","null","27","42","null","null","0","21","null","null","0","null","21","null","22","null","35","null","7","null","10","null","0","21","null","null","0","21","null","null","33","36","null","null","0","null","21","null","0","null","21","null","0","21","null","null","8","13","null","null","0","null","21","null","0","null","21","null","0","null","21","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null",
"0500000US01027","Clay County, Alabama","104","null","73","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","5","7","null","null","0","18","null","null","16","null","27","null","0","null","18","null","23","null","38","null","46","50","null","null","0","18","null","null","7","12","null","null","0","null","18","null","0","null","18","null","7","10","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null",
"0500000US01029","Cleburne County, Alabama","25","null","24","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","14","null","19","null","9","null","14","null","0","18","null","null","0","18","null","null","2","4","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null",
"0500000US01031","Coffee County, Alabama","408","null","143","null","19","null","24","null","7","6","null","null","0","27","null","null","0","27","null","null","0","null","27","null","0","null","27","null","6","10","null","null","23","19","null","null","24","27","null","null","5","null","8","null","28","null","22","null","18","null","16","null","0","27","null","null","54","45","null","null","57","63","null","null","69","null","82","null","95","null","86","null","0","27","null","null","0","27","null","null","3","null","5","null","0","null","27","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US01033","Colbert County, Alabama","673","null","205","null","0","null","27","null","32","49","null","null","0","27","null","null","0","27","null","null","0","null","27","null","0","null","27","null","0","27","null","null","82","71","null","null","10","15","null","null","142","null","84","null","0","null","27","null","39","null","43","null","55","60","null","null","160","86","null","null","38","43","null","null","34","null","50","null","53","null","57","null","0","27","null","null","0","27","null","null","0","null","27","null","0","null","27","null","28","null","44","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US01035","Conecuh County, Alabama","287","null","121","null","0","null","18","null","0","18","null","null","4","6","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","26","40","null","null","26","null","26","null","32","null","31","null","147","null","109","null","0","18","null","null","33","25","null","null","19","30","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null",
"0500000US01037","Coosa County, Alabama","192","null","85","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","23","36","null","null","12","17","null","null","0","null","18","null","46","null","45","null","39","null","43","null","0","18","null","null","19","23","null","null","12","19","null","null","0","null","18","null","27","null","42","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","14","null","22","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null",
"0500000US01039","Covington County, Alabama","559","null","158","null","0","null","24","null","18","28","null","null","21","25","null","null","0","24","null","null","34","null","35","null","28","null","26","null","12","19","null","null","51","50","null","null","92","50","null","null","51","null","38","null","6","null","10","null","39","null","41","null","7","12","null","null","27","28","null","null","26","40","null","null","20","null","21","null","55","null","52","null","38","47","null","null","0","24","null","null","34","null","48","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US01041","Crenshaw County, Alabama","283","null","85","null","73","null","61","null","17","27","null","null","0","18","null","null","0","18","null","null","9","null","15","null","3","null","6","null","17","22","null","null","14","15","null","null","0","18","null","null","36","null","28","null","40","null","26","null","18","null","23","null","0","18","null","null","40","40","null","null","0","18","null","null","0","null","18","null","16","null","24","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null",
"0500000US01043","Cullman County, Alabama","380","null","154","null","9","null","14","null","0","27","null","null","0","27","null","null","0","27","null","null","12","null","19","null","18","null","28","null","12","17","null","null","0","27","null","null","0","27","null","null","58","null","91","null","0","null","27","null","49","null","62","null","31","40","null","null","59","64","null","null","8","14","null","null","32","null","45","null","8","null","13","null","37","37","null","null","0","27","null","null","19","null","31","null","0","null","27","null","28","null","35","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US01045","Dale County, Alabama","330","null","146","null","9","null","16","null","0","24","null","null","0","24","null","null","50","57","null","null","10","null","12","null","0","null","24","null","0","24","null","null","12","18","null","null","0","24","null","null","0","null","24","null","65","null","56","null","5","null","7","null","0","24","null","null","12","18","null","null","0","24","null","null","28","null","46","null","75","null","70","null","33","54","null","null","31","50","null","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US01047","Dallas County, Alabama","297","null","109","null","0","null","24","null","63","61","null","null","0","24","null","null","0","24","null","null","37","null","41","null","4","null","6","null","0","24","null","null","0","24","null","null","70","53","null","null","14","null","23","null","0","null","24","null","14","null","23","null","39","45","null","null","0","24","null","null","0","24","null","null","0","null","24","null","39","null","42","null","0","24","null","null","17","26","null","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US01049","DeKalb County, Alabama","1327","null","331","null","94","null","96","null","219","142","null","null","68","75","null","null","48","55","null","null","78","null","82","null","43","null","67","null","0","27","null","null","26","42","null","null","180","126","null","null","56","null","53","null","30","null","33","null","66","null","50","null","51","78","null","null","141","115","null","null","58","58","null","null","36","null","37","null","42","null","68","null","40","37","null","null","24","37","null","null","2","null","4","null","4","null","6","null","21","null","33","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US01051","Elmore County, Alabama","766","null","232","null","7","null","11","null","0","27","null","null","10","17","null","null","0","27","null","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null","0","27","null","null","49","null","59","null","3","null","5","null","63","null","71","null","53","41","null","null","118","106","null","null","5","9","null","null","185","null","139","null","42","null","53","null","120","112","null","null","19","35","null","null","41","null","67","null","51","null","67","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US01053","Escambia County, Alabama","145","null","109","null","0","null","24","null","0","24","null","null","0","24","null","null","0","24","null","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null","0","24","null","null","0","null","24","null","39","null","61","null","23","null","36","null","54","87","null","null","23","26","null","null","6","11","null","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US01055","Etowah County, Alabama","495","null","146","null","0","null","27","null","26","41","null","null","32","51","null","null","32","38","null","null","44","null","42","null","29","null","46","null","36","45","null","null","34","42","null","null","43","42","null","null","25","null","39","null","23","null","32","null","17","null","27","null","0","27","null","null","23","35","null","null","85","75","null","null","22","null","24","null","11","null","16","null","13","19","null","null","0","27","null","null","0","null","27","null","0","null","27","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US01057","Fayette County, Alabama","117","null","84","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","29","null","47","null","29","44","null","null","31","48","null","null","0","18","null","null","28","null","45","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null",
"0500000US01059","Franklin County, Alabama","456","null","198","null","0","null","24","null","51","57","null","null","0","24","null","null","0","24","null","null","0","null","24","null","26","null","35","null","9","14","null","null","75","69","null","null","0","24","null","null","52","null","53","null","20","null","33","null","60","null","61","null","18","27","null","null","0","24","null","null","61","75","null","null","0","null","24","null","36","null","47","null","9","17","null","null","0","24","null","null","0","null","24","null","0","null","24","null","0","null","24","null","39","null","58","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US01061","Geneva County, Alabama","250","null","142","null","11","null","19","null","49","76","null","null","42","63","null","null","0","21","null","null","19","null","24","null","3","null","5","null","0","21","null","null","0","21","null","null","14","22","null","null","14","null","22","null","5","null","7","null","9","null","13","null","0","21","null","null","3","5","null","null","12","14","null","null","3","null","5","null","55","null","68","null","0","21","null","null","11","19","null","null","0","null","21","null","0","null","21","null","0","null","21","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null",
"0500000US01063","Greene County, Alabama","19","null","21","null","4","null","6","null","0","16","null","null","0","16","null","null","3","4","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","12","20","null","null","0","null","16","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","null","16","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null",
"0500000US01065","Hale County, Alabama","87","null","57","null","4","null","5","null","7","11","null","null","0","18","null","null","14","23","null","null","0","null","18","null","7","null","12","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","42","45","null","null","13","null","23","null","0","null","18","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null",
"0500000US01067","Henry County, Alabama","251","null","92","null","58","null","49","null","0","18","null","null","12","16","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","4","6","null","null","11","16","null","null","25","null","37","null","44","null","35","null","34","null","36","null","0","18","null","null","0","18","null","null","8","24","null","null","12","null","19","null","0","null","18","null","31","48","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","null","18","null","12","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null",
"0500000US01069","Houston County, Alabama","866","null","158","null","6","null","9","null","17","15","null","null","33","24","null","null","5","8","null","null","30","null","23","null","14","null","14","null","7","10","null","null","26","20","null","null","53","29","null","null","47","null","27","null","83","null","42","null","17","null","15","null","73","77","null","null","103","42","null","null","95","33","null","null","48","null","25","null","36","null","24","null","47","28","null","null","29","21","null","null","71","null","65","null","13","null","12","null","13","null","14","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US01071","Jackson County, Alabama","839","null","257","null","133","null","101","null","79","113","null","null","16","22","null","null","16","20","null","null","11","null","10","null","47","null","50","null","15","25","null","null","10","8","null","null","231","136","null","null","7","null","11","null","86","null","108","null","12","null","27","null","67","49","null","null","0","27","null","null","15","23","null","null","30","null","37","null","0","null","27","null","44","54","null","null","0","27","null","null","0","null","27","null","0","null","27","null","20","null","30","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US01073","Jefferson County, Alabama","6042","null","630","null","92","null","62","null","69","55","null","null","36","40","null","null","191","105","null","null","29","null","34","null","163","null","102","null","83","54","null","null","570","163","null","null","465","169","null","null","432","null","135","null","290","null","123","null","230","null","135","null","214","132","null","null","616","219","null","null","337","146","null","null","718","null","243","null","262","null","137","null","463","161","null","null","211","149","null","null","202","null","107","null","88","null","89","null","180","null","132","null","10","null","16","null","19","null","30","null","8","12","null","null","64","80","null","null",
"0500000US01075","Lamar County, Alabama","49","null","37","null","14","null","23","null","0","18","null","null","0","18","null","null","0","18","null","null","8","null","13","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","12","null","18","null","0","null","18","null","0","null","18","null","0","18","null","null","2","3","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","13","null","22","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null",
"0500000US01077","Lauderdale County, Alabama","725","null","177","null","30","null","43","null","0","27","null","null","0","27","null","null","0","27","null","null","0","null","27","null","0","null","27","null","34","32","null","null","0","27","null","null","63","63","null","null","57","null","64","null","5","null","8","null","49","null","53","null","15","17","null","null","39","49","null","null","67","51","null","null","0","null","27","null","53","null","36","null","122","95","null","null","25","30","null","null","93","null","83","null","58","null","71","null","15","null","23","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US01079","Lawrence County, Alabama","281","null","165","null","0","null","24","null","33","44","null","null","0","24","null","null","0","24","null","null","25","null","42","null","0","null","24","null","0","24","null","null","66","85","null","null","0","24","null","null","31","null","48","null","0","null","24","null","19","null","24","null","34","37","null","null","0","24","null","null","0","24","null","null","0","null","24","null","24","null","32","null","49","79","null","null","0","24","null","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US01081","Lee County, Alabama","950","null","254","null","0","null","27","null","0","27","null","null","69","52","null","null","0","27","null","null","0","null","27","null","0","null","27","null","53","69","null","null","54","86","null","null","0","27","null","null","37","null","58","null","63","null","75","null","0","null","27","null","0","27","null","null","249","161","null","null","92","90","null","null","19","null","30","null","93","null","104","null","101","71","null","null","0","27","null","null","54","null","64","null","0","null","27","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","66","72","null","null",
"0500000US01083","Limestone County, Alabama","914","null","301","null","0","null","27","null","0","27","null","null","3","6","null","null","0","27","null","null","17","null","28","null","0","null","27","null","0","27","null","null","148","114","null","null","27","40","null","null","27","null","36","null","0","null","27","null","36","null","43","null","0","27","null","null","24","32","null","null","215","148","null","null","58","null","77","null","64","null","72","null","45","51","null","null","220","130","null","null","30","null","37","null","0","null","27","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US01085","Lowndes County, Alabama","68","null","42","null","8","null","14","null","8","12","null","null","0","18","null","null","0","18","null","null","12","null","19","null","6","null","9","null","12","18","null","null","9","18","null","null","0","18","null","null","5","null","9","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","8","13","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null",
"0500000US01087","Macon County, Alabama","164","null","70","null","8","null","12","null","0","18","null","null","0","18","null","null","34","30","null","null","42","null","36","null","19","null","32","null","0","18","null","null","0","18","null","null","11","19","null","null","19","null","22","null","14","null","17","null","4","null","7","null","0","18","null","null","13","21","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null",
