"GEO_ID","NAME","B25085_001E","B25085_001EA","B25085_001M","B25085_001MA","B25085_002E","B25085_002EA","B25085_002M","B25085_002MA","B25085_003E","B25085_003M","B25085_003MA","B25085_003EA","B25085_004E","B25085_004M","B25085_004MA","B25085_004EA","B25085_005E","B25085_005M","B25085_005MA","B25085_005EA","B25085_006E","B25085_006EA","B25085_006M","B25085_006MA","B25085_007E","B25085_007EA","B25085_007M","B25085_007MA","B25085_008E","B25085_008M","B25085_008MA","B25085_008EA","B25085_009E","B25085_009M","B25085_009MA","B25085_009EA","B25085_010E","B25085_010M","B25085_010MA","B25085_010EA","B25085_011E","B25085_011EA","B25085_011M","B25085_011MA","B25085_012E","B25085_012EA","B25085_012M","B25085_012MA","B25085_013E","B25085_013M","B25085_013MA","B25085_013EA","B25085_014E","B25085_014M","B25085_014MA","B25085_014EA","B25085_015E","B25085_015M","B25085_015MA","B25085_015EA","B25085_016E","B25085_016M","B25085_016MA","B25085_016EA","B25085_017E","B25085_017EA","B25085_017M","B25085_017MA","B25085_018E","B25085_018M","B25085_018MA","B25085_018EA","B25085_019E","B25085_019M","B25085_019MA","B25085_019EA","B25085_020E","B25085_020M","B25085_020MA","B25085_020EA","B25085_021E","B25085_021EA","B25085_021M","B25085_021MA","B25085_022E","B25085_022EA","B25085_022M","B25085_022MA","B25085_023E","B25085_023EA","B25085_023M","B25085_023MA","B25085_024E","B25085_024EA","B25085_024M","B25085_024MA","B25085_025E","B25085_025EA","B25085_025M","B25085_025MA","B25085_026E","B25085_026M","B25085_026MA","B25085_026EA","B25085_027E","B25085_027M","B25085_027MA","B25085_027EA",
"0500000US39085","Lake County, Ohio","1236","null","265","null","0","null","27","null","0","27","null","null","0","27","null","null","0","27","null","null","0","null","27","null","0","null","27","null","0","27","null","null","147","107","null","null","64","73","null","null","75","null","67","null","57","null","63","null","21","26","null","null","123","94","null","null","200","94","null","null","132","101","null","null","52","null","49","null","13","22","null","null","188","132","null","null","37","32","null","null","49","null","49","null","25","null","38","null","0","null","27","null","0","null","27","null","9","null","14","null","0","27","null","null","44","72","null","null",
"0500000US39087","Lawrence County, Ohio","836","null","234","null","39","null","55","null","0","27","null","null","0","27","null","null","0","27","null","null","53","null","55","null","37","null","40","null","36","56","null","null","0","27","null","null","48","63","null","null","13","null","20","null","0","null","27","null","180","121","null","null","101","87","null","null","25","40","null","null","142","116","null","null","34","null","55","null","78","68","null","null","50","69","null","null","0","27","null","null","0","null","27","null","0","null","27","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US39089","Licking County, Ohio","1156","null","276","null","0","null","27","null","0","27","null","null","9","14","null","null","0","27","null","null","22","null","29","null","0","null","27","null","0","27","null","null","43","39","null","null","0","27","null","null","0","null","27","null","115","null","106","null","96","81","null","null","94","91","null","null","310","152","null","null","116","69","null","null","118","null","93","null","95","91","null","null","43","44","null","null","54","62","null","null","0","null","27","null","8","null","13","null","33","null","47","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US39091","Logan County, Ohio","390","null","172","null","0","null","24","null","33","51","null","null","4","6","null","null","19","25","null","null","9","null","14","null","0","null","24","null","22","35","null","null","27","39","null","null","6","10","null","null","52","null","74","null","53","null","76","null","0","24","null","null","14","24","null","null","6","11","null","null","4","6","null","null","82","null","82","null","0","24","null","null","6","9","null","null","4","6","null","null","0","null","24","null","0","null","24","null","49","null","72","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US39093","Lorain County, Ohio","1848","null","327","null","52","null","53","null","75","80","null","null","40","44","null","null","95","78","null","null","13","null","22","null","37","null","62","null","0","27","null","null","75","73","null","null","160","89","null","null","240","null","128","null","152","null","111","null","51","56","null","null","118","102","null","null","157","98","null","null","43","43","null","null","196","null","158","null","110","77","null","null","0","27","null","null","170","118","null","null","0","null","27","null","55","null","64","null","9","null","13","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US39095","Lucas County, Ohio","2940","null","426","null","231","null","106","null","202","105","null","null","238","123","null","null","190","99","null","null","132","null","64","null","53","null","75","null","91","88","null","null","81","75","null","null","134","87","null","null","156","null","80","null","20","null","27","null","78","54","null","null","48","44","null","null","362","188","null","null","196","121","null","null","173","null","117","null","41","44","null","null","29","38","null","null","338","152","null","null","91","null","75","null","0","null","27","null","44","null","71","null","12","null","18","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US39097","Madison County, Ohio","160","null","66","null","0","null","24","null","0","24","null","null","15","19","null","null","0","24","null","null","0","null","24","null","0","null","24","null","0","24","null","null","18","27","null","null","0","24","null","null","10","null","15","null","0","null","24","null","0","24","null","null","26","38","null","null","18","21","null","null","0","24","null","null","4","null","6","null","8","12","null","null","16","26","null","null","29","36","null","null","16","null","19","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US39099","Mahoning County, Ohio","3098","null","498","null","552","null","162","null","225","110","null","null","178","101","null","null","189","102","null","null","233","null","107","null","140","null","82","null","116","78","null","null","239","111","null","null","201","127","null","null","128","null","93","null","65","null","49","null","75","105","null","null","93","103","null","null","259","146","null","null","133","88","null","null","44","null","67","null","88","89","null","null","43","68","null","null","4","7","null","null","24","null","38","null","0","null","27","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","69","85","null","null",
"0500000US39101","Marion County, Ohio","252","null","105","null","64","null","62","null","0","27","null","null","0","27","null","null","11","17","null","null","15","null","23","null","16","null","23","null","10","15","null","null","45","43","null","null","17","27","null","null","44","null","51","null","16","null","14","null","3","10","null","null","0","27","null","null","5","8","null","null","6","10","null","null","0","null","27","null","0","27","null","null","0","27","null","null","0","27","null","null","0","null","27","null","0","null","27","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US39103","Medina County, Ohio","713","null","240","null","0","null","27","null","0","27","null","null","0","27","null","null","0","27","null","null","0","null","27","null","0","null","27","null","15","22","null","null","9","12","null","null","0","27","null","null","55","null","63","null","14","null","23","null","0","27","null","null","39","45","null","null","41","43","null","null","136","82","null","null","52","null","63","null","72","80","null","null","134","119","null","null","63","100","null","null","0","null","27","null","39","null","46","null","24","null","37","null","0","null","27","null","0","null","27","null","0","27","null","null","20","32","null","null",
"0500000US39105","Meigs County, Ohio","183","null","70","null","33","null","35","null","55","60","null","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null","12","18","null","null","27","null","23","null","0","null","21","null","0","21","null","null","0","21","null","null","56","36","null","null","0","21","null","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","null","21","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null",
"0500000US39107","Mercer County, Ohio","313","null","133","null","16","null","26","null","39","39","null","null","5","8","null","null","0","24","null","null","0","null","24","null","31","null","38","null","0","24","null","null","6","11","null","null","27","31","null","null","0","null","24","null","0","null","24","null","87","77","null","null","0","24","null","null","0","24","null","null","0","24","null","null","0","null","24","null","57","81","null","null","14","22","null","null","28","44","null","null","3","null","5","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US39109","Miami County, Ohio","323","null","150","null","0","null","27","null","5","8","null","null","0","27","null","null","0","27","null","null","0","null","27","null","0","null","27","null","0","27","null","null","4","6","null","null","62","68","null","null","138","null","94","null","4","null","7","null","3","6","null","null","21","34","null","null","0","27","null","null","26","29","null","null","20","null","31","null","0","27","null","null","28","39","null","null","0","27","null","null","0","null","27","null","12","null","18","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US39111","Monroe County, Ohio","158","null","81","null","12","null","20","null","0","18","null","null","0","18","null","null","5","6","null","null","0","null","18","null","0","null","18","null","4","6","null","null","0","18","null","null","23","25","null","null","5","null","9","null","19","null","28","null","0","18","null","null","29","28","null","null","9","14","null","null","8","14","null","null","0","null","18","null","0","18","null","null","31","49","null","null","0","18","null","null","13","null","13","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null",
"0500000US39113","Montgomery County, Ohio","5101","null","568","null","384","null","139","null","140","90","null","null","220","110","null","null","61","47","null","null","77","null","48","null","260","null","114","null","146","104","null","null","290","136","null","null","484","183","null","null","362","null","162","null","219","null","112","null","471","181","null","null","93","78","null","null","631","202","null","null","491","199","null","null","392","null","189","null","60","48","null","null","33","42","null","null","136","101","null","null","68","null","61","null","12","null","21","null","47","null","66","null","0","null","27","null","24","null","35","null","0","27","null","null","0","27","null","null",
"0500000US39115","Morgan County, Ohio","84","null","59","null","0","null","18","null","0","18","null","null","0","18","null","null","6","12","null","null","11","null","17","null","21","null","32","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","13","20","null","null","0","18","null","null","25","null","40","null","0","18","null","null","8","12","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null",
"0500000US39117","Morrow County, Ohio","183","null","115","null","19","null","26","null","0","24","null","null","0","24","null","null","0","24","null","null","0","null","24","null","13","null","23","null","4","7","null","null","0","24","null","null","38","59","null","null","0","null","24","null","0","null","24","null","84","85","null","null","0","24","null","null","0","24","null","null","0","24","null","null","0","null","24","null","0","24","null","null","0","24","null","null","0","24","null","null","0","null","24","null","0","null","24","null","25","null","41","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US39119","Muskingum County, Ohio","420","null","152","null","14","null","18","null","44","52","null","null","0","27","null","null","25","40","null","null","32","null","48","null","0","null","27","null","0","27","null","null","18","29","null","null","0","27","null","null","2","null","3","null","10","null","18","null","11","13","null","null","0","27","null","null","9","15","null","null","41","61","null","null","86","null","83","null","74","66","null","null","0","27","null","null","0","27","null","null","0","null","27","null","0","null","27","null","54","null","84","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US39121","Noble County, Ohio","47","null","43","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","5","null","8","null","4","null","6","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","24","36","null","null","0","null","18","null","0","18","null","null","14","16","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null",
"0500000US39123","Ottawa County, Ohio","536","null","136","null","0","null","24","null","0","24","null","null","0","24","null","null","0","24","null","null","14","null","23","null","14","null","16","null","0","24","null","null","10","15","null","null","28","40","null","null","1","null","2","null","100","null","69","null","19","30","null","null","57","62","null","null","87","67","null","null","49","48","null","null","35","null","40","null","49","48","null","null","25","25","null","null","0","24","null","null","46","null","52","null","2","null","4","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US39125","Paulding County, Ohio","365","null","137","null","3","null","5","null","4","6","null","null","32","29","null","null","0","18","null","null","27","null","36","null","30","null","36","null","76","66","null","null","30","32","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","25","36","null","null","77","71","null","null","0","18","null","null","22","null","34","null","0","18","null","null","28","31","null","null","0","18","null","null","11","null","13","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null",
"0500000US39127","Perry County, Ohio","174","null","100","null","33","null","38","null","0","24","null","null","27","38","null","null","0","24","null","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null","0","24","null","null","9","null","14","null","18","null","24","null","0","24","null","null","0","24","null","null","48","60","null","null","27","41","null","null","12","null","20","null","0","24","null","null","0","24","null","null","0","24","null","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US39129","Pickaway County, Ohio","268","null","128","null","0","null","27","null","0","27","null","null","0","27","null","null","42","43","null","null","0","null","27","null","37","null","48","null","0","27","null","null","43","27","null","null","46","70","null","null","5","null","9","null","42","null","49","null","0","27","null","null","0","27","null","null","24","22","null","null","0","27","null","null","0","null","27","null","0","27","null","null","0","27","null","null","0","27","null","null","0","null","27","null","26","null","41","null","3","null","8","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US39131","Pike County, Ohio","155","null","94","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","12","null","18","null","3","null","7","null","0","21","null","null","0","21","null","null","83","81","null","null","0","21","null","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","57","null","66","null","0","null","21","null","0","null","21","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null",
"0500000US39133","Portage County, Ohio","482","null","179","null","108","null","121","null","0","27","null","null","23","36","null","null","27","33","null","null","23","null","35","null","13","null","15","null","0","27","null","null","24","37","null","null","18","29","null","null","8","null","12","null","22","null","35","null","0","27","null","null","0","27","null","null","23","37","null","null","67","67","null","null","22","null","33","null","0","27","null","null","59","59","null","null","0","27","null","null","6","null","9","null","39","null","60","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US39135","Preble County, Ohio","271","null","89","null","23","null","36","null","3","4","null","null","42","34","null","null","0","24","null","null","0","null","24","null","60","null","41","null","7","11","null","null","32","44","null","null","16","18","null","null","22","null","23","null","16","null","18","null","0","24","null","null","2","4","null","null","20","31","null","null","3","6","null","null","0","null","24","null","0","24","null","null","14","20","null","null","0","24","null","null","11","null","16","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US39137","Putnam County, Ohio","113","null","54","null","0","null","24","null","14","21","null","null","13","20","null","null","0","24","null","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null","7","11","null","null","36","null","35","null","0","null","24","null","4","6","null","null","0","24","null","null","6","10","null","null","33","36","null","null","0","null","24","null","0","24","null","null","0","24","null","null","0","24","null","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US39139","Richland County, Ohio","683","null","220","null","0","null","27","null","18","31","null","null","24","31","null","null","0","27","null","null","50","null","80","null","8","null","13","null","83","80","null","null","48","40","null","null","59","61","null","null","32","null","35","null","0","null","27","null","48","53","null","null","0","27","null","null","123","115","null","null","33","45","null","null","82","null","65","null","0","27","null","null","48","69","null","null","0","27","null","null","0","null","27","null","27","null","43","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US39141","Ross County, Ohio","392","null","166","null","29","null","42","null","0","27","null","null","0","27","null","null","42","65","null","null","27","null","41","null","6","null","8","null","9","15","null","null","27","40","null","null","11","15","null","null","0","null","27","null","38","null","62","null","54","84","null","null","0","27","null","null","47","56","null","null","35","38","null","null","18","null","30","null","12","20","null","null","0","27","null","null","0","27","null","null","0","null","27","null","37","null","57","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US39143","Sandusky County, Ohio","260","null","127","null","63","null","66","null","0","27","null","null","11","15","null","null","0","27","null","null","0","null","27","null","48","null","74","null","0","27","null","null","0","27","null","null","0","27","null","null","19","null","31","null","0","null","27","null","0","27","null","null","0","27","null","null","24","35","null","null","4","6","null","null","7","null","12","null","0","27","null","null","21","35","null","null","0","27","null","null","0","null","27","null","63","null","53","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US39145","Scioto County, Ohio","386","null","152","null","0","null","27","null","0","27","null","null","19","30","null","null","48","52","null","null","27","null","43","null","0","null","27","null","0","27","null","null","56","64","null","null","33","43","null","null","0","null","27","null","0","null","27","null","23","36","null","null","53","60","null","null","19","31","null","null","57","62","null","null","23","null","36","null","8","12","null","null","20","31","null","null","0","27","null","null","0","null","27","null","0","null","27","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US39147","Seneca County, Ohio","373","null","149","null","47","null","55","null","28","35","null","null","31","41","null","null","0","27","null","null","5","null","9","null","0","null","27","null","0","27","null","null","52","57","null","null","67","70","null","null","23","null","36","null","9","null","14","null","28","37","null","null","0","27","null","null","36","41","null","null","0","27","null","null","0","null","27","null","0","27","null","null","47","52","null","null","0","27","null","null","0","null","27","null","0","null","27","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US39149","Shelby County, Ohio","203","null","96","null","0","null","24","null","0","24","null","null","0","24","null","null","11","17","null","null","0","null","24","null","4","null","8","null","53","43","null","null","4","5","null","null","3","6","null","null","22","null","38","null","3","null","6","null","21","34","null","null","0","24","null","null","33","38","null","null","32","43","null","null","0","null","24","null","0","24","null","null","0","24","null","null","7","11","null","null","10","null","15","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US39151","Stark County, Ohio","1991","null","331","null","293","null","166","null","24","38","null","null","0","27","null","null","7","11","null","null","28","null","31","null","143","null","103","null","33","51","null","null","91","73","null","null","208","124","null","null","92","null","77","null","81","null","66","null","57","70","null","null","115","95","null","null","231","111","null","null","220","129","null","null","97","null","77","null","0","27","null","null","62","67","null","null","61","53","null","null","73","null","71","null","0","null","27","null","23","null","30","null","52","null","38","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US39153","Summit County, Ohio","3324","null","530","null","0","null","27","null","79","81","null","null","105","118","null","null","27","32","null","null","43","null","50","null","46","null","56","null","56","53","null","null","292","173","null","null","161","90","null","null","415","null","184","null","20","null","23","null","241","149","null","null","215","133","null","null","344","189","null","null","378","185","null","null","238","null","127","null","135","112","null","null","135","88","null","null","160","106","null","null","170","null","102","null","14","null","21","null","46","null","40","null","0","null","27","null","0","null","27","null","0","27","null","null","4","6","null","null",
"0500000US39155","Trumbull County, Ohio","2681","null","374","null","104","null","86","null","24","38","null","null","53","54","null","null","239","119","null","null","100","null","68","null","18","null","29","null","71","52","null","null","257","157","null","null","123","92","null","null","229","null","142","null","261","null","115","null","147","97","null","null","195","129","null","null","251","132","null","null","197","97","null","null","27","null","43","null","32","49","null","null","140","108","null","null","69","60","null","null","60","null","73","null","0","null","27","null","84","null","72","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US39157","Tuscarawas County, Ohio","287","null","144","null","4","null","6","null","0","27","null","null","0","27","null","null","0","27","null","null","0","null","27","null","0","null","27","null","13","20","null","null","0","27","null","null","11","18","null","null","13","null","21","null","27","null","31","null","71","84","null","null","32","28","null","null","0","27","null","null","0","27","null","null","29","null","35","null","0","27","null","null","0","27","null","null","0","27","null","null","87","null","72","null","0","null","27","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US39159","Union County, Ohio","281","null","130","null","17","null","30","null","22","34","null","null","0","27","null","null","0","27","null","null","15","null","25","null","0","null","27","null","0","27","null","null","0","27","null","null","9","14","null","null","1","null","2","null","87","null","79","null","9","11","null","null","3","6","null","null","33","50","null","null","0","27","null","null","0","null","27","null","35","56","null","null","0","27","null","null","0","27","null","null","0","null","27","null","30","null","41","null","0","null","27","null","20","null","32","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US39161","Van Wert County, Ohio","509","null","147","null","25","null","19","null","0","21","null","null","0","21","null","null","4","7","null","null","81","null","68","null","0","null","21","null","28","23","null","null","22","26","null","null","46","50","null","null","94","null","57","null","41","null","44","null","25","40","null","null","24","28","null","null","81","73","null","null","16","26","null","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","null","21","null","22","null","35","null","0","null","21","null","0","21","null","null","0","21","null","null",
"0500000US39163","Vinton County, Ohio","165","null","89","null","32","null","42","null","0","18","null","null","0","18","null","null","28","38","null","null","0","null","18","null","0","null","18","null","11","13","null","null","28","44","null","null","16","26","null","null","14","null","22","null","0","null","18","null","29","27","null","null","7","11","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null",
"0500000US39165","Warren County, Ohio","704","null","263","null","34","null","55","null","0","27","null","null","0","27","null","null","0","27","null","null","44","null","67","null","0","null","27","null","0","27","null","null","8","11","null","null","0","27","null","null","74","null","75","null","0","null","27","null","130","119","null","null","0","27","null","null","173","120","null","null","18","19","null","null","15","null","19","null","148","121","null","null","0","27","null","null","47","74","null","null","0","null","27","null","0","null","27","null","0","null","27","null","13","null","21","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US39167","Washington County, Ohio","382","null","152","null","72","null","69","null","0","27","null","null","0","27","null","null","0","27","null","null","18","null","28","null","0","null","27","null","0","27","null","null","0","27","null","null","0","27","null","null","0","null","27","null","0","null","27","null","30","33","null","null","0","27","null","null","56","47","null","null","19","29","null","null","69","null","47","null","22","31","null","null","0","27","null","null","39","54","null","null","0","null","27","null","0","null","27","null","28","null","47","null","29","null","46","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US39169","Wayne County, Ohio","509","null","148","null","32","null","40","null","0","27","null","null","0","27","null","null","0","27","null","null","16","null","25","null","0","null","27","null","0","27","null","null","0","27","null","null","58","56","null","null","0","null","27","null","14","null","20","null","54","51","null","null","56","55","null","null","69","73","null","null","92","64","null","null","85","null","86","null","0","27","null","null","11","18","null","null","9","10","null","null","13","null","20","null","0","null","27","null","0","null","27","null","0","null","27","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US39171","Williams County, Ohio","163","null","85","null","26","null","43","null","0","24","null","null","0","24","null","null","0","24","null","null","0","null","24","null","0","null","24","null","0","24","null","null","6","9","null","null","0","24","null","null","0","null","24","null","9","null","15","null","15","18","null","null","19","29","null","null","64","59","null","null","24","38","null","null","0","null","24","null","0","24","null","null","0","24","null","null","0","24","null","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US39173","Wood County, Ohio","704","null","239","null","18","null","18","null","0","27","null","null","18","20","null","null","53","68","null","null","0","null","27","null","82","null","83","null","0","27","null","null","59","66","null","null","0","27","null","null","21","null","31","null","109","null","85","null","33","42","null","null","13","16","null","null","30","23","null","null","14","16","null","null","65","null","59","null","8","13","null","null","18","27","null","null","56","73","null","null","3","null","5","null","0","null","27","null","82","null","82","null","22","null","33","null","0","null","27","null","0","27","null","null","0","27","null","null",
"0500000US39175","Wyandot County, Ohio","104","null","66","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","7","null","12","null","0","null","21","null","0","21","null","null","0","21","null","null","4","7","null","null","20","null","29","null","41","null","47","null","0","21","null","null","5","8","null","null","4","7","null","null","0","21","null","null","18","null","26","null","5","8","null","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","null","21","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null",
"0500000US40001","Adair County, Oklahoma","236","null","52","null","3","null","5","null","29","23","null","null","0","17","null","null","10","15","null","null","3","null","5","null","8","null","7","null","10","9","null","null","0","17","null","null","38","24","null","null","15","null","14","null","8","null","7","null","34","20","null","null","15","14","null","null","26","21","null","null","3","5","null","null","19","null","18","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","4","null","6","null","11","null","13","null","0","null","17","null","0","17","null","null","0","17","null","null",
"0500000US40003","Alfalfa County, Oklahoma","50","null","29","null","4","null","7","null","6","9","null","null","2","3","null","null","0","13","null","null","9","null","11","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","9","null","10","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","9","14","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","11","null","11","null","0","null","13","null","0","13","null","null","0","13","null","null",
"0500000US40005","Atoka County, Oklahoma","131","null","39","null","0","null","15","null","8","7","null","null","0","15","null","null","4","6","null","null","6","null","6","null","22","null","22","null","0","15","null","null","21","14","null","null","11","7","null","null","9","null","9","null","6","null","4","null","5","7","null","null","0","15","null","null","3","4","null","null","0","15","null","null","2","null","3","null","3","5","null","null","12","14","null","null","19","12","null","null","0","null","15","null","0","null","15","null","0","null","15","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null",
"0500000US40007","Beaver County, Oklahoma","50","null","29","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","7","8","null","null","0","13","null","null","0","13","null","null","15","null","14","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","16","18","null","null","0","13","null","null","5","7","null","null","0","null","13","null","0","null","13","null","7","null","12","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null",
"0500000US40009","Beckham County, Oklahoma","280","null","164","null","0","null","17","null","0","17","null","null","21","36","null","null","7","12","null","null","8","null","12","null","54","null","85","null","0","17","null","null","0","17","null","null","67","85","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","45","57","null","null","0","null","17","null","47","72","null","null","0","17","null","null","31","48","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null",
"0500000US40011","Blaine County, Oklahoma","30","null","25","null","0","null","13","null","6","11","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","5","null","7","null","7","null","11","null","0","13","null","null","0","13","null","null","0","13","null","null","2","5","null","null","0","null","13","null","0","13","null","null","0","13","null","null","2","3","null","null","0","null","13","null","0","null","13","null","0","null","13","null","8","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null",
"0500000US40013","Bryan County, Oklahoma","231","null","68","null","0","null","20","null","8","13","null","null","8","13","null","null","0","20","null","null","1","null","4","null","4","null","5","null","13","11","null","null","0","20","null","null","42","33","null","null","2","null","5","null","24","null","28","null","14","21","null","null","17","18","null","null","5","9","null","null","11","8","null","null","22","null","20","null","19","24","null","null","0","20","null","null","17","16","null","null","19","null","22","null","0","null","20","null","5","null","8","null","0","null","20","null","0","null","20","null","0","20","null","null","0","20","null","null",
"0500000US40015","Caddo County, Oklahoma","302","null","57","null","17","null","12","null","10","11","null","null","16","10","null","null","0","17","null","null","13","null","10","null","20","null","11","null","12","14","null","null","19","16","null","null","41","27","null","null","21","null","18","null","21","null","18","null","2","3","null","null","12","12","null","null","17","16","null","null","19","10","null","null","16","null","9","null","3","5","null","null","35","27","null","null","8","13","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null",
"0500000US40017","Canadian County, Oklahoma","936","null","250","null","3","null","6","null","17","17","null","null","0","22","null","null","0","22","null","null","0","null","22","null","50","null","51","null","12","18","null","null","39","37","null","null","65","50","null","null","72","null","82","null","0","null","22","null","55","67","null","null","63","49","null","null","60","60","null","null","100","79","null","null","112","null","77","null","54","60","null","null","60","56","null","null","65","71","null","null","109","null","100","null","0","null","22","null","0","null","22","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null",
