"GEO_ID","NAME","B25085_001E","B25085_001EA","B25085_001M","B25085_001MA","B25085_002E","B25085_002EA","B25085_002M","B25085_002MA","B25085_003E","B25085_003M","B25085_003MA","B25085_003EA","B25085_004E","B25085_004M","B25085_004MA","B25085_004EA","B25085_005E","B25085_005M","B25085_005MA","B25085_005EA","B25085_006E","B25085_006EA","B25085_006M","B25085_006MA","B25085_007E","B25085_007EA","B25085_007M","B25085_007MA","B25085_008E","B25085_008M","B25085_008MA","B25085_008EA","B25085_009E","B25085_009M","B25085_009MA","B25085_009EA","B25085_010E","B25085_010M","B25085_010MA","B25085_010EA","B25085_011E","B25085_011EA","B25085_011M","B25085_011MA","B25085_012E","B25085_012EA","B25085_012M","B25085_012MA","B25085_013E","B25085_013M","B25085_013MA","B25085_013EA","B25085_014E","B25085_014M","B25085_014MA","B25085_014EA","B25085_015E","B25085_015M","B25085_015MA","B25085_015EA","B25085_016E","B25085_016M","B25085_016MA","B25085_016EA","B25085_017E","B25085_017EA","B25085_017M","B25085_017MA","B25085_018E","B25085_018M","B25085_018MA","B25085_018EA","B25085_019E","B25085_019M","B25085_019MA","B25085_019EA","B25085_020E","B25085_020M","B25085_020MA","B25085_020EA","B25085_021E","B25085_021EA","B25085_021M","B25085_021MA","B25085_022E","B25085_022EA","B25085_022M","B25085_022MA","B25085_023E","B25085_023EA","B25085_023M","B25085_023MA","B25085_024E","B25085_024EA","B25085_024M","B25085_024MA","B25085_025E","B25085_025EA","B25085_025M","B25085_025MA","B25085_026E","B25085_026M","B25085_026MA","B25085_026EA","B25085_027E","B25085_027M","B25085_027MA","B25085_027EA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Less than $10,000","Annotation of Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Annotation of Margin of Error!!Total!!Less than $10,000","Estimate!!Total!!$10,000 to $14,999","Margin of Error!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Total!!$10,000 to $14,999","Annotation of Estimate!!Total!!$10,000 to $14,999","Estimate!!Total!!$15,000 to $19,999","Margin of Error!!Total!!$15,000 to $19,999","Annotation of Margin of Error!!Total!!$15,000 to $19,999","Annotation of Estimate!!Total!!$15,000 to $19,999","Estimate!!Total!!$20,000 to $24,999","Margin of Error!!Total!!$20,000 to $24,999","Annotation of Margin of Error!!Total!!$20,000 to $24,999","Annotation of Estimate!!Total!!$20,000 to $24,999","Estimate!!Total!!$25,000 to $29,999","Annotation of Estimate!!Total!!$25,000 to $29,999","Margin of Error!!Total!!$25,000 to $29,999","Annotation of Margin of Error!!Total!!$25,000 to $29,999","Estimate!!Total!!$30,000 to $34,999","Annotation of Estimate!!Total!!$30,000 to $34,999","Margin of Error!!Total!!$30,000 to $34,999","Annotation of Margin of Error!!Total!!$30,000 to $34,999","Estimate!!Total!!$35,000 to $39,999","Margin of Error!!Total!!$35,000 to $39,999","Annotation of Margin of Error!!Total!!$35,000 to $39,999","Annotation of Estimate!!Total!!$35,000 to $39,999","Estimate!!Total!!$40,000 to $49,999","Margin of Error!!Total!!$40,000 to $49,999","Annotation of Margin of Error!!Total!!$40,000 to $49,999","Annotation of Estimate!!Total!!$40,000 to $49,999","Estimate!!Total!!$50,000 to $59,999","Margin of Error!!Total!!$50,000 to $59,999","Annotation of Margin of Error!!Total!!$50,000 to $59,999","Annotation of Estimate!!Total!!$50,000 to $59,999","Estimate!!Total!!$60,000 to $69,999","Annotation of Estimate!!Total!!$60,000 to $69,999","Margin of Error!!Total!!$60,000 to $69,999","Annotation of Margin of Error!!Total!!$60,000 to $69,999","Estimate!!Total!!$70,000 to $79,999","Annotation of Estimate!!Total!!$70,000 to $79,999","Margin of Error!!Total!!$70,000 to $79,999","Annotation of Margin of Error!!Total!!$70,000 to $79,999","Estimate!!Total!!$80,000 to $89,999","Margin of Error!!Total!!$80,000 to $89,999","Annotation of Margin of Error!!Total!!$80,000 to $89,999","Annotation of Estimate!!Total!!$80,000 to $89,999","Estimate!!Total!!$90,000 to $99,999","Margin of Error!!Total!!$90,000 to $99,999","Annotation of Margin of Error!!Total!!$90,000 to $99,999","Annotation of Estimate!!Total!!$90,000 to $99,999","Estimate!!Total!!$100,000 to $124,999","Margin of Error!!Total!!$100,000 to $124,999","Annotation of Margin of Error!!Total!!$100,000 to $124,999","Annotation of Estimate!!Total!!$100,000 to $124,999","Estimate!!Total!!$125,000 to $149,999","Margin of Error!!Total!!$125,000 to $149,999","Annotation of Margin of Error!!Total!!$125,000 to $149,999","Annotation of Estimate!!Total!!$125,000 to $149,999","Estimate!!Total!!$150,000 to $174,999","Annotation of Estimate!!Total!!$150,000 to $174,999","Margin of Error!!Total!!$150,000 to $174,999","Annotation of Margin of Error!!Total!!$150,000 to $174,999","Estimate!!Total!!$175,000 to $199,999","Margin of Error!!Total!!$175,000 to $199,999","Annotation of Margin of Error!!Total!!$175,000 to $199,999","Annotation of Estimate!!Total!!$175,000 to $199,999","Estimate!!Total!!$200,000 to $249,999","Margin of Error!!Total!!$200,000 to $249,999","Annotation of Margin of Error!!Total!!$200,000 to $249,999","Annotation of Estimate!!Total!!$200,000 to $249,999","Estimate!!Total!!$250,000 to $299,999","Margin of Error!!Total!!$250,000 to $299,999","Annotation of Margin of Error!!Total!!$250,000 to $299,999","Annotation of Estimate!!Total!!$250,000 to $299,999","Estimate!!Total!!$300,000 to $399,999","Annotation of Estimate!!Total!!$300,000 to $399,999","Margin of Error!!Total!!$300,000 to $399,999","Annotation of Margin of Error!!Total!!$300,000 to $399,999","Estimate!!Total!!$400,000 to $499,999","Annotation of Estimate!!Total!!$400,000 to $499,999","Margin of Error!!Total!!$400,000 to $499,999","Annotation of Margin of Error!!Total!!$400,000 to $499,999","Estimate!!Total!!$500,000 to $749,999","Annotation of Estimate!!Total!!$500,000 to $749,999","Margin of Error!!Total!!$500,000 to $749,999","Annotation of Margin of Error!!Total!!$500,000 to $749,999","Estimate!!Total!!$750,000 to $999,999","Annotation of Estimate!!Total!!$750,000 to $999,999","Margin of Error!!Total!!$750,000 to $999,999","Annotation of Margin of Error!!Total!!$750,000 to $999,999","Estimate!!Total!!$1,000,000 to $1,499,999","Annotation of Estimate!!Total!!$1,000,000 to $1,499,999","Margin of Error!!Total!!$1,000,000 to $1,499,999","Annotation of Margin of Error!!Total!!$1,000,000 to $1,499,999","Estimate!!Total!!$1,500,000 to $1,999,999","Margin of Error!!Total!!$1,500,000 to $1,999,999","Annotation of Margin of Error!!Total!!$1,500,000 to $1,999,999","Annotation of Estimate!!Total!!$1,500,000 to $1,999,999","Estimate!!Total!!$2,000,000 or more","Margin of Error!!Total!!$2,000,000 or more","Annotation of Margin of Error!!Total!!$2,000,000 or more","Annotation of Estimate!!Total!!$2,000,000 or more",
"0500000US01001","Autauga County, Alabama","282","null","123","null","8","null","14","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","28","null","null","8","13","null","null","3","7","null","null","32","null","42","null","0","null","28","null","0","28","null","null","26","29","null","null","27","40","null","null","4","7","null","null","37","null","63","null","56","70","null","null","41","48","null","null","0","28","null","null","40","null","59","null","0","null","28","null","0","null","28","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null",
"0500000US01003","Baldwin County, Alabama","3105","null","500","null","53","null","49","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null","38","null","50","null","0","28","null","null","9","15","null","null","43","70","null","null","239","null","130","null","0","null","28","null","0","28","null","null","22","34","null","null","146","96","null","null","183","128","null","null","280","null","151","null","146","115","null","null","428","219","null","null","181","93","null","null","633","null","288","null","456","null","159","null","122","null","76","null","92","null","70","null","23","null","36","null","11","18","null","null","0","28","null","null",
"0500000US01005","Barbour County, Alabama","251","null","98","null","6","null","9","null","0","22","null","null","5","9","null","null","14","22","null","null","0","null","22","null","0","null","22","null","5","10","null","null","34","47","null","null","0","22","null","null","41","null","49","null","5","null","9","null","16","25","null","null","14","21","null","null","21","22","null","null","0","22","null","null","37","null","36","null","0","22","null","null","28","44","null","null","0","22","null","null","0","null","22","null","19","null","30","null","0","null","22","null","0","null","22","null","0","null","22","null","6","9","null","null","0","22","null","null",
"0500000US01007","Bibb County, Alabama","126","null","95","null","0","null","22","null","0","22","null","null","0","22","null","null","0","22","null","null","0","null","22","null","0","null","22","null","0","22","null","null","10","16","null","null","43","67","null","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null","0","22","null","null","50","63","null","null","0","null","22","null","0","22","null","null","0","22","null","null","0","22","null","null","0","null","22","null","0","null","22","null","23","null","36","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null",
"0500000US01009","Blount County, Alabama","384","null","175","null","45","null","50","null","3","5","null","null","43","66","null","null","0","28","null","null","0","null","28","null","8","null","13","null","25","39","null","null","92","101","null","null","10","13","null","null","0","null","28","null","7","null","12","null","24","23","null","null","21","23","null","null","5","9","null","null","0","28","null","null","12","null","15","null","21","25","null","null","8","12","null","null","46","70","null","null","4","null","6","null","0","null","28","null","0","null","28","null","0","null","28","null","0","null","28","null","0","28","null","null","10","15","null","null",
"0500000US01011","Bullock County, Alabama","6","null","9","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","6","null","9","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US01013","Butler County, Alabama","1384","null","188","null","236","null","83","null","60","44","null","null","0","22","null","null","0","22","null","null","28","null","32","null","0","null","22","null","16","24","null","null","129","61","null","null","143","66","null","null","84","null","63","null","32","null","32","null","58","38","null","null","105","63","null","null","32","38","null","null","33","25","null","null","93","null","51","null","135","72","null","null","130","73","null","null","0","22","null","null","6","null","12","null","0","null","22","null","64","null","45","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null",
"0500000US01015","Calhoun County, Alabama","1001","null","246","null","168","null","121","null","70","85","null","null","24","27","null","null","0","28","null","null","97","null","61","null","0","null","28","null","42","47","null","null","36","52","null","null","62","56","null","null","70","null","71","null","0","null","28","null","115","98","null","null","25","22","null","null","15","25","null","null","0","28","null","null","89","null","68","null","8","13","null","null","103","85","null","null","52","62","null","null","25","null","34","null","0","null","28","null","0","null","28","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null",
"0500000US01017","Chambers County, Alabama","252","null","104","null","26","null","28","null","0","25","null","null","0","25","null","null","20","33","null","null","0","null","25","null","6","null","12","null","0","25","null","null","0","25","null","null","23","37","null","null","49","null","64","null","28","null","46","null","0","25","null","null","28","43","null","null","0","25","null","null","0","25","null","null","49","null","44","null","0","25","null","null","23","39","null","null","0","25","null","null","0","null","25","null","0","null","25","null","0","null","25","null","0","null","25","null","0","null","25","null","0","25","null","null","0","25","null","null",
"0500000US01019","Cherokee County, Alabama","433","null","159","null","30","null","38","null","29","40","null","null","0","22","null","null","0","22","null","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null","0","22","null","null","46","null","38","null","31","null","37","null","4","8","null","null","14","23","null","null","0","22","null","null","51","80","null","null","112","null","97","null","0","22","null","null","41","56","null","null","75","66","null","null","0","null","22","null","0","null","22","null","0","null","22","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null",
"0500000US01021","Chilton County, Alabama","761","null","277","null","0","null","25","null","0","25","null","null","0","25","null","null","0","25","null","null","0","null","25","null","0","null","25","null","0","25","null","null","54","53","null","null","87","98","null","null","115","null","97","null","0","null","25","null","11","18","null","null","104","105","null","null","0","25","null","null","0","25","null","null","130","null","111","null","52","77","null","null","162","125","null","null","0","25","null","null","46","null","52","null","0","null","25","null","0","null","25","null","0","null","25","null","0","null","25","null","0","25","null","null","0","25","null","null",
"0500000US01023","Choctaw County, Alabama","23","null","30","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","5","null","8","null","18","29","null","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US01025","Clarke County, Alabama","126","null","80","null","0","null","22","null","0","22","null","null","0","22","null","null","0","22","null","null","0","null","22","null","0","null","22","null","0","22","null","null","28","44","null","null","0","22","null","null","0","null","22","null","23","null","37","null","29","36","null","null","0","22","null","null","0","22","null","null","34","37","null","null","4","null","7","null","0","22","null","null","0","22","null","null","8","13","null","null","0","null","22","null","0","null","22","null","0","null","22","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null",
"0500000US01027","Clay County, Alabama","127","null","78","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","5","8","null","null","0","19","null","null","18","null","30","null","0","null","19","null","23","37","null","null","41","46","null","null","0","19","null","null","7","12","null","null","0","null","19","null","0","19","null","null","33","36","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US01029","Cleburne County, Alabama","29","null","25","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","15","null","20","null","8","13","null","null","0","19","null","null","4","6","null","null","2","3","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US01031","Coffee County, Alabama","354","null","112","null","19","null","23","null","3","5","null","null","0","28","null","null","0","28","null","null","0","null","28","null","13","null","14","null","6","9","null","null","25","21","null","null","23","28","null","null","6","null","9","null","28","null","20","null","19","17","null","null","0","28","null","null","83","61","null","null","19","20","null","null","18","null","15","null","89","73","null","null","0","28","null","null","0","28","null","null","3","null","5","null","0","null","28","null","0","null","28","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null",
"0500000US01033","Colbert County, Alabama","559","null","166","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","28","null","null","86","60","null","null","9","15","null","null","122","null","104","null","0","null","28","null","49","51","null","null","57","64","null","null","105","88","null","null","0","28","null","null","62","null","53","null","39","52","null","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","30","null","47","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null",
"0500000US01035","Conecuh County, Alabama","298","null","126","null","0","null","19","null","0","19","null","null","3","7","null","null","0","19","null","null","0","null","19","null","3","null","5","null","0","19","null","null","0","19","null","null","28","41","null","null","26","null","26","null","31","null","30","null","159","109","null","null","0","19","null","null","32","29","null","null","16","24","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US01037","Coosa County, Alabama","337","null","119","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","39","45","null","null","13","21","null","null","36","null","45","null","47","null","46","null","39","45","null","null","0","19","null","null","62","54","null","null","12","19","null","null","33","null","32","null","41","48","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","15","null","25","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US01039","Covington County, Alabama","519","null","131","null","9","null","18","null","19","29","null","null","30","32","null","null","0","25","null","null","16","null","21","null","26","null","22","null","11","19","null","null","38","52","null","null","112","58","null","null","54","null","40","null","5","null","10","null","15","19","null","null","8","13","null","null","32","35","null","null","25","36","null","null","20","null","29","null","11","17","null","null","55","53","null","null","0","25","null","null","33","null","40","null","0","null","25","null","0","null","25","null","0","null","25","null","0","null","25","null","0","25","null","null","0","25","null","null",
"0500000US01041","Crenshaw County, Alabama","509","null","133","null","144","null","91","null","0","19","null","null","0","19","null","null","0","19","null","null","10","null","16","null","23","null","23","null","17","20","null","null","12","13","null","null","35","32","null","null","36","null","30","null","30","null","23","null","83","54","null","null","0","19","null","null","72","53","null","null","0","19","null","null","0","null","19","null","15","22","null","null","32","32","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US01043","Cullman County, Alabama","531","null","189","null","8","null","13","null","0","28","null","null","0","28","null","null","0","28","null","null","11","null","18","null","18","null","27","null","0","28","null","null","0","28","null","null","0","28","null","null","44","null","67","null","0","null","28","null","41","61","null","null","31","38","null","null","161","110","null","null","7","11","null","null","25","null","38","null","47","74","null","null","63","56","null","null","26","41","null","null","20","null","35","null","0","null","28","null","29","null","39","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null",
"0500000US01045","Dale County, Alabama","288","null","138","null","0","null","25","null","0","25","null","null","0","25","null","null","41","54","null","null","10","null","13","null","0","null","25","null","0","25","null","null","9","16","null","null","4","6","null","null","0","null","25","null","33","null","38","null","5","8","null","null","0","25","null","null","12","19","null","null","0","25","null","null","35","null","57","null","68","64","null","null","39","63","null","null","32","50","null","null","0","null","25","null","0","null","25","null","0","null","25","null","0","null","25","null","0","null","25","null","0","25","null","null","0","25","null","null",
"0500000US01047","Dallas County, Alabama","373","null","126","null","0","null","25","null","64","73","null","null","0","25","null","null","0","25","null","null","33","null","37","null","4","null","6","null","24","38","null","null","0","25","null","null","30","33","null","null","62","null","60","null","20","null","30","null","15","23","null","null","36","41","null","null","0","25","null","null","0","25","null","null","0","null","25","null","37","42","null","null","0","25","null","null","48","65","null","null","0","null","25","null","0","null","25","null","0","null","25","null","0","null","25","null","0","null","25","null","0","25","null","null","0","25","null","null",
"0500000US01049","DeKalb County, Alabama","574","null","169","null","11","null","18","null","25","37","null","null","62","76","null","null","0","28","null","null","0","null","28","null","1","null","2","null","0","28","null","null","55","60","null","null","29","28","null","null","47","null","45","null","40","null","52","null","67","58","null","null","0","28","null","null","68","81","null","null","29","39","null","null","60","null","51","null","0","28","null","null","36","42","null","null","17","26","null","null","0","null","28","null","4","null","6","null","23","null","37","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null",
"0500000US01051","Elmore County, Alabama","796","null","280","null","6","null","10","null","0","28","null","null","9","14","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","28","null","null","61","85","null","null","0","28","null","null","65","null","67","null","3","null","5","null","26","45","null","null","48","41","null","null","165","148","null","null","0","28","null","null","189","null","153","null","0","28","null","null","28","45","null","null","54","68","null","null","41","null","63","null","74","null","85","null","27","null","33","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null",
"0500000US01053","Escambia County, Alabama","176","null","127","null","0","null","25","null","0","25","null","null","0","25","null","null","0","25","null","null","0","null","25","null","0","null","25","null","0","25","null","null","0","25","null","null","0","25","null","null","0","null","25","null","37","null","57","null","28","45","null","null","47","73","null","null","28","32","null","null","36","46","null","null","0","null","25","null","0","25","null","null","0","25","null","null","0","25","null","null","0","null","25","null","0","null","25","null","0","null","25","null","0","null","25","null","0","null","25","null","0","25","null","null","0","25","null","null",
"0500000US01055","Etowah County, Alabama","507","null","182","null","0","null","28","null","27","44","null","null","97","103","null","null","22","26","null","null","39","null","36","null","28","null","44","null","38","47","null","null","26","43","null","null","75","44","null","null","0","null","28","null","20","null","33","null","17","26","null","null","0","28","null","null","25","40","null","null","67","65","null","null","0","null","28","null","9","15","null","null","17","26","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","null","28","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null",
"0500000US01057","Fayette County, Alabama","113","null","87","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","28","null","45","null","55","62","null","null","30","48","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US01059","Franklin County, Alabama","411","null","161","null","0","null","25","null","29","47","null","null","0","25","null","null","0","25","null","null","0","null","25","null","33","null","47","null","9","14","null","null","8","14","null","null","0","25","null","null","0","null","25","null","100","null","112","null","58","51","null","null","13","19","null","null","0","25","null","null","59","76","null","null","0","null","25","null","37","46","null","null","31","45","null","null","0","25","null","null","0","null","25","null","0","null","25","null","0","null","25","null","34","null","52","null","0","null","25","null","0","25","null","null","0","25","null","null",
"0500000US01061","Geneva County, Alabama","211","null","109","null","13","null","21","null","0","22","null","null","42","66","null","null","0","22","null","null","19","null","22","null","9","null","12","null","0","22","null","null","0","22","null","null","14","23","null","null","14","null","22","null","6","null","7","null","8","14","null","null","0","22","null","null","0","22","null","null","14","16","null","null","2","null","4","null","52","68","null","null","6","10","null","null","12","20","null","null","0","null","22","null","0","null","22","null","0","null","22","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null",
"0500000US01063","Greene County, Alabama","18","null","21","null","3","null","6","null","0","17","null","null","0","17","null","null","3","5","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","12","19","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null",
"0500000US01065","Hale County, Alabama","97","null","61","null","4","null","6","null","0","19","null","null","14","23","null","null","15","25","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","45","36","null","null","16","null","24","null","0","19","null","null","3","5","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US01067","Henry County, Alabama","251","null","89","null","58","null","46","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","14","null","21","null","0","19","null","null","5","7","null","null","8","14","null","null","22","null","37","null","32","null","31","null","35","36","null","null","0","19","null","null","0","19","null","null","8","24","null","null","12","null","20","null","11","17","null","null","34","51","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","12","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US01069","Houston County, Alabama","873","null","140","null","6","null","9","null","20","17","null","null","13","14","null","null","6","9","null","null","31","null","19","null","15","null","13","null","9","11","null","null","33","23","null","null","52","33","null","null","38","null","25","null","92","null","40","null","19","19","null","null","76","68","null","null","101","38","null","null","103","41","null","null","51","null","25","null","57","30","null","null","35","23","null","null","30","21","null","null","63","null","66","null","12","null","15","null","11","null","13","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null",
"0500000US01071","Jackson County, Alabama","344","null","124","null","29","null","41","null","0","28","null","null","3","5","null","null","0","28","null","null","1","null","4","null","48","null","53","null","15","24","null","null","9","12","null","null","88","62","null","null","7","null","9","null","21","null","33","null","3","27","null","null","38","40","null","null","0","28","null","null","0","28","null","null","20","null","23","null","0","28","null","null","39","45","null","null","5","8","null","null","0","null","28","null","0","null","28","null","18","null","29","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null",
"0500000US01073","Jefferson County, Alabama","4893","null","603","null","71","null","57","null","52","47","null","null","42","47","null","null","101","85","null","null","75","null","100","null","124","null","88","null","65","50","null","null","405","130","null","null","189","112","null","null","463","null","160","null","116","null","93","null","197","111","null","null","75","91","null","null","513","241","null","null","327","164","null","null","528","null","224","null","213","129","null","null","469","193","null","null","331","219","null","null","180","null","123","null","85","null","85","null","174","null","108","null","9","null","15","null","26","null","38","null","7","12","null","null","56","68","null","null",
"0500000US01075","Lamar County, Alabama","71","null","47","null","13","null","23","null","0","19","null","null","0","19","null","null","0","19","null","null","11","null","18","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","13","null","22","null","0","null","19","null","0","19","null","null","0","19","null","null","2","3","null","null","0","19","null","null","18","null","21","null","0","19","null","null","0","19","null","null","0","19","null","null","14","null","22","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US01077","Lauderdale County, Alabama","676","null","196","null","29","null","42","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","32","30","null","null","21","28","null","null","69","61","null","null","81","null","76","null","4","null","8","null","53","51","null","null","14","16","null","null","29","47","null","null","59","54","null","null","42","null","69","null","37","35","null","null","62","66","null","null","0","28","null","null","93","null","88","null","51","null","63","null","0","null","28","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null",
"0500000US01079","Lawrence County, Alabama","288","null","145","null","0","null","25","null","31","40","null","null","0","25","null","null","0","25","null","null","24","null","38","null","0","null","25","null","0","25","null","null","63","83","null","null","0","25","null","null","31","null","48","null","0","null","25","null","17","22","null","null","27","31","null","null","0","25","null","null","0","25","null","null","19","null","28","null","18","26","null","null","58","85","null","null","0","25","null","null","0","null","25","null","0","null","25","null","0","null","25","null","0","null","25","null","0","null","25","null","0","25","null","null","0","25","null","null",
"0500000US01081","Lee County, Alabama","1050","null","287","null","0","null","28","null","0","28","null","null","71","64","null","null","0","28","null","null","0","null","28","null","0","null","28","null","60","77","null","null","51","81","null","null","0","28","null","null","38","null","58","null","72","null","89","null","0","28","null","null","36","58","null","null","248","171","null","null","129","100","null","null","63","null","77","null","72","90","null","null","52","48","null","null","0","28","null","null","97","null","92","null","0","null","28","null","0","null","28","null","0","null","28","null","0","null","28","null","0","28","null","null","61","66","null","null",
"0500000US01083","Limestone County, Alabama","829","null","276","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","16","null","25","null","0","null","28","null","0","28","null","null","129","105","null","null","0","28","null","null","0","null","28","null","50","null","75","null","29","35","null","null","0","28","null","null","25","33","null","null","231","159","null","null","8","null","13","null","59","65","null","null","38","43","null","null","200","123","null","null","44","null","45","null","0","null","28","null","0","null","28","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null",
"0500000US01085","Lowndes County, Alabama","64","null","36","null","5","null","12","null","8","12","null","null","0","19","null","null","0","19","null","null","0","null","19","null","6","null","9","null","9","16","null","null","15","23","null","null","0","19","null","null","7","null","11","null","8","null","13","null","0","19","null","null","0","19","null","null","0","19","null","null","6","11","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US01087","Macon County, Alabama","122","null","55","null","9","null","13","null","0","19","null","null","0","19","null","null","40","39","null","null","11","null","19","null","19","null","30","null","0","19","null","null","0","19","null","null","0","19","null","null","8","null","15","null","19","null","19","null","5","8","null","null","0","19","null","null","0","19","null","null","11","17","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
