"GEO_ID","NAME","B25085_001E","B25085_001EA","B25085_001M","B25085_001MA","B25085_002E","B25085_002M","B25085_002MA","B25085_002EA","B25085_003E","B25085_003M","B25085_003MA","B25085_003EA","B25085_004E","B25085_004EA","B25085_004M","B25085_004MA","B25085_005E","B25085_005EA","B25085_005M","B25085_005MA","B25085_006E","B25085_006EA","B25085_006M","B25085_006MA","B25085_007E","B25085_007M","B25085_007MA","B25085_007EA","B25085_008E","B25085_008M","B25085_008MA","B25085_008EA","B25085_009E","B25085_009EA","B25085_009M","B25085_009MA","B25085_010E","B25085_010EA","B25085_010M","B25085_010MA","B25085_011E","B25085_011EA","B25085_011M","B25085_011MA","B25085_012E","B25085_012EA","B25085_012M","B25085_012MA","B25085_013E","B25085_013M","B25085_013MA","B25085_013EA","B25085_014E","B25085_014EA","B25085_014M","B25085_014MA","B25085_015E","B25085_015EA","B25085_015M","B25085_015MA","B25085_016E","B25085_016EA","B25085_016M","B25085_016MA","B25085_017E","B25085_017EA","B25085_017M","B25085_017MA","B25085_018E","B25085_018EA","B25085_018M","B25085_018MA","B25085_019E","B25085_019M","B25085_019MA","B25085_019EA","B25085_020E","B25085_020M","B25085_020MA","B25085_020EA","B25085_021E","B25085_021M","B25085_021MA","B25085_021EA","B25085_022E","B25085_022EA","B25085_022M","B25085_022MA","B25085_023E","B25085_023EA","B25085_023M","B25085_023MA","B25085_024E","B25085_024M","B25085_024MA","B25085_024EA","B25085_025E","B25085_025M","B25085_025MA","B25085_025EA","B25085_026E","B25085_026M","B25085_026MA","B25085_026EA","B25085_027E","B25085_027EA","B25085_027M","B25085_027MA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Annotation of Margin of Error!!Total:!!Less than $10,000","Annotation of Estimate!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Annotation of Margin of Error!!Total:!!$10,000 to $14,999","Annotation of Estimate!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Annotation of Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Annotation of Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Annotation of Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Annotation of Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Annotation of Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Annotation of Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Annotation of Margin of Error!!Total:!!$30,000 to $34,999","Annotation of Estimate!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Annotation of Margin of Error!!Total:!!$35,000 to $39,999","Annotation of Estimate!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $49,999","Annotation of Estimate!!Total:!!$40,000 to $49,999","Margin of Error!!Total:!!$40,000 to $49,999","Annotation of Margin of Error!!Total:!!$40,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Annotation of Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Annotation of Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $69,999","Annotation of Estimate!!Total:!!$60,000 to $69,999","Margin of Error!!Total:!!$60,000 to $69,999","Annotation of Margin of Error!!Total:!!$60,000 to $69,999","Estimate!!Total:!!$70,000 to $79,999","Annotation of Estimate!!Total:!!$70,000 to $79,999","Margin of Error!!Total:!!$70,000 to $79,999","Annotation of Margin of Error!!Total:!!$70,000 to $79,999","Estimate!!Total:!!$80,000 to $89,999","Margin of Error!!Total:!!$80,000 to $89,999","Annotation of Margin of Error!!Total:!!$80,000 to $89,999","Annotation of Estimate!!Total:!!$80,000 to $89,999","Estimate!!Total:!!$90,000 to $99,999","Annotation of Estimate!!Total:!!$90,000 to $99,999","Margin of Error!!Total:!!$90,000 to $99,999","Annotation of Margin of Error!!Total:!!$90,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Annotation of Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Annotation of Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Annotation of Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Annotation of Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $174,999","Annotation of Estimate!!Total:!!$150,000 to $174,999","Margin of Error!!Total:!!$150,000 to $174,999","Annotation of Margin of Error!!Total:!!$150,000 to $174,999","Estimate!!Total:!!$175,000 to $199,999","Annotation of Estimate!!Total:!!$175,000 to $199,999","Margin of Error!!Total:!!$175,000 to $199,999","Annotation of Margin of Error!!Total:!!$175,000 to $199,999","Estimate!!Total:!!$200,000 to $249,999","Margin of Error!!Total:!!$200,000 to $249,999","Annotation of Margin of Error!!Total:!!$200,000 to $249,999","Annotation of Estimate!!Total:!!$200,000 to $249,999","Estimate!!Total:!!$250,000 to $299,999","Margin of Error!!Total:!!$250,000 to $299,999","Annotation of Margin of Error!!Total:!!$250,000 to $299,999","Annotation of Estimate!!Total:!!$250,000 to $299,999","Estimate!!Total:!!$300,000 to $399,999","Margin of Error!!Total:!!$300,000 to $399,999","Annotation of Margin of Error!!Total:!!$300,000 to $399,999","Annotation of Estimate!!Total:!!$300,000 to $399,999","Estimate!!Total:!!$400,000 to $499,999","Annotation of Estimate!!Total:!!$400,000 to $499,999","Margin of Error!!Total:!!$400,000 to $499,999","Annotation of Margin of Error!!Total:!!$400,000 to $499,999","Estimate!!Total:!!$500,000 to $749,999","Annotation of Estimate!!Total:!!$500,000 to $749,999","Margin of Error!!Total:!!$500,000 to $749,999","Annotation of Margin of Error!!Total:!!$500,000 to $749,999","Estimate!!Total:!!$750,000 to $999,999","Margin of Error!!Total:!!$750,000 to $999,999","Annotation of Margin of Error!!Total:!!$750,000 to $999,999","Annotation of Estimate!!Total:!!$750,000 to $999,999","Estimate!!Total:!!$1,000,000 to $1,499,999","Margin of Error!!Total:!!$1,000,000 to $1,499,999","Annotation of Margin of Error!!Total:!!$1,000,000 to $1,499,999","Annotation of Estimate!!Total:!!$1,000,000 to $1,499,999","Estimate!!Total:!!$1,500,000 to $1,999,999","Margin of Error!!Total:!!$1,500,000 to $1,999,999","Annotation of Margin of Error!!Total:!!$1,500,000 to $1,999,999","Annotation of Estimate!!Total:!!$1,500,000 to $1,999,999","Estimate!!Total:!!$2,000,000 or more","Annotation of Estimate!!Total:!!$2,000,000 or more","Margin of Error!!Total:!!$2,000,000 or more","Annotation of Margin of Error!!Total:!!$2,000,000 or more",
"0500000US01001","Autauga County, Alabama","389","null","155","null","8","13","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null","8","null","14","null","0","null","28","null","20","null","33","null","0","null","28","null","68","105","null","null","26","null","29","null","51","null","53","null","5","null","9","null","34","null","60","null","54","null","68","null","83","75","null","null","0","28","null","null","32","44","null","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null",
"0500000US01003","Baldwin County, Alabama","2829","null","567","null","50","49","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","null","28","null","45","58","null","null","0","28","null","null","7","null","12","null","42","null","65","null","82","null","75","null","0","null","28","null","28","42","null","null","24","null","38","null","167","null","99","null","59","null","55","null","466","null","314","null","202","null","124","null","459","251","null","null","187","110","null","null","476","236","null","null","382","null","151","null","84","null","65","null","57","48","null","null","0","28","null","null","12","18","null","null","0","null","28","null",
"0500000US01005","Barbour County, Alabama","267","null","100","null","6","10","null","null","0","22","null","null","6","null","9","null","12","null","20","null","0","null","22","null","0","22","null","null","6","10","null","null","35","null","45","null","0","null","22","null","16","null","25","null","5","null","8","null","17","26","null","null","14","null","22","null","20","null","25","null","0","null","22","null","42","null","34","null","10","null","17","null","29","47","null","null","0","22","null","null","32","50","null","null","0","null","22","null","11","null","17","null","0","22","null","null","0","22","null","null","6","10","null","null","0","null","22","null",
"0500000US01007","Bibb County, Alabama","92","null","77","null","0","22","null","null","0","22","null","null","0","null","22","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null","10","null","16","null","40","null","61","null","0","null","22","null","0","null","22","null","0","22","null","null","0","null","22","null","0","null","22","null","21","null","32","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null","0","22","null","null","0","null","22","null","21","null","33","null","0","22","null","null","0","22","null","null","0","22","null","null","0","null","22","null",
"0500000US01009","Blount County, Alabama","308","null","125","null","47","53","null","null","3","5","null","null","25","null","36","null","0","null","28","null","0","null","28","null","8","13","null","null","24","36","null","null","75","null","83","null","11","null","13","null","0","null","28","null","0","null","28","null","15","17","null","null","22","null","25","null","5","null","10","null","28","null","38","null","4","null","6","null","24","null","27","null","8","12","null","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","9","null","15","null",
"0500000US01011","Bullock County, Alabama","5","null","9","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","5","null","9","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null",
"0500000US01013","Butler County, Alabama","1475","null","216","null","239","87","null","null","66","50","null","null","0","null","19","null","0","null","19","null","29","null","32","null","0","19","null","null","18","26","null","null","128","null","64","null","153","null","90","null","79","null","38","null","37","null","34","null","58","34","null","null","118","null","82","null","32","null","38","null","43","null","27","null","85","null","43","null","171","null","78","null","134","64","null","null","0","19","null","null","6","11","null","null","0","null","19","null","79","null","50","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null",
"0500000US01015","Calhoun County, Alabama","1004","null","278","null","161","117","null","null","80","98","null","null","23","null","27","null","0","null","28","null","69","null","57","null","0","28","null","null","41","47","null","null","39","null","51","null","68","null","63","null","11","null","18","null","0","null","28","null","146","120","null","null","12","null","19","null","40","null","57","null","0","null","28","null","137","null","91","null","9","null","13","null","101","71","null","null","63","62","null","null","4","7","null","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null",
"0500000US01017","Chambers County, Alabama","340","null","135","null","25","27","null","null","0","25","null","null","0","null","25","null","15","null","25","null","0","null","25","null","12","20","null","null","0","25","null","null","0","null","25","null","22","null","37","null","88","null","75","null","45","null","49","null","0","25","null","null","25","null","40","null","0","null","25","null","37","null","55","null","71","null","55","null","0","null","25","null","0","25","null","null","0","25","null","null","0","25","null","null","0","null","25","null","0","null","25","null","0","25","null","null","0","25","null","null","0","25","null","null","0","null","25","null",
"0500000US01019","Cherokee County, Alabama","390","null","151","null","28","33","null","null","28","32","null","null","0","null","22","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null","0","null","22","null","0","null","22","null","46","null","54","null","27","null","33","null","0","22","null","null","16","null","26","null","0","null","22","null","19","null","31","null","122","null","112","null","0","null","22","null","33","42","null","null","49","59","null","null","0","22","null","null","0","null","22","null","22","null","36","null","0","22","null","null","0","22","null","null","0","22","null","null","0","null","22","null",
"0500000US01021","Chilton County, Alabama","928","null","278","null","37","60","null","null","0","25","null","null","0","null","25","null","0","null","25","null","0","null","25","null","0","25","null","null","0","25","null","null","53","null","52","null","99","null","103","null","107","null","96","null","0","null","25","null","54","52","null","null","104","null","109","null","0","null","25","null","0","null","25","null","164","null","126","null","47","null","73","null","161","134","null","null","37","58","null","null","54","62","null","null","0","null","25","null","11","null","19","null","0","25","null","null","0","25","null","null","0","25","null","null","0","null","25","null",
"0500000US01023","Choctaw County, Alabama","27","null","35","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","6","null","9","null","21","34","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null",
"0500000US01025","Clarke County, Alabama","142","null","72","null","0","22","null","null","0","22","null","null","0","null","22","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null","52","null","59","null","0","null","22","null","0","null","22","null","21","null","34","null","31","37","null","null","0","null","22","null","0","null","22","null","34","null","36","null","4","null","7","null","0","null","22","null","0","22","null","null","0","22","null","null","0","22","null","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null","0","22","null","null","0","null","22","null",
"0500000US01027","Clay County, Alabama","99","null","55","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","5","null","7","null","0","null","19","null","17","null","28","null","0","null","19","null","0","19","null","null","38","null","40","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","39","38","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null",
"0500000US01029","Cleburne County, Alabama","59","null","38","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","14","null","21","null","0","19","null","null","0","null","19","null","3","null","5","null","0","null","19","null","17","null","26","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","25","null","35","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null",
"0500000US01031","Coffee County, Alabama","371","null","145","null","20","23","null","null","4","6","null","null","0","null","28","null","0","null","28","null","0","null","28","null","13","14","null","null","0","28","null","null","25","null","25","null","7","null","12","null","6","null","10","null","26","null","21","null","18","19","null","null","0","null","28","null","81","null","52","null","5","null","9","null","10","null","11","null","89","null","73","null","46","71","null","null","0","28","null","null","0","28","null","null","14","null","16","null","0","null","28","null","0","28","null","null","7","10","null","null","0","28","null","null","0","null","28","null",
"0500000US01033","Colbert County, Alabama","498","null","173","null","0","28","null","null","0","28","null","null","15","null","23","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null","80","null","57","null","0","null","28","null","117","null","107","null","16","null","28","null","42","49","null","null","50","null","58","null","89","null","56","null","27","null","41","null","34","null","32","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null","28","null","45","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null",
"0500000US01035","Conecuh County, Alabama","308","null","123","null","0","19","null","null","0","19","null","null","4","null","7","null","0","null","19","null","0","null","19","null","3","5","null","null","0","19","null","null","0","null","19","null","24","null","31","null","31","null","30","null","31","null","30","null","162","114","null","null","0","null","19","null","36","null","33","null","17","null","25","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null",
"0500000US01037","Coosa County, Alabama","356","null","125","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","39","null","46","null","12","null","20","null","37","null","44","null","49","null","39","null","41","49","null","null","0","null","19","null","77","null","58","null","25","null","28","null","33","null","31","null","14","null","22","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","15","null","24","null","0","19","null","null","14","24","null","null","0","19","null","null","0","null","19","null",
"0500000US01039","Covington County, Alabama","349","null","136","null","22","28","null","null","0","25","null","null","30","null","31","null","0","null","25","null","3","null","5","null","0","25","null","null","0","25","null","null","6","null","10","null","56","null","48","null","35","null","29","null","11","null","12","null","14","19","null","null","0","null","25","null","48","null","47","null","52","null","61","null","0","null","25","null","0","null","25","null","53","52","null","null","19","31","null","null","0","25","null","null","0","null","25","null","0","null","25","null","0","25","null","null","0","25","null","null","0","25","null","null","0","null","25","null",
"0500000US01041","Crenshaw County, Alabama","495","null","123","null","99","58","null","null","0","19","null","null","0","null","19","null","0","null","19","null","11","null","19","null","13","12","null","null","0","19","null","null","17","null","15","null","45","null","37","null","39","null","31","null","36","null","30","null","110","60","null","null","0","null","19","null","82","null","64","null","0","null","19","null","0","null","19","null","0","null","19","null","30","30","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","13","21","null","null","0","19","null","null","0","null","19","null",
"0500000US01043","Cullman County, Alabama","517","null","199","null","14","16","null","null","0","28","null","null","0","null","28","null","0","null","28","null","12","null","19","null","24","36","null","null","0","28","null","null","0","null","28","null","0","null","28","null","97","null","111","null","16","null","27","null","41","62","null","null","7","null","11","null","123","null","83","null","5","null","8","null","25","null","39","null","45","null","71","null","43","40","null","null","25","41","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","40","null","60","null",
"0500000US01045","Dale County, Alabama","204","null","116","null","0","25","null","null","0","25","null","null","0","null","25","null","40","null","54","null","0","null","25","null","0","25","null","null","0","25","null","null","43","null","61","null","4","null","7","null","0","null","25","null","45","null","40","null","0","25","null","null","0","null","25","null","23","null","37","null","0","null","25","null","0","null","25","null","49","null","56","null","0","25","null","null","0","25","null","null","0","25","null","null","0","null","25","null","0","null","25","null","0","25","null","null","0","25","null","null","0","25","null","null","0","null","25","null",
"0500000US01047","Dallas County, Alabama","381","null","127","null","0","25","null","null","30","36","null","null","0","null","25","null","0","null","25","null","55","null","52","null","4","7","null","null","18","31","null","null","0","null","25","null","34","null","37","null","65","null","54","null","48","null","54","null","14","22","null","null","31","null","44","null","0","null","25","null","0","null","25","null","0","null","25","null","36","null","38","null","0","25","null","null","41","65","null","null","5","9","null","null","0","null","25","null","0","null","25","null","0","25","null","null","0","25","null","null","0","25","null","null","0","null","25","null",
"0500000US01049","DeKalb County, Alabama","481","null","169","null","0","28","null","null","24","33","null","null","51","null","74","null","0","null","28","null","0","null","28","null","1","2","null","null","0","28","null","null","60","null","67","null","9","null","15","null","41","null","42","null","17","null","26","null","57","49","null","null","0","null","28","null","37","null","36","null","32","null","39","null","50","null","48","null","5","null","7","null","53","49","null","null","17","27","null","null","0","28","null","null","4","null","6","null","23","null","36","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null",
"0500000US01051","Elmore County, Alabama","759","null","220","null","0","28","null","null","0","28","null","null","9","null","16","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null","61","null","91","null","0","null","28","null","58","null","59","null","0","null","28","null","54","74","null","null","52","null","42","null","88","null","88","null","0","null","28","null","169","null","128","null","57","null","87","null","26","41","null","null","65","74","null","null","36","59","null","null","60","null","72","null","24","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null",
"0500000US01053","Escambia County, Alabama","205","null","130","null","0","25","null","null","0","25","null","null","0","null","25","null","0","null","25","null","14","null","24","null","0","25","null","null","0","25","null","null","0","null","25","null","0","null","25","null","0","null","25","null","40","null","65","null","24","37","null","null","52","null","82","null","16","null","19","null","31","null","42","null","0","null","25","null","0","null","25","null","0","25","null","null","28","44","null","null","0","25","null","null","0","null","25","null","0","null","25","null","0","25","null","null","0","25","null","null","0","25","null","null","0","null","25","null",
"0500000US01055","Etowah County, Alabama","459","null","166","null","0","28","null","null","0","28","null","null","94","null","86","null","45","null","44","null","15","null","16","null","27","40","null","null","9","15","null","null","0","null","28","null","86","null","55","null","54","null","84","null","23","null","36","null","0","28","null","null","0","null","28","null","0","null","28","null","62","null","59","null","0","null","28","null","0","null","28","null","16","25","null","null","28","45","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null",
"0500000US01057","Fayette County, Alabama","164","null","99","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","28","45","null","null","60","69","null","null","29","null","47","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","25","null","40","null","22","null","34","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null",
"0500000US01059","Franklin County, Alabama","280","null","126","null","0","25","null","null","27","40","null","null","0","null","25","null","0","null","25","null","0","null","25","null","30","46","null","null","0","25","null","null","9","null","14","null","0","null","25","null","0","null","25","null","104","null","115","null","0","25","null","null","0","null","25","null","0","null","25","null","59","null","79","null","0","null","25","null","0","null","25","null","24","38","null","null","0","25","null","null","0","25","null","null","0","null","25","null","0","null","25","null","27","42","null","null","0","25","null","null","0","25","null","null","0","null","25","null",
"0500000US01061","Geneva County, Alabama","218","null","104","null","0","22","null","null","0","22","null","null","41","null","64","null","0","null","22","null","19","null","26","null","7","10","null","null","4","6","null","null","0","null","22","null","14","null","22","null","15","null","23","null","18","null","15","null","9","14","null","null","0","null","22","null","0","null","22","null","15","null","17","null","2","null","4","null","56","null","70","null","6","9","null","null","12","19","null","null","0","22","null","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null","0","22","null","null","0","null","22","null",
"0500000US01063","Greene County, Alabama","27","null","27","null","4","6","null","null","0","17","null","null","0","null","17","null","10","null","15","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","13","null","21","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null",
"0500000US01065","Hale County, Alabama","120","null","71","null","4","5","null","null","0","19","null","null","15","null","24","null","14","null","23","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","18","null","27","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","54","null","50","null","13","null","23","null","0","null","19","null","2","4","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null",
"0500000US01067","Henry County, Alabama","215","null","87","null","36","42","null","null","26","41","null","null","0","null","19","null","0","null","19","null","0","null","19","null","16","26","null","null","0","19","null","null","0","null","19","null","0","null","19","null","24","null","38","null","26","null","26","null","33","34","null","null","0","null","19","null","0","null","19","null","27","null","38","null","0","null","19","null","13","null","22","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","14","22","null","null","0","19","null","null","0","19","null","null","0","null","19","null",
"0500000US01069","Houston County, Alabama","748","null","109","null","6","9","null","null","25","20","null","null","12","null","13","null","5","null","8","null","27","null","21","null","9","10","null","null","9","11","null","null","26","null","22","null","49","null","42","null","39","null","24","null","74","null","30","null","25","18","null","null","31","null","22","null","98","null","40","null","103","null","45","null","39","null","22","null","74","null","32","null","35","25","null","null","22","18","null","null","15","14","null","null","12","null","13","null","6","null","9","null","0","28","null","null","0","28","null","null","7","11","null","null","0","null","28","null",
"0500000US01071","Jackson County, Alabama","404","null","151","null","4","6","null","null","0","28","null","null","2","null","5","null","0","null","28","null","2","null","3","null","6","9","null","null","16","25","null","null","5","null","6","null","87","null","57","null","5","null","8","null","0","null","28","null","49","78","null","null","46","null","41","null","0","null","28","null","19","null","21","null","28","null","34","null","0","null","28","null","111","102","null","null","5","8","null","null","0","28","null","null","2","null","5","null","17","null","27","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null",
"0500000US01073","Jefferson County, Alabama","3940","null","569","null","29","33","null","null","66","53","null","null","35","null","40","null","60","null","59","null","72","null","94","null","65","51","null","null","52","55","null","null","192","null","95","null","84","null","66","null","213","null","138","null","194","null","101","null","221","120","null","null","23","null","38","null","465","null","238","null","230","null","114","null","325","null","154","null","195","null","127","null","380","179","null","null","445","251","null","null","194","131","null","null","88","null","91","null","218","null","150","null","9","14","null","null","0","28","null","null","0","28","null","null","85","null","79","null",
"0500000US01075","Lamar County, Alabama","112","null","65","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","10","null","16","null","0","19","null","null","19","31","null","null","0","null","19","null","0","null","19","null","15","null","25","null","48","null","54","null","0","19","null","null","0","null","19","null","2","null","3","null","0","null","19","null","18","null","20","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null",
"0500000US01077","Lauderdale County, Alabama","561","null","212","null","28","45","null","null","0","28","null","null","13","null","21","null","0","null","28","null","0","null","28","null","0","28","null","null","31","29","null","null","22","null","29","null","67","null","64","null","79","null","61","null","0","null","28","null","24","39","null","null","53","null","60","null","23","null","38","null","21","null","22","null","46","null","70","null","37","null","35","null","17","26","null","null","4","7","null","null","96","90","null","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null",
"0500000US01079","Lawrence County, Alabama","249","null","137","null","0","25","null","null","0","25","null","null","0","null","25","null","0","null","25","null","28","null","49","null","0","25","null","null","0","25","null","null","64","null","87","null","0","null","25","null","30","null","46","null","0","null","25","null","17","21","null","null","29","null","28","null","0","null","25","null","0","null","25","null","20","null","32","null","17","null","25","null","44","69","null","null","0","25","null","null","0","25","null","null","0","null","25","null","0","null","25","null","0","25","null","null","0","25","null","null","0","25","null","null","0","null","25","null",
"0500000US01081","Lee County, Alabama","901","null","294","null","0","28","null","null","0","28","null","null","62","null","58","null","0","null","28","null","44","null","74","null","0","28","null","null","63","81","null","null","54","null","83","null","0","null","28","null","0","null","28","null","50","null","79","null","0","28","null","null","40","null","63","null","201","null","150","null","107","null","120","null","68","null","85","null","50","null","76","null","39","39","null","null","0","28","null","null","123","95","null","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null",
"0500000US01083","Limestone County, Alabama","646","null","205","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","17","null","28","null","0","28","null","null","0","28","null","null","57","null","54","null","1","null","2","null","0","null","28","null","46","null","70","null","8","13","null","null","0","null","28","null","52","null","53","null","141","null","126","null","0","null","28","null","27","null","38","null","21","32","null","null","189","117","null","null","87","89","null","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null",
"0500000US01085","Lowndes County, Alabama","70","null","43","null","8","15","null","null","7","12","null","null","0","null","19","null","0","null","19","null","0","null","19","null","6","10","null","null","10","18","null","null","0","null","19","null","0","null","19","null","7","null","11","null","8","null","13","null","0","19","null","null","0","null","19","null","0","null","19","null","7","null","13","null","0","null","19","null","0","null","19","null","0","19","null","null","6","10","null","null","11","17","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null",
"0500000US01087","Macon County, Alabama","112","null","56","null","9","14","null","null","0","19","null","null","0","null","19","null","39","null","37","null","12","null","17","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","11","null","14","null","4","8","null","null","0","null","19","null","0","null","19","null","12","null","18","null","0","null","19","null","0","null","19","null","0","19","null","null","15","23","null","null","10","16","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null",
