"GEO_ID","NAME","B25085_001E","B25085_001EA","B25085_001M","B25085_001MA","B25085_002E","B25085_002EA","B25085_002M","B25085_002MA","B25085_003E","B25085_003M","B25085_003MA","B25085_003EA","B25085_004E","B25085_004M","B25085_004MA","B25085_004EA","B25085_005E","B25085_005M","B25085_005MA","B25085_005EA","B25085_006E","B25085_006EA","B25085_006M","B25085_006MA","B25085_007E","B25085_007EA","B25085_007M","B25085_007MA","B25085_008E","B25085_008M","B25085_008MA","B25085_008EA","B25085_009E","B25085_009M","B25085_009MA","B25085_009EA","B25085_010E","B25085_010M","B25085_010MA","B25085_010EA","B25085_011E","B25085_011EA","B25085_011M","B25085_011MA","B25085_012E","B25085_012EA","B25085_012M","B25085_012MA","B25085_013E","B25085_013M","B25085_013MA","B25085_013EA","B25085_014E","B25085_014M","B25085_014MA","B25085_014EA","B25085_015E","B25085_015M","B25085_015MA","B25085_015EA","B25085_016E","B25085_016EA","B25085_016M","B25085_016MA","B25085_017E","B25085_017EA","B25085_017M","B25085_017MA","B25085_018E","B25085_018EA","B25085_018M","B25085_018MA","B25085_019E","B25085_019M","B25085_019MA","B25085_019EA","B25085_020E","B25085_020EA","B25085_020M","B25085_020MA","B25085_021E","B25085_021M","B25085_021MA","B25085_021EA","B25085_022E","B25085_022M","B25085_022MA","B25085_022EA","B25085_023E","B25085_023EA","B25085_023M","B25085_023MA","B25085_024E","B25085_024EA","B25085_024M","B25085_024MA","B25085_025E","B25085_025EA","B25085_025M","B25085_025MA","B25085_026E","B25085_026M","B25085_026MA","B25085_026EA","B25085_027E","B25085_027M","B25085_027MA","B25085_027EA",
"0500000US01089","Madison County, Alabama","1739","null","402","null","0","null","29","null","39","44","null","null","0","29","null","null","15","24","null","null","29","null","47","null","5","null","10","null","0","29","null","null","25","29","null","null","15","26","null","null","39","null","60","null","26","null","42","null","101","104","null","null","38","37","null","null","280","179","null","null","146","null","112","null","131","null","94","null","213","null","157","null","86","62","null","null","138","null","88","null","323","170","null","null","65","79","null","null","25","null","39","null","0","null","29","null","0","null","29","null","0","29","null","null","0","29","null","null",
"0500000US01091","Marengo County, Alabama","166","null","109","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","14","22","null","null","0","19","null","null","19","23","null","null","0","null","19","null","0","null","19","null","0","19","null","null","32","47","null","null","24","37","null","null","5","null","9","null","61","null","82","null","11","null","18","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US01093","Marion County, Alabama","153","null","82","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","22","27","null","null","0","23","null","null","21","33","null","null","18","null","22","null","0","null","23","null","0","23","null","null","0","23","null","null","17","27","null","null","19","null","23","null","6","null","11","null","26","null","44","null","0","23","null","null","24","null","29","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null",
"0500000US01095","Marshall County, Alabama","478","null","190","null","50","null","65","null","6","7","null","null","0","29","null","null","0","29","null","null","0","null","29","null","0","null","29","null","2","4","null","null","2","3","null","null","7","7","null","null","59","null","70","null","2","null","3","null","3","6","null","null","17","14","null","null","77","84","null","null","62","null","72","null","5","null","7","null","5","null","8","null","15","12","null","null","58","null","46","null","85","78","null","null","23","38","null","null","0","null","29","null","0","null","29","null","0","null","29","null","0","29","null","null","0","29","null","null",
"0500000US01097","Mobile County, Alabama","3656","null","459","null","176","null","100","null","67","79","null","null","25","28","null","null","0","29","null","null","16","null","26","null","31","null","24","null","121","69","null","null","279","173","null","null","146","100","null","null","119","null","82","null","196","null","134","null","145","92","null","null","154","88","null","null","279","158","null","null","699","null","215","null","315","null","178","null","551","null","255","null","86","73","null","null","33","null","36","null","138","97","null","null","80","74","null","null","0","null","29","null","0","null","29","null","0","null","29","null","0","29","null","null","0","29","null","null",
"0500000US01099","Monroe County, Alabama","63","null","34","null","4","null","6","null","0","23","null","null","0","23","null","null","0","23","null","null","3","null","5","null","6","null","7","null","0","23","null","null","7","12","null","null","13","21","null","null","15","null","21","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","3","null","5","null","0","null","23","null","0","23","null","null","5","null","7","null","5","7","null","null","0","23","null","null","2","null","3","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null",
"0500000US01101","Montgomery County, Alabama","1374","null","309","null","63","null","68","null","0","29","null","null","23","37","null","null","69","64","null","null","24","null","38","null","26","null","32","null","0","29","null","null","37","29","null","null","20","32","null","null","54","null","56","null","0","null","29","null","98","83","null","null","136","84","null","null","84","119","null","null","156","null","112","null","138","null","127","null","51","null","61","null","96","63","null","null","122","null","81","null","33","47","null","null","70","80","null","null","74","null","66","null","0","null","29","null","0","null","29","null","0","29","null","null","0","29","null","null",
"0500000US01103","Morgan County, Alabama","699","null","264","null","0","null","29","null","0","29","null","null","0","29","null","null","0","29","null","null","0","null","29","null","0","null","29","null","0","29","null","null","87","99","null","null","0","29","null","null","23","null","37","null","72","null","70","null","32","39","null","null","0","29","null","null","118","107","null","null","22","null","36","null","6","null","10","null","40","null","43","null","122","153","null","null","26","null","42","null","44","39","null","null","107","105","null","null","0","null","29","null","0","null","29","null","0","null","29","null","0","29","null","null","0","29","null","null",
"0500000US01105","Perry County, Alabama","112","null","104","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","41","65","null","null","0","null","17","null","0","null","17","null","5","null","26","null","66","62","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null",
"0500000US01107","Pickens County, Alabama","57","null","50","null","28","null","44","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null","8","14","null","null","0","null","23","null","14","null","17","null","0","null","23","null","0","23","null","null","7","null","11","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null",
"0500000US01109","Pike County, Alabama","910","null","193","null","24","null","27","null","24","39","null","null","7","12","null","null","0","26","null","null","17","null","18","null","36","null","39","null","4","7","null","null","108","90","null","null","42","41","null","null","56","null","41","null","51","null","41","null","13","11","null","null","0","26","null","null","250","116","null","null","14","null","13","null","40","null","34","null","3","null","6","null","45","33","null","null","95","null","84","null","65","45","null","null","16","26","null","null","0","null","26","null","0","null","26","null","0","null","26","null","0","26","null","null","0","26","null","null",
"0500000US01111","Randolph County, Alabama","98","null","54","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","10","null","15","null","19","null","25","null","33","43","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","null","23","null","20","23","null","null","16","null","27","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null",
"0500000US01113","Russell County, Alabama","606","null","240","null","54","null","60","null","13","22","null","null","0","29","null","null","0","29","null","null","0","null","29","null","0","null","29","null","0","29","null","null","0","29","null","null","102","108","null","null","24","null","34","null","18","null","26","null","0","29","null","null","45","70","null","null","16","25","null","null","0","null","29","null","136","null","139","null","164","null","144","null","34","43","null","null","0","null","29","null","0","29","null","null","0","29","null","null","0","null","29","null","0","null","29","null","0","null","29","null","0","29","null","null","0","29","null","null",
