cfips,pct_employed_at_self_employed,pct_employed_at_non_profit,pct_employed_at_government
06015,11.799999999999999,9.9,32.9
06017,15.4,7.7,16.8
06019,9.0,6.2,18.4
06021,13.899999999999999,6.7,17.3
06023,17.6,9.0,21.5
06025,7.6000000000000005,4.5,26.2
06027,10.9,6.8,30.1
06029,9.1,4.8,16.6
06031,6.8,5.6,24.5
06033,14.3,5.6,20.0
06035,10.0,3.2,47.7
06037,13.4,6.4,11.2
06039,9.6,5.1,14.6
06041,21.0,9.8,10.6
06043,14.6,5.0,26.5
06045,19.4,8.5,19.7
06047,8.8,4.6,16.6
06049,17.9,4.8,29.2
06051,11.5,4.3,15.3
06053,10.9,5.3,15.0
06055,13.100000000000001,7.7,12.1
06057,21.8,8.5,14.5
06059,12.4,5.1,10.1
06061,12.8,8.0,15.8
06063,17.8,7.5,26.0
06065,10.8,4.9,14.7
06067,9.399999999999999,7.5,21.3
06069,9.8,4.3,16.6
06071,9.0,5.8,16.2
06073,11.8,6.9,14.2
06075,11.700000000000001,8.7,11.2
06077,9.1,5.9,14.4
06079,15.5,5.3,18.8
06081,11.6,7.8,11.3
06083,11.600000000000001,7.9,16.0
06085,8.6,6.6,9.3
06087,14.8,9.3,15.4
06089,13.5,8.5,16.5
06091,22.4,3.2,35.1
06093,18.3,9.6,22.5
06095,8.4,7.8,18.5
06097,15.2,7.6,12.9
06099,9.2,6.1,13.8
06101,9.7,6.8,16.7
06103,12.100000000000001,6.7,16.3
06105,28.4,3.5,30.8
06107,10.0,5.5,15.9
06109,16.5,9.0,18.1
06111,12.3,5.5,13.7
06113,8.3,7.5,27.1
06115,11.9,7.0,22.0
08001,8.3,6.4,11.2
08003,10.6,9.7,18.2
08005,10.4,6.7,11.3
08007,23.1,7.4,15.4
08009,25.299999999999997,8.1,25.3
08011,14.8,3.1,40.1
08013,14.4,8.8,13.1
08014,10.4,7.4,13.6
08015,19.799999999999997,5.3,18.0
08017,19.0,3.2,22.8
08019,21.700000000000003,5.8,18.9
08021,16.400000000000002,6.1,21.2
08023,18.4,6.0,22.4
08025,9.7,7.9,26.7
08027,29.0,8.0,16.9
08029,24.1,10.0,13.4
08031,10.3,9.4,10.8
08033,14.200000000000001,1.5,24.2
08035,11.5,6.5,11.6
08037,15.6,6.7,8.0
08039,18.1,4.7,15.8
08041,10.2,9.2,16.3
08043,11.7,7.5,27.6
08045,17.3,8.0,13.1
08047,14.3,6.3,9.2
08049,5.9,5.6,13.9
08051,17.4,7.9,18.0
08053,14.100000000000001,7.5,28.6
08055,26.3,7.8,20.1
08057,10.899999999999999,2.3,20.7
08059,11.9,7.3,13.3
08061,20.8,5.4,29.0
08063,15.6,4.8,22.5
08065,12.799999999999999,4.2,18.1
08067,16.8,8.3,16.6
08069,11.5,7.7,16.4
08071,15.4,7.3,26.2
08073,20.5,7.3,29.1
08075,13.899999999999999,4.9,19.4
08077,12.3,7.9,14.2
08079,20.5,8.0,18.3
08081,11.6,6.1,15.0
08083,16.4,8.8,21.9
08085,15.899999999999999,10.0,15.9
08087,11.2,4.8,15.9
08089,14.8,7.6,24.0
08091,27.700000000000003,6.5,17.5
08093,19.7,5.6,16.9
08095,18.8,4.7,15.5
08097,23.1,7.5,10.0
08099,12.2,5.4,20.6
08101,8.5,8.9,17.9
08103,9.2,5.7,21.7
08105,14.9,11.5,20.4
08107,10.6,7.5,10.8
08109,16.8,6.5,22.9
08111,32.8,0.7,19.3
08113,24.2,5.5,13.7
08115,15.4,9.2,21.7
08117,14.7,6.0,10.2
08119,13.0,8.8,18.6
08121,20.6,6.5,20.9
08123,11.0,6.6,12.9
08125,21.4,6.8,15.5
09001,13.3,7.9,9.8
09003,8.1,9.2,13.8
09005,12.8,8.8,13.5
09007,10.5,10.1,13.1
09009,8.9,12.3,13.1
09011,8.3,9.0,16.0
09013,8.5,8.3,18.5
09015,7.6,10.6,16.4
10001,8.2,6.6,21.1
10003,6.199999999999999,9.4,12.0
10005,11.4,7.7,14.8
11001,7.300000000000001,19.4,24.6
12001,8.399999999999999,10.1,25.5
12003,8.4,6.2,26.7
12005,10.899999999999999,5.5,16.0
12007,6.6,5.8,24.9
12009,11.100000000000001,6.7,13.1
12011,13.399999999999999,4.9,10.6
12013,9.9,5.3,23.1
12015,14.4,5.2,12.9
12017,13.8,5.7,12.8
12019,8.6,7.2,14.1
12021,16.2,5.9,8.2
12023,8.7,5.5,22.3
12027,10.600000000000001,3.0,13.2
12029,15.8,2.2,22.0
12031,8.2,7.7,11.4
12033,9.2,10.8,15.3
12035,12.5,7.0,11.8
12037,17.4,5.1,23.0
12039,7.2,4.8,34.8
12041,12.8,4.9,20.1
12043,16.0,4.2,22.1
12045,10.399999999999999,6.1,18.1
12047,12.8,3.1,27.1
12049,11.7,5.3,14.4
12051,9.8,4.6,10.4
12053,10.5,5.2,13.0
12055,11.7,8.8,13.7
12057,9.5,6.2,11.7
12059,14.899999999999999,5.4,20.6
12061,15.3,6.3,11.5
12063,8.7,4.8,29.0
12065,10.3,9.5,28.9
12067,8.0,6.3,33.9
12069,10.8,7.2,11.8
12071,12.9,7.1,10.3
12073,7.199999999999999,8.0,31.3
12075,14.399999999999999,3.7,18.0
12077,10.5,5.2,38.7
12079,9.8,8.9,27.2
12081,12.9,6.8,10.9
12083,13.2,5.1,12.7
12085,16.6,7.2,11.2
12086,14.3,5.0,9.6
12087,17.4,6.3,13.5
12089,11.1,8.8,13.8
12091,11.3,4.5,20.1
12093,10.8,5.4,13.4
12095,9.3,6.3,9.0
12097,7.4,4.9,10.3
12099,14.3,5.0,10.0
12101,10.8,6.1,12.5
12103,11.8,7.2,10.6
12105,9.3,6.3,11.0
12107,11.0,5.3,15.9
12109,11.5,9.2,13.2
12111,11.2,5.5,11.6
12113,9.9,8.6,16.4
12115,16.700000000000003,6.1,9.6
12117,12.0,8.1,11.2
12119,13.7,6.6,13.0
12121,11.7,5.2,16.9
12123,10.2,5.7,21.2
12125,8.3,2.1,32.9
12127,11.5,6.7,11.5
12129,9.7,5.5,32.1
12131,17.2,5.5,12.8
12133,14.399999999999999,4.2,21.4
13001,9.2,3.8,16.2
13003,8.6,2.6,11.6
13005,11.100000000000001,7.0,16.1
13007,7.7,5.8,23.1
13009,5.800000000000001,5.8,27.7
13011,11.4,3.1,11.6
13013,7.3,5.0,12.5
13015,8.899999999999999,5.6,13.0
13017,4.9,8.2,15.7
13019,7.3999999999999995,4.4,17.7
13021,7.800000000000001,7.7,15.9
13023,6.8,5.0,29.4
13025,10.0,4.2,18.0
13027,9.4,6.9,18.3
13029,10.5,4.9,18.3
13031,10.399999999999999,3.7,24.6
13033,7.199999999999999,2.8,17.0
13035,10.9,4.8,15.0
13037,7.6,5.2,23.9
13039,8.1,4.4,26.6
13043,14.899999999999999,3.5,16.1
13045,9.0,6.0,15.1
13047,8.3,5.7,12.0
13049,9.5,5.0,19.8
13051,9.8,7.8,14.5
13053,5.699999999999999,4.0,39.3
13055,9.6,2.6,13.3
13057,11.2,5.6,10.5
13059,7.800000000000001,7.6,23.6
13061,7.6,2.9,19.1
13063,7.5,5.0,14.7
13065,5.7,3.7,18.0
13067,11.3,6.2,10.1
13069,12.2,6.6,14.3
13071,7.6000000000000005,3.9,15.9
13073,8.7,4.9,20.3
13075,8.9,4.3,16.9
13077,9.2,5.8,13.6
13079,9.5,6.0,23.3
13081,11.7,4.9,21.9
13083,11.0,12.0,10.3
13085,13.100000000000001,3.5,13.3
13087,10.0,4.4,20.7
13089,9.2,8.9,13.2
13091,10.4,4.3,31.4
13093,11.2,3.4,23.4
13095,6.199999999999999,7.2,23.6
13097,10.0,6.4,13.8
13099,7.699999999999999,6.0,24.9
13101,5.699999999999999,2.7,12.1
13103,7.4,3.9,15.6
13105,11.0,2.5,19.3
13107,10.8,3.3,20.8
13109,14.5,3.2,16.7
13111,19.9,4.0,14.1
13113,12.1,6.5,15.4
13115,9.0,7.8,13.3
13117,11.8,4.6,9.1
13119,12.5,7.1,14.9
13121,10.8,7.0,11.2
13123,15.0,3.5,11.2
13125,9.2,10.3,18.6
13127,10.600000000000001,6.9,18.4
13129,7.9,4.9,11.1
13131,12.399999999999999,4.9,13.9
13133,10.899999999999999,5.8,15.4
13135,11.3,4.9,10.6
13137,9.4,5.6,13.9
13139,9.5,5.8,10.6
13141,10.7,3.2,26.8
13143,9.8,4.1,14.5
13145,10.6,6.6,16.9
13147,11.9,4.1,12.3
13149,13.0,4.1,17.9
13151,8.1,5.5,18.3
13153,7.0,4.6,29.7
13155,10.5,11.1,18.1
13157,10.7,5.4,14.0
13159,12.7,3.2,15.5
13161,6.5,4.4,18.3
13163,7.8,4.8,21.2
13165,6.6,4.6,24.3
13167,13.3,4.0,21.3
13169,8.7,4.3,20.7
13171,10.5,5.2,15.8
13173,12.6,4.9,20.1
13175,10.0,5.4,20.1
13177,8.8,7.5,24.1
13179,7.1000000000000005,3.4,33.6
13181,11.2,3.0,18.3
13183,7.9,2.0,27.4
13185,7.699999999999999,5.8,18.5
13187,10.899999999999999,7.0,17.7
13189,6.7,4.2,16.0
13191,9.899999999999999,4.3,16.6
13193,9.7,5.2,20.4
13195,13.0,5.9,18.7
13197,11.3,6.4,27.6
13199,10.3,2.7,16.8
13201,15.4,5.7,26.0
13205,13.7,6.9,18.7
13207,12.2,7.6,19.9
13209,10.8,5.2,15.2
13211,13.7,7.6,17.8
13213,4.5,3.8,11.3
13215,6.7,6.0,20.2
13217,8.3,4.3,15.7
13219,14.3,8.8,22.6
13221,8.2,5.4,23.7
13223,8.9,6.4,13.9
13225,5.699999999999999,4.6,23.9
13227,11.8,5.7,12.0
13229,10.5,6.6,17.2
13231,11.0,5.3,21.2
13233,9.7,3.8,12.8
13235,8.5,4.0,22.3
13237,10.100000000000001,5.2,17.7
13239,10.0,1.4,21.0
13241,14.8,5.6,13.3
13243,14.7,2.4,18.9
13245,5.1,4.6,22.0
13247,11.0,3.7,19.1
13249,6.7,2.3,26.2
13251,10.6,2.3,16.2
13253,13.4,5.2,16.3
13255,7.699999999999999,5.2,16.1
13257,9.7,7.9,16.1
13259,4.1,2.9,36.2
13261,8.9,9.2,19.8
13263,8.5,9.4,15.3
13265,7.800000000000001,2.6,21.4
13267,11.600000000000001,4.8,24.9
13269,9.7,3.6,31.0
13271,7.0,1.7,27.2
13273,11.8,2.9,16.0
13275,8.5,8.9,20.2
13277,7.8999999999999995,10.2,14.4
13279,10.7,4.5,17.6
13281,15.600000000000001,11.0,15.0
13283,8.3,5.0,20.4
13285,7.0,6.0,13.6
13287,5.9,5.1,25.0
13289,7.6,5.5,16.9
13291,16.8,5.1,16.7
13293,8.3,4.5,19.6
13295,8.9,6.5,13.1
13297,11.8,3.6,14.6
13299,10.0,5.2,18.5
13301,9.7,6.7,18.2
13303,8.4,4.9,20.0
13305,11.8,3.4,20.7
13307,6.1,4.1,26.0
13309,10.1,1.8,29.8
13311,11.100000000000001,4.7,16.6
13313,6.0,4.3,9.9
13315,13.7,2.2,28.7
13317,7.9,3.6,19.0
13319,6.8,6.2,16.6
13321,11.0,4.6,17.1
15001,16.1,7.1,19.5
15003,8.9,8.0,21.8
15005,3.2,1.6,61.9
15007,13.399999999999999,5.5,15.8
15009,13.700000000000001,6.0,15.2
16001,11.5,8.7,15.0
16003,21.6,5.1,22.0
16005,9.1,4.9,20.9
16007,15.9,6.3,14.5
16009,13.299999999999999,7.2,20.7
16011,11.2,4.7,17.8
16013,22.8,10.9,10.9
16015,16.9,6.1,22.0
16017,16.6,5.3,11.5
16019,10.7,6.1,15.7
16021,17.9,6.9,15.0
16023,17.3,8.2,26.5
16025,23.1,11.2,24.1
16027,10.8,6.4,11.7
16029,13.799999999999999,5.3,16.1
16031,14.1,5.6,11.2
16033,8.0,2.0,18.0
16035,14.2,7.8,23.5
16037,17.7,2.3,18.9
16039,10.2,4.9,29.4
16041,11.0,4.8,10.5
16043,16.200000000000003,6.4,17.6
16045,15.0,7.2,17.0
16047,13.299999999999999,7.5,12.5
16049,17.4,4.7,23.1
16051,14.0,3.9,14.5
16053,12.5,7.8,7.0
16055,13.3,6.2,13.3
16057,10.2,6.4,29.4
16059,19.5,4.5,20.9
16061,16.1,5.9,26.5
16063,13.200000000000001,5.2,14.3
16065,8.8,13.8,10.8
16067,8.5,4.6,12.9
16069,10.0,7.2,17.1
16071,13.4,6.4,22.9
16073,18.3,3.8,13.2
16075,12.7,7.5,13.5
16077,14.3,3.5,24.7
16079,10.4,5.2,14.3
16081,15.0,7.0,11.3
16083,12.4,8.7,11.4
16085,16.9,7.0,14.3
16087,12.6,5.3,23.1
17001,10.1,12.1,10.6
17003,4.6000000000000005,7.2,20.6
17005,8.6,8.0,12.2
17007,10.600000000000001,6.3,9.4
17009,15.5,7.5,17.7
17011,9.8,7.5,10.5
17013,14.5,3.6,14.0
17015,12.1,8.4,14.6
17017,9.9,7.3,14.4
17019,7.5,9.5,27.3
17021,9.9,8.5,13.2
17023,11.299999999999999,6.0,10.9
17025,9.0,7.0,11.8
17027,8.2,8.9,13.4
17029,8.4,11.0,17.5
17031,8.4,9.9,11.1
17033,10.0,7.0,13.6
17035,9.3,8.3,11.8
17037,6.7,7.4,18.8
17039,11.3,6.6,15.7
17041,11.2,7.3,13.5
17043,9.2,8.7,9.1
17045,10.4,6.4,13.4
17047,11.9,6.3,9.2
17049,12.3,7.1,8.9
17051,11.0,6.1,15.1
17053,13.8,9.3,11.0
17055,8.6,7.5,15.7
17057,9.6,8.7,16.4
17059,9.3,3.4,16.0
17061,11.3,5.2,14.3
17063,6.1,6.5,11.8
17065,11.600000000000001,9.0,14.6
17067,12.200000000000001,7.7,13.3
17069,8.6,12.1,15.1
17071,9.6,8.7,14.3
17073,8.8,8.4,12.8
17075,12.8,8.4,13.1
17077,8.1,10.2,27.7
17079,13.3,4.3,13.4
17081,9.7,8.9,12.2
17083,8.8,8.6,10.0
17085,16.4,7.8,8.4
17087,8.5,11.1,25.2
17089,7.6,6.6,9.6
17091,6.4,10.5,12.9
17093,5.8,7.7,11.7
17095,8.3,10.8,13.0
17097,9.8,6.4,9.7
17099,6.9,8.2,11.9
17101,12.1,8.0,11.7
17103,10.0,11.6,14.0
17105,9.4,9.2,14.1
17107,10.2,12.3,15.2
17109,6.6000000000000005,9.3,26.6
17111,9.2,6.1,10.4
17113,5.8,10.0,13.4
17115,6.8999999999999995,9.9,12.4
17117,9.9,8.6,13.7
17119,6.8,8.5,12.9
17121,7.1,8.4,15.4
17123,9.9,7.3,9.9
17125,10.3,7.4,16.3
17127,7.6,8.4,13.7
17129,7.9,11.7,22.8
17131,10.9,8.0,11.9
17133,8.3,9.0,11.9
17135,11.5,7.6,16.0
17137,9.8,11.3,16.9
17139,10.600000000000001,8.6,9.6
17141,9.3,7.9,13.4
17143,5.9,11.4,9.6
17145,6.800000000000001,9.2,15.3
17147,10.0,10.6,17.9
17149,12.399999999999999,10.6,14.1
17151,8.8,8.5,16.7
17153,8.4,7.6,24.5
17155,9.3,4.8,12.6
17157,9.0,6.0,14.3
17159,8.9,7.7,12.6
17161,6.5,9.5,11.7
17163,5.9,10.1,15.4
17165,8.299999999999999,6.7,17.4
17167,8.0,10.9,23.0
17169,10.9,4.3,21.8
17171,10.6,9.9,12.7
17173,10.0,6.6,10.3
17175,16.0,6.5,11.1
17177,10.5,9.5,11.1
17179,6.9,10.4,10.7
17181,9.5,8.6,22.4
17183,8.899999999999999,7.3,14.3
17185,9.6,5.6,11.5
17187,10.0,16.1,11.8
17189,9.9,8.3,13.3
17191,11.5,5.9,11.5
17193,11.2,7.2,12.1
17195,7.4,7.8,13.2
17197,6.6,6.5,11.2
17199,7.4,7.6,20.7
17201,8.0,8.5,10.3
17203,8.5,10.7,10.0
18001,13.399999999999999,7.9,8.2
18003,7.3,9.8,8.6
18005,7.1000000000000005,7.9,7.6
18007,15.5,8.2,15.8
18009,7.9,7.7,10.9
18011,10.7,9.9,8.9
18013,13.100000000000001,5.7,8.8
18015,10.4,6.0,12.5
18017,6.4,6.5,12.7
18019,6.699999999999999,7.7,10.1
18021,8.2,6.9,15.5
18023,7.8999999999999995,7.0,8.3
18025,7.6,5.3,13.7
18027,9.0,8.7,12.6
18029,8.399999999999999,7.5,10.5
18031,9.8,6.4,9.5
18033,6.7,8.7,7.8
18035,6.199999999999999,11.2,14.3
18037,8.5,7.2,10.2
18039,8.1,8.1,7.8
18041,8.1,8.2,9.1
18043,7.1,8.7,9.9
18045,9.4,6.4,10.8
18047,11.7,6.9,10.0
18049,11.5,7.2,11.2
18051,5.9,7.9,7.4
18053,6.4,13.1,12.4
18055,8.0,6.7,19.0
18057,10.2,9.2,9.5
18059,6.9,8.9,12.7
18061,6.0,7.7,12.3
18063,7.4,9.3,11.3
18065,10.1,7.5,12.4
18067,6.800000000000001,7.4,11.2
18069,8.7,11.5,9.5
18071,8.3,6.8,9.9
18073,9.2,9.7,9.2
18075,12.8,5.0,9.6
18077,7.2,9.7,12.7
18079,7.4,5.7,13.7
18081,8.600000000000001,8.5,11.3
18083,8.0,12.3,11.3
18085,8.6,7.3,6.5
18087,10.8,4.9,5.5
18089,6.2,8.3,11.0
18091,7.699999999999999,8.3,9.9
18093,7.8,6.1,16.4
18095,7.3,9.3,10.3
18097,6.6,9.4,9.9
18099,7.7,9.5,7.7
18101,8.9,7.0,23.5
18103,7.8,7.1,14.6
18105,8.2,11.6,20.3
18107,7.800000000000001,8.3,10.4
18109,7.9,6.9,11.4
18111,8.2,4.5,9.1
18113,8.4,6.9,7.7
18115,7.300000000000001,6.3,14.2
18117,8.0,4.0,10.5
18119,10.9,6.6,10.5
18121,11.2,6.8,11.8
18123,6.5,5.7,12.0
18125,3.8,6.8,9.5
18127,7.5,8.0,9.7
18129,7.1,8.7,12.0
18131,10.1,7.3,10.7
18133,8.0,9.3,10.6
18135,9.6,6.5,10.3
18137,9.1,7.1,11.0
18139,9.1,4.2,10.4
18141,7.2,14.5,9.2
18143,7.1,7.6,11.4
18145,9.2,6.2,9.9
18147,10.600000000000001,8.1,7.9
18149,8.2,7.3,9.8
18151,9.5,8.6,9.7
18153,8.2,7.0,12.4
18155,8.8,4.9,14.9
18157,5.7,10.4,16.8
18159,6.9,7.6,14.0
18161,8.8,6.9,15.2
18163,5.8,9.3,9.2
18165,9.3,6.2,13.4
18167,6.2,11.2,13.5
18169,8.6,10.1,9.6
18171,10.2,8.4,11.5
18173,8.0,9.1,10.4
18175,10.3,5.5,9.9
18177,7.5,11.7,9.6
18179,9.0,6.4,8.8
18181,8.8,8.0,12.2
18183,8.3,7.2,9.1
19001,14.600000000000001,6.9,15.3
19003,19.6,8.7,12.1
19005,15.3,11.6,10.3
19007,14.1,8.9,13.0
19009,18.4,6.8,13.6
19011,12.2,6.1,11.1
19013,6.4,8.4,13.9
19015,8.1,7.6,19.1
19017,10.2,14.1,12.2
19019,13.600000000000001,6.4,13.3
19021,12.3,10.0,9.9
19023,13.7,6.8,11.2
19025,17.6,9.5,16.7
19027,16.8,10.6,10.4
19029,15.7,7.0,12.1
19031,13.6,7.8,17.4
19033,9.9,12.5,11.6
19035,16.1,6.8,16.6
19037,13.899999999999999,8.2,13.8
19039,9.7,8.1,11.9
19041,13.4,9.3,10.3
19043,18.299999999999997,7.9,11.3
19045,9.3,8.9,9.6
19047,11.8,7.1,11.8
19049,8.100000000000001,6.9,11.9
19051,19.4,6.4,15.0
19053,11.3,12.3,14.3
19055,14.2,7.1,10.4
19057,8.6,8.4,10.7
19059,14.0,7.6,10.5
19061,7.800000000000001,10.6,9.8
19063,12.5,7.6,10.9
19065,12.4,10.3,11.4
19067,15.0,9.0,10.9
19069,18.8,6.2,15.7
19071,13.1,9.6,17.0
19073,15.5,8.7,13.5
19075,13.3,9.1,15.1
19077,15.3,6.6,15.5
19079,12.200000000000001,5.8,16.4
19081,15.899999999999999,4.9,12.6
19083,13.9,7.0,13.4
19085,13.0,8.6,10.2
19087,11.100000000000001,6.9,15.4
19089,16.6,10.7,12.0
19091,13.799999999999999,6.8,12.2
19093,14.2,7.0,12.3
19095,13.700000000000001,7.1,14.4
19097,13.2,7.6,11.3
19099,9.600000000000001,7.3,12.1
19101,15.0,11.4,9.3
19103,7.800000000000001,10.0,26.5
19105,16.200000000000003,7.9,12.0
19107,17.2,6.9,16.5
19109,18.5,7.1,11.8
19111,9.0,6.6,14.8
19113,7.699999999999999,8.8,9.6
19115,10.0,4.2,10.7
19117,12.1,6.7,15.6
19119,20.2,10.7,12.3
19121,11.3,7.1,12.0
19123,11.6,8.6,11.5
19125,7.5,11.7,11.4
19127,7.9,7.1,11.8
19129,10.5,11.2,16.9
19131,16.6,7.8,14.1
19133,13.600000000000001,7.1,13.0
19135,12.200000000000001,9.9,14.0
19137,15.6,8.9,13.1
19139,9.5,5.7,13.1
19141,17.2,11.6,9.8
19143,19.3,11.1,11.4
19145,12.4,8.1,15.2
19147,13.3,8.3,17.4
19149,14.9,7.4,11.9
19151,21.0,6.2,14.0
19153,7.6000000000000005,8.8,11.5
19155,7.7,8.5,12.5
19157,10.6,15.3,8.9
19159,19.8,8.1,18.1
19161,17.3,6.3,14.5
19163,8.4,8.9,11.5
19165,19.3,6.2,13.8
19167,13.7,13.4,9.9
19169,6.7,6.4,29.3
19171,11.899999999999999,5.8,14.7
19173,15.5,5.9,16.6
19175,11.0,8.5,14.6
19177,13.7,8.9,13.0
19179,7.6,8.6,11.4
19181,9.5,8.9,13.0
19183,14.0,8.0,17.6
19185,18.2,9.5,13.9
19187,10.8,10.2,13.2
19189,11.0,10.6,9.8
19191,12.8,21.5,9.7
19193,7.3,9.0,10.6
19195,11.9,6.2,12.1
