cfips,pct_occupation_mbsa,pct_in_finance_industry,pct_in_arts_industry,pct_in_public_admin_industry
01001,38.7,6.25932681147405,8.124689106284197,10.251202122367767
01003,36.3,7.398879833795608,10.083637648721876,5.066449630002463
01005,25.9,3.967889908256881,5.917431192660551,7.098623853211008
01007,21.9,4.580812445980985,4.395604395604396,5.2722558340535866
01009,29.9,5.837159186732877,4.623817108591774,4.586339361004404
01011,21.0,2.309644670050761,8.197969543147208,6.5482233502538065
01013,26.9,3.0310716550412176,10.47558655675333,5.49143944197844
01015,28.2,4.35243059160662,8.503436675872667,7.17029715306186
01017,24.6,3.6318138779926956,6.255917760043284,4.024076829433247
01019,29.2,1.8357980622131564,4.6812850586435495,6.160122386537481
01021,24.3,5.662857142857143,4.645714285714286,4.925714285714286
01023,23.3,2.204502814258912,3.330206378986867,4.221388367729831
01025,23.1,4.132339479534458,5.9892768405910815,3.870799006146201
01027,22.8,3.0855286900036085,4.4388307470227355,4.366654637315049
01029,26.2,2.8251599147121538,6.076759061833688,5.6325515280739165
01031,33.1,3.9631760644418876,7.544303797468355,9.94246260069045
01033,27.9,4.907291852380104,7.88019254769121,3.984667498662863
01035,14.5,4.72764645426516,7.2456320657759505,7.322713257965057
01037,20.7,4.817518248175182,8.661800486618004,4.5012165450121655
01039,29.4,3.4566078260285926,5.725216457480368,5.785623196187664
01041,24.4,4.187455452601569,3.3143264433357094,7.519600855310051
01043,27.0,3.8966154592006785,6.302457352361906,3.275459806684241
01045,26.5,3.478502080443828,9.192787794729544,8.610263522884882
01047,26.2,3.4347674011892266,5.883175935641833,6.27492130115425
01049,23.2,3.816740580368055,6.659217096762929,3.736424904843384
01051,36.8,5.82946378397563,8.044719174233238,11.653012333264321
01053,24.3,3.4230832375636187,9.013298308980463,9.661796092595633
01055,30.2,3.9370264592725466,9.564047489791584,5.190360422026577
01057,26.0,3.197492163009404,4.310344827586207,3.35423197492163
01059,23.7,3.6189586738267567,6.226165460347109,3.2142579189041944
01061,25.1,2.65750970438937,4.857171294913905,6.399920374241066
01063,26.7,6.0798548094373865,5.308529945553539,9.573502722323049
01065,27.8,3.777296871926028,7.121778477277199,2.9510131811922093
01067,30.9,3.2906231799650554,10.468841001747235,2.1403610949330227
01069,31.7,4.199498769501705,10.103632792215123,4.700729267797069
01071,27.2,4.215166674921987,5.260290257070682,2.937243053147754
01073,38.9,8.559392648828812,9.230957451029667,4.040300501276336
01075,27.1,3.934057699512926,3.259647808167853,6.819033345822405
01077,31.5,4.054323448791427,10.436082731123847,4.009469225018689
