cfips,pct_occupation_mbsa,pct_in_finance_industry,pct_in_arts_industry,pct_in_public_admin_industry
01001,37.8,5.978305195334801,8.783949106924394,9.436424435201044
01003,37.1,7.520164894679833,9.971500983268658,5.224469192668075
01005,26.9,3.7204326637346963,6.085819564958992,7.012956139308213
01007,20.4,5.341600095385716,4.6739000834625015,5.138905448909026
01009,30.2,6.063786102112515,4.56266824839166,4.539854907149701
01011,20.5,3.056263023848113,7.571197036351007,10.488539013660569
01013,27.3,3.4047919293820934,10.403530895334175,4.930643127364439
01015,28.2,4.28845832637381,8.443293803240353,7.167613161850676
01017,22.9,3.401223364925724,5.720239295556899,4.772467567385898
01019,28.1,2.8857715430861726,6.943887775551103,4.979959919839679
01021,22.2,7.006732854045418,4.695880406253567,4.6844687892274335
01023,26.4,2.516175413371675,5.7512580877066855,3.977953510663791
01025,23.3,4.2084942084942085,4.942084942084942,3.9768339768339764
01027,24.2,4.070924552198299,7.074362221820156,4.3423195223448525
01029,28.3,3.942526721570002,5.922551252847381,4.871210793762047
01031,34.2,3.7613548180946728,7.294472086547679,9.535764824028849
01033,29.1,4.095129642606868,8.812193412754029,3.7754029432375615
01035,16.1,5.741965973534971,5.387523629489603,7.797731568998109
01037,22.0,5.2356020942408374,6.877677296525464,4.664445502141837
01039,29.7,3.4340844690325194,6.0180812306031575,4.8913776818243155
01041,23.7,4.128440366972478,3.5991531404375445,7.5511644318983775
01043,26.7,3.9207666238167587,7.385766039499825,3.0033890382143276
01045,26.9,3.184394798266089,9.44759364232522,7.6303212181838385
01047,25.4,3.7708231686066775,6.09883599358751,5.931553634906252
01049,23.8,3.829413947838996,6.06633152265596,3.7585613549714902
01051,38.1,5.204798127559976,8.818022235225278,11.945582211819778
01053,25.1,3.4960112623181603,9.134991396840295,8.74393868293446
01055,29.0,4.196951934349355,10.236811254396248,5.184056271981243
01057,25.2,3.187628215243806,3.2980905791383934,3.156067539845352
01059,24.1,3.23208722741433,6.674454828660437,3.473520249221184
01061,26.5,3.749757140081601,5.7800660578978045,5.527491742762774
01063,21.8,7.262103505843072,5.258764607679465,10.225375626043405
01065,27.3,2.9318394024276375,8.944911297852475,3.286647992530346
01067,30.1,3.6127167630057806,8.699421965317919,1.8063583815028903
01069,32.1,3.9234686978861495,10.413755802947671,4.543200973543065
01071,29.0,3.4001572327044025,5.5129716981132075,3.650746855345912
01073,39.7,8.198849813438953,9.229689764388807,4.091555899460317
01075,29.4,4.996186117467582,3.3752860411899315,6.426392067124333
01077,30.3,4.2296522451411125,10.18194454786904,3.648819718519622
01079,26.7,3.9132181599035762,5.833668139815186,3.334672559260747
01081,41.1,7.252908920690117,9.563996255182559,3.75150461415006
01083,35.2,3.3201678597877065,7.1513206615650455,6.630461614416193
01085,25.1,2.303206997084548,6.851311953352769,5.276967930029155
01087,31.3,2.2366930917327292,10.87202718006795,6.327859569648924
01089,47.9,3.7352326041490027,8.346051664688261,9.06958340399073
01091,29.4,4.116258483328415,6.68338742992033,7.598111537326645
01093,25.7,5.830731583832588,4.185300818496329,5.518521643743144
01095,30.5,3.727706478197637,6.771617380654709,3.4878677314826625
01097,32.9,5.1799517531042465,8.930832746004732,3.7726551263759247
01099,27.1,2.8179978203331775,7.348591001089834,5.044371788883699
01101,37.6,5.944779384831655,10.412521160642688,10.550127211349034
01103,32.1,3.905361925129568,8.300098260216172,4.092249002947806
01105,27.7,0.661221314663555,10.657331777518475,6.3788409179307655
01107,30.0,2.2089211913923332,3.890551517742625,6.427248111728659
01109,30.5,5.345911949685535,11.23499142367067,4.845626072041166
01111,26.4,5.180282975810132,5.180282975810132,4.3473299863076225
01113,30.2,6.6861449864498645,9.137872628726287,8.718665311653115
01115,30.3,5.058820474199496,6.133949671488301,4.388812423715168
01117,46.3,10.87711416243132,8.363986933610386,3.6381845580733625
01119,28.6,3.5422978326730368,7.807037986483337,7.3642507573992075
01121,28.6,4.431110825900019,7.556311364948982,5.823653981903356
01123,29.9,4.12725709372313,6.177657252463787,4.7556055294662345
01125,35.8,4.475428913064366,9.931993124579627,3.277568407229867
01127,27.1,4.349963135905628,9.015319079216843,4.059146391414762
01129,25.3,3.314224292368327,7.183805087782156,3.0275886778932284
01131,22.5,2.337228714524207,7.212020033388981,7.612687813021703
01133,24.5,2.6535087719298245,5.25219298245614,3.0153508771929824
02013,16.8,1.7346053772766694,3.7294015611448397,11.448395490026018
02016,18.3,1.3315926892950392,5.117493472584857,9.112271540469974
02020,41.1,4.2412900872173545,10.421494247437863,10.230980739219435
02050,35.2,1.8260451705910619,4.485023226013134,18.10027230498158
02060,31.8,3.418803418803419,8.974358974358974,16.025641025641026
02068,19.1,1.0610079575596816,33.819628647214856,5.2387267904509285
02070,48.0,3.251231527093596,3.793103448275862,14.926108374384237
02090,35.8,3.5750362334753394,7.685888708331504,13.573279458913435
02100,38.8,4.149026248941575,14.309906858594413,11.346316680779001
02105,33.5,1.0679611650485437,13.689320388349516,16.601941747572816
02110,44.5,4.278543077282279,8.498715853373803,23.01540975951436
02122,35.6,2.94698585762819,10.94651181164573,9.03452634905586
02130,31.0,5.494659921304104,8.839235525576166,9.780775716694773
02150,29.0,1.4221556886227544,4.730538922155689,11.137724550898204
02158,28.5,1.4142335766423357,3.2846715328467155,21.98905109489051
02164,37.4,1.0719754977029097,6.1255742725880555,23.124042879019907
02170,33.4,3.0788908683934038,8.74103512859166,8.83696496277009
02180,40.3,1.7059301380991063,5.523964256701868,19.279718386135933
02185,36.1,1.073279052553664,4.274611398963731,12.879348630643966
02188,39.1,2.290950744558992,6.49102710958381,16.49484536082474
02195,26.7,0.9074410163339384,6.110102843315184,5.9891107078039925
02198,34.2,2.106792589901925,7.737014166363966,15.256084271703596
02220,43.4,2.8083819399438323,9.570101533808598,9.526895657809462
02230,28.5,1.8970189701897018,23.983739837398375,7.317073170731707
02240,32.2,3.213138164941092,4.926811852909675,15.066047840057124
02261,32.3,2.228642179116797,7.366900536524969,12.3607098638052
02275,35.4,3.225806451612903,5.990783410138248,9.032258064516128
02282,27.1,0.8849557522123894,9.734513274336283,32.15339233038348
02290,35.8,0.31963470319634707,5.616438356164384,21.095890410958905
04001,31.2,3.1847826086956523,9.081521739130435,11.445652173913043
04003,33.2,4.193327239488117,9.257312614259599,16.5036563071298
04005,37.9,3.6815324753067946,20.019455252918288,5.838072433403172
04007,33.7,4.65899973254881,12.709280556298474,7.921904252473924
04009,25.9,3.4493284493284495,11.805555555555555,7.5015262515262515
04011,22.6,1.3953488372093024,6.744186046511628,3.901808785529716
04012,22.5,2.2240259740259742,21.3474025974026,10.55194805194805
04013,38.3,10.004844750408322,10.149655403830737,3.69627379705621
04015,24.8,5.344704656392256,18.98480776613832,5.23364229693413
04017,29.8,4.267544515935957,12.509352087385906,9.097710609007931
04019,37.0,5.763884377317237,11.479603837959779,5.934141757190574
04021,31.0,6.886018834205757,10.339167796803508,7.306176250649564
04023,26.5,4.4980481267843615,9.130105459418516,8.180388044048243
04025,32.1,4.6900734918273,13.252382520985496,4.776400831468587
04027,26.3,3.906301463710262,10.612228765661436,10.12344703107914
05001,28.7,3.8021363173957274,4.183621566632756,5.493387589013224
05003,26.0,1.2442278091328887,4.694715238583889,4.143150333504361
05005,32.1,5.015263846489315,4.597844371067223,2.45467572113887
05007,37.9,4.669260700389105,7.354470855645875,2.1443155988750626
05009,30.4,5.162606652652405,8.624953629281563,2.7884258686781256
05011,25.4,3.5932534832559275,7.284282571498411,5.964311904179907
05013,25.5,3.7896731406916158,1.5158692562766463,7.626717195641876
05015,29.1,4.328643969033547,10.288853741779738,2.463997336219096
05017,30.2,2.803168799512492,7.921998781230958,10.20719073735527
05019,30.9,2.1938534278959807,16.444444444444446,3.3286052009456264
05021,27.4,3.677045845720545,5.257393209200438,3.2076357377562195
05023,27.6,4.314523948031802,10.26759744037231,2.1621097537327905
05025,32.4,6.7624959163672,2.9728846782097356,7.481215289121203
05027,31.0,3.376565295169946,9.626565295169947,1.498211091234347
05029,25.8,2.486837683432284,6.788394757477316,5.959448862999888
