cfips,pct_occupation_mbsa,pct_in_finance_industry,pct_in_arts_industry,pct_in_public_admin_industry
01001,39.0,5.48820179007323,8.441822620016273,10.748576078112286
01003,36.8,7.5976024623359795,9.915154705977644,5.32257411307306
01005,27.4,3.9163891122085683,6.55794188583898,7.120707476742851
01007,22.5,5.010237263639648,3.2759243646874623,5.744911477779116
01009,29.4,5.986162200035032,4.913294797687861,3.7616044841478367
01011,17.3,1.672073870726229,8.06089343648615,8.80958322934864
01013,27.5,5.1060092836532425,10.161836657884834,5.382009785472337
01015,30.4,3.8012733535121592,8.491806700761925,7.738231917336395
01017,24.3,4.285520239065471,6.649008421624558,4.3398533007334965
01019,31.8,3.5305528612997095,6.226964112512124,5.39282250242483
01021,22.1,7.249887336638125,4.337539432176656,4.945921586300135
01023,25.3,3.0946464874632937,6.121526993449288,3.9078382651908745
01025,26.7,5.11878520695567,5.008572128337007,3.539064413421504
01027,26.3,3.952495824828354,4.546298014473928,4.008164780107626
01029,28.6,4.076367389060888,6.363949088407293,5.968352253181974
01031,33.4,3.7309318140047787,7.10347362617166,9.194081970226062
01033,30.6,3.446080719772525,8.598226032338836,4.095403811059712
01035,19.4,5.765357502517624,5.790533736153072,6.319234642497483
01037,22.8,3.4341978866474547,6.964457252641691,5.091258405379443
01039,31.9,3.3333333333333335,6.653225806451612,6.310483870967742
01041,25.1,3.989314336598397,4.238646482635796,6.731967943009795
01043,27.5,4.1128781672834105,6.378350894042541,3.9857631140363265
01045,29.6,3.170929290591367,9.784747135748177,7.707441268371716
01047,26.4,4.733218588640275,4.561101549053356,4.539586919104992
01049,25.7,4.266595998409964,4.889360010600238,3.3953888962501657
01051,37.5,5.344057705518663,8.358140599954202,11.274902679184795
01053,25.0,2.3997448776209835,11.137686358925297,8.395120784501316
01055,28.1,3.030091623645412,10.115808567043395,4.950932514766755
01057,25.1,3.3162073797290983,3.9545383777051226,2.288650163475012
01059,25.1,3.1262001689837926,5.284584069436977,3.3105461248943855
01061,28.9,3.2034469838890973,6.650430872986138,4.87073810415886
01063,19.2,7.330279050395669,6.289046230737193,14.910453977509372
01065,36.2,1.9954389965792474,9.52109464082098,3.5727860129228435
01067,32.1,4.127714655544369,5.709765568819215,2.416223213001582
01069,32.9,3.712177287306821,9.445304263957114,5.134243994347621
01071,33.2,3.0436544110199533,6.720348424997467,3.6007292616226074
01073,40.3,8.737073474305841,9.004541662804709,4.304979939885863
01075,29.5,6.20611121654963,1.9738090719301575,7.762383754033024
01077,30.5,4.101543539462188,9.739345694592757,5.2300747500242695
01079,30.2,4.306367271608736,4.6985542909873885,2.699169486311904
01081,43.7,6.819748634459352,8.978098318926659,3.863286843082145
01083,34.7,3.630214738435342,7.671932645918078,6.728313309999054
01085,22.4,2.0122973728339857,5.953046394633874,5.226383454443823
01087,31.9,3.612087139845397,12.087139845397049,6.015460295151089
01089,48.8,3.704802399551732,8.12925057956206,9.092806838282957
01091,30.7,3.5941700863166828,4.881845195981321,7.527946794962502
01093,28.6,7.602733946502404,3.814024132984558,4.598768036452619
01095,32.9,3.8737698332998596,5.829483832094798,3.710584454709781
01097,33.9,5.664516570178238,9.52329397821033,4.087842457947759
01099,25.8,3.121763574493268,4.852788874093801,5.0599201065246335
01101,37.8,5.632502308402586,9.559797663495122,10.640732265446225
01103,30.7,3.4813554077054,9.231394089432152,3.521971220795296
01105,23.9,0.0,22.72154556908862,5.417891642167157
01107,29.9,2.3927633498686895,3.3411146775605487,6.244528742340239
01109,33.6,4.101103595585617,9.412602349590601,5.6034175863296545
01111,27.7,4.911881750994883,3.5588402501421266,4.536668561682775
01113,29.0,8.217040825171189,8.884458698101758,7.6276328334922425
01115,33.4,4.717123840258169,6.444130697862041,4.427188382412263
01117,46.8,10.527534835458049,8.832085680403203,3.638267121257041
01119,21.5,3.446019629225736,11.472191930207197,5.866957470010905
01121,26.9,4.272171635275041,7.901958338530622,5.806411375826369
01123,25.7,4.3258971871968965,6.905916585838991,3.8603297769156155
01125,36.1,4.411583613824809,9.491215827928741,3.215048025613661
01127,28.5,4.384911100432484,8.741790805702387,4.212718244433765
01129,33.0,3.3551121313791272,4.785449408440756,3.6729648596150453
01131,18.1,2.014037229173024,7.384803173634421,7.29325602685383
01133,24.3,4.114528101802757,4.453870625662779,3.987274655355249
02013,23.6,1.5463917525773196,3.52233676975945,13.960481099656358
02016,17.9,1.366622864651774,5.2036793692509855,10.90670170827858
02020,41.5,4.7134745158281675,10.11754539968179,10.414494979974762
02050,34.0,1.7391304347826086,5.1699604743083,22.798418972332016
02060,31.8,4.906542056074766,10.514018691588785,19.626168224299064
02063,32.7,1.5712682379349048,5.359147025813693,12.149270482603816
