cfips,pct_divorced,pct_never_married
20181,10.4,24.7
20183,9.0,17.3
20185,10.9,18.4
20187,6.7,28.6
20189,8.0,27.5
20191,11.3,22.3
20193,7.3,29.7
20195,9.6,19.1
20197,11.1,21.4
20199,7.6,20.4
20201,7.6,23.1
20203,4.6,22.3
20205,13.7,20.6
20207,14.6,21.5
20209,12.0,37.0
21001,10.5,29.4
21003,14.1,25.3
21005,17.8,23.5
21007,14.1,25.2
21009,14.8,24.8
21011,12.5,22.0
21013,14.4,23.6
21015,11.3,27.1
21017,14.4,26.6
21019,15.8,25.3
21021,14.2,31.5
21023,13.1,22.7
21025,12.0,26.3
21027,14.2,23.1
21029,12.1,25.6
21031,13.3,21.5
21033,11.9,21.8
21035,10.3,35.7
21037,12.4,32.6
21039,11.9,19.6
21041,14.4,23.7
21043,14.0,26.2
21045,14.7,24.5
21047,12.0,31.2
21049,15.0,25.1
21051,11.5,25.0
21053,15.0,26.7
21055,14.3,22.0
21057,14.4,24.5
21059,14.3,26.8
21061,14.3,20.3
21063,14.3,27.0
21065,18.9,26.6
21067,11.8,38.8
21069,11.8,21.1
21071,13.9,22.7
21073,15.7,30.2
21075,13.7,33.8
21077,15.8,27.3
21079,13.2,19.0
21081,14.0,26.7
21083,12.8,25.6
21085,14.6,22.9
21087,15.3,21.3
21089,12.1,21.7
21091,10.9,22.3
21093,12.9,27.0
21095,12.9,22.3
21097,10.5,24.7
21099,15.0,22.1
21101,14.6,25.7
21103,12.6,24.4
21105,13.0,26.8
21107,14.9,22.1
21109,14.7,16.9
21111,13.2,34.6
21113,13.7,29.0
21115,14.9,21.4
21117,13.0,32.6
21119,12.1,22.9
21121,13.9,25.8
21123,12.4,22.3
21125,14.1,23.0
21127,11.7,23.3
21129,15.4,28.3
21131,12.0,22.3
21133,13.4,23.0
21135,13.7,22.8
21137,13.0,19.8
21139,12.1,17.5
21141,12.2,23.4
21143,18.9,22.6
21145,14.7,25.1
21147,10.7,27.3
21149,10.0,18.9
21151,12.7,35.5
21153,12.8,20.6
21155,18.1,29.8
21157,12.3,20.5
21159,10.2,25.4
21161,12.2,27.4
21163,10.9,23.3
21165,10.5,19.5
21167,13.1,23.0
21169,11.9,19.3
21171,12.4,22.1
21173,15.5,24.0
21175,17.0,25.9
21177,13.3,23.3
21179,13.0,26.4
21181,15.8,25.5
21183,13.5,22.4
21185,9.3,27.0
21187,14.3,22.7
21189,12.7,25.0
21191,11.3,25.1
21193,15.0,23.2
21195,12.0,20.6
21197,14.4,21.5
21199,15.3,24.2
21201,18.1,23.8
21203,13.9,22.9
21205,13.1,39.8
21207,16.2,24.3
21209,12.1,25.3
21211,11.4,26.2
21213,13.4,25.5
21215,12.1,21.1
21217,12.1,27.6
21219,13.5,22.5
21221,13.7,21.4
21223,12.4,25.4
21225,11.7,31.1
21227,11.9,36.0
21229,11.6,25.6
21231,13.6,25.7
21233,12.9,24.7
21235,13.0,26.3
21237,19.6,23.0
21239,11.4,25.0
22001,10.4,32.0
22003,14.2,32.1
22005,10.1,29.2
22007,12.1,33.6
22009,12.6,32.0
22011,13.2,26.6
22013,11.9,34.8
22015,11.0,29.6
22017,12.2,37.9
22019,12.6,31.7
22021,14.1,29.7
22023,9.7,25.9
22025,9.0,32.2
22027,10.2,41.0
22029,11.2,35.4
22031,12.2,31.2
22033,11.0,42.7
22035,11.6,54.0
22037,11.3,37.1
22039,12.0,35.1
22041,10.8,30.4
22043,13.6,35.0
22045,10.3,35.5
22047,13.1,38.2
22049,11.4,30.7
22051,12.2,34.6
22053,11.6,29.2
22055,11.7,36.9
22057,10.3,29.9
22059,12.2,29.4
22061,7.9,48.7
22063,13.6,27.1
22065,10.2,49.0
22067,9.4,37.0
22069,7.0,48.8
22071,12.8,49.2
22073,11.5,38.0
22075,11.7,26.6
22077,12.1,33.1
22079,13.2,33.1
22081,11.4,33.0
22083,13.1,33.5
22085,11.9,29.0
22087,13.3,38.0
22089,10.6,30.9
22091,9.8,32.9
22093,10.1,33.3
22095,9.9,36.6
22097,10.2,35.2
22099,10.0,33.9
22101,9.8,41.4
22103,12.2,28.3
22105,12.1,35.1
22107,10.2,38.0
22109,12.5,32.4
22111,10.9,33.1
22113,12.5,27.9
22115,10.8,27.9
22117,13.7,32.1
22119,11.2,33.5
22121,9.0,35.0
22123,14.0,26.7
22125,15.2,42.9
22127,11.8,30.1
23001,14.2,29.5
23003,12.2,25.1
23005,12.7,31.7
23007,14.9,27.3
23009,14.8,23.7
23011,16.3,28.0
23013,14.7,25.5
23015,13.9,22.4
23017,15.3,27.6
23019,13.3,31.8
23021,17.8,23.8
23023,13.9,23.0
23025,15.7,26.0
23027,14.2,24.6
23029,15.5,25.7
23031,12.9,26.3
24001,13.1,34.6
24003,10.5,30.7
24005,10.5,34.2
24009,10.8,28.4
24011,10.8,31.0
24013,9.3,25.9
24015,12.0,29.3
24017,10.0,34.1
24019,13.1,29.8
24021,9.8,28.6
24023,10.3,24.6
24025,9.2,28.3
24027,7.6,29.5
24029,9.8,31.9
24031,8.4,31.7
24033,10.4,42.1
24035,10.6,24.9
24037,9.7,31.5
24039,11.3,45.1
24041,10.9,22.7
24043,11.7,31.3
24045,11.2,39.4
24047,11.2,25.7
24510,11.2,52.5
25001,11.6,25.7
25003,12.9,33.0
25005,10.9,34.2
25007,12.1,32.9
25009,10.3,34.0
25011,12.9,31.0
25013,11.2,39.6
25015,9.8,44.9
25017,7.9,35.9
25019,11.5,36.1
25021,8.1,32.3
25023,9.6,31.8
25025,7.7,53.8
25027,10.8,34.1
26001,14.2,18.3
26003,14.1,31.1
26005,10.8,25.3
26007,15.8,24.1
26009,10.7,21.0
26011,13.7,23.7
26013,12.3,35.5
26015,11.7,22.1
26017,13.8,28.9
26019,12.9,23.4
26021,12.4,29.7
26023,13.9,25.4
26025,14.3,32.0
26027,13.2,24.3
26029,12.1,23.6
26031,12.7,22.5
26033,13.9,35.3
26035,14.2,24.5
26037,8.7,29.4
26039,13.4,22.7
26041,12.7,23.4
26043,12.7,24.5
26045,12.7,28.9
26047,12.6,26.5
26049,13.3,33.8
26051,13.6,21.1
26053,13.2,31.6
26055,12.6,28.4
26057,12.9,33.5
26059,12.6,26.5
26061,9.0,42.4
26063,11.8,23.4
26065,11.7,44.6
26067,13.5,30.1
26069,15.1,20.9
26071,15.3,22.9
26073,9.1,50.0
26075,14.7,30.7
