cfips,pct_divorced,pct_never_married
04021,12.0,30.1
04023,10.4,30.7
04025,15.7,22.4
04027,9.5,29.3
05001,14.1,26.9
05003,11.5,23.0
05005,12.7,17.5
05007,9.8,25.8
05009,12.0,21.3
05011,12.4,26.0
05013,18.1,28.9
05015,12.2,23.0
05017,12.3,32.7
05019,9.8,39.2
05021,12.9,21.7
05023,15.6,16.0
05025,11.3,23.8
05027,9.1,35.9
05029,14.4,23.4
05031,12.1,31.0
05033,11.1,21.7
05035,13.6,35.8
05037,12.9,24.0
05039,9.6,29.4
05041,8.8,32.3
05043,14.6,30.1
05045,11.7,33.6
05047,14.6,22.6
05049,16.6,15.7
05051,15.3,25.8
05053,12.9,22.7
05055,14.4,21.2
05057,11.4,28.3
05059,13.9,23.9
05061,14.1,24.9
05063,12.7,23.8
05065,13.8,22.1
05067,19.3,27.5
05069,12.5,36.1
05071,13.3,24.7
05073,13.5,24.6
05075,14.2,23.3
05077,15.7,39.2
05079,14.4,35.3
05081,15.5,21.6
05083,13.9,21.9
05085,13.7,24.2
05087,11.6,22.7
05089,17.4,16.7
05091,14.6,29.2
05093,13.5,31.6
05095,12.2,32.3
05097,12.4,16.1
05099,12.3,26.3
05101,13.5,20.3
05103,13.6,27.1
05105,14.3,22.5
05107,10.8,35.9
05109,9.9,20.8
05111,15.3,23.8
05113,14.7,21.1
05115,12.5,29.9
05117,15.3,18.2
05119,15.0,33.8
05121,14.0,20.9
05123,14.8,36.1
05125,12.9,23.7
05127,12.3,15.7
05129,13.1,17.6
05131,13.5,28.0
05133,11.5,24.0
05135,15.2,19.8
05137,19.4,17.2
05139,14.8,28.0
05141,15.0,18.7
05143,9.9,36.3
05145,14.0,26.9
05147,12.0,21.8
05149,12.5,25.3
06001,8.2,37.1
06003,6.8,31.5
06005,15.1,24.4
06007,11.8,37.8
06009,14.0,24.7
06011,10.0,31.6
06013,9.5,32.3
06015,14.7,32.9
06017,10.6,25.7
06019,9.3,38.5
06021,9.9,28.5
06023,14.4,39.7
06025,8.3,40.9
06027,11.4,29.7
06029,9.3,37.3
06031,8.8,37.1
06033,15.1,29.0
06035,11.0,38.8
06037,8.2,41.8
06039,9.5,33.8
06041,12.6,28.5
06043,12.2,25.5
06045,15.7,30.1
06047,8.8,38.7
06049,13.1,23.0
06051,11.2,40.1
06053,8.0,38.2
06055,10.8,31.5
06057,13.4,25.1
06059,9.2,34.5
06061,11.0,25.3
06063,15.5,25.1
06065,9.5,34.8
06067,11.3,35.3
06069,9.3,34.1
06071,9.5,37.5
06073,9.9,36.1
06075,7.9,46.3
06077,8.9,35.8
06079,10.4,35.2
06081,8.5,32.7
06083,9.0,39.7
06085,7.4,34.1
06087,10.7,39.8
06089,13.8,27.8
06091,13.4,25.7
06093,15.3,25.0
06095,10.5,33.1
06097,12.8,31.8
06099,10.0,34.6
06101,10.7,29.0
06103,13.4,26.3
06105,17.2,24.2
06107,8.8,36.5
06109,15.9,26.3
06111,9.4,34.7
06113,7.5,43.1
06115,10.8,31.5
08001,11.7,33.9
08003,11.1,36.6
08005,12.3,32.2
08007,11.5,18.5
08009,9.4,18.2
08011,15.3,29.9
08013,11.3,38.2
08014,10.3,29.9
08015,13.2,22.4
08017,9.0,14.7
08019,18.4,28.2
08021,13.0,30.9
08023,13.8,27.4
08025,14.8,41.3
08027,10.6,15.8
08029,17.4,20.3
08031,12.1,44.4
08033,12.9,20.3
08035,9.8,24.7
08037,12.1,36.0
08039,11.5,24.0
08041,11.6,29.8
08043,14.2,25.2
08045,10.8,25.8
08047,14.4,23.4
08049,10.9,29.1
08051,9.2,44.0
08053,12.1,11.4
08055,11.3,24.1
08057,10.5,22.9
08059,12.4,30.2
08061,12.4,19.7
08063,11.4,18.9
08065,18.8,34.7
08067,12.1,31.2
08069,10.4,35.6
08071,14.3,26.4
08073,10.6,30.4
08075,13.7,31.2
08077,14.2,28.7
08079,7.0,20.5
08081,13.9,26.4
08083,12.6,26.6
08085,11.3,19.6
08087,12.5,22.6
08089,12.8,27.2
08091,11.1,21.2
08093,13.0,20.6
08095,10.9,21.8
08097,21.1,35.6
08099,12.2,27.9
08101,14.8,32.3
08103,13.2,22.2
08105,12.8,23.9
08107,12.1,30.2
08109,16.6,20.3
08111,17.7,25.2
08113,11.6,33.8
08115,11.0,23.4
08117,10.5,40.2
08119,16.1,21.5
08121,8.4,22.5
08123,11.2,29.5
08125,8.0,20.6
09001,9.1,33.1
09003,10.9,35.9
09005,11.5,28.4
09007,12.3,30.4
09009,10.6,38.1
09011,11.9,31.9
09013,9.1,38.2
09015,12.1,34.0
10001,12.6,33.1
10003,10.6,37.1
10005,11.3,24.9
11001,8.3,57.0
12001,9.9,48.4
12003,11.5,34.9
12005,13.6,26.7
12007,14.4,34.3
12009,14.0,26.7
12011,13.4,35.0
12013,17.2,33.1
12015,12.8,20.1
12017,14.4,21.1
12019,11.8,25.7
12021,12.4,24.0
12023,14.8,30.3
12027,13.9,33.6
12029,13.4,24.4
12031,14.1,35.5
12033,13.8,35.2
12035,11.0,23.4
12037,16.6,29.3
12039,12.6,38.2
12041,15.5,30.6
12043,14.5,27.8
12045,15.2,28.5
12047,9.8,40.3
12049,10.2,32.8
12051,13.1,34.3
12053,13.9,24.7
12055,11.8,23.4
12057,12.7,35.1
12059,15.1,27.8
12061,12.4,24.2
12063,13.6,31.3
12065,11.9,31.2
12067,14.2,39.7
12069,12.0,24.7
12071,13.0,26.2
12073,10.6,47.1
12075,15.1,24.2
12077,17.6,37.1
12079,14.0,37.1
12081,13.2,25.5
12083,13.0,26.4
12085,14.4,24.8
12086,12.8,36.1
12087,15.0,25.4
12089,12.4,21.8
12091,12.4,28.4
12093,12.6,30.8
12095,11.3,38.7
12097,12.6,36.1
12099,12.7,31.1
12101,13.0,26.6
12103,15.7,29.5
12105,12.4,32.1
12107,15.1,29.0
12109,11.7,24.1
12111,13.2,28.1
12113,12.7,25.4
12115,13.6,21.6
12117,11.8,31.1
12119,12.3,13.3
12121,14.8,27.2
12123,12.4,32.4
12125,18.5,34.6
12127,14.9,28.1
12129,12.3,28.6
12131,14.0,22.3
12133,13.6,32.9
13001,10.0,25.7
13003,10.0,28.9
13005,14.6,29.9
13007,9.8,33.4
13009,11.3,43.4
13011,10.6,21.2
13013,11.5,26.8
13015,12.6,25.5
13017,10.5,37.8
13019,13.4,23.4
13021,11.7,40.8
13023,11.2,38.5
13025,12.6,27.5
13027,11.9,26.5
13029,11.1,26.2
13031,9.4,44.7
13033,9.3,32.2
13035,9.5,32.1
13037,14.0,45.9
13039,11.3,29.3
13043,10.2,32.1
13045,11.9,32.4
13047,14.2,23.6
13049,12.1,35.6
13051,12.0,38.9
13053,5.6,52.4
13055,15.5,29.2
13057,9.3,25.9
13059,9.2,54.1
13061,9.8,36.2
13063,12.2,46.1
13065,14.1,28.9
13067,10.8,33.6
13069,14.6,32.0
13071,12.8,33.0
13073,11.2,28.0
13075,11.9,28.5
13077,9.1,28.0
13079,9.9,29.9
13081,12.3,36.3
13083,11.3,25.8
13085,11.2,24.4
13087,11.0,32.7
13089,11.7,43.0
13091,13.5,31.3
13093,9.9,36.2
13095,13.7,43.2
13097,13.1,33.4
13099,10.0,34.7
13101,12.6,21.4
13103,11.3,27.0
13105,12.7,27.5
13107,14.2,35.9
13109,13.9,32.6
13111,13.2,18.1
13113,9.1,25.4
13115,12.3,30.4
13117,8.4,22.4
13119,13.1,25.7
13121,10.6,44.6
13123,15.2,19.9
13125,11.0,33.3
13127,13.1,29.4
13129,11.7,26.4
13131,12.8,28.3
13133,9.1,26.7
13135,8.8,33.9
13137,11.8,27.3
13139,9.9,30.8
13141,8.1,45.5
13143,10.8,21.6
13145,7.8,23.1
13147,13.8,26.1
13149,16.1,22.2
13151,11.0,32.8
13153,11.2,29.9
13155,10.2,35.3
13157,10.9,23.6
13159,11.8,23.3
13161,12.1,25.6
13163,11.2,34.7
13165,13.7,25.9
13167,11.9,38.6
13169,11.9,21.6
13171,13.7,32.3
13173,15.1,29.1
13175,12.9,34.7
13177,8.6,25.2
13179,10.7,28.8
13181,14.6,29.0
13183,12.8,34.3
13185,11.1,39.4
13187,10.3,32.9
13189,10.8,32.5
13191,13.2,23.1
13193,8.7,45.1
13195,11.0,26.7
13197,7.3,28.6
13199,12.4,33.8
13201,10.3,27.9
13205,16.7,38.2
13207,10.8,24.5
13209,10.6,30.7
13211,9.4,26.9
13213,11.5,22.2
13215,12.9,37.5
13217,11.9,34.1
13219,8.9,21.8
13221,11.9,26.8
13223,12.7,27.3
13225,10.1,40.7
13227,11.9,22.4
13229,14.6,25.8
13231,9.4,24.7
13233,14.3,28.9
13235,17.3,32.4
13237,10.6,23.9
13239,7.8,23.2
13241,12.9,23.4
13243,15.2,37.0
13245,13.4,44.1
13247,11.9,35.7
13249,9.8,26.5
13251,11.1,33.9
13253,16.2,31.6
13255,13.2,32.0
13257,14.0,27.0
13259,9.0,44.5
13261,11.1,39.8
13263,12.2,30.9
13265,9.5,40.0
13267,14.1,35.2
13269,9.9,33.0
13271,9.5,47.1
13273,10.2,35.5
13275,12.5,29.7
13277,9.4,36.2
13279,11.7,28.5
13281,9.7,22.4
13283,12.7,32.7
13285,11.9,33.7
13287,10.2,32.1
13289,13.2,29.3
13291,13.6,15.5
13293,14.9,31.6
13295,14.2,25.2
13297,10.8,28.4
13299,12.6,35.4
13301,11.2,35.4
13303,11.5,35.0
13305,12.3,27.7
13307,8.5,24.7
13309,9.2,49.5
13311,12.1,23.3
13313,11.3,28.2
13315,15.3,37.6
13317,10.8,32.7
13319,13.9,32.7
13321,13.2,25.2
15001,11.0,31.9
15003,8.5,34.2
15005,12.4,21.1
15007,9.9,32.4
15009,9.9,32.1
16001,12.2,29.9
16003,11.7,17.0
16005,12.7,30.4
16007,8.4,17.3
16009,15.7,23.1
16011,11.9,24.9
16013,12.5,26.5
16015,12.3,18.4
16017,13.4,19.1
16019,12.7,25.4
16021,15.0,23.0
16023,11.7,19.0
16025,25.9,18.0
16027,12.3,28.6
16029,10.5,18.8
16031,9.4,25.5
16033,8.8,30.3
16035,18.0,22.4
16037,12.6,20.2
16039,13.2,24.7
16041,7.5,24.1
16043,8.6,21.2
16045,15.9,20.0
16047,12.0,26.3
16049,11.5,19.6
16051,9.0,24.3
16053,11.3,29.2
16055,13.0,23.0
16057,8.2,42.3
16059,15.7,19.0
16061,13.8,21.2
16063,9.8,27.7
16065,2.8,33.0
16067,9.7,25.1
16069,12.8,25.5
16071,11.7,14.3
16073,8.7,23.9
16075,12.3,22.5
16077,12.1,23.6
16079,18.1,22.0
16081,10.7,30.4
16083,12.0,24.3
16085,10.9,24.6
16087,14.3,21.0
17001,11.2,26.4
17003,15.6,29.2
17005,11.0,30.0
17007,10.9,31.4
17009,11.6,39.2
17011,11.8,25.2
17013,10.4,25.7
17015,10.1,26.1
17017,10.8,26.3
17019,9.1,46.6
17021,14.9,26.7
17023,12.2,20.1
17025,15.7,24.7
17027,11.0,28.5
17029,13.4,37.5
17031,8.6,41.5
17033,12.4,26.0
17035,8.0,24.3
17037,9.2,43.6
17039,13.4,26.0
17041,11.6,25.3
17043,8.3,29.7
17045,11.5,22.5
17047,13.2,21.6
17049,10.6,27.0
17051,12.7,28.8
17053,12.2,24.9
17055,15.1,23.8
17057,14.1,29.4
17059,14.6,20.7
17061,12.5,28.1
17063,10.4,26.4
17065,11.8,22.2
17067,12.4,21.4
17069,21.3,20.4
17071,9.9,19.1
17073,10.6,26.7
17075,11.8,23.8
17077,11.0,44.2
17079,10.5,24.5
17081,13.5,29.1
17083,11.1,28.7
17085,9.5,21.4
17087,12.6,30.7
17089,9.1,31.6
17091,9.8,36.0
17093,8.9,30.6
17095,13.9,34.0
17097,8.7,30.6
17099,11.9,29.0
17101,14.4,28.6
17103,12.4,30.8
17105,11.1,28.3
17107,11.5,31.6
17109,10.2,42.0
17111,9.3,28.0
17113,9.1,39.2
17115,12.8,30.7
17117,12.0,27.0
17119,12.3,28.7
17121,13.3,26.6
17123,9.6,23.3
17125,12.2,24.0
17127,12.0,22.4
17129,9.5,21.2
17131,9.5,22.9
17133,9.0,22.6
17135,14.7,26.6
17137,14.2,32.7
17139,11.0,19.1
17141,11.6,25.2
17143,12.4,35.3
17145,13.6,30.2
17147,10.0,23.4
17149,14.6,26.2
17151,22.3,20.2
17153,11.8,30.1
17155,11.8,24.7
17157,12.5,32.0
17159,15.1,24.1
17161,11.9,30.3
17163,11.8,33.8
17165,14.7,24.0
17167,13.8,32.8
17169,16.0,28.9
17171,10.5,22.7
17173,11.4,21.9
17175,10.8,23.8
17177,12.1,26.8
17179,11.0,25.4
17181,11.9,24.8
17183,14.0,31.8
17185,13.4,21.8
17187,11.9,31.0
17189,10.7,22.2
17191,11.9,19.9
17193,14.7,21.7
17195,12.4,26.9
17197,8.7,31.6
17199,14.5,27.8
17201,12.2,32.4
17203,8.4,24.4
18001,10.6,25.5
18003,11.6,32.7
18005,12.1,28.3
18007,15.7,27.3
18009,12.2,23.6
18011,9.0,22.7
18013,9.2,16.3
18015,13.9,22.9
18017,13.9,28.5
18019,13.3,28.9
18021,12.4,22.2
18023,12.8,27.1
18025,14.5,24.9
18027,11.9,26.7
18029,12.1,25.4
18031,13.4,27.1
18033,12.5,26.2
18035,13.5,38.5
18037,11.2,27.6
18039,11.4,30.1
18041,17.0,23.2
18043,14.1,29.3
18045,13.7,22.9
18047,10.7,25.4
18049,17.1,24.5
18051,13.5,23.6
18053,13.9,31.9
18055,14.8,22.1
18057,8.7,24.8
18059,10.6,23.5
18061,13.0,25.0
18063,10.6,25.6
18065,16.4,26.8
18067,14.1,27.1
18069,13.7,27.3
18071,13.6,24.4
18073,12.0,28.4
18075,14.9,27.2
18077,16.3,28.4
18079,15.0,25.3
18081,11.9,27.1
18083,13.9,28.6
18085,13.3,26.5
18087,9.0,26.3
18089,11.0,35.6
18091,15.0,31.0
18093,13.7,21.9
18095,16.3,28.8
18097,12.1,42.1
18099,12.6,25.9
18101,15.2,28.8
18103,14.8,27.4
18105,10.7,47.1
18107,12.5,25.3
18109,12.6,24.0
18111,13.8,24.0
18113,12.7,25.9
18115,11.6,19.9
18117,17.1,23.7
18119,17.7,21.5
18121,14.0,21.8
18123,14.7,25.9
18125,12.5,22.2
18127,11.5,29.6
18129,11.6,21.1
18131,16.7,24.7
18133,10.6,32.0
18135,14.1,23.1
18137,11.5,23.6
18139,15.9,23.1
18141,12.0,35.8
18143,16.1,28.5
18145,13.1,23.6
18147,12.1,21.5
18149,17.3,25.9
18151,11.0,26.1
18153,14.6,27.5
18155,16.7,23.1
18157,9.6,44.9
18159,8.1,22.1
18161,10.9,23.2
18163,15.3,32.4
18165,13.7,22.3
18167,14.4,37.1
18169,11.9,26.0
18171,8.6,19.0
18173,10.3,20.8
18175,14.0,23.9
18177,15.5,28.0
18179,11.0,21.3
18181,13.1,23.2
18183,13.3,22.5
19001,11.1,21.9
19003,13.8,18.7
19005,9.4,24.3
19007,13.4,25.3
19009,10.2,19.2
19011,10.9,22.2
19013,10.1,37.5
19015,13.5,24.5
19017,8.4,28.5
19019,9.4,25.3
19021,9.7,29.5
19023,8.1,22.4
19025,11.8,21.1
19027,9.3,26.9
19029,13.2,20.4
19031,11.4,24.0
19033,12.1,26.3
19035,11.1,22.5
19037,8.1,22.8
19039,14.6,21.4
19041,11.0,26.2
19043,12.1,23.7
19045,12.9,28.2
19047,8.1,31.1
19049,9.6,26.2
19051,7.0,23.5
19053,9.9,29.1
19055,8.2,21.4
19057,13.8,30.0
19059,12.9,21.7
19061,8.7,31.8
19063,13.0,29.9
19065,12.3,26.0
19067,10.0,23.8
19069,8.5,25.4
19071,11.2,19.8
19073,12.1,21.4
19075,7.1,21.8
19077,10.8,19.6
19079,11.2,23.0
19081,8.8,20.4
19083,8.9,26.7
19085,10.0,21.0
19087,11.0,30.5
19089,10.0,22.3
19091,10.9,21.0
19093,10.1,24.7
19095,8.4,25.7
19097,9.3,24.2
19099,11.9,23.1
19101,16.1,32.4
19103,7.0,44.3
19105,13.1,27.1
19107,11.5,23.9
19109,11.0,24.8
19111,11.7,26.6
19113,11.0,31.5
19115,10.1,24.1
19117,11.9,19.8
19119,6.0,19.3
19121,7.9,19.7
19123,11.2,25.6
19125,10.4,23.4
19127,11.1,27.1
19129,12.3,27.3
19131,9.8,21.8
19133,9.7,20.9
19135,11.8,21.5
19137,10.7,24.6
19139,12.1,28.7
19141,7.7,23.7
19143,9.4,23.5
19145,12.0,27.3
19147,10.9,23.9
19149,8.3,23.0
19151,12.5,21.2
19153,12.2,33.1
19155,12.9,30.3
19157,11.4,31.2
19159,11.4,23.3
19161,11.6,20.7
19163,12.4,31.2
19165,10.2,21.8
19167,4.5,27.2
19169,6.2,50.0
19171,11.5,25.0
19173,11.5,20.5
19175,14.1,26.4
19177,10.8,20.5
19179,12.3,28.9
19181,12.0,26.2
19183,12.0,23.2
19185,11.4,20.1
19187,14.2,32.4
19189,11.3,30.6
19191,7.0,30.9
19193,11.3,32.7
19195,9.5,26.2
19197,9.1,26.4
20001,14.8,24.4
20003,12.7,23.4
20005,10.8,34.7
20007,12.3,20.3
20009,11.1,26.4
20011,10.0,24.7
20013,13.4,22.3
20015,10.9,23.9
20017,7.9,22.3
20019,13.8,20.6
20021,13.1,25.6
20023,15.3,22.4
20025,17.4,16.4
20027,12.0,16.0
20029,12.8,25.0
20031,13.1,19.2
20033,12.2,23.0
20035,12.9,27.3
20037,11.7,35.3
20039,14.7,17.7
20041,13.7,21.8
20043,11.6,28.1
20045,8.0,45.7
20047,12.5,19.9
20049,13.4,11.0
20051,8.2,36.7
20053,10.4,22.8
20055,9.0,31.4
20057,10.0,32.0
20059,12.9,24.2
20061,9.3,23.4
20063,9.1,15.1
20065,11.3,24.6
20067,12.4,26.5
20069,5.6,22.3
20071,5.5,17.8
20073,17.2,20.2
20075,6.3,30.9
20077,13.5,21.8
20079,10.7,25.0
20081,6.6,23.2
20083,7.4,18.6
20085,11.3,22.8
20087,10.1,20.9
20089,9.5,13.5
20091,9.6,27.8
20093,8.6,30.6
20095,10.2,18.6
20097,9.5,26.6
20099,11.7,25.8
20101,4.6,23.9
20103,13.8,26.5
20105,9.7,22.4
20107,11.1,17.8
20109,10.3,20.8
20111,10.5,36.5
20113,8.6,22.9
20115,11.1,25.1
20117,8.8,22.1
20119,10.9,23.4
20121,11.3,22.2
20123,12.3,27.2
20125,12.7,27.0
20127,9.3,19.5
20129,12.6,28.0
20131,7.4,23.7
20133,13.7,22.9
20135,8.5,13.6
20137,14.7,28.9
20139,15.2,20.8
20141,14.9,22.7
20143,9.6,21.7
20145,18.1,30.4
20147,13.7,21.2
20149,8.7,23.3
20151,14.7,26.5
20153,12.4,14.3
20155,14.0,27.2
20157,7.6,16.3
20159,8.7,24.8
20161,7.9,50.6
20163,10.4,20.1
20165,14.0,23.9
20167,13.6,22.3
20169,13.5,28.4
20171,6.5,24.9
20173,12.8,31.2
20175,8.6,36.6
20177,13.4,27.7
20179,13.2,21.1
20181,7.5,24.1
20183,8.4,18.2
20185,9.5,17.8
20187,8.1,28.7
20189,10.9,27.4
20191,11.2,23.0
20193,7.9,29.2
20195,10.1,18.1
20197,11.0,20.6
20199,9.9,17.9
20201,8.4,22.7
20203,3.8,30.1
20205,10.4,18.5
20207,14.7,22.5
20209,12.5,37.4
21001,12.5,29.2
21003,14.9,26.6
21005,16.4,24.8
21007,15.3,23.5
21009,15.0,24.3
21011,12.9,25.4
21013,12.9,26.4
21015,11.6,28.7
21017,14.8,27.6
21019,16.1,24.9
21021,14.3,32.2
21023,11.1,20.8
21025,10.8,27.6
21027,14.5,24.0
21029,12.1,25.3
21031,12.4,21.8
21033,12.1,21.8
21035,10.2,35.3
21037,12.6,33.1
21039,12.5,22.0
21041,15.1,26.3
21043,12.7,25.1
21045,14.6,26.1
21047,12.1,31.8
21049,14.9,25.4
21051,11.3,26.3
21053,15.9,27.0
21055,13.8,20.5
21057,16.9,24.7
21059,13.9,27.0
21061,12.8,19.2
21063,14.6,28.3
21065,14.6,29.0
21067,11.7,38.6
21069,13.6,20.5
21071,14.3,22.1
21073,15.4,30.2
21075,12.5,35.0
21077,15.3,27.9
21079,12.3,20.0
21081,13.6,26.8
21083,12.8,23.8
21085,14.6,25.0
21087,15.7,22.3
21089,12.7,21.8
21091,12.0,23.8
21093,13.0,27.6
21095,12.9,21.7
21097,11.4,24.1
21099,16.0,23.1
21101,13.6,24.4
21103,13.3,24.2
21105,13.9,29.5
21107,15.2,24.4
21109,13.1,17.7
21111,13.0,35.0
21113,12.7,28.5
21115,15.5,20.9
21117,13.1,32.5
21119,14.1,23.1
21121,14.2,26.0
21123,9.8,21.2
21125,14.1,24.0
21127,11.9,23.6
21129,15.8,31.5
21131,14.4,17.1
21133,12.2,22.1
21135,14.6,23.2
21137,12.7,20.2
21139,13.6,17.0
21141,14.8,23.2
21143,16.5,25.4
21145,13.0,25.8
21147,12.7,25.6
21149,10.7,19.8
21151,13.3,34.7
21153,13.9,22.6
21155,18.0,29.6
21157,12.6,20.1
21159,10.2,25.4
21161,10.9,30.2
21163,12.8,23.3
21165,12.2,24.8
21167,13.6,25.0
21169,11.6,18.9
21171,12.6,23.2
21173,14.3,24.7
21175,17.1,27.4
21177,13.5,24.1
21179,13.6,26.2
21181,14.1,25.7
21183,13.3,23.9
21185,8.9,26.4
21187,12.3,23.7
21189,14.4,25.2
21191,12.3,26.8
21193,13.3,22.8
21195,11.7,21.3
21197,13.6,20.6
21199,15.2,24.6
21201,19.6,22.3
21203,14.6,21.8
21205,12.4,39.7
21207,16.3,23.2
21209,11.0,24.7
21211,11.0,25.2
21213,14.5,23.5
21215,11.7,22.0
21217,10.3,28.9
21219,12.6,21.4
21221,11.5,20.8
21223,14.0,25.6
21225,9.3,33.0
21227,12.5,36.0
21229,13.5,25.7
21231,11.9,23.7
21233,12.8,25.0
21235,12.9,25.9
21237,15.4,21.7
21239,13.0,24.9
22001,9.1,32.3
22003,13.7,32.2
22005,10.0,28.4
22007,11.1,30.5
22009,12.9,33.6
22011,13.3,27.2
22013,10.1,35.1
22015,11.9,29.5
22017,12.6,37.8
22019,12.0,30.4
22021,11.5,25.5
22023,8.5,24.1
22025,9.2,30.3
22027,13.6,42.5
22029,9.7,36.9
22031,14.3,31.4
22033,10.7,42.7
22035,10.0,56.2
22037,11.5,36.3
22039,12.6,35.0
22041,9.4,27.8
22043,12.7,36.0
22045,8.9,34.6
22047,11.8,38.3
22049,12.2,34.0
22051,12.7,34.2
22053,11.4,29.9
22055,11.2,36.3
22057,8.8,30.4
22059,12.1,29.0
22061,8.6,49.7
22063,14.9,27.4
22065,9.9,47.4
22067,9.9,36.6
22069,7.7,48.2
22071,12.8,50.3
22073,11.0,37.3
22075,11.3,25.9
22077,11.9,32.7
22079,13.2,33.3
22081,11.9,32.7
22083,12.5,32.5
22085,13.0,29.7
22087,13.0,37.3
22089,10.6,31.6
22091,10.2,31.5
22093,9.0,33.1
22095,9.9,37.3
22097,8.8,35.0
22099,10.3,35.9
22101,10.1,41.3
22103,11.3,27.9
22105,11.7,35.0
22107,8.4,34.7
22109,10.8,33.8
22111,10.1,30.9
22113,12.6,26.4
22115,10.2,28.3
22117,13.7,31.0
22119,9.5,33.5
22121,9.5,34.0
22123,12.5,27.3
22125,16.7,42.4
22127,11.4,34.4
23001,14.3,29.8
23003,12.7,25.3
23005,12.4,31.8
23007,14.5,27.3
23009,15.0,23.9
23011,15.6,28.5
23013,15.2,25.5
23015,14.9,23.4
23017,15.0,27.5
23019,13.7,31.0
23021,17.4,24.6
23023,13.8,22.3
23025,16.5,26.1
23027,13.7,24.6
23029,14.6,24.5
23031,13.3,26.4
24001,12.3,34.9
24003,10.3,30.7
24005,10.5,35.0
24009,9.5,28.8
24011,9.7,31.6
24013,8.7,26.1
24015,11.2,29.3
24017,9.6,34.5
24019,12.6,30.2
24021,9.3,29.0
24023,10.2,24.9
24025,8.9,28.5
24027,7.8,29.7
24029,10.0,32.6
24031,8.5,31.7
24033,10.2,42.6
24035,10.4,24.8
24037,9.2,32.5
24039,10.6,43.0
24041,11.3,23.4
24043,11.5,31.9
24045,10.8,40.6
24047,10.5,25.0
24510,11.4,52.7
25001,11.7,25.6
25003,12.5,33.6
25005,11.1,34.7
25007,13.6,30.8
25009,10.4,34.2
25011,12.9,31.5
25013,10.9,39.8
25015,10.1,43.6
25017,7.9,36.2
25019,10.3,33.5
25021,8.2,32.6
25023,9.3,32.0
25025,7.7,53.6
25027,10.9,34.0
26001,14.7,17.1
26003,13.7,29.1
26005,11.1,25.1
26007,16.2,24.3
26009,9.7,21.0
26011,13.1,23.6
26013,10.9,33.1
26015,12.7,22.2
26017,14.0,29.4
26019,12.4,23.8
26021,12.6,30.0
26023,15.6,25.9
26025,14.7,32.3
26027,12.7,24.7
26029,11.6,23.9
26031,13.4,22.1
26033,14.5,33.6
26035,14.4,24.7
26037,9.8,29.1
26039,13.3,22.0
26041,12.0,23.9
26043,13.2,23.7
26045,13.0,28.5
26047,12.2,25.2
26049,13.8,33.7
26051,13.8,21.1
26053,13.0,30.2
26055,13.4,28.9
26057,12.9,32.9
26059,12.9,26.8
26061,9.6,41.7
26063,12.6,23.3
26065,11.4,44.3
26067,13.0,30.8
26069,14.6,22.2
26071,15.4,23.9
26073,10.0,49.2
