cfips,pct_disabled
17175,12.2
17177,14.8
17179,12.2
17181,17.9
17183,14.8
17185,17.8
17187,13.3
17189,12.2
17191,17.5
17193,19.6
17195,15.0
17197,8.9
17199,18.1
17201,13.9
17203,9.8
18001,11.5
18003,12.5
18005,13.0
18007,18.5
18009,20.6
18011,9.6
18013,15.1
18015,15.2
18017,15.6
18019,13.4
18021,18.4
18023,13.6
18025,20.3
18027,14.4
18029,11.8
18031,13.8
18033,13.5
18035,17.3
18037,11.4
18039,12.8
18041,17.9
18043,13.2
18045,18.7
18047,12.9
18049,15.9
18051,14.4
18053,19.3
18055,18.2
18057,7.9
18059,12.5
18061,17.0
18063,10.3
18065,17.8
18067,17.4
18069,13.3
18071,15.2
18073,15.5
18075,16.9
18077,16.4
18079,16.6
18081,10.5
18083,19.4
18085,13.5
18087,10.5
18089,13.6
18091,13.9
18093,18.6
18095,18.5
18097,13.3
18099,13.5
18101,18.7
18103,16.5
18105,11.1
18107,15.3
18109,14.8
18111,16.3
18113,13.4
18115,14.1
18117,22.8
18119,18.2
18121,19.2
18123,15.2
18125,17.8
18127,10.9
18129,13.1
18131,17.0
18133,12.6
18135,17.1
18137,13.7
18139,15.8
18141,13.8
18143,20.7
18145,14.1
18147,15.1
18149,15.2
18151,14.1
18153,19.0
18155,17.9
18157,10.3
18159,14.9
18161,15.6
18163,15.0
18165,18.2
18167,18.2
18169,14.3
18171,15.7
18173,12.5
18175,17.6
18177,18.1
18179,12.9
18181,16.6
18183,13.8
19001,16.0
19003,14.0
19005,11.2
19007,18.9
19009,12.7
19011,11.2
19013,12.0
19015,13.9
19017,10.6
19019,12.2
19021,9.9
19023,10.7
19025,12.2
19027,10.7
19029,13.8
19031,10.5
19033,14.2
19035,12.7
19037,13.7
19039,15.7
19041,15.1
19043,14.0
19045,13.3
19047,15.8
19049,7.2
19051,11.8
19053,14.1
19055,10.7
19057,16.0
19059,14.6
19061,11.2
19063,14.2
19065,15.4
19067,15.7
19069,8.6
19071,13.4
19073,15.9
19075,10.8
19077,12.8
19079,11.5
19081,13.0
19083,12.3
19085,12.7
19087,14.5
19089,10.3
19091,14.7
19093,13.0
19095,11.9
19097,12.1
19099,13.1
19101,12.9
19103,7.3
19105,11.9
19107,15.5
19109,16.6
19111,16.6
19113,10.2
19115,11.3
19117,16.5
19119,9.9
19121,11.4
19123,14.1
19125,14.2
19127,11.6
19129,15.4
19131,12.6
19133,14.2
19135,12.5
19137,13.7
19139,10.6
19141,15.4
19143,12.1
19145,15.1
19147,15.7
19149,11.9
19151,15.7
19153,10.9
19155,14.2
19157,9.7
19159,12.9
19161,10.2
19163,10.9
19165,12.5
19167,8.8
19169,7.7
19171,10.5
19173,15.3
19175,15.7
19177,15.2
19179,14.2
19181,10.8
19183,11.9
19185,14.6
19187,14.2
19189,13.4
19191,10.9
19193,12.6
19195,15.4
19197,13.6
20001,17.8
20003,13.9
20005,14.8
20007,18.6
20009,15.0
20011,21.0
20013,15.5
20015,12.3
20017,14.0
20019,21.8
20021,22.1
20023,15.7
20025,16.6
20027,16.5
20029,14.0
20031,16.5
20033,15.2
20035,17.0
20037,15.7
20039,18.7
20041,17.2
20043,14.9
20045,11.3
20047,13.6
20049,24.5
20051,12.3
20053,16.7
20055,11.1
20057,9.7
20059,14.5
20061,13.5
20063,16.7
20065,19.0
20067,9.3
20069,10.3
20071,18.5
20073,21.0
20075,14.0
20077,17.4
20079,14.8
20081,7.3
20083,15.6
20085,17.3
20087,14.8
20089,16.8
20091,9.1
20093,12.8
20095,14.2
20097,13.9
20099,19.8
20101,15.2
20103,14.3
20105,18.3
20107,17.9
20109,14.2
20111,13.2
20113,13.1
20115,15.3
20117,15.4
20119,10.0
20121,12.5
20123,17.0
20125,19.0
20127,16.7
20129,16.3
20131,12.8
20133,18.6
20135,15.1
20137,11.9
20139,17.6
20141,17.1
20143,13.4
20145,17.3
20147,15.9
20149,9.8
20151,11.7
20153,18.9
20155,15.0
20157,12.5
20159,16.2
20161,11.2
20163,15.3
20165,15.2
20167,20.5
20169,15.3
20171,9.3
20173,13.4
20175,6.9
20177,13.5
20179,14.2
20181,14.4
20183,18.0
20185,14.5
20187,15.4
20189,10.3
20191,15.8
20193,14.0
20195,15.0
20197,15.7
20199,15.4
20201,13.2
20203,19.3
20205,21.2
20207,21.0
20209,14.4
21001,21.0
21003,20.9
21005,19.2
21007,17.2
21009,20.8
21011,25.9
21013,30.6
21015,11.5
21017,17.5
21019,23.4
21021,17.1
21023,13.4
21025,33.4
21027,22.5
21029,16.2
21031,21.7
21033,24.4
21035,16.6
21037,12.1
21039,14.0
21041,15.9
21043,19.8
21045,21.3
21047,17.9
21049,18.8
21051,28.1
21053,20.0
21055,24.5
21057,15.5
21059,16.0
21061,27.1
21063,26.5
21065,26.3
21067,12.4
21069,23.5
21071,28.2
21073,17.3
21075,23.6
21077,14.6
21079,19.4
21081,15.5
21083,17.6
21085,18.5
21087,27.7
21089,20.5
21091,18.4
21093,17.2
21095,31.0
21097,16.9
21099,21.8
21101,20.7
21103,18.8
21105,24.3
21107,19.2
21109,29.0
21111,14.1
21113,15.2
21115,26.7
21117,13.8
21119,31.9
21121,17.1
21123,21.8
21125,17.5
21127,22.5
21129,31.0
21131,32.0
21133,30.4
21135,22.4
21137,18.2
21139,26.6
21141,14.4
21143,26.0
21145,15.4
21147,25.0
21149,19.2
21151,16.6
21153,31.3
21155,20.5
21157,18.7
21159,28.4
21161,19.0
21163,18.9
21165,23.6
21167,18.3
21169,25.0
21171,23.2
21173,22.1
21175,26.1
21177,23.0
21179,18.1
21181,24.6
21183,19.2
21185,8.8
21187,18.8
21189,29.2
21191,16.7
21193,30.5
21195,28.0
21197,21.8
21199,18.2
21201,16.9
21203,24.2
21205,18.3
21207,18.8
21209,13.2
21211,13.8
21213,12.3
21215,14.6
21217,19.6
21219,13.9
21221,25.0
21223,22.2
21225,22.0
21227,14.8
21229,17.5
21231,21.3
21233,24.5
21235,20.9
21237,36.8
21239,14.3
22001,19.1
22003,20.3
22005,12.2
22007,22.5
22009,21.5
22011,19.9
22013,21.6
22015,11.9
22017,15.2
22019,15.2
22021,14.2
22023,14.2
22025,14.3
22027,17.7
22029,13.8
22031,18.4
22033,14.7
22035,16.5
22037,15.2
22039,24.4
22041,17.8
22043,18.1
22045,16.2
22047,19.8
22049,23.9
22051,14.3
22053,17.0
22055,11.9
22057,17.2
22059,14.3
22061,14.7
22063,13.2
22065,17.6
22067,14.1
22069,14.3
22071,14.2
22073,13.1
22075,14.8
22077,26.7
22079,16.5
22081,19.3
22083,14.3
22085,16.4
22087,17.6
22089,11.8
22091,19.0
22093,14.4
22095,12.9
22097,11.8
22099,14.9
22101,17.5
22103,15.0
22105,19.9
22107,11.9
22109,16.6
22111,17.3
22113,17.5
22115,18.2
22117,21.7
22119,15.8
22121,13.9
22123,14.8
22125,11.5
22127,20.7
23001,15.9
23003,22.3
23005,11.4
23007,15.5
23009,14.6
23011,16.6
23013,15.4
23015,16.9
23017,18.5
23019,19.0
23021,26.3
23023,11.8
23025,21.7
23027,16.8
23029,22.5
23031,15.0
24001,19.5
24003,10.7
24005,11.6
24009,10.2
24011,14.8
24013,11.7
24015,13.7
24017,8.8
24019,17.4
24021,10.5
24023,15.6
24025,11.4
24027,7.9
24029,13.1
24031,8.1
24033,9.5
24035,10.8
24037,12.0
24039,15.7
24041,15.0
24043,15.7
24045,12.2
24047,15.0
24510,15.5
25001,13.3
25003,15.8
25005,14.0
25007,10.0
25009,11.8
25011,15.6
25013,15.8
25015,10.7
25017,9.3
25019,11.2
25021,9.6
25023,11.1
25025,12.0
25027,12.1
26001,22.8
26003,17.4
26005,10.1
26007,18.6
26009,16.2
26011,20.1
26013,17.7
26015,12.3
26017,15.5
26019,15.0
26021,15.7
26023,13.8
26025,15.4
26027,18.1
26029,14.8
26031,19.6
26033,18.6
26035,22.5
26037,12.5
26039,20.4
26041,18.9
26043,17.8
26045,16.1
26047,13.4
26049,17.4
26051,20.9
26053,14.9
26055,12.4
26057,14.9
26059,14.7
26061,12.0
26063,16.5
26065,13.0
26067,11.5
26069,22.6
26071,17.7
26073,13.6
26075,15.2
26077,12.7
26079,18.3
26081,11.2
26083,14.3
26085,25.7
26087,13.7
26089,13.1
26091,15.5
26093,10.6
26095,20.3
26097,17.9
26099,14.0
26101,18.2
26103,14.1
26105,16.7
26107,16.1
26109,18.1
26111,13.6
26113,18.5
26115,14.1
26117,17.3
26119,24.1
26121,15.3
26123,17.8
26125,11.5
26127,16.5
26129,23.3
26131,19.5
26133,19.6
26135,22.3
26137,17.6
26139,10.5
26141,19.7
26143,25.5
26145,17.1
26147,16.9
26149,15.9
26151,18.7
26153,22.3
26155,15.4
26157,18.8
26159,15.1
26161,9.4
26163,15.8
26165,16.1
27001,18.1
27003,10.1
27005,13.5
27007,13.8
27009,11.7
27011,14.1
27013,9.8
27015,10.1
27017,13.4
27019,7.0
27021,14.8
27023,12.0
27025,11.5
27027,9.8
27029,17.2
27031,13.5
27033,14.6
27035,13.7
27037,8.9
27039,8.6
27041,12.9
27043,12.0
27045,10.8
27047,13.2
27049,10.4
27051,14.3
27053,10.0
27055,10.9
27057,15.3
27059,12.9
27061,15.7
27063,11.6
27065,17.4
27067,12.1
27069,12.5
27071,17.4
27073,14.4
27075,15.0
27077,12.9
27079,10.9
27081,13.0
27083,10.0
27085,12.5
27087,15.4
27089,12.1
27091,14.6
27093,11.3
27095,15.9
27097,12.2
27099,12.2
27101,13.5
27103,12.6
27105,12.1
27107,12.1
27109,9.9
27111,13.3
27113,12.7
27115,17.9
27117,14.6
27119,13.1
27121,13.8
27123,11.6
27125,14.1
27127,10.5
27129,10.6
27131,9.5
27133,10.7
27135,11.5
27137,14.2
27139,7.4
27141,9.1
27143,10.6
27145,10.7
27147,11.0
27149,10.8
27151,13.2
27153,13.9
27155,16.2
27157,13.6
27159,16.9
27161,10.9
27163,9.1
27165,13.4
27167,15.4
27169,11.6
27171,9.5
27173,13.1
28001,17.4
28003,21.0
28005,21.6
28007,22.8
28009,17.4
28011,19.3
28013,21.6
28015,19.4
28017,19.1
28019,26.3
28021,13.6
28023,23.8
28025,9.6
28027,13.8
28029,15.2
28031,18.3
28033,11.5
28035,20.8
28037,18.1
28039,19.6
28041,21.8
28043,20.7
28045,18.6
28047,16.2
28049,12.7
28051,20.4
28053,22.2
28055,30.1
28057,17.7
28059,17.9
28061,17.7
28063,12.4
28065,17.5
28067,16.9
28069,21.4
28071,10.8
28073,14.3
28075,19.1
28077,17.2
28079,23.8
28081,15.8
28083,10.0
28085,14.3
28087,11.7
28089,9.8
28091,21.3
28093,14.5
28095,14.7
28097,21.0
28099,20.9
28101,20.9
28103,20.2
28105,11.0
28107,18.3
28109,19.7
28111,26.1
28113,16.3
28115,19.7
28117,19.8
28119,16.4
28121,12.5
28123,23.4
28125,22.1
28127,16.8
28129,17.9
28131,19.1
28133,14.6
28135,16.0
28137,14.2
28139,20.0
28141,22.8
28143,13.2
28145,19.0
28147,19.6
28149,17.6
28151,23.3
28153,22.2
28155,20.5
28157,24.8
28159,21.6
28161,16.4
28163,24.8
29001,12.4
29003,15.5
29005,18.1
29007,16.4
29009,17.4
29011,19.9
29013,15.9
29015,26.0
29017,22.5
29019,11.6
29021,16.0
29023,24.3
29025,16.1
29027,14.1
29029,19.2
29031,14.2
29033,16.1
29035,22.8
29037,13.3
29039,20.8
29041,18.6
29043,13.6
29045,15.0
29047,11.9
29049,13.0
29051,11.0
29053,15.7
29055,21.6
29057,17.4
29059,24.0
29061,13.7
29063,16.1
29065,22.6
29067,23.0
29069,21.9
29071,13.8
29073,18.1
29075,15.2
29077,15.0
29079,16.1
29081,18.8
29083,19.7
29085,27.0
29087,18.8
29089,15.8
29091,21.4
29093,24.7
29095,13.2
29097,14.3
29099,13.4
29101,12.1
29103,20.4
29105,17.1
29107,14.2
29109,18.3
29111,14.5
29113,15.0
29115,13.9
29117,13.7
29119,16.0
29121,16.8
29123,24.7
29125,17.9
29127,13.7
29129,14.0
29131,16.2
29133,21.6
29135,11.8
29137,17.1
29139,16.7
29141,18.0
29143,23.3
29145,14.9
29147,10.8
29149,26.6
29151,11.6
29153,23.3
29155,27.0
29157,14.7
29159,16.8
29161,17.0
29163,13.1
29165,12.3
29167,16.1
29169,19.7
29171,18.4
29173,12.3
29175,17.8
29177,14.3
29179,25.9
29181,32.0
29183,10.0
29185,21.9
29186,14.9
29187,21.8
29189,12.0
29195,17.3
29197,17.2
29199,13.8
29201,20.1
29203,26.1
29205,15.6
29207,23.9
29209,19.4
29211,10.8
29213,17.6
29215,24.3
29217,17.6
29219,15.7
29221,25.4
29223,29.1
29225,16.1
29227,16.4
29229,20.2
29510,15.3
30001,17.1
30003,9.0
30005,19.9
30007,17.6
30009,17.2
30011,11.7
30013,14.0
30015,11.2
30017,18.2
30019,13.4
30021,15.6
30023,22.8
30025,16.4
30027,12.3
30029,11.7
30031,8.1
30033,8.4
30035,10.3
30037,15.9
30039,20.2
30041,15.6
30043,14.4
30045,14.9
30047,15.7
30049,13.3
30051,17.9
30053,22.2
30055,13.3
30057,15.0
30059,14.5
30061,22.6
30063,12.6
30065,14.1
30067,10.8
30069,13.5
30071,17.8
30073,15.8
30075,17.6
30077,15.0
30079,18.7
30081,19.7
30083,12.3
30085,11.9
30087,19.6
30089,21.2
30091,14.0
30093,18.9
30095,13.1
30097,13.7
30099,14.4
30101,16.9
30103,17.8
30105,15.9
30107,11.5
30109,12.5
30111,12.6
31001,13.4
31003,14.5
31005,12.6
31007,13.7
31009,15.3
31011,12.8
31013,11.8
31015,15.9
31017,13.0
31019,12.0
31021,16.1
31023,11.4
31025,10.4
31027,11.4
31029,11.9
31031,11.4
31033,14.6
31035,14.8
31037,10.0
31039,10.5
31041,14.0
31043,11.3
31045,12.8
31047,13.5
31049,16.3
31051,12.7
31053,13.3
31055,10.6
31057,13.6
31059,14.0
31061,16.9
31063,19.2
31065,19.1
31067,15.6
31069,17.1
31071,13.8
31073,12.6
31075,12.4
31077,13.9
31079,12.4
31081,10.3
31083,15.6
31085,15.7
31087,18.7
31089,13.0
31091,20.8
31093,13.3
31095,17.8
31097,16.5
31099,10.4
31101,13.1
31103,11.6
31105,15.6
31107,14.3
31109,10.6
31111,15.0
31113,10.7
31115,16.7
31117,11.6
31119,11.0
31121,17.2
31123,14.2
31125,15.5
31127,15.1
31129,17.1
31131,14.3
31133,15.0
31135,12.9
31137,11.9
31139,10.6
31141,10.1
31143,11.7
31145,14.4
31147,16.5
31149,14.8
31151,11.8
31153,9.5
31155,13.5
31157,14.5
31159,11.1
31161,17.7
31163,17.0
31165,9.5
31167,11.9
31169,14.7
31171,16.3
31173,12.8
31175,15.1
31177,13.8
31179,10.2
31181,14.4
31183,12.9
31185,13.2
32001,14.9
32003,12.1
32005,14.9
32007,10.7
32009,18.9
32011,17.2
32013,12.1
32015,13.5
32017,18.4
32019,17.4
32021,16.2
32023,23.3
32027,13.5
32029,19.7
32031,12.0
32033,15.6
32510,21.5
33001,16.3
33003,15.6
33005,14.1
33007,20.8
33009,14.3
33011,11.8
33013,14.0
33015,10.9
33017,12.6
33019,13.6
34001,13.7
34003,8.0
34005,11.8
34007,13.5
34009,14.2
34011,14.3
34013,11.2
34015,13.0
34017,9.2
34019,8.7
34021,9.9
34023,9.3
34025,10.1
34027,8.4
34029,13.0
34031,8.6
34033,14.7
34035,7.7
34037,10.7
34039,9.1
34041,13.0
35001,13.7
35003,31.0
35005,16.4
35006,24.4
35007,22.9
35009,16.6
35011,17.7
35013,14.1
35015,13.3
35017,19.9
35019,19.7
35021,23.5
35023,22.2
35025,11.3
35027,19.8
35028,8.4
35029,20.1
35031,16.3
35033,33.6
35035,18.6
35037,21.8
35039,14.9
35041,18.8
35043,13.7
35045,14.8
35047,28.8
35049,13.5
35051,26.1
35053,24.2
35055,17.8
35057,17.0
35059,21.2
35061,20.3
36001,11.3
36003,16.1
36005,15.2
36007,15.7
36009,16.0
36011,14.6
36013,16.2
36015,15.3
36017,19.1
36019,16.3
36021,14.8
36023,13.0
36025,17.2
36027,12.7
36029,13.2
36031,16.9
36033,15.7
36035,16.7
36037,14.7
36039,13.9
36041,27.7
36043,16.0
36045,14.9
36047,10.0
36049,14.2
36051,12.7
36053,12.4
36055,13.9
36057,16.5
36059,8.4
36061,10.3
36063,13.9
36065,14.4
36067,12.7
36069,12.7
36071,12.0
36073,16.5
36075,15.0
36077,14.7
36079,9.9
36081,9.6
36083,14.0
36085,9.8
36087,9.1
36089,16.6
36091,11.2
36093,13.5
36095,16.5
36097,17.6
36099,17.6
36101,15.0
36103,9.6
36105,16.4
36107,15.2
36109,9.7
36111,13.8
36113,14.8
36115,14.9
36117,15.3
36119,9.5
36121,13.7
36123,11.7
37001,13.5
37003,17.8
37005,20.1
37007,18.4
37009,15.8
37011,20.4
37013,18.1
37015,22.4
37017,18.9
37019,16.4
37021,13.3
37023,20.2
37025,10.5
37027,18.6
37029,14.3
37031,18.8
37033,19.9
37035,14.2
37037,15.7
37039,19.7
37041,16.9
37043,17.7
37045,16.1
37047,19.7
37049,16.4
37051,17.5
37053,14.7
37055,12.4
37057,15.6
37059,16.5
37061,19.1
37063,9.7
37065,16.7
37067,10.3
37069,15.4
37071,15.2
37073,22.7
37075,21.7
37077,15.8
37079,21.4
37081,11.3
37083,18.5
37085,13.3
37087,18.4
37089,15.5
37091,21.0
37093,18.1
37095,17.2
37097,12.7
37099,14.2
37101,13.4
37103,24.6
37105,16.2
37107,23.9
37109,14.2
37111,20.5
37113,17.9
37115,17.2
37117,19.0
37119,8.0
37121,20.4
37123,14.9
37125,15.7
37127,17.1
37129,12.5
37131,20.8
37133,17.5
37135,8.9
37137,20.0
37139,16.0
37141,16.4
37143,16.7
37145,19.6
37147,13.6
37149,20.0
37151,16.1
37153,19.0
37155,16.3
37157,15.5
37159,15.8
37161,19.6
37163,17.6
37165,17.9
37167,14.9
37169,15.6
37171,20.2
37173,19.6
37175,15.7
37177,22.0
37179,9.4
37181,19.0
37183,8.6
37185,18.1
37187,21.7
37189,11.0
37191,16.3
37193,18.7
37195,15.4
37197,16.5
37199,19.2
38001,10.1
38003,14.5
38005,15.9
38007,13.8
38009,15.9
38011,10.9
