cfips,pct_disabled
01001,18.8
01003,13.7
01005,22.1
01007,15.9
01009,14.7
01011,17.4
01013,19.3
01015,20.2
01017,17.2
01019,20.5
01021,17.4
01023,27.0
01025,17.4
01027,16.9
01029,22.7
01031,17.9
01033,19.4
01035,22.7
01037,22.1
01039,20.6
01041,20.0
01043,16.5
01045,20.3
01047,17.6
01049,15.5
01051,17.3
01053,20.0
01055,19.5
01057,26.0
01059,17.1
01061,21.5
01063,23.0
01065,19.8
01067,20.0
01069,17.8
01071,18.3
01073,15.5
01075,23.8
01077,15.2
01079,20.4
01081,12.2
01083,15.1
01085,23.1
01087,16.3
01089,13.0
01091,23.6
01093,25.4
01095,16.2
01097,14.5
01099,15.2
01101,16.2
01103,17.3
01105,23.1
01107,24.7
01109,16.4
01111,13.6
01113,17.3
01115,17.3
01117,11.0
01119,21.6
01121,18.9
01123,17.3
01125,11.8
01127,25.4
01129,24.0
01131,18.1
01133,26.0
02013,7.7
02016,7.4
02020,10.9
02050,10.2
02060,13.1
02068,12.3
02070,12.2
02090,11.4
02100,12.9
02105,16.2
02110,10.9
02122,14.5
02130,14.8
02150,13.0
02158,10.2
02164,13.7
02170,12.1
02180,10.3
02185,10.4
02188,9.7
02195,15.8
02198,20.1
02220,11.9
02230,10.7
02240,15.1
02261,12.2
02275,16.3
02282,8.8
02290,15.6
04001,14.6
04003,16.8
04005,12.1
04007,21.8
04009,14.2
04011,13.1
04012,21.6
04013,11.0
04015,21.5
04017,17.8
04019,14.9
04021,14.7
04023,11.7
04025,18.3
04027,11.4
05001,24.6
05003,23.6
05005,21.1
05007,9.3
05009,19.5
05011,24.2
05013,27.3
05015,17.6
05017,24.3
05019,19.9
05021,23.9
05023,18.8
05025,22.5
05027,18.6
05029,22.8
05031,17.2
05033,19.4
05035,17.2
05037,20.5
05039,23.4
05041,20.0
05043,22.2
05045,13.9
05047,20.0
05049,24.4
05051,19.9
05053,18.1
05055,20.9
05057,19.1
05059,23.8
05061,18.2
05063,19.5
05065,23.7
05067,21.7
05069,18.2
05071,18.9
05073,23.5
05075,23.5
05077,24.3
05079,23.9
05081,21.3
05083,21.1
05085,14.1
05087,18.2
05089,24.8
05091,18.7
05093,19.8
05095,25.3
05097,28.0
05099,21.5
05101,22.2
05103,19.8
05105,22.2
05107,22.6
05109,26.1
05111,22.8
05113,23.5
05115,16.3
05117,22.2
05119,15.0
05121,21.8
05123,20.3
05125,16.9
05127,21.0
05129,21.0
05131,18.9
05133,13.3
05135,24.9
05137,22.8
05139,18.3
05141,23.4
05143,10.3
05145,16.1
05147,25.1
05149,19.7
06001,9.6
06003,24.3
06005,17.5
06007,17.2
06009,20.2
06011,12.1
06013,11.3
06015,22.5
06017,13.2
06019,13.1
06021,17.5
06023,16.7
06025,14.4
06027,13.7
06029,11.1
06031,12.1
06033,21.1
06035,17.0
06037,9.9
06039,12.7
06041,9.2
06043,18.1
06045,16.7
06047,14.7
06049,19.0
06051,7.3
06053,8.9
06055,11.6
06057,15.1
06059,8.6
06061,10.9
06063,20.1
06065,11.5
06067,12.5
06069,9.5
06071,11.0
06073,9.8
06075,10.6
06077,12.4
06079,11.1
06081,8.4
06083,9.6
06085,7.9
06087,10.5
06089,17.8
06091,13.8
06093,19.3
06095,12.3
06097,12.0
06099,13.3
06101,13.8
06103,20.6
06105,23.2
06107,12.3
06109,19.0
06111,10.9
06113,9.9
06115,16.6
08001,10.7
08003,19.3
08005,9.0
08007,13.9
08009,21.9
08011,25.9
08013,8.3
08014,8.3
08015,17.2
08017,13.8
08019,9.4
08021,21.4
08023,30.4
08025,25.4
08027,20.6
08029,18.0
08031,9.6
08033,22.5
08035,6.5
08037,4.6
08039,9.9
08041,12.2
08043,18.6
08045,8.3
08047,8.4
08049,5.4
08051,7.8
08053,20.5
08055,25.7
08057,6.2
08059,9.9
08061,15.2
08063,16.4
08065,11.1
08067,8.8
08069,9.8
08071,20.9
08073,17.9
08075,14.6
08077,14.7
08079,18.7
08081,10.8
08083,16.8
08085,17.1
08087,11.7
08089,20.6
08091,11.8
08093,10.6
08095,11.5
08097,4.5
08099,17.2
08101,19.3
08103,10.2
08105,17.2
08107,5.7
08109,18.3
08111,12.5
08113,9.6
08115,15.9
08117,6.1
08119,13.9
08121,12.2
08123,10.2
08125,13.4
09001,9.2
09003,11.9
09005,10.8
09007,10.6
09009,11.3
09011,12.9
09013,10.1
09015,14.1
10001,14.2
10003,10.7
10005,13.8
11001,11.7
12001,10.7
12003,17.3
12005,18.4
12007,19.0
12009,15.3
12011,11.1
12013,22.3
12015,21.5
12017,21.2
12019,13.3
12021,11.5
12023,19.0
12027,13.8
12029,26.4
12031,13.5
12033,15.0
12035,15.9
12037,20.4
12039,19.8
12041,20.1
12043,19.3
12045,19.1
12047,22.8
12049,10.8
12051,13.2
12053,19.1
12055,19.8
12057,11.6
12059,24.0
12061,16.7
12063,19.8
12065,16.5
12067,18.0
12069,16.3
12071,13.8
12073,11.1
12075,20.0
12077,21.9
12079,20.5
12081,14.1
12083,18.2
12085,14.9
12086,10.2
12087,11.7
12089,15.8
12091,14.8
12093,15.2
12095,10.6
12097,14.5
12099,12.3
12101,16.5
12103,15.1
12105,15.5
12107,18.2
12109,11.5
12111,15.8
12113,16.2
12115,16.0
12117,10.1
12119,20.2
12121,18.0
12123,22.5
12125,16.8
12127,16.7
12129,16.4
12131,16.6
12133,19.3
13001,20.2
13003,14.6
13005,17.8
13007,21.3
13009,15.4
13011,16.4
13013,13.0
13015,14.8
13017,18.0
13019,20.2
13021,15.5
13023,17.2
13025,23.8
13027,18.6
13029,11.4
13031,12.5
13033,15.3
13035,16.9
13037,17.0
13039,12.1
13043,19.2
13045,15.2
13047,14.0
13049,18.7
13051,13.5
13053,12.5
13055,18.1
13057,9.9
13059,10.5
13061,21.7
13063,10.6
13065,16.3
13067,8.5
13069,18.8
13071,14.5
13073,11.2
13075,17.5
13077,10.8
13079,16.9
13081,18.4
13083,16.3
13085,15.0
13087,17.2
13089,10.6
13091,18.4
13093,18.3
13095,15.3
13097,11.6
13099,16.0
13101,11.2
13103,12.9
13105,19.7
13107,18.1
13109,16.9
13111,23.0
13113,9.3
13115,15.3
13117,7.2
13119,21.5
13121,10.0
13123,20.5
13125,14.3
13127,16.2
13129,18.2
13131,19.5
13133,15.5
13135,7.2
13137,15.9
13139,11.1
13141,17.7
13143,17.5
13145,18.5
13147,18.4
13149,19.4
13151,10.7
13153,12.5
13155,21.9
13157,13.7
13159,18.1
13161,17.7
13163,15.6
13165,14.2
13167,19.3
13169,14.8
13171,13.8
13173,19.3
13175,12.4
13177,10.0
13179,13.4
13181,18.2
13183,16.3
13185,12.1
13187,16.3
13189,13.0
13191,27.1
13193,19.1
13195,18.1
13197,17.2
13199,20.9
13201,12.5
13205,17.0
13207,14.9
13209,19.0
13211,15.8
13213,15.2
13215,18.1
