cfips,pct_disabled
01001,19.3
01003,14.0
01005,22.2
01007,16.7
01009,14.2
01011,14.4
01013,17.7
01015,20.8
01017,16.7
01019,20.0
01021,17.7
01023,28.4
01025,17.1
01027,15.3
01029,22.6
01031,17.7
01033,18.7
01035,22.8
01037,22.6
01039,20.9
01041,21.1
01043,17.6
01045,21.3
01047,17.8
01049,15.5
01051,17.9
01053,18.8
01055,19.6
01057,25.7
01059,15.5
01061,21.5
01063,25.1
01065,21.1
01067,18.7
01069,17.8
01071,18.8
01073,15.5
01075,24.4
01077,14.7
01079,20.5
01081,13.2
01083,16.3
01085,25.0
01087,17.3
01089,13.1
01091,25.0
01093,25.9
01095,15.5
01097,14.0
01099,13.8
01101,16.2
01103,16.8
01105,25.2
01107,24.5
01109,17.1
01111,14.3
01113,18.8
01115,16.5
01117,11.2
01119,21.8
01121,19.3
01123,19.0
01125,12.0
01127,24.1
01129,24.5
01131,18.4
01133,25.2
02013,8.5
02016,7.7
02020,11.1
02050,10.6
02060,14.2
02068,13.7
02070,12.5
02090,11.3
02100,11.3
02105,15.5
02110,11.8
02122,14.6
02130,14.6
02150,12.8
02158,11.0
02164,13.9
02170,13.2
02180,10.0
02185,10.1
02188,10.1
02195,18.5
02198,21.4
02220,12.2
02230,11.0
02240,17.1
02261,12.2
02275,17.9
02282,8.7
02290,14.9
04001,14.7
04003,17.1
04005,11.9
04007,22.2
04009,13.0
04011,13.0
04012,22.5
04013,11.1
04015,22.5
04017,17.9
04019,15.2
04021,15.2
04023,12.4
04025,18.3
04027,12.0
05001,24.4
05003,23.1
05005,21.2
05007,9.5
05009,18.8
05011,21.4
05013,24.6
05015,15.7
05017,24.4
05019,19.6
05021,23.5
05023,17.8
05025,20.4
05027,18.5
05029,23.3
05031,17.5
05033,20.2
05035,17.0
05037,19.9
05039,23.2
05041,20.7
05043,20.4
05045,14.6
05047,21.0
05049,24.1
05051,20.5
05053,19.7
05055,23.0
05057,17.9
05059,23.7
05061,18.4
05063,19.7
05065,24.5
05067,22.2
05069,18.0
05071,20.3
05073,22.7
05075,23.7
05077,23.9
05079,23.5
05081,21.6
05083,21.0
05085,13.8
05087,19.1
05089,22.9
05091,19.3
05093,19.5
05095,23.6
05097,26.1
05099,22.2
05101,22.6
05103,19.2
05105,24.1
05107,22.8
05109,27.3
05111,21.8
05113,22.5
05115,16.7
05117,21.2
05119,15.5
05121,21.6
05123,18.9
05125,16.9
05127,22.1
05129,22.7
05131,18.8
05133,13.8
05135,26.6
05137,22.3
05139,16.9
05141,23.9
05143,10.3
05145,16.1
05147,24.3
05149,20.9
06001,9.4
06003,20.7
06005,18.5
06007,17.0
06009,21.4
06011,12.3
06013,11.2
06015,21.0
06017,13.3
06019,13.0
06021,16.8
06023,16.3
06025,14.4
06027,14.1
06029,11.2
06031,12.4
06033,20.1
06035,16.8
06037,9.9
06039,13.2
06041,8.9
06043,18.4
06045,16.8
06047,13.6
06049,18.1
06051,6.5
06053,8.9
06055,11.8
06057,14.9
06059,8.6
06061,10.7
06063,18.4
06065,11.4
06067,12.1
06069,9.4
06071,10.9
06073,9.8
06075,10.3
06077,12.4
06079,11.5
06081,8.5
06083,9.9
06085,7.9
06087,11.1
06089,17.8
06091,13.2
06093,19.4
06095,12.4
06097,12.1
06099,13.2
06101,13.8
06103,20.1
06105,21.4
06107,12.1
06109,19.0
06111,10.9
06113,9.3
06115,15.8
08001,10.5
08003,18.4
08005,9.0
08007,14.5
08009,21.1
08011,25.4
08013,8.1
08014,8.2
08015,16.9
08017,13.1
08019,9.7
08021,19.8
08023,28.1
08025,21.6
08027,18.4
08029,18.8
08031,9.7
08033,22.3
08035,6.6
08037,4.3
08039,10.0
08041,12.4
08043,18.8
08045,8.2
08047,8.7
08049,5.1
08051,7.8
08053,23.9
08055,23.8
08057,6.7
08059,9.9
08061,14.5
08063,14.1
08065,11.9
08067,8.9
08069,9.8
08071,21.6
08073,15.7
08075,13.8
08077,14.6
08079,17.3
