cfips,pct_housing_single_detached
08103,78.0
08105,70.5
08107,62.8
08109,70.6
08111,78.9
08113,57.8
08115,81.4
08117,49.7
08119,84.1
08121,84.3
08123,74.5
08125,80.2
09001,58.8
09003,57.5
09005,73.8
09007,70.4
09009,55.8
09011,65.2
09013,69.9
09015,68.4
10001,66.7
10003,55.1
10005,71.0
11001,12.2
12001,54.8
12003,58.1
12005,60.6
12007,58.5
12009,68.7
12011,45.5
12013,58.7
12015,72.4
12017,71.4
12019,73.7
12021,49.1
12023,52.7
12027,57.5
12029,46.6
12031,61.5
12033,71.7
12035,84.0
12037,63.9
12039,64.0
12041,48.2
12043,42.5
12045,70.6
12047,51.4
12049,60.8
12051,50.4
12053,75.3
12055,64.3
12057,58.1
12059,60.7
12061,69.2
12063,61.7
12065,56.9
12067,49.1
12069,68.5
12071,61.4
12073,54.0
12075,46.3
12077,52.2
12079,55.1
12081,58.7
12083,68.9
12085,58.9
12086,43.0
12087,55.9
12089,68.5
12091,68.2
12093,60.4
12095,58.2
12097,64.7
12099,50.2
12101,66.1
12103,53.0
12105,64.1
12107,49.8
12109,75.3
12111,73.5
12113,81.1
12115,63.5
12117,63.1
12119,84.0
12121,43.7
12123,64.4
12125,49.1
12127,69.0
12129,66.8
12131,67.6
12133,61.3
13001,59.5
13003,50.5
13005,57.1
13007,61.5
13009,59.9
13011,68.7
13013,84.2
13015,72.9
13017,65.1
13019,61.3
13021,67.0
13023,72.1
13025,46.7
13027,63.8
13029,74.7
13031,56.9
13033,57.7
13035,74.5
13037,56.3
13039,67.9
13043,55.1
13045,74.9
13047,74.3
13049,50.1
13051,64.0
13053,36.8
13055,68.0
13057,82.5
13059,47.2
13061,52.1
13063,65.7
13065,58.3
13067,66.6
13069,59.8
13071,55.8
13073,83.2
13075,60.2
13077,84.3
13079,54.7
13081,58.7
13083,69.6
13085,82.3
13087,67.3
13089,57.8
13091,56.7
13093,69.4
13095,62.9
13097,77.4
13099,69.2
13101,42.5
13103,71.2
13105,65.5
13107,60.9
13109,58.7
13111,80.3
13113,85.8
13115,72.7
13117,85.3
13119,61.8
13121,49.1
13123,70.4
13125,58.0
13127,65.8
13129,71.7
13131,63.0
13133,71.9
13135,73.3
13137,77.6
13139,73.7
13141,57.9
13143,74.4
13145,90.0
13147,68.4
13149,57.7
13151,83.4
13153,74.4
13155,66.5
13157,78.4
13159,77.8
13161,60.3
13163,58.2
13165,60.5
13167,58.9
13169,70.9
13171,76.9
13173,67.9
13175,64.2
13177,75.8
13179,59.3
13181,63.7
13183,56.5
13185,67.5
13187,68.8
13189,65.3
13191,61.2
13193,58.0
13195,70.3
13197,53.8
13199,74.0
13201,72.7
13205,64.3
13207,71.7
13209,60.4
13211,78.5
13213,60.8
13215,67.0
13217,84.2
13219,87.6
13221,65.8
13223,90.7
13225,67.8
13227,75.9
13229,61.4
13231,84.8
13233,77.0
13235,72.2
13237,57.8
13239,52.3
13241,72.9
13243,65.5
13245,64.7
13247,78.3
13249,58.7
13251,57.1
13253,63.9
13255,78.6
13257,67.2
13259,57.4
13261,65.4
13263,62.2
13265,57.7
13267,58.5
13269,55.9
13271,65.2
13273,70.3
13275,67.3
13277,61.7
13279,62.1
13281,79.1
13283,53.5
13285,73.8
13287,70.5
13289,64.7
13291,81.7
13293,74.1
13295,78.4
13297,84.0
13299,65.2
13301,49.9
13303,58.2
13305,62.3
13307,52.2
13309,63.1
13311,74.2
13313,65.2
13315,65.8
13317,74.6
13319,68.6
13321,57.9
15001,81.8
15003,46.9
15005,87.2
15007,79.7
15009,66.8
16001,75.2
16003,82.7
16005,67.9
16007,85.6
16009,70.9
16011,77.2
16013,66.9
16015,82.6
16017,75.5
16019,71.7
16021,79.9
16023,80.7
16025,84.0
16027,78.7
16029,83.4
16031,79.1
16033,67.9
16035,72.3
16037,76.0
16039,69.3
16041,86.8
16043,79.6
16045,78.1
16047,72.1
16049,78.7
16051,83.3
16053,79.2
16055,73.6
16057,52.3
16059,78.4
16061,75.0
16063,71.3
16065,44.3
16067,81.1
16069,71.5
16071,91.0
16073,72.4
16075,71.8
16077,63.0
16079,77.7
16081,78.2
16083,77.0
16085,81.6
16087,79.1
17001,77.2
17003,73.5
17005,80.6
17007,80.9
17009,80.1
17011,86.3
17013,83.2
17015,84.8
17017,77.7
17019,55.2
17021,84.4
17023,81.9
17025,70.1
17027,82.6
17029,70.6
17031,41.9
17033,82.8
17035,83.1
17037,58.9
17039,83.2
17041,80.9
17043,60.2
17045,85.7
17047,76.5
17049,77.3
17051,81.1
17053,85.6
17055,78.2
17057,86.6
17059,68.3
17061,84.0
17063,71.9
17065,75.3
17067,87.9
17069,75.0
17071,85.4
17073,88.4
17075,84.9
17077,57.2
17079,84.8
17081,70.1
17083,86.3
17085,83.7
17087,74.2
17089,70.0
17091,72.3
17093,76.6
17095,79.0
17097,67.9
17099,80.3
17101,76.1
17103,81.9
17105,79.5
17107,83.2
17109,71.1
17111,77.5
17113,64.0
17115,79.7
17117,83.7
17119,79.4
17121,71.1
17123,89.6
17125,87.1
17127,70.1
17129,87.9
17131,87.6
17133,82.9
17135,85.7
17137,76.3
17139,83.2
17141,80.4
17143,73.9
17145,78.8
17147,88.2
17149,84.1
17151,75.4
17153,70.2
17155,89.1
17157,77.0
17159,79.9
17161,72.8
17163,71.6
17165,75.7
17167,73.2
17169,78.0
17171,83.0
17173,84.7
17175,90.1
17177,74.4
17179,81.2
17181,75.9
17183,80.6
17185,78.5
17187,84.9
17189,84.4
17191,70.8
17193,78.6
17195,81.8
17197,75.9
17199,72.7
17201,71.3
17203,85.7
18001,80.7
18003,75.2
18005,75.3
18007,87.9
18009,80.9
18011,78.4
18013,87.3
18015,88.1
18017,82.7
18019,74.1
18021,80.4
18023,80.1
18025,71.4
18027,81.2
18029,81.9
18031,79.0
18033,78.3
18035,74.3
18037,79.9
18039,74.0
18041,83.7
18043,80.0
18045,83.9
18047,85.0
18049,81.3
18051,76.7
18053,80.1
18055,74.4
18057,77.0
18059,83.6
18061,79.3
18063,82.3
18065,83.8
18067,77.3
18069,85.6
18071,77.4
18073,81.6
18075,83.0
18077,75.3
18079,75.7
18081,76.3
18083,73.4
18085,76.7
18087,84.6
18089,73.2
18091,77.5
18093,78.2
18095,80.6
18097,61.8
18099,81.4
18101,77.9
18103,77.5
18105,55.6
18107,75.3
18109,81.2
18111,90.1
18113,80.0
18115,76.7
18117,74.0
18119,72.6
18121,82.0
18123,78.5
18125,79.1
18127,74.1
18129,86.9
18131,81.7
18133,78.4
18135,85.2
18137,78.8
18139,86.2
18141,77.8
18143,74.9
18145,81.7
18147,83.0
18149,87.3
18151,76.7
18153,77.1
18155,74.5
18157,62.5
18159,84.6
18161,78.0
18163,72.3
18165,82.8
18167,73.5
18169,79.4
18171,91.9
18173,81.8
18175,74.4
18177,79.0
18179,81.8
18181,85.2
18183,85.3
19001,84.0
19003,88.9
19005,80.3
19007,80.3
19009,92.7
19011,88.7
19013,70.9
19015,81.7
19017,85.5
19019,85.4
19021,78.4
19023,89.3
19025,89.4
19027,83.5
19029,81.9
19031,84.7
19033,77.3
19035,87.2
19037,87.3
19039,75.7
19041,79.5
19043,83.8
19045,79.6
19047,79.3
19049,65.4
19051,89.5
19053,78.4
19055,88.1
19057,76.9
19059,78.8
19061,72.8
19063,89.3
19065,88.2
19067,81.6
19069,90.4
19071,88.3
19073,88.1
19075,85.7
19077,89.2
19079,81.9
19081,89.1
19083,84.3
19085,87.0
19087,76.9
19089,90.0
19091,84.5
19093,88.2
19095,82.1
19097,81.9
19099,80.3
19101,73.5
19103,50.1
19105,80.4
19107,89.8
19109,85.9
19111,79.1
19113,68.8
19115,78.3
19117,84.5
19119,93.1
19121,84.5
19123,80.6
19125,77.6
19127,77.4
19129,87.2
19131,86.1
19133,87.2
19135,78.7
19137,85.6
19139,77.1
19141,82.9
19143,91.2
19145,81.5
19147,84.7
19149,85.6
19151,91.2
19153,65.4
19155,75.8
19157,75.2
19159,85.3
19161,92.1
19163,71.3
19165,88.1
19167,83.4
19169,53.7
19171,88.3
19173,86.4
19175,76.8
19177,86.0
19179,81.3
19181,77.4
19183,80.4
19185,84.9
19187,79.4
19189,85.7
19191,84.0
19193,75.1
19195,88.6
19197,84.7
20001,81.8
20003,89.5
20005,81.4
20007,86.5
20009,81.9
20011,82.5
20013,87.6
20015,81.1
20017,85.3
20019,83.4
20021,82.5
20023,89.9
20025,83.4
20027,88.0
20029,90.2
20031,84.5
20033,90.8
20035,81.6
20037,77.2
20039,87.2
20041,83.3
20043,82.3
20045,56.5
20047,88.5
20049,82.1
20051,72.0
20053,87.5
20055,66.7
20057,67.6
20059,78.5
20061,52.3
20063,88.4
20065,87.5
20067,69.4
20069,84.2
20071,81.5
20073,87.7
20075,87.0
20077,87.2
20079,81.5
20081,71.8
20083,94.0
20085,82.6
20087,89.5
20089,90.7
20091,68.0
20093,76.5
20095,90.2
20097,86.6
20099,85.4
20101,92.3
20103,77.5
20105,88.7
20107,79.5
20109,83.9
20111,71.3
20113,78.5
20115,85.5
20117,89.4
20119,83.7
20121,86.3
20123,88.5
20125,79.6
20127,87.2
20129,87.3
20131,85.0
20133,82.7
20135,92.3
20137,89.8
20139,80.6
20141,90.5
20143,88.1
20145,84.5
20147,84.7
20149,81.7
20151,83.1
20153,92.1
20155,78.6
20157,86.2
20159,90.6
20161,49.5
20163,89.6
20165,91.2
20167,92.1
20169,77.4
20171,82.9
20173,72.9
20175,68.9
20177,74.1
20179,92.9
20181,83.2
20183,93.3
20185,91.9
20187,64.5
20189,72.4
20191,82.0
20193,75.1
20195,90.8
20197,91.9
20199,87.3
20201,88.9
20203,79.9
20205,79.6
20207,87.4
20209,70.0
21001,71.0
21003,73.0
21005,78.6
21007,75.9
21009,73.8
21011,59.3
21013,63.8
21015,70.3
21017,76.0
21019,76.7
21021,74.9
21023,70.4
21025,52.7
21027,69.4
21029,80.7
21031,67.7
21033,79.2
21035,65.7
21037,66.5
21039,75.4
21041,62.7
21043,66.3
21045,68.7
21047,65.2
21049,72.5
21051,63.0
21053,64.4
21055,78.8
21057,73.5
21059,76.1
21061,75.1
21063,59.9
21065,68.3
21067,61.5
21069,61.9
21071,60.7
21073,68.3
21075,71.6
21077,61.4
21079,84.1
21081,56.4
21083,77.4
21085,75.9
21087,74.1
21089,79.3
21091,68.3
21093,68.0
21095,69.4
21097,71.0
21099,72.9
21101,67.3
21103,77.6
21105,82.7
21107,74.9
21109,67.9
21111,66.5
21113,73.1
21115,62.8
21117,67.9
21119,58.2
21121,56.8
21123,76.7
21125,64.7
21127,58.5
21129,63.9
21131,60.0
21133,62.9
21135,69.2
21137,76.4
21139,77.2
21141,80.2
21143,75.2
21145,67.7
21147,61.0
21149,75.7
21151,62.4
21153,45.9
21155,77.6
21157,80.1
21159,59.9
21161,75.8
21163,65.6
21165,71.0
21167,79.2
21169,70.4
21171,73.4
21173,64.1
21175,57.8
21177,72.4
21179,81.2
21181,64.7
21183,73.6
21185,88.5
21187,62.4
21189,61.7
21191,72.0
21193,62.5
21195,55.1
21197,67.2
21199,68.6
21201,73.1
21203,61.9
21205,55.7
21207,71.8
21209,75.8
21211,79.1
21213,75.7
21215,87.6
21217,73.4
21219,76.8
21221,77.9
21223,67.2
21225,77.6
21227,66.2
21229,77.4
21231,69.6
21233,74.0
21235,68.1
21237,60.2
21239,82.8
22001,75.5
22003,70.2
22005,74.6
22007,67.3
22009,73.1
22011,63.7
22013,58.1
22015,68.8
22017,69.6
22019,68.3
22021,65.6
22023,63.3
22025,65.3
22027,68.0
22029,68.8
22031,59.5
22033,67.2
22035,68.8
22037,62.8
22039,76.8
22041,67.7
22043,70.1
22045,68.0
22047,72.5
22049,72.4
22051,67.3
22053,73.9
22055,68.2
22057,73.7
22059,72.7
22061,59.1
22063,70.8
22065,75.5
22067,73.9
22069,58.5
22071,48.5
22073,67.8
22075,53.2
22077,74.9
22079,68.2
22081,61.2
22083,71.4
22085,53.6
22087,74.2
22089,80.0
22091,63.5
22093,74.3
22095,81.1
22097,69.8
22099,68.5
22101,70.9
22103,79.5
22105,66.2
22107,85.6
22109,69.2
22111,66.4
22113,72.5
22115,51.6
22117,72.0
22119,69.1
22121,72.4
22123,69.8
22125,69.1
22127,68.7
23001,59.8
23003,70.3
23005,63.7
23007,75.4
23009,76.6
23011,65.4
23013,73.9
23015,76.7
23017,75.0
23019,63.2
23021,73.8
23023,70.3
23025,70.9
23027,73.3
23029,73.3
23031,67.8
24001,73.9
24003,61.0
24005,47.8
24009,85.9
24011,80.4
24013,77.7
24015,70.6
24017,71.1
24019,74.1
24021,61.8
24023,79.5
24025,60.9
24027,51.6
24029,77.5
24031,47.9
24033,52.4
24035,85.0
24037,75.2
24039,64.8
24041,75.6
24043,62.6
24045,69.9
24047,73.1
24510,15.3
25001,80.5
25003,64.7
25005,55.0
25007,87.7
25009,51.7
25011,66.1
25013,57.2
25015,62.2
25017,49.1
25019,81.0
25021,58.3
25023,70.3
25025,13.9
25027,58.1
26001,89.0
26003,84.5
26005,77.2
26007,81.6
26009,86.8
26011,80.4
26013,82.3
26015,87.0
26017,77.7
26019,89.8
26021,75.6
26023,76.6
26025,73.4
26027,83.6
26029,79.3
26031,84.3
26033,70.9
26035,79.6
26037,80.1
26039,83.2
26041,79.3
26043,82.3
26045,71.8
26047,73.1
26049,74.8
26051,77.3
26053,83.7
26055,72.7
26057,78.5
26059,79.9
26061,71.7
26063,84.6
26065,62.7
26067,74.1
26069,82.3
26071,84.6
26073,60.5
26075,77.2
26077,65.1
26079,78.5
26081,67.3
26083,84.1
26085,71.7
26087,83.2
26089,89.1
26091,79.6
26093,81.0
26095,85.1
26097,77.5
26099,69.2
26101,83.3
26103,72.2
26105,76.3
26107,68.7
26109,80.9
26111,75.3
26113,80.1
26115,78.0
26117,76.1
26119,88.3
26121,77.5
26123,72.3
26125,69.7
26127,76.7
26129,83.1
26131,87.2
26133,76.8
26135,83.9
26137,79.8
26139,69.7
26141,89.5
26143,85.2
26145,77.1
26147,78.3
26149,81.0
26151,80.8
26153,86.9
26155,82.4
26157,81.8
26159,75.9
26161,58.4
26163,71.2
26165,75.4
27001,80.6
27003,72.2
27005,76.1
27007,69.4
27009,65.3
27011,79.0
27013,60.1
27015,82.3
27017,81.7
27019,71.6
27021,81.1
27023,77.4
27025,85.1
27027,64.0
27029,75.8
27031,79.0
27033,85.4
27035,77.9
27037,58.7
27039,82.6
27041,73.8
27043,86.2
27045,84.3
27047,78.6
27049,72.5
27051,83.3
27053,54.4
27055,82.7
27057,79.9
27059,81.4
27061,78.5
27063,89.9
27065,77.9
27067,77.3
27069,83.0
27071,78.7
27073,87.4
27075,86.1
27077,74.5
27079,83.7
27081,87.6
27083,73.0
27085,73.8
27087,77.6
27089,77.5
27091,81.6
27093,81.3
27095,74.0
27097,78.0
27099,78.5
27101,89.0
27103,67.9
27105,78.5
27107,86.0
27109,67.4
27111,77.2
27113,70.6
27115,77.0
27117,81.2
27119,75.2
27121,81.7
27123,53.9
27125,78.4
27127,86.4
27129,87.0
27131,70.2
27133,85.1
27135,72.9
27137,73.1
27139,72.2
27141,81.5
27143,85.4
27145,70.6
27147,76.5
27149,81.3
27151,78.7
27153,82.6
27155,86.8
27157,78.2
27159,80.3
27161,81.2
27163,68.6
27165,80.7
27167,81.1
27169,69.4
27171,77.8
27173,88.1
28001,75.4
28003,75.3
28005,64.4
28007,69.0
28009,71.5
28011,69.5
28013,75.3
28015,72.0
28017,70.5
28019,73.0
28021,57.7
28023,66.3
28025,72.1
28027,66.2
28029,68.7
28031,70.4
28033,83.2
28035,63.9
28037,63.7
28039,73.1
28041,69.5
28043,75.2
28045,73.5
28047,64.3
28049,71.2
28051,55.5
28053,81.0
28055,54.2
28057,74.7
28059,76.6
28061,62.7
28063,59.2
28065,74.0
28067,68.4
28069,72.1
28071,67.1
28073,68.8
28075,65.8
28077,68.5
28079,66.7
28081,70.7
28083,72.1
28085,68.8
28087,72.9
28089,76.8
28091,68.7
28093,71.0
28095,71.0
28097,80.9
28099,72.5
28101,69.4
28103,58.7
28105,54.7
28107,65.4
28109,71.5
28111,62.7
28113,65.9
28115,69.5
28117,73.5
28119,74.7
28121,73.0
28123,66.5
28125,60.3
28127,72.5
28129,71.6
28131,73.1
28133,78.5
28135,70.7
28137,68.9
28139,67.8
28141,75.6
28143,44.4
28145,71.1
28147,69.7
28149,68.6
28151,74.2
28153,64.9
28155,75.1
28157,61.5
28159,74.4
28161,68.7
28163,66.7
29001,68.7
29003,84.4
29005,87.5
29007,82.3
29009,75.2
29011,77.2
29013,81.0
29015,75.6
29017,82.1
29019,59.8
29021,75.4
29023,73.7
29025,82.0
29027,71.9
29029,71.7
29031,72.0
29033,85.4
29035,76.9
29037,79.9
29039,75.5
29041,82.0
29043,80.1
29045,75.3
29047,73.6
29049,85.0
29051,72.5
29053,79.9
29055,74.8
29057,79.9
29059,74.6
29061,85.1
29063,74.1
29065,72.0
29067,82.8
29069,78.4
29071,76.5
29073,84.2
29075,87.0
29077,71.1
29079,82.4
29081,82.2
29083,75.1
29085,60.7
29087,80.3
29089,81.1
29091,73.8
29093,73.8
29095,68.6
29097,77.6
29099,80.0
29101,65.4
29103,85.8
29105,69.7
29107,78.5
29109,80.7
29111,76.2
29113,76.4
29115,82.6
29117,79.4
29119,68.7
29121,75.4
29123,80.1
29125,78.6
29127,75.9
29129,87.1
29131,74.6
29133,75.8
29135,83.5
29137,76.1
29139,79.4
29141,75.0
29143,72.0
29145,77.1
29147,68.6
29149,78.5
29151,85.9
29153,76.7
29155,74.4
29157,79.3
29159,79.2
29161,66.1
29163,77.4
29165,68.8
29167,76.3
29169,64.7
29171,83.3
29173,88.4
29175,73.9
29177,84.3
29179,81.0
29181,72.5
29183,76.4
29185,73.0
29186,83.1
29187,72.7
29189,73.0
29195,77.8
29197,75.3
29199,82.4
29201,75.0
29203,77.5
29205,79.2
29207,78.6
29209,75.9
29211,79.6
29213,58.9
29215,75.4
29217,79.0
29219,74.3
29221,61.7
29223,70.2
29225,79.6
29227,85.0
29229,73.7
29510,45.3
30001,72.7
30003,75.1
30005,77.0
30007,79.4
30009,79.6
30011,69.9
30013,68.0
30015,81.6
30017,71.4
30019,86.3
30021,72.6
30023,80.7
30025,80.1
30027,80.8
30029,70.6
30031,58.3
30033,74.7
30035,69.9
30037,76.6
30039,77.8
30041,72.8
30043,87.7
30045,81.1
30047,75.1
30049,67.6
30051,62.6
30053,77.7
30055,85.2
30057,79.6
30059,77.6
30061,65.7
30063,59.4
30065,79.7
30067,71.4
30069,76.5
30071,80.5
30073,77.2
30075,72.2
30077,83.1
30079,81.7
30081,77.5
30083,69.3
30085,84.4
30087,68.2
30089,80.9
30091,83.8
30093,74.2
30095,79.8
30097,78.4
30099,83.6
30101,69.7
30103,79.2
30105,77.1
30107,80.2
30109,82.5
30111,65.6
31001,76.1
31003,89.6
31005,89.8
31007,91.2
31009,83.1
31011,90.3
31013,76.3
31015,91.6
31017,85.0
31019,67.2
31021,87.4
31023,88.2
31025,87.1
31027,92.8
31029,88.3
31031,78.7
31033,76.4
31035,88.7
31037,82.7
31039,86.5
31041,89.4
31043,67.1
31045,79.9
31047,74.3
31049,88.4
31051,88.8
31053,74.7
31055,68.8
31057,85.8
31059,91.0
31061,94.8
31063,90.0
31065,89.6
31067,84.6
31069,90.7
31071,90.0
31073,89.6
31075,89.6
31077,90.5
31079,69.0
31081,87.3
31083,90.4
31085,92.8
31087,87.2
31089,86.9
31091,84.9
31093,86.0
31095,91.1
31097,86.2
31099,85.5
31101,80.1
31103,86.5
31105,83.3
31107,89.8
31109,61.8
31111,72.9
31113,83.6
31115,85.4
31117,88.5
31119,71.8
31121,84.5
31123,88.8
31125,93.6
31127,83.6
31129,89.7
31131,83.1
31133,94.2
31135,90.1
31137,85.0
31139,88.9
31141,79.5
31143,91.8
31145,80.3
31147,91.5
31149,86.8
31151,84.8
31153,74.9
31155,86.3
31157,78.3
31159,79.6
31161,81.3
31163,88.8
31165,85.5
31167,87.2
31169,91.3
31171,92.8
31173,83.0
31175,85.4
31177,84.3
31179,76.2
31181,87.5
31183,84.7
31185,81.9
32001,69.7
32003,61.9
32005,77.3
32007,66.8
32009,32.2
32011,56.7
32013,51.7
32015,41.0
32017,69.1
32019,75.3
32021,77.7
32023,55.9
32027,45.4
32029,80.1
32031,61.5
32033,74.8
32510,58.0
33001,70.8
33003,78.3
33005,67.2
33007,66.5
33009,62.8
33011,58.3
33013,64.0
33015,66.1
33017,56.9
33019,69.3
34001,60.9
34003,54.2
34005,65.4
34007,57.1
34009,70.1
34011,67.9
34013,33.9
34015,74.4
34017,9.7
34019,75.2
34021,50.8
34023,53.4
34025,67.3
34027,66.8
34029,75.3
34031,42.3
34033,75.6
34035,60.3
34037,81.5
34039,52.3
34041,66.8
35001,66.3
35003,68.8
35005,75.1
35006,60.9
35007,68.8
35009,72.0
35011,77.5
35013,59.7
35015,72.2
35017,62.8
35019,59.0
35021,72.5
35023,53.1
35025,68.4
35027,62.5
35028,63.4
35029,50.7
35031,63.3
35033,59.0
35035,63.0
35037,69.9
35039,55.5
35041,67.3
35043,82.8
35045,56.7
35047,49.8
35049,64.6
35051,50.4
35053,57.9
35055,67.5
35057,53.7
35059,85.7
35061,66.2
36001,52.0
36003,75.9
36005,5.8
36007,63.9
36009,69.6
36011,68.4
36013,70.1
36015,70.0
36017,61.6
36019,60.6
36021,72.0
36023,65.7
36025,71.4
36027,64.1
36029,61.1
36031,72.8
36033,71.2
36035,68.8
36037,73.2
36039,72.2
36041,87.2
36043,69.0
36045,56.1
36047,5.2
36049,75.8
36051,70.0
36053,73.3
36055,64.7
36057,60.0
36059,77.0
36061,1.3
36063,71.9
36065,64.0
36067,65.1
36069,66.8
36071,63.1
36073,73.9
36075,67.6
36077,67.6
36079,77.5
36081,19.5
36083,58.4
36085,35.0
36087,57.5
36089,69.9
36091,63.0
36093,62.6
36095,71.0
36097,72.5
36099,71.6
36101,68.1
36103,79.8
36105,69.0
36107,69.8
36109,51.4
36111,68.7
36113,67.7
36115,74.2
36117,74.6
36119,44.6
36121,76.3
36123,79.9
37001,67.5
37003,66.2
37005,74.3
37007,67.6
37009,68.4
37011,68.4
37013,65.3
37015,60.8
37017,57.3
37019,70.4
37021,62.4
37023,67.7
37025,80.4
37027,71.0
37029,82.2
37031,69.9
37033,68.6
37035,68.1
37037,72.8
37039,73.8
37041,63.3
37043,82.1
37045,71.7
37047,62.2
37049,68.7
37051,65.0
37053,80.1
37055,82.7
37057,72.6
37059,76.1
37061,57.7
37063,57.8
37065,58.8
37067,68.0
37069,70.5
37071,73.3
37073,70.1
37075,66.8
37077,69.7
37079,57.6
37081,64.3
37083,64.5
37085,69.4
37087,71.3
37089,68.3
37091,64.4
37093,73.5
37095,80.6
37097,73.0
37099,66.9
37101,73.1
37103,62.3
37105,71.1
37107,58.8
37109,72.1
37111,60.8
37113,73.5
37115,68.9
37117,68.7
37119,60.4
37121,72.4
37123,73.1
37125,71.9
37127,65.3
37129,63.9
37131,75.2
37133,62.8
37135,60.5
37137,69.6
37139,70.5
37141,71.7
37143,75.8
37145,70.8
37147,51.9
37149,72.4
37151,65.4
37153,63.8
37155,52.0
37157,73.1
37159,70.7
37161,70.5
37163,58.5
37165,61.3
37167,79.6
37169,70.3
37171,67.5
37173,67.4
37175,73.4
37177,68.5
37179,87.7
37181,60.9
37183,61.4
37185,61.1
37187,62.0
37189,65.1
37191,59.1
37193,67.8
37195,65.4
37197,70.6
37199,66.2
38001,72.7
38003,71.9
38005,75.0
38007,86.4
38009,83.8
