cfips,pct_housing_vacant,pct_housing_occupant_ratio_lt1,pct_housing_grapi_gt35
08063,15.1,98.7,34.6
08065,27.7,99.4,44.5
08067,20.4,97.8,45.0
08069,7.2,98.8,45.6
08071,21.0,98.9,42.1
08073,22.3,99.7,34.7
08075,8.0,96.4,34.0
08077,7.0,97.7,42.1
08079,71.2,100.0,31.9
08081,15.8,97.8,42.9
08083,13.9,98.5,35.5
08085,10.1,98.6,43.5
08087,8.0,94.3,32.1
08089,13.1,98.4,38.5
08091,30.0,98.9,44.0
08093,50.3,99.0,48.1
08095,15.7,96.0,13.8
08097,46.4,97.4,27.9
08099,17.5,96.1,21.5
08101,8.5,97.5,43.2
08103,24.9,96.5,25.5
08105,30.7,95.9,37.0
08107,40.5,98.0,39.0
08109,29.2,96.5,35.4
08111,60.5,97.6,18.9
08113,46.7,97.6,39.2
08115,18.9,98.0,47.6
08117,62.7,93.8,35.0
08119,21.2,97.6,51.9
08121,13.1,97.0,29.4
08123,3.8,96.9,41.6
08125,8.6,96.6,32.3
09001,7.8,97.4,45.0
09003,7.0,98.3,41.7
09005,15.2,98.9,40.3
09007,11.4,99.2,38.8
09009,9.6,98.0,43.5
09011,11.5,98.8,35.7
09013,6.5,98.8,42.2
09015,8.5,99.0,36.9
10001,7.9,98.2,43.4
10003,6.6,98.7,37.3
10005,33.2,97.8,45.7
11001,9.7,96.4,36.0
12001,14.2,98.0,52.3
12003,12.6,97.9,26.0
12005,29.3,97.4,42.0
12007,15.8,98.1,40.0
12009,15.9,98.5,41.9
12011,14.7,95.9,51.9
12013,25.0,98.1,35.3
12015,24.6,98.6,50.1
12017,19.4,99.1,45.1
12019,7.8,98.3,40.3
12021,32.2,96.3,48.0
12023,13.5,97.1,34.7
12027,18.9,95.5,44.4
12029,34.4,95.1,33.9
12031,10.5,97.9,38.9
12033,14.2,98.4,40.7
12035,16.6,99.2,47.2
12037,46.5,97.0,43.0
12039,16.5,97.1,41.0
12041,11.9,97.2,32.0
12043,31.6,93.1,18.7
12045,39.1,97.8,44.7
12047,24.9,95.8,39.2
12049,18.3,90.6,39.2
12051,13.8,92.7,46.8
12053,12.6,98.6,45.8
12055,23.6,97.8,39.3
12057,8.6,97.0,43.1
12059,18.2,97.9,37.2
12061,24.9,98.8,45.9
12063,16.9,97.4,45.6
12065,17.1,98.8,33.2
12067,30.8,94.9,37.0
12069,14.2,98.1,44.7
12071,28.0,97.6,44.4
12073,11.3,97.9,48.5
12075,18.3,97.4,43.5
12077,28.1,98.9,37.2
12079,20.5,96.9,44.4
12081,22.9,97.6,45.1
12083,14.7,97.7,40.3
12085,19.5,98.7,45.3
12086,12.6,93.7,54.1
12087,39.0,95.1,47.8
12089,16.6,98.6,37.3
12091,19.0,98.1,38.8
12093,22.1,96.2,44.0
12095,14.3,96.5,46.0
12097,29.7,96.6,49.9
12099,18.0,96.9,50.9
12101,15.2,98.4,42.9
12103,19.1,98.1,44.6
12105,19.9,96.8,41.6
12107,20.5,97.5,39.1
12109,18.2,98.8,45.7
12111,17.6,97.6,45.7
12113,10.0,98.0,38.7
12115,22.7,98.6,45.0
12117,7.3,97.5,41.1
12119,18.7,99.1,56.1
12121,22.2,96.2,32.3
12123,35.6,95.9,40.3
12125,13.3,95.5,20.7
12127,16.0,98.9,47.4
12129,16.8,97.5,26.6
12131,46.6,97.7,42.8
12133,17.5,97.8,30.4
13001,22.6,98.0,43.6
13003,15.9,96.9,25.6
13005,22.3,97.2,28.8
13007,21.3,98.1,26.3
13009,19.1,98.3,48.4
13011,11.0,97.4,43.7
13013,6.1,97.9,38.1
13015,9.1,97.8,36.0
13017,17.5,97.7,34.4
13019,16.1,98.7,30.3
13021,17.1,98.3,47.3
13023,20.2,97.8,34.9
13025,17.3,98.5,32.9
13027,18.2,96.5,58.4
13029,8.6,98.8,42.5
13031,11.2,98.1,41.4
13033,21.3,97.7,37.5
13035,11.8,97.7,32.9
13037,28.0,98.7,30.1
13039,11.5,98.8,37.6
13043,15.5,94.6,41.0
13045,7.7,98.3,36.2
13047,8.8,97.4,31.1
13049,15.7,97.3,36.0
13051,13.0,98.3,40.6
13053,23.7,97.3,32.6
13055,17.1,94.5,38.3
13057,4.5,98.8,41.9
13059,5.9,98.2,49.0
13061,39.2,99.2,43.1
13063,8.6,96.7,43.0
13065,20.6,95.7,32.5
13067,6.3,98.3,35.9
13069,14.5,97.1,33.8
13071,15.2,96.5,36.9
13073,17.8,99.2,29.7
13075,16.8,97.9,49.6
13077,4.5,98.2,40.2
13079,15.0,98.8,22.9
13081,21.6,97.8,48.0
13083,15.9,97.3,30.0
13085,19.4,96.2,31.4
13087,20.7,93.4,31.4
13089,9.7,97.6,43.3
13091,23.7,97.9,35.8
13093,20.0,95.0,26.9
13095,15.6,98.3,44.3
13097,6.1,97.3,36.6
13099,15.7,95.4,44.6
13101,16.4,97.0,40.2
13103,7.0,98.6,28.5
13105,20.2,96.1,35.6
13107,16.7,97.2,33.0
13109,15.7,95.2,30.4
13111,36.1,98.5,26.0
13113,5.1,98.9,33.0
13115,11.1,97.0,41.7
13117,4.3,98.7,38.3
13119,21.5,98.7,29.1
13121,10.9,97.9,39.6
13123,28.1,96.2,34.3
13125,27.1,94.2,43.4
13127,21.4,98.5,35.8
13129,10.0,96.3,35.2
13131,16.4,95.6,41.3
13133,27.0,99.6,40.0
13135,4.2,97.2,43.8
13137,17.9,97.9,31.5
13139,12.1,95.0,40.5
13141,43.3,99.5,50.5
13143,8.5,98.8,30.5
13145,13.3,99.1,28.2
13147,22.4,98.1,40.9
13149,11.1,98.1,38.8
13151,5.7,98.9,35.1
13153,9.1,97.7,34.6
13155,14.9,97.9,33.1
13157,7.0,98.0,31.5
13159,18.0,97.4,35.7
13161,21.3,96.2,37.7
13163,23.2,96.7,39.2
13165,25.7,98.3,44.7
13167,15.6,95.1,47.2
13169,8.4,97.5,44.0
13171,12.7,99.6,34.0
13173,13.9,98.6,42.8
13175,20.6,97.5,40.7
13177,7.0,99.0,31.0
13179,15.8,97.7,36.4
13181,33.3,98.7,46.8
13183,14.7,98.1,53.7
13185,11.9,97.9,39.2
13187,13.8,98.7,43.7
13189,12.1,99.3,42.4
13191,34.1,99.8,46.0
13193,23.8,98.4,37.8
13195,11.7,97.2,43.7
13197,19.0,99.2,26.4
13199,17.8,98.8,37.2
13201,15.2,93.5,38.3
13205,11.8,97.4,37.7
13207,9.1,98.7,43.3
13209,23.5,98.1,48.5
13211,10.5,97.7,24.3
13213,10.3,96.4,29.4
13215,13.4,97.7,41.8
13217,5.5,98.5,50.9
13219,5.5,98.9,30.3
13221,18.3,98.0,32.9
13223,5.3,98.7,29.7
13225,13.7,98.5,39.4
13227,13.9,96.8,35.0
13229,12.9,98.9,38.2
13231,12.8,98.5,37.3
13233,9.6,96.3,43.1
13235,19.6,94.5,48.7
13237,28.7,97.6,39.2
13239,53.2,97.0,27.0
13241,44.6,98.6,56.3
13243,29.2,97.0,37.7
13245,18.6,98.4,47.0
13247,7.1,96.7,41.9
13249,17.0,99.7,44.2
13251,27.3,97.0,35.6
13253,30.6,95.2,37.1
13255,7.0,98.9,41.9
13257,20.9,98.9,35.7
13259,21.4,99.0,21.5
13261,17.7,98.3,40.9
13263,15.9,97.5,28.9
13265,37.4,99.4,40.5
13267,16.9,95.7,22.0
13269,21.6,99.9,62.5
13271,38.5,96.1,46.0
13273,19.4,95.5,48.6
13275,14.6,98.3,43.2
13277,11.8,98.7,33.7
13279,19.9,96.7,31.0
13281,39.6,99.0,37.3
13283,20.2,99.0,35.5
13285,12.9,97.2,46.5
13287,18.5,99.7,37.1
13289,27.8,97.7,28.5
13291,31.1,95.9,36.7
13293,14.4,99.1,45.3
13295,13.6,98.4,35.6
13297,6.5,98.0,43.9
13299,18.7,98.7,38.4
13301,24.3,99.0,33.9
13303,17.9,97.7,40.7
13305,14.9,97.8,29.9
13307,27.4,100.0,49.0
13309,32.4,98.5,41.4
13311,28.2,97.5,38.7
13313,9.5,94.8,30.8
13315,27.8,98.7,39.8
13317,20.3,98.9,50.3
13319,26.4,97.6,49.0
13321,14.7,99.3,36.8
15001,19.0,92.3,41.4
15003,10.2,91.2,47.0
15005,15.7,100.0,1.1
15007,25.4,91.8,37.0
15009,24.4,90.7,42.9
16001,4.0,98.5,35.9
16003,35.8,98.1,28.6
16005,8.3,97.7,37.6
16007,40.9,97.5,37.1
16009,25.0,96.1,31.2
16011,7.6,96.7,24.2
16013,46.4,97.1,31.9
16015,40.3,97.7,21.9
16017,28.7,97.1,34.6
16019,6.4,96.8,37.3
16021,16.9,97.2,22.7
16023,25.2,98.8,29.3
16025,54.1,98.0,25.4
16027,3.6,96.5,34.8
16029,22.8,97.2,35.0
16031,11.4,96.3,31.9
16033,40.8,97.6,15.4
16035,23.5,98.3,34.3
16037,41.9,98.9,51.4
16039,13.1,98.2,31.6
16041,9.4,95.1,45.3
16043,50.9,95.0,38.0
16045,8.3,95.1,30.4
16047,10.1,96.9,35.3
16049,26.3,97.1,36.9
16051,7.9,96.2,14.5
16053,6.8,96.5,29.0
16055,11.4,98.2,38.9
16057,8.1,97.9,45.3
16059,24.3,97.5,52.7
16061,15.7,98.1,28.3
16063,10.5,94.7,26.1
16065,19.2,90.3,55.2
16067,10.5,95.5,34.4
16069,7.7,97.8,44.8
16071,14.5,98.0,40.2
16073,10.6,94.6,22.3
16075,4.6,94.4,25.7
16077,11.2,97.7,9.9
16079,23.9,98.7,37.3
16081,28.3,98.8,22.8
16083,6.0,97.6,36.9
16085,68.7,98.6,51.9
16087,8.7,97.9,49.6
17001,10.0,98.3,38.7
17003,43.2,98.9,30.3
17005,12.6,95.4,35.4
17007,6.4,98.0,31.7
17009,14.8,97.3,14.6
17011,12.0,98.9,30.2
17013,42.6,99.1,41.6
17015,23.0,99.8,30.8
17017,12.9,98.4,23.0
17019,11.3,96.5,44.2
17021,10.4,99.1,29.8
17023,14.0,98.7,31.1
17025,13.1,98.0,20.2
17027,8.3,98.1,32.4
17029,10.7,98.3,38.1
17031,9.4,96.8,39.0
17033,11.2,97.5,38.5
17035,13.3,98.6,17.0
17037,6.4,98.4,41.3
17039,11.2,99.3,26.8
17041,10.3,97.1,38.0
17043,4.7,97.8,34.8
17045,11.1,99.3,26.1
17047,14.0,98.6,26.4
17049,7.2,97.0,23.3
17051,14.9,98.3,30.1
17053,8.1,99.4,30.3
17055,13.1,98.1,39.4
17057,13.9,99.3,32.0
17059,17.1,99.1,31.9
17061,22.4,99.4,40.1
17063,4.9,99.0,27.4
17065,18.3,98.5,28.8
17067,18.4,98.8,27.9
17069,35.4,99.0,13.6
17071,21.8,98.6,21.0
17073,9.8,99.1,34.8
17075,12.4,98.6,33.3
17077,16.4,98.7,46.6
17079,12.9,97.5,32.8
17081,13.1,98.5,32.1
17083,19.7,99.5,27.4
17085,26.6,98.4,28.8
17087,25.8,99.2,51.9
17089,3.9,96.7,40.4
17091,11.7,98.2,39.7
17093,2.3,98.5,37.7
17095,14.5,98.6,41.5
17097,6.0,97.7,36.7
17099,10.0,98.5,34.0
17101,14.1,98.5,18.5
17103,9.6,99.3,32.9
17105,9.6,98.6,33.8
17107,9.0,99.4,30.3
17109,19.6,99.1,50.6
17111,4.7,98.4,38.1
17113,8.8,98.9,37.5
17115,13.0,98.9,38.0
17117,14.7,99.2,40.9
17119,9.4,98.8,40.0
17121,11.7,98.6,32.9
17123,16.8,98.3,28.6
17125,15.8,99.3,37.6
17127,20.8,97.3,39.9
17129,9.2,99.4,27.4
17131,12.8,99.3,31.7
17133,5.3,99.7,41.6
17135,11.5,98.6,41.6
17137,12.3,99.3,34.3
17139,7.2,97.6,25.0
17141,7.6,97.9,27.0
17143,12.1,98.3,37.9
17145,11.7,98.9,38.5
17147,9.1,99.6,31.4
17149,21.8,98.8,23.1
17151,38.8,99.8,39.1
17153,35.2,99.2,31.6
17155,23.2,98.6,35.8
17157,13.6,99.1,24.3
17159,13.3,98.9,28.4
17161,8.4,98.4,35.3
17163,13.3,98.6,41.9
17165,13.3,98.5,43.1
17167,8.5,98.4,38.8
17169,20.8,99.3,24.5
17171,19.5,99.0,16.6
17173,13.8,96.6,20.2
17175,13.1,100.0,28.0
17177,9.8,99.0,36.8
17179,8.4,99.0,31.9
17181,14.9,98.3,34.1
17183,13.9,98.6,35.0
17185,14.0,98.8,32.1
17187,11.6,97.1,23.2
17189,9.5,98.4,23.4
17191,11.1,98.3,25.5
17193,15.7,98.8,27.8
17195,10.1,98.7,36.4
17197,5.2,98.1,42.1
17199,11.1,99.4,37.7
17201,7.9,98.0,38.4
17203,6.2,99.2,27.6
18001,6.1,96.2,31.0
18003,7.8,98.6,34.3
18005,7.9,97.9,27.4
18007,12.3,97.2,36.1
18009,15.1,98.9,39.8
18011,6.4,99.3,28.9
18013,27.1,96.0,44.8
18015,15.8,98.4,21.4
18017,8.6,98.4,26.7
18019,12.0,98.5,34.4
18021,11.2,97.9,31.6
18023,9.2,98.0,37.5
18025,26.1,97.9,43.2
18027,9.6,94.3,36.3
18029,6.4,99.1,44.3
18031,10.4,99.2,23.1
18033,6.9,98.9,25.2
18035,11.5,98.5,46.0
18037,6.9,99.0,25.9
18039,8.9,97.5,34.0
18041,10.5,98.6,40.4
18043,11.4,99.6,33.5
18045,12.0,99.2,27.6
18047,9.5,97.8,18.1
18049,19.5,99.0,38.3
18051,11.6,97.1,24.9
18053,11.8,98.4,37.3
18055,15.1,96.5,29.9
18057,5.0,99.2,29.1
18059,3.3,99.2,31.6
18061,15.4,98.5,30.8
18063,4.0,98.5,30.5
18065,13.4,98.4,30.4
18067,12.7,99.0,34.7
18069,8.2,99.2,32.6
18071,12.2,98.4,32.8
18073,7.1,99.2,33.2
18075,10.4,97.9,22.5
18077,11.7,98.1,29.0
18079,13.0,97.9,24.3
18081,6.2,98.9,31.6
18083,11.5,98.4,34.7
18085,18.9,97.5,32.3
18087,15.9,96.7,19.2
18089,11.7,98.1,41.0
18091,13.2,97.7,37.9
18093,10.5,98.3,31.3
18095,13.3,98.8,42.3
18097,11.1,98.2,41.0
18099,14.3,97.5,39.4
18101,14.8,97.8,40.1
18103,12.1,99.1,35.0
18105,9.1,98.8,49.1
18107,6.5,99.0,28.7
18109,7.2,98.4,27.1
18111,8.2,98.9,27.6
18113,12.2,97.1,23.2
18115,8.4,99.3,28.5
18117,13.6,98.9,28.4
18119,13.7,97.4,44.1
18121,27.2,95.2,35.4
18123,11.7,97.4,28.4
18125,8.5,98.9,27.7
18127,5.9,98.4,38.5
18129,10.3,99.7,28.5
18131,16.4,98.8,31.0
18133,10.1,97.3,26.5
18135,11.6,98.3,29.4
18137,9.5,96.5,34.3
18139,11.4,98.8,25.6
18141,10.8,98.3,38.5
18143,13.5,97.2,28.5
18145,7.7,97.4,30.6
18147,8.8,98.8,28.1
18149,24.1,98.5,31.0
18151,28.3,99.7,21.3
18153,13.1,96.8,36.1
18155,17.9,95.7,27.0
18157,7.1,98.5,45.9
18159,9.4,99.3,19.8
18161,12.8,98.5,20.4
18163,9.9,98.8,41.5
18165,12.7,97.0,32.8
18167,9.9,97.3,45.8
18169,10.3,98.7,36.3
18171,10.0,98.7,48.2
18173,6.5,99.0,31.9
18175,13.1,99.1,37.7
18177,12.8,98.9,32.3
18179,6.7,99.4,36.8
18181,25.6,98.6,30.2
18183,7.3,99.5,28.7
19001,13.3,99.5,21.8
19003,19.1,99.3,8.0
19005,23.9,98.6,31.6
19007,21.7,98.4,38.4
19009,9.9,99.6,31.1
19011,7.9,99.2,23.1
19013,8.4,98.0,38.0
19015,10.1,99.0,22.8
19017,7.8,99.1,28.6
19019,11.9,98.6,26.0
19021,8.5,95.1,22.3
19023,9.6,99.3,31.6
19025,19.7,98.0,30.2
19027,9.1,99.7,28.8
19029,10.4,99.2,25.3
19031,9.4,99.1,22.3
19033,13.0,98.7,26.9
19035,7.6,99.3,24.1
19037,10.4,99.4,24.0
19039,8.7,93.6,44.6
19041,11.0,99.3,30.9
19043,17.2,98.2,24.0
19045,11.9,99.1,38.4
19047,9.6,93.0,35.3
19049,6.3,98.1,30.3
19051,11.7,94.2,18.5
19053,15.9,98.6,32.4
19055,14.7,99.1,26.2
19057,9.5,98.8,48.4
19059,39.6,99.5,44.9
19061,6.9,99.0,36.1
19063,16.4,96.9,26.5
19065,14.5,99.3,37.4
19067,8.9,98.9,30.8
19069,13.4,99.2,29.7
19071,14.3,99.1,21.0
19073,11.2,97.1,31.6
19075,7.6,99.5,22.3
19077,23.2,98.3,28.8
19079,15.0,99.6,25.8
19081,10.4,98.9,35.6
19083,12.3,98.6,35.0
19085,10.9,99.2,28.5
19087,9.8,99.5,24.4
19089,14.2,99.0,28.5
19091,11.5,99.7,21.6
19093,13.9,98.3,25.0
19095,9.7,99.2,24.6
19097,14.8,99.6,30.3
19099,10.4,98.7,34.7
19101,10.7,98.8,42.0
19103,6.9,98.0,49.9
19105,8.9,98.8,31.4
19107,11.3,98.8,39.6
19109,12.6,99.2,41.2
19111,11.7,99.3,36.4
19113,6.9,98.5,33.3
19115,14.2,97.3,19.3
19117,11.5,99.6,25.9
19119,9.4,98.6,18.1
19121,6.7,99.6,27.5
19123,9.6,98.9,28.6
19125,5.2,98.5,22.9
19127,8.6,96.1,26.7
19129,11.0,98.2,30.5
19131,10.3,99.6,22.4
19133,15.6,99.3,38.3
19135,19.3,97.5,35.9
19137,14.2,98.8,27.0
19139,9.1,97.6,30.7
19141,10.7,97.0,32.1
19143,10.0,99.0,24.1
19145,10.8,99.3,31.1
19147,19.2,99.2,23.7
19149,5.6,99.0,18.7
19151,14.5,99.5,24.8
19153,6.4,97.4,33.7
19155,7.9,98.2,36.3
19157,14.6,99.1,31.6
19159,29.4,98.6,26.8
19161,19.5,97.5,19.8
19163,9.7,98.7,38.9
19165,9.0,99.0,27.9
19167,5.0,98.3,34.8
19169,6.6,99.4,47.9
19171,13.5,96.9,34.7
19173,17.3,99.3,12.6
19175,12.4,98.2,27.7
19177,18.5,96.9,29.3
19179,10.4,97.7,39.3
19181,5.0,98.4,32.7
19183,9.2,99.4,21.8
19185,18.1,96.2,22.7
19187,8.5,98.4,31.8
19189,12.8,99.2,29.4
19191,8.2,99.2,40.9
19193,6.9,97.7,32.1
19195,9.1,98.8,17.5
19197,14.1,98.8,29.8
20001,19.3,99.5,34.7
20003,15.9,99.3,27.8
20005,13.2,99.0,24.4
20007,29.2,96.2,32.4
20009,16.5,99.3,28.6
20011,16.9,97.2,35.0
20013,20.9,98.4,32.4
20015,8.3,98.3,38.3
20017,27.5,99.1,21.5
20019,33.9,94.6,32.8
20021,19.6,98.2,30.6
20023,16.4,99.0,29.6
20025,24.0,99.2,16.1
20027,8.7,97.9,23.2
20029,20.6,99.7,28.6
20031,11.1,98.1,26.8
20033,21.6,97.8,38.2
20035,14.9,98.3,30.4
20037,14.2,97.6,42.6
20039,21.2,99.4,21.9
20041,13.6,98.9,40.3
20043,16.0,97.9,37.5
20045,6.0,98.2,40.0
20047,20.8,99.8,19.3
20049,34.4,98.7,16.3
20051,12.0,98.9,35.7
20053,26.1,98.3,23.1
20055,8.2,91.9,27.7
20057,8.5,93.9,20.1
20059,9.6,98.2,37.9
20061,16.1,97.1,33.5
20063,11.4,98.2,22.7
20065,15.6,100.0,42.9
20067,13.5,93.9,13.3
20069,12.1,97.1,16.8
20071,20.6,100.0,17.2
20073,33.2,98.0,30.1
20075,28.1,97.8,12.6
