cfips,pct_unemployed
01001,4.2
01003,4.4
01005,9.5
01007,7.5
01009,4.1
01011,11.1
01013,6.7
01015,8.8
01017,5.0
01019,5.6
01021,7.1
01023,10.6
01025,14.4
01027,6.4
01029,7.5
01031,5.9
01033,5.9
01035,11.5
01037,5.8
01039,8.7
01041,5.8
01043,5.5
01045,8.8
01047,11.8
01049,4.5
01051,6.2
01053,13.5
01055,6.5
01057,7.0
01059,6.1
01061,8.6
01063,15.8
01065,11.9
01067,6.7
01069,7.0
01071,5.9
01073,7.3
01075,8.0
01077,5.3
01079,5.7
01081,5.7
01083,6.9
01085,11.5
01087,12.1
01089,5.8
01091,9.7
01093,5.6
01095,5.1
01097,6.2
01099,17.5
01101,7.6
01103,5.2
01105,12.3
01107,10.6
01109,8.0
01111,5.0
01113,7.8
01115,5.3
01117,4.0
01119,12.1
01121,8.8
01123,10.4
01125,6.3
01127,8.8
01129,8.5
01131,15.5
01133,7.6
02013,3.5
02016,2.0
02020,5.6
02050,18.3
02060,8.1
02068,3.0
02070,11.9
02090,7.0
02100,3.7
02105,10.9
02110,5.8
02122,7.8
02130,6.6
02150,5.2
02158,28.9
02164,15.7
02170,9.5
02180,16.7
02185,9.0
02188,18.7
02195,4.3
02198,12.1
02220,4.4
02230,6.8
02240,10.2
02261,6.6
02275,5.6
02282,6.1
02290,18.8
04001,12.0
04003,7.2
04005,7.5
04007,10.2
04009,9.4
04011,6.9
04012,8.0
04013,5.5
04015,8.9
04017,14.8
04019,7.6
04021,7.8
04023,8.3
04025,6.7
04027,9.9
05001,6.3
05003,6.9
05005,4.3
05007,2.7
05009,4.4
05011,8.0
05013,6.1
05015,4.7
05017,9.7
05019,2.7
05021,5.0
05023,4.7
05025,5.5
05027,10.2
05029,5.9
05031,5.8
05033,5.1
05035,9.4
05037,5.7
05039,4.9
05041,10.7
05043,5.8
05045,4.7
05047,3.0
05049,6.6
05051,7.1
05053,7.1
05055,7.0
05057,5.5
05059,7.5
05061,6.4
05063,4.9
05065,9.3
05067,6.6
05069,10.0
05071,4.1
05073,5.8
05075,7.2
05077,15.3
05079,3.5
05081,10.8
05083,8.8
05085,4.2
05087,6.4
05089,7.9
05091,8.1
05093,9.3
05095,6.8
05097,5.7
05099,5.6
05101,2.0
05103,7.2
05105,6.8
05107,10.5
05109,4.5
05111,5.9
05113,9.0
05115,6.2
05117,6.4
05119,5.2
05121,4.2
05123,8.0
05125,3.9
05127,10.3
05129,3.0
05131,4.9
05133,5.2
05135,5.0
05137,6.4
05139,7.3
05141,7.2
05143,4.4
05145,5.8
05147,8.9
05149,5.6
06001,5.1
06003,17.8
06005,8.6
06007,8.7
06009,6.1
06011,5.1
06013,6.1
06015,8.3
06017,6.2
06019,9.4
06021,6.8
06023,8.0
06025,15.3
06027,5.2
06029,10.3
06031,8.4
06033,9.8
06035,6.1
06037,6.8
06039,8.3
06041,3.8
06043,8.7
06045,9.2
06047,12.7
06049,8.1
06051,3.1
06053,5.4
06055,5.0
06057,6.4
06059,5.1
06061,4.9
06063,6.4
06065,8.6
06067,7.4
06069,7.4
06071,8.8
06073,6.4
06075,4.7
06077,8.7
06079,4.6
06081,4.1
06083,6.1
06085,4.8
06087,6.3
06089,6.2
06091,4.6
06093,7.9
06095,7.0
06097,5.1
06099,10.5
06101,9.7
06103,9.3
06105,8.6
06107,9.4
06109,6.8
06111,5.9
06113,6.5
06115,8.4
08001,4.4
08003,9.3
08005,4.4
08007,5.8
08009,2.5
08011,7.2
08013,4.8
08014,3.6
08015,2.8
08017,7.5
08019,1.9
08021,11.5
08023,11.1
08025,16.1
08027,6.5
08029,8.5
08031,4.0
08033,1.0
08035,3.0
08037,2.2
08039,2.7
08041,6.2
08043,6.0
08045,4.3
08047,2.4
08049,5.2
08051,5.8
08053,3.8
08055,4.1
08057,2.2
08059,3.7
08061,2.9
08063,4.9
08065,5.5
08067,4.1
08069,5.0
08071,7.7
08073,3.0
08075,4.1
08077,7.8
08079,1.6
08081,4.1
08083,5.1
08085,7.0
08087,4.4
08089,8.4
08091,4.9
08093,5.4
08095,1.7
08097,4.3
08099,7.6
08101,8.4
08103,5.2
08105,9.5
08107,3.0
08109,6.9
08111,2.8
08113,2.6
08115,6.7
08117,3.5
08119,6.3
08121,2.7
08123,4.5
08125,2.6
09001,7.0
09003,6.5
09005,5.2
09007,4.7
09009,7.0
09011,6.2
09013,5.2
09015,6.3
10001,5.9
10003,6.3
10005,4.9
11001,7.4
12001,6.1
12003,5.5
12005,6.0
12007,5.9
12009,6.2
12011,6.6
12013,6.9
12015,7.3
12017,8.6
12019,7.5
12021,4.6
12023,9.5
12027,5.0
12029,5.5
12031,6.6
12033,6.5
12035,5.5
12037,7.5
12039,7.8
12041,6.1
12043,10.8
12045,7.4
12047,14.6
12049,6.0
12051,8.3
12053,7.4
12055,10.8
12057,6.1
12059,10.7
12061,7.1
12063,8.8
12065,4.9
12067,13.5
12069,6.5
12071,5.9
12073,7.8
12075,6.8
12077,11.3
12079,5.7
12081,5.9
12083,8.8
12085,5.3
12086,6.3
12087,2.9
12089,4.7
12091,5.6
12093,7.1
12095,6.0
12097,6.3
12099,6.5
12101,6.5
12103,5.7
12105,6.9
12107,10.5
12109,4.9
12111,6.5
12113,5.6
12115,4.7
12117,5.6
12119,4.7
12121,7.3
12123,6.2
12125,8.7
12127,5.6
12129,5.2
12131,5.2
12133,8.7
13001,5.9
13003,9.2
13005,5.3
13007,4.0
13009,9.4
13011,5.3
13013,5.1
13015,5.6
13017,4.7
13019,8.6
13021,8.8
13023,7.4
13025,5.8
13027,10.2
13029,7.3
13031,8.6
13033,5.0
13035,5.6
13037,15.0
13039,7.3
13043,6.3
13045,7.9
13047,3.9
13049,12.2
13051,8.0
13053,9.6
13055,8.2
13057,4.3
13059,6.4
13061,17.3
13063,8.5
13065,6.6
13067,5.0
13069,4.6
13071,6.8
13073,5.2
13075,5.2
13077,4.7
13079,9.6
13081,12.2
13083,4.1
13085,4.0
13087,5.4
13089,7.4
13091,7.2
13093,12.5
13095,14.2
13097,6.9
13099,7.6
13101,5.1
13103,4.0
13105,6.8
13107,7.7
13109,7.8
13111,6.2
13113,5.0
13115,6.3
13117,3.5
13119,5.2
13121,6.5
13123,5.5
13125,3.3
13127,5.4
13129,4.6
13131,6.6
13133,4.9
13135,4.7
13137,4.0
13139,3.7
13141,4.0
13143,4.8
13145,7.1
13147,4.9
13149,7.7
13151,6.7
13153,7.0
13155,9.2
13157,4.8
13159,6.6
13161,5.9
13163,6.9
13165,4.0
13167,9.0
13169,7.4
13171,11.1
13173,8.7
13175,4.8
13177,7.4
13179,11.4
13181,4.6
13183,15.1
13185,7.6
13187,4.5
13189,8.3
13191,7.9
13193,12.0
13195,8.5
13197,10.3
13199,5.9
13201,5.0
13205,13.7
13207,7.9
13209,7.2
13211,5.7
13213,7.8
13215,9.2
13217,7.7
13219,3.5
13221,4.7
13223,4.3
13225,9.2
13227,6.1
13229,5.8
13231,6.4
13233,5.9
13235,4.8
13237,4.6
13239,11.1
13241,4.2
13243,7.8
13245,10.3
13247,7.6
13249,12.7
13251,6.2
13253,7.7
13255,6.9
13257,9.1
13259,8.9
13261,9.2
13263,7.9
13265,9.4
13267,3.8
13269,11.7
13271,2.6
13273,8.6
13275,8.1
13277,2.9
13279,10.3
13281,5.5
13283,5.7
13285,7.9
13287,6.1
13289,6.9
13291,3.7
13293,8.2
13295,6.4
13297,6.0
13299,3.5
13301,8.0
13303,7.4
13305,7.6
13307,2.2
13309,11.0
13311,4.2
13313,6.3
13315,7.0
13317,4.3
13319,7.2
13321,6.5
15001,5.9
15003,4.3
15005,0.0
15007,4.0
15009,4.4
16001,3.8
16003,11.1
16005,6.2
16007,3.1
16009,8.8
16011,4.3
16013,1.9
16015,6.4
16017,3.7
16019,3.8
16021,3.9
16023,5.8
16025,3.0
16027,6.5
16029,2.1
16031,3.2
16033,7.8
16035,5.5
16037,4.7
16039,7.0
16041,1.4
16043,6.4
16045,4.5
16047,4.4
16049,4.9
16051,4.6
16053,4.0
16055,5.2
16057,5.0
16059,3.5
16061,5.8
16063,3.1
16065,6.6
16067,3.5
16069,4.7
16071,5.1
16073,4.5
16075,5.5
16077,3.9
16079,8.6
16081,6.0
16083,3.4
16085,4.3
16087,5.4
17001,4.7
17003,7.0
17005,3.9
17007,6.8
17009,4.3
17011,5.3
17013,5.1
17015,6.6
17017,6.3
17019,4.8
17021,3.4
17023,6.3
17025,5.5
17027,3.4
17029,5.7
17031,7.8
17033,5.4
17035,3.4
17037,7.4
17039,5.5
17041,4.3
17043,4.5
17045,6.0
17047,6.1
17049,3.9
17051,7.0
17053,5.3
17055,8.5
17057,6.7
17059,4.5
17061,4.0
17063,5.1
17065,3.2
17067,6.2
17069,15.9
17071,5.6
17073,5.1
17075,5.6
17077,9.4
17079,4.1
17081,7.4
17083,4.1
17085,4.5
17087,5.7
17089,5.5
17091,6.0
17093,4.9
17095,5.7
17097,5.6
17099,6.8
17101,6.3
17103,4.4
17105,5.4
17107,5.6
17109,7.6
17111,4.4
17113,3.5
17115,8.2
17117,7.1
17119,6.8
17121,9.5
17123,6.1
17125,7.9
17127,5.6
17129,4.9
17131,5.5
17133,3.1
17135,4.9
17137,5.9
17139,3.2
17141,5.9
17143,7.9
17145,6.8
17147,4.2
17149,5.4
17151,15.6
17153,9.3
17155,3.6
17157,5.1
17159,5.8
17161,6.5
17163,7.1
17165,9.8
17167,6.3
17169,5.5
17171,6.7
17173,4.6
17175,3.5
17177,7.1
17179,4.3
17181,6.6
17183,7.5
17185,5.9
17187,6.7
17189,4.2
17191,3.5
17193,7.9
17195,5.3
17197,5.2
17199,5.9
17201,9.1
17203,4.1
18001,3.6
18003,5.6
18005,4.8
18007,4.2
18009,6.4
18011,2.5
18013,4.7
18015,4.2
18017,6.0
18019,5.2
18021,5.3
18023,4.8
18025,3.9
18027,4.1
18029,4.9
18031,4.4
18033,4.6
18035,6.7
18037,1.6
18039,4.7
18041,5.0
18043,4.5
18045,5.8
18047,3.9
18049,4.6
18051,3.2
18053,7.3
18055,5.6
18057,2.9
18059,2.8
18061,6.2
18063,3.9
18065,6.1
18067,5.9
18069,3.4
18071,4.6
18073,4.3
18075,5.4
18077,6.0
18079,4.1
18081,4.2
18083,5.1
18085,4.0
18087,2.5
18089,8.0
18091,7.8
18093,4.9
18095,6.1
18097,7.1
18099,5.7
18101,3.1
18103,6.6
18105,6.4
