cfips,pct_born_us_citizen,pct_naturalized_us_citizen,pct_not_us_citizen
01001,97.65811750750373,1.1484749905641727,1.193407501932098
01003,96.578389199639,1.6908776896682838,1.7307331106927055
01005,97.44665547830256,0.9949652361543995,1.5583792855430352
01007,98.41780638240816,0.6570126039152587,0.9251810136765889
01009,95.64713011860445,1.8647736126742274,2.4880962687213226
01011,98.49601887348865,0.6586061142239261,0.8453750122874275
01013,98.13444185339146,0.4410422792253878,1.424515867383149
01015,97.51145866134844,1.1563626185227949,1.332178720128757
01017,98.1422203607862,0.5803691626529452,1.277410476560864
01019,98.0679854042635,0.5454196274246207,1.3865949683118879
01021,95.60559041384465,1.3590957482954673,3.0353138378598774
01023,99.1140729125833,0.7056056448451588,0.18032144257154056
01025,99.6899354730579,0.23045336461912344,0.07961116232296991
01027,98.61497929996236,0.5269100489273617,0.8581106511102747
01029,98.5553772070626,0.42803638309256287,1.0165864098448367
01031,96.43171637505264,1.6348252230177265,1.9334584019296297
01033,98.4405990137744,0.642320359553833,0.9170806266717616
01035,98.96063507652018,1.0393649234798266,0.0
01037,99.46709050112192,0.02804786836200449,0.5048616305160808
01039,99.24520163899072,0.3612249299115808,0.3935734310976925
01041,98.30753652538695,0.5424562418631563,1.1500072327498916
01043,97.46595476633271,1.0810486531885537,1.452996580478733
01045,97.00160266163553,1.413993873369444,1.5844034649950298
01047,99.0912424051959,0.1702283679027865,0.73852922690132
01049,92.82654346913061,0.9855802883942321,6.18787624247515
01051,97.96506635919829,0.8144640973431788,1.2204695434585286
01053,99.162474507138,0.5982324949014276,0.23929299796057105
01055,97.26638175251409,1.190603674029653,1.5430145734562553
01057,99.00036571985859,0.7741070340119468,0.22552724612946484
01059,90.86016399151549,2.2161015607686707,6.923734447715832
01061,98.35500132661183,0.9324186028882234,0.7125800704999431
01063,99.20934192920569,0.6203624863155334,0.17029558447877388
01065,99.74244272739595,0.1965568659346618,0.061000406669377796
01067,99.09478479238452,0.6248904981603691,0.28032470945511884
01069,97.59682488439883,1.2049107948233462,1.1982643207778274
01071,98.50478122283396,0.6143146913937989,0.8809040857722399
01073,96.15238037396658,1.299393424079318,2.5482262019541007
01075,99.14826043020066,0.25263461816082,0.599104951638516
01077,97.87552492731776,0.6406805211586089,1.4837945515236353
01079,99.1992477782159,0.15165761776214018,0.6490946040219601
01081,94.47085237457253,1.8958650687319911,3.6332825566954807
01083,96.69215133975094,1.6136853726230642,1.6941632876260047
01085,99.3256843800322,0.12077294685990338,0.5535426731078905
01087,99.44676465802462,0.32000867820144274,0.23322666377393286
01089,94.64543115593196,2.739293853994985,2.6152749900730514
01091,98.9079318633086,0.6531507994565785,0.4389173372348208
01093,98.62834529478839,0.48292977396203635,0.8887249312495807
01095,92.92676076848664,1.6112422896491465,5.461996941864214
01097,96.878087429978,1.7655570236993843,1.3563555463226218
01099,99.24783395220413,0.490336094449205,0.26182995334666287
01101,95.27756556606064,1.6930815054912542,3.029352928448097
01103,95.5182988135934,1.2257859105838194,3.2559152758227765
01105,97.94595782073814,1.32908611599297,0.7249560632688928
01107,96.28410394533392,0.28430345653149786,3.4315925981345705
01109,95.8105427661237,1.0668990803630463,3.1225581535132534
