cfips,pct_born_us_citizen,pct_naturalized_us_citizen,pct_not_us_citizen
01001,97.98188405797102,1.048913043478261,0.9692028985507246
01003,96.55465697934235,1.5948526479166967,1.8504903727409459
01005,97.49437592118532,1.0860290124893337,1.4195950663253432
01007,98.5572868113819,0.5726461579438008,0.8700670306743019
01009,95.64055859137827,1.5196461098100442,2.8397952988116923
01011,99.0726429675425,0.9273570324574961,0.0
01013,98.62671660424469,0.6941323345817728,0.6791510611735331
01015,97.34226485256043,1.3006307668247927,1.3571043806147804
01017,98.61053627387217,0.21876662922012652,1.1706970969077042
01019,99.20705527404944,0.5028429969442618,0.2901017290063049
01021,95.5155929888459,0.7876166628727521,3.6967903482813567
01023,99.50286806883365,0.30592734225621415,0.19120458891013384
01025,99.61864928035429,0.2747365399598147,0.10661417968589823
01027,98.04903573030349,0.6353715054567199,1.3155927642397967
01029,98.49377426697015,0.32132815637970275,1.184897576650154
01031,96.41241615972547,1.6066136328185932,1.9809702074559352
01033,98.33929718322781,0.6404257271309295,1.0202770896412514
01035,99.28879654786638,0.2557136007671408,0.4554898513664696
01037,99.53017042837402,0.027637033625057577,0.44219253800092123
01039,99.25570935182458,0.37749993306738777,0.36679071510802924
01041,98.05265055896142,0.562567616300036,1.3847818247385504
01043,97.5884732666772,0.9062966967550691,1.5052300365677354
01045,96.67647954522384,1.429296518119988,1.894223936656177
01047,98.68095630667766,0.40470658772390017,0.9143371055984412
01049,92.52106741573034,1.3764044943820224,6.102528089887641
01051,98.21947495444023,0.8323893020735852,0.9481357434861843
01053,99.02218174024861,0.6268752678954136,0.35094299185597944
01055,97.10799599762966,1.0656796743702581,1.8263243280000778
01057,99.08350919505577,0.7657521857099789,0.1507386192342478
01059,90.745672436751,1.601039883330163,7.653287679918838
01061,98.46740402400815,0.6492771129817674,0.8833188630100789
01063,99.90505577972941,0.05934013766911939,0.03560408260147164
01065,99.42231477127696,0.38288439578155437,0.19480083294149259
01067,98.91964494277038,0.2569493109086662,0.8234057463209531
01069,97.73171573137074,1.081915056731064,1.1863692118981908
01071,98.27427342880178,0.8657426958958805,0.8599838753023381
01073,95.9675219581386,1.3564340831530008,2.676043958708395
01075,99.3827603531185,0.12918969353333812,0.4880499533481662
01077,97.94243127936491,0.7214991629313604,1.3360695577037318
01079,99.02324319435651,0.3135268758855627,0.663229929757921
01081,94.54757764287105,1.6906589991650292,3.7617633579639267
01083,96.30421699694794,1.5066844345097365,2.1890985685423203
01085,99.68737788198516,0.16608050019538884,0.14654161781946073
01087,98.94510339036422,0.4303558307966831,0.6245407788390889
01089,94.52651303277771,2.7100346794943504,2.763452287727934
01091,99.55471389087931,0.06141877367181902,0.38386733544886886
01093,98.74520273652595,0.6207241782079093,0.6340730852661438
01095,93.43633401650114,1.2244468968416626,5.339219086657208
01097,96.72067891930477,1.7329902401732509,1.5463308405219711
