cfips,pct_born_us_citizen,pct_naturalized_us_citizen,pct_not_us_citizen
47129,99.36412160594105,0.3434671617544674,0.292411232304479
47131,98.06026675448707,0.6487732586859871,1.2909599868269388
47133,98.60884538698568,0.8881638571687511,0.5029907558455683
47135,98.68123587038433,0.6656618939964833,0.6531022356191911
47137,99.54715495176215,0.2756448119708604,0.1772002362669817
47139,98.76293564886404,0.6363744498632092,0.6006899012727489
47141,95.39426962955311,1.4396942425142356,3.1660361279326508
47143,97.38683945108347,0.6296035942418778,1.9835569546746539
47145,98.05558172397551,1.2416391898257184,0.7027790861987753
47147,96.0685828116107,0.9447922595332954,2.9866249288560045
47149,92.5937653373019,3.197441540142172,4.208793122555926
47151,99.61764304246893,0.21393782147571577,0.16841913605535072
47153,97.96841252699784,0.25647948164146867,1.775107991360691
47155,94.78612931141056,1.3784151316602793,3.835455556929163
47157,93.46500436791283,2.393167687270257,4.141827944816922
47159,98.22188449848025,0.5977710233029382,1.1803444782168186
47161,97.76569598570046,1.1543904073880986,1.079913606911447
47163,98.34893346068131,0.9111747851002865,0.7398917542184018
47165,95.27685254338002,2.2596313720786974,2.4635160845412867
47167,98.34491513011213,1.0203915569515192,0.6346933129363517
47169,99.02257843808034,0.2150327436223243,0.7623888182973316
47171,96.8165740272865,0.8477906911459211,2.3356352815675705
47173,98.9685960591133,0.31301313628899835,0.7183908045977011
47175,98.75,0.5381944444444444,0.7118055555555556
47177,93.8233993415557,1.496240970959658,4.6803596874846445
47179,95.94851531630218,1.3504948945659403,2.7009897891318806
47181,98.90373210327682,0.7368357994368897,0.35943209728628767
47183,98.28707848403462,0.6982990152193375,1.0146225007460459
47185,98.75,0.7985074626865671,0.45149253731343286
47187,92.39226404127974,3.6776417660134255,3.9300941927068314
47189,95.06241493860945,2.487085302855136,2.4504997585354076
48001,94.12904341809376,2.1120913336792944,3.7588652482269502
48003,84.84697272122422,4.285872699046352,10.86715457972943
48005,91.53363413572754,2.6648496369757906,5.8015162272966725
48007,91.29261712043169,3.8222549260076852,4.885127953560625
48009,96.67278568150527,0.5621844882973841,2.765029830197338
48011,97.82057780030411,1.6218955904713634,0.5575266092245311
48013,93.11904377321919,1.8615732514941044,5.019382975286707
48015,89.5343367826905,3.930923263002285,6.534739954307216
48017,84.35211267605634,4.943661971830986,10.704225352112676
48019,95.25095656088229,1.6385325230699979,3.1105109160477156
48021,88.03270154515984,3.418045006033932,8.549253448806228
48023,97.12049203242941,1.7332960581492871,1.1462119094213028
48025,96.68210113152004,1.349237987182239,1.9686608812977215
48027,91.63678300733847,4.227222913929324,4.135994078732206
48029,86.75510524911628,5.491685711549777,7.753209039333935
48031,94.34570482662485,2.3958877853284544,3.258407388046698
48033,96.90048939641109,3.099510603588907,0.0
48035,93.56689986882378,2.279186707477044,4.153913423699169
48037,96.14985059920963,1.3869105630107204,2.463238837779658
48039,86.85305689023697,6.83298352819836,6.313959581564669
48041,86.57643476350003,3.9438337795596934,9.479731456940277
48043,93.56516087097823,2.729931751706207,3.704907377315567
48045,93.9601921757035,1.4413177762525737,4.598490048043926
48047,90.225458619241,1.2743313261447977,8.5002100546142
48049,95.57257957997622,2.2084268920882315,2.2189935279355435
48051,93.37689666629748,2.04341566064902,4.579687673053495
48053,93.00021491510853,3.6750483558994196,3.324736728992048
48055,88.81691343963554,3.3100797266514808,7.873006833712984
48057,87.06848809304043,5.0950710725493815,7.83644083441019
48059,98.42667436489607,0.3680715935334873,1.2052540415704387
48061,76.95284893731058,7.659616853149175,15.387534209540252
48063,89.92856033545581,2.0888336698245067,7.982605994719677
48065,98.0862040272924,0.8820103178565485,1.0317856548510567
48067,97.92740942812469,0.8350244519112412,1.2375661199640706
48069,83.39632477518572,3.896780920109475,12.706894304704809
48071,92.27696404793609,2.5735383125529596,5.1494976395109555
48073,89.09781649334204,2.8416286119958554,8.060554894662113
48075,89.89383703295188,3.074589824900041,7.031573142148076
48077,96.2510814188215,0.9035855041814861,2.84533307699702
48079,86.90682369241426,2.5978524419812956,10.495323865604433
48081,95.97335755373902,3.6027853466545565,0.42385709960641843
48083,94.43244540436766,1.9438444924406046,3.6237101031917445
48085,78.9202414430731,9.845612370723334,11.234146186203576
48087,91.24284270798249,3.3007746716066015,5.4563826204109125
48089,90.00188465887675,3.3641160949868074,6.633999246136449
48091,93.79562559127942,2.6249276344587056,3.5794467742618714
48093,92.11323822898957,2.6831251385911745,5.203636632419247
48095,73.72933251684017,0.9797917942437232,25.290875688916106
48097,91.12659523987912,2.4175220399090933,6.4558827202117826
48099,93.24123273113709,3.6410733262486716,3.11769394261424
48101,97.50304506699148,0.0,2.496954933008526
48103,84.25655976676384,7.142857142857143,8.60058309037901
48105,91.84845005740529,3.3295063145809416,4.822043628013777
48107,95.75051405071967,2.141877998629198,2.107607950651131
48109,86.44986449864498,8.491418247515808,5.058717253839205
48111,75.68455640744797,4.476998904709748,19.838444687842276
48113,75.30151123877388,7.294001844358824,17.40448691686729
48115,94.69289003355966,2.4584406462186843,2.8486693202216498
48117,83.14474807856533,4.157771135781384,12.697480785653287
48119,98.68546389788531,1.0859211278338732,0.2286149742808154
48121,84.45723427781948,7.200817440652801,8.341948281527712
48123,96.32251720747296,0.8652900688298918,2.8121927236971485
48125,94.91602360417612,1.3617793917385383,3.7221970040853383
48127,92.29737497604906,4.100402375934087,3.6022226480168613
48129,97.36684619988031,1.0472770795930582,1.5858767205266309
48131,94.58643947461839,2.7777777777777777,2.635782747603834
48133,95.43041646144584,1.8989766321895694,2.6706069063645814
48135,86.11649094838054,4.694262637082059,9.189246414537394
48137,94.10844629822732,3.3368091762252345,2.5547445255474455
48139,92.29162350666391,3.066086596229542,4.642289897106553
48141,75.86423016474855,11.527733589135734,12.608036246115718
48143,91.34102913410291,2.3517602351760236,6.307210630721063
48145,94.4129226493747,1.8700787401574803,3.716998610467809
48147,94.69843935489475,1.2739960042852594,4.02756464081999
48149,92.35113957280936,3.241716717712104,4.407143709478541
48151,95.48755186721992,1.270746887966805,3.241701244813278
48153,91.36653455109426,1.9989660520420471,6.634499396863691
48155,96.07843137254902,1.7254901960784315,2.196078431372549
48157,71.0585659150712,15.723274548794477,13.218159536134332
48159,94.38223217618514,1.2784621127286302,4.339305711086226
48161,93.04047884751952,2.8051131175814144,4.154408034899056
