cfips,total_population,old_age_dependency_ratio,child_dependency_ratio,median_age,sex_ratio
05051,99043,42.2,35.7,45.1,92.0
05053,18229,29.2,37.4,40.1,98.2
05055,45197,26.8,41.0,37.7,95.9
05057,21695,32.1,45.0,40.8,85.9
05059,33667,31.3,35.6,40.9,110.4
05061,13267,31.9,46.4,39.6,91.2
05063,37585,29.5,40.8,39.4,96.5
05065,13596,44.6,30.5,48.0,110.9
05067,16908,28.7,32.1,40.0,98.1
05069,68123,28.5,36.2,39.5,97.6
05071,26475,27.7,41.0,38.4,96.5
05073,6728,41.3,33.2,48.0,100.6
05075,16511,33.3,37.5,40.4,99.7
05077,8963,31.0,29.2,42.3,131.6
05079,13278,22.8,24.8,38.7,176.0
05081,12345,38.3,39.5,42.8,91.1
05083,21619,34.4,37.2,43.0,97.1
05085,73163,22.4,42.2,36.7,96.6
05087,16393,32.8,39.9,41.0,103.3
05089,16586,52.1,33.7,52.1,93.9
05091,43515,27.7,39.7,39.7,96.7
05093,41396,24.9,44.4,36.8,95.7
05095,6879,40.7,37.4,46.0,92.0
05097,8964,50.4,34.2,50.6,99.7
05099,8249,36.4,39.9,44.6,100.7
05101,7753,50.0,36.9,49.1,97.7
05103,23597,35.7,39.3,44.4,89.6
05105,10342,34.3,38.0,44.0,105.3
05107,18151,33.8,46.2,39.5,88.6
05109,10714,34.5,36.8,43.7,97.2
05111,23747,30.9,41.0,39.9,95.3
05113,19999,42.1,42.3,44.4,95.1
05115,63926,24.9,36.8,35.6,97.4
05117,8138,42.8,37.0,46.0,96.7
05119,393078,25.3,37.9,37.4,91.2
05121,17934,35.2,41.7,40.0,100.9
05123,25477,26.3,34.6,38.7,127.1
05125,120990,30.4,39.6,39.6,95.7
05127,10269,37.8,42.7,41.2,111.3
05129,7898,46.9,36.0,48.4,99.9
05131,127670,26.7,40.0,37.9,95.8
05133,16947,24.4,49.7,35.2,102.7
05135,17217,49.0,38.8,47.9,96.3
05137,12582,50.9,37.1,50.0,97.5
05139,39089,30.4,41.3,41.3,92.9
05141,16578,47.2,35.2,48.6,97.5
05143,236198,18.2,38.0,32.2,100.2
05145,78725,27.0,38.7,37.1,95.8
05147,6477,43.2,39.1,46.1,86.5
05149,21425,29.6,40.9,40.0,102.4
06001,1661584,21.2,31.4,37.8,96.8
06003,1159,59.1,44.2,47.6,114.6
06005,39023,46.8,26.5,49.9,117.5
06007,223344,29.5,32.6,36.9,97.7
06009,45828,50.6,30.0,52.8,100.0
06011,21491,25.2,47.0,35.4,104.7
06013,1147788,25.7,36.9,39.9,95.7
06015,27692,29.4,35.8,40.0,113.9
06017,190345,36.1,33.8,46.3,99.2
06019,990204,20.6,47.9,32.4,99.6
06021,28060,28.7,46.9,35.9,104.9
06023,136101,28.3,30.2,38.9,98.5
06025,180580,22.1,49.1,32.5,105.3
06027,17930,41.6,37.1,45.3,106.3
06029,892458,18.2,48.1,31.9,105.1
06031,151090,16.5,43.3,32.0,122.6
06033,64276,40.7,37.5,45.3,99.8
06035,30600,20.8,23.2,36.8,189.8
06037,10040682,21.1,33.6,36.7,97.2
06039,155925,23.9,46.9,34.1,93.4
06041,259441,38.7,34.7,47.1,95.2
06043,17319,50.9,29.6,51.8,106.4
06045,87110,39.0,37.7,43.4,98.0
06047,273661,19.0,49.8,31.2,102.1
06049,8853,51.8,37.2,47.6,103.6
06051,14395,23.9,32.4,39.5,115.2
06053,432977,22.7,43.5,34.7,103.7
06055,138572,31.9,34.2,41.8,99.3
06057,99417,49.4,30.8,50.5,97.0
06059,3170345,23.4,34.8,38.3,97.4
06061,391799,33.6,38.2,42.2,95.5
06063,18844,49.9,30.3,51.9,100.6
06065,2437864,23.9,41.7,35.8,99.4
06067,1537948,22.6,38.0,36.4,95.7
06069,61547,20.6,41.8,35.7,101.4
06071,2162532,18.6,42.5,33.6,99.1
06073,3323970,21.9,33.6,36.1,101.5
06075,874784,22.3,19.0,38.3,104.1
06077,751615,21.2,45.1,34.4,99.4
06079,282517,32.2,28.4,39.5,102.4
06081,765623,25.5,32.3,39.8,98.2
06083,444895,24.5,35.6,33.8,100.1
06085,1924379,20.9,34.0,37.2,102.6
06087,273170,25.5,29.7,38.2,98.0
06089,179267,35.6,37.3,41.7,96.7
06091,2898,49.9,27.1,54.0,103.5
06093,43516,46.3,37.1,47.7,99.1
06095,444538,25.4,35.7,38.3,99.1
06097,496801,32.3,32.3,42.4,95.5
06099,546235,21.8,45.3,34.3,98.1
06101,96315,26.2,44.2,35.8,99.7
06103,64176,35.2,42.4,40.6,98.5
06105,12541,51.0,31.4,52.4,103.2
06107,463955,19.7,53.2,31.2,100.0
06109,54147,45.4,28.9,48.7,107.3
06111,845599,25.3,37.3,38.5,98.0
06113,218774,18.8,31.6,31.1,94.0
06115,77524,20.6,45.8,33.0,103.1
08001,509844,16.6,42.1,34.0,102.0
08003,16153,22.4,39.1,32.3,97.8
08005,649980,20.7,37.1,36.8,98.3
08007,13588,45.4,30.8,50.3,97.5
08009,3570,49.7,39.6,45.9,100.6
08011,5677,29.1,23.1,40.6,165.4
08013,324682,21.5,28.6,36.9,101.2
08014,69444,21.7,35.7,38.4,99.9
08015,19977,42.2,25.2,49.0,111.7
08017,1999,34.2,58.5,41.1,91.7
08019,9533,31.6,25.1,48.6,102.8
08021,8130,34.5,46.9,38.5,101.1
08023,3810,46.2,29.7,49.6,109.8
08025,5733,20.6,20.2,38.8,207.6
08027,4941,66.5,29.0,60.1,93.7
08029,30758,47.4,35.8,47.7,101.5
08031,715878,17.1,28.2,34.6,100.4
08033,1896,78.8,31.4,57.5,123.3
08035,344280,19.3,41.7,39.0,99.9
08037,54960,17.1,32.3,36.8,113.3
08039,26230,25.8,34.0,46.2,102.1
08041,710499,20.3,38.1,34.4,102.0
08043,47725,34.3,25.2,45.2,139.6
08045,59605,21.1,41.0,36.6,104.3
08047,6108,25.4,24.2,49.1,117.4
08049,15536,26.7,26.5,43.5,117.3
08051,17119,20.1,24.8,34.8,119.4
08053,781,43.8,24.6,55.5,72.4
08055,6769,66.1,30.7,55.6,103.8
08057,1316,74.1,27.4,53.9,106.3
08059,578795,25.8,30.9,40.2,99.6
08061,1463,40.3,55.0,39.8,91.2
08063,7246,34.6,45.2,38.4,107.0
08065,7845,20.2,23.2,37.8,126.3
08067,56138,27.2,29.3,40.8,101.3
08069,350523,24.1,30.1,36.2,99.3
08071,14323,41.8,31.7,46.2,109.8
08073,5608,28.1,32.3,37.7,165.2
08075,22282,26.9,27.8,38.9,123.1
08077,152962,32.4,36.4,40.0,97.5
08079,853,31.2,23.4,51.0,87.5
08081,13150,23.8,43.1,36.7,105.9
08083,26266,40.1,38.7,45.2,97.4
08085,42280,43.4,38.9,45.5,97.5
08087,28617,26.3,44.1,36.2,104.3
08089,18284,36.3,43.0,40.4,96.3
08091,4890,49.1,25.7,53.5,96.4
08093,18345,33.2,24.3,51.9,112.0
08095,4343,28.3,47.9,37.5,116.9
08097,17980,28.8,25.3,43.3,112.5
08099,12035,31.5,44.9,38.5,104.5
08101,167412,31.5,38.1,39.7,97.0
08103,6369,25.3,39.1,37.6,105.8
08105,11300,35.4,40.0,41.2,100.8
08107,25317,23.3,26.6,40.5,110.3
08109,6730,42.4,39.3,49.1,99.5
08111,646,39.8,31.6,45.1,97.6
08113,8110,21.1,25.1,42.1,108.6
08115,2306,40.8,50.5,39.7,95.3
08117,30735,19.5,23.8,38.2,115.2
08119,24981,35.7,28.2,50.2,101.1
08121,4869,35.7,38.2,41.3,112.9
08123,315389,19.7,42.2,34.6,101.9
08125,10013,32.7,48.0,38.9,102.7
09001,944306,25.8,36.4,40.8,94.9
09003,892153,27.7,34.0,40.4,94.4
09005,181143,35.2,30.0,47.5,97.8
09007,162742,32.8,28.5,45.8,95.5
09009,855733,27.9,32.4,40.5,93.0
09011,266868,29.3,31.3,41.4,100.4
09013,150947,23.7,25.9,37.6,100.6
09015,116657,26.0,31.2,41.2,98.0
10001,179124,28.6,38.3,38.1,93.0
10003,558306,24.8,34.3,38.7,93.8
10005,230249,52.2,34.8,50.3,93.3
11001,701974,17.5,25.7,34.1,90.3
12001,268105,20.9,26.5,31.7,93.3
12003,28679,22.9,37.3,37.8,114.9
12005,180076,28.5,34.4,40.6,98.5
12007,27723,28.8,31.2,39.8,124.4
12009,594001,40.9,31.5,47.2,95.7
12011,1942273,26.8,34.0,40.5,95.0
12013,14324,29.5,32.6,41.9,123.7
12015,185926,83.7,25.1,59.5,95.7
12017,147938,74.5,30.2,56.7,94.8
12019,215294,25.8,38.3,39.8,97.1
12021,379345,63.5,33.8,51.3,97.0
12023,70898,31.6,36.4,40.6,107.0
12027,37371,38.1,33.0,40.7,128.7
12029,16740,38.9,30.7,46.2,134.1
12031,948651,22.2,35.6,36.3,94.1
12033,316691,27.1,33.6,37.3,97.8
12035,112854,58.3,32.2,51.8,91.6
12037,11914,37.8,25.8,47.3,128.7
12039,45787,29.6,36.0,41.4,90.9
12041,18245,34.6,36.7,41.7,109.6
12043,13777,49.6,26.4,47.9,122.7
12045,15073,34.8,22.8,46.3,139.4
12047,14397,27.4,30.1,40.0,137.8
12049,27027,28.1,45.4,35.4,113.6
12051,41472,22.6,44.9,35.0,113.2
12053,190700,50.9,34.0,48.8,93.1
12055,104574,75.3,35.7,54.1,94.2
12057,1451358,22.5,35.1,37.4,95.7
12059,19530,33.0,33.3,42.2,118.4
12061,156964,64.5,31.4,54.0,92.3
12063,47409,32.2,30.0,42.2,120.4
12065,14278,38.0,26.7,47.3,114.4
12067,8576,23.1,30.4,38.6,153.1
12069,356115,49.4,35.4,47.0,93.9
12071,756570,53.0,32.7,48.8,96.0
12073,291863,19.8,27.5,31.3,90.0
12075,40979,43.5,34.8,47.0,95.0
12077,8333,21.4,27.2,40.6,145.5
12079,18557,34.9,30.2,44.2,116.2
12081,393847,50.8,33.7,48.8,93.4
12083,360210,55.0,35.5,48.7,92.3
12085,160420,59.4,31.0,52.7,97.3
12086,2705528,25.7,32.2,40.2,94.6
12087,75137,36.0,24.6,47.9,109.5
12089,85762,38.1,34.1,45.8,98.5
12091,207430,25.8,35.9,36.9,103.3
12093,41611,33.5,36.1,40.9,116.8
12095,1373784,18.1,33.6,35.3,96.2
12097,363666,20.9,39.1,36.0,97.3
12099,1482057,42.1,33.5,45.0,94.1
12101,539885,39.6,35.5,44.5,94.6
12103,970985,42.1,27.4,48.4,92.3
12105,705735,35.2,38.4,40.2,96.1
12107,73784,41.1,38.3,45.0,96.8
12109,255410,34.7,37.5,43.7,94.7
12111,320914,43.2,35.4,45.5,95.6
12113,179587,25.7,35.5,40.0,104.2
12115,427766,74.8,29.0,56.6,91.1
12117,466695,24.5,33.1,39.3,93.6
12119,129938,165.3,20.7,68.0,99.2
12121,44290,35.1,36.9,43.5,108.9
12123,21709,33.0,31.9,43.2,126.6
12125,15282,23.0,28.0,39.8,198.9
12127,546107,42.3,30.5,46.5,95.0
12129,32855,23.2,32.6,42.3,120.7
12131,71049,32.9,34.0,44.1,101.9
12133,25094,27.9,30.7,41.3,117.5
13001,18428,29.5,42.7,39.9,103.3
13003,8311,21.4,44.3,35.9,99.3
13005,11140,26.5,43.4,36.5,96.6
13007,3090,56.1,32.0,52.2,100.4
13009,45072,24.2,28.7,35.8,101.2
13011,18900,27.7,37.9,41.5,101.1
13013,81294,20.3,42.3,36.0,96.2
13015,106456,22.5,39.0,38.2,97.9
13017,16889,29.5,42.8,39.5,94.8
13019,19206,31.0,41.6,39.8,95.8
13021,153026,26.0,40.5,36.3,88.6
13023,12870,26.9,31.1,36.0,89.4
13025,18924,27.5,40.4,40.8,99.5
13027,15548,32.5,37.5,43.6,93.5
13029,38321,18.1,49.1,34.1,98.1
13031,77719,16.4,28.9,29.2,95.4
13033,22567,27.0,44.6,38.1,88.0
13035,24463,24.3,31.3,38.9,112.6
13037,6301,23.2,26.1,39.6,154.3
13039,53960,21.2,38.8,33.3,104.6
13043,10834,31.8,43.9,40.2,99.6
13045,118692,21.7,37.9,35.0,94.7
13047,67181,29.7,38.2,40.8,92.9
13049,13032,24.2,28.6,40.5,140.5
13051,289649,24.4,33.6,35.9,92.7
13053,10470,4.0,27.6,24.0,183.7
13055,24826,29.5,37.8,40.0,106.7
13057,253780,22.8,39.7,39.0,97.0
13059,126952,15.2,24.0,28.3,90.8
13061,2931,61.2,39.6,53.1,96.6
13063,287560,14.9,44.4,32.5,87.6
13065,6648,25.4,42.9,38.8,100.7
13067,756653,19.2,36.8,36.8,93.9
13069,43070,22.8,39.8,36.9,104.7
13071,45510,25.7,43.8,37.3,98.7
13073,154257,22.2,41.5,37.1,95.8
13075,17217,27.5,43.6,37.5,93.4
13077,145839,22.6,39.5,39.0,94.7
13079,12267,30.2,33.6,44.6,116.5
13081,22509,32.9,41.9,40.2,93.3
13083,16183,31.4,31.0,42.7,96.6
13085,25277,33.1,33.2,43.8,102.2
13087,26595,27.4,40.8,38.0,92.7
13089,755287,19.2,35.9,35.9,89.5
13091,20725,29.1,30.9,41.9,109.3
13093,13571,32.2,27.6,42.7,119.7
13095,88696,26.1,39.5,35.8,85.5
13097,145063,18.7,41.5,36.6,90.8
13099,10218,34.0,44.3,40.1,83.5
13101,3944,21.8,38.4,40.3,81.8
13103,62241,19.0,43.0,36.0,98.2
13105,19164,36.0,37.9,43.3,91.8
13107,22525,27.1,42.1,36.9,97.9
13109,10671,28.3,46.6,37.4,100.7
13111,25797,53.3,30.2,52.3,95.0
13113,113544,31.2,39.4,43.4,93.8
13115,97805,27.6,38.3,38.4,93.4
13117,236605,19.7,45.2,38.8,98.6
13119,23015,32.1,37.1,41.2,96.3
13121,1051550,17.6,32.8,35.7,93.8
13123,30986,44.8,34.3,47.9,99.8
13125,2984,27.8,36.4,43.2,93.4
13127,85008,35.0,37.6,42.2,89.0
13129,57756,24.8,40.1,38.4,96.2
13131,24693,31.7,43.0,39.4,96.0
13133,17808,56.8,35.9,50.7,97.7
13135,926414,15.9,42.8,35.5,95.3
13137,45204,31.4,38.2,39.3,89.1
13139,201434,25.0,42.2,37.2,98.9
13141,8500,34.6,16.4,47.6,137.0
13143,29608,26.9,39.7,40.4,96.6
13145,34676,30.5,35.5,43.3,99.3
13147,25981,39.9,36.3,44.3,98.1
13149,11785,27.6,37.6,42.4,97.4
13151,229994,18.7,41.0,37.1,91.0
13153,155317,20.5,41.3,35.6,93.1
13155,9379,32.3,35.7,39.7,116.9
13157,70467,23.9,42.0,38.4,98.2
13159,14074,30.8,40.4,43.2,95.4
13161,15063,26.5,45.4,36.8,94.8
13163,15489,31.3,40.5,40.0,93.0
13165,8787,27.8,34.5,41.9,92.4
13167,9717,30.6,30.5,41.6,129.8
13169,28622,30.0,39.1,40.4,92.6
13171,18834,28.6,34.0,38.5,97.4
13173,10534,20.2,34.6,37.0,87.4
13175,47404,30.2,42.6,39.4,89.5
13177,29735,21.5,43.5,37.1,100.8
13179,62039,14.5,44.6,28.8,101.9
13181,7929,42.2,33.7,47.0,92.1
13183,19236,14.1,44.2,31.6,101.5
13185,116436,19.3,37.7,30.6,94.3
13187,33009,27.8,28.0,36.3,94.0
13189,21404,30.7,43.3,38.2,85.8
13191,14217,46.7,28.6,51.0,100.6
13193,13107,26.8,29.6,40.0,112.8
13195,29624,27.7,38.1,40.5,95.3
13197,8450,36.2,39.9,44.8,90.8
13199,21080,35.0,36.7,42.2,93.5
13201,5725,40.0,42.0,42.8,93.3
13205,22072,27.6,36.1,39.1,106.9
13207,27455,30.6,35.1,42.9,102.0
13209,9069,26.7,32.4,40.0,100.9
13211,18832,34.6,39.2,44.1,96.8
13213,39789,24.1,40.7,38.8,96.7
13215,195418,21.4,39.9,34.4,95.1
13217,109835,21.3,42.9,36.5,89.6
13219,39194,25.8,45.4,40.1,97.6
13221,15040,30.1,36.7,42.7,103.4
13223,164440,17.1,41.7,36.3,95.0
13225,27502,24.9,32.7,38.0,94.1
13227,32002,37.4,34.2,46.1,98.0
13229,19336,29.5,42.9,39.0,100.2
13231,18565,25.9,38.3,40.6,95.9
13233,42251,26.1,43.2,37.3,95.8
13235,11185,33.1,28.4,41.0,76.0
13237,21906,42.0,35.6,47.8,96.5
13239,2290,55.3,23.1,56.9,103.2
13241,16859,50.3,28.3,49.8,95.0
13243,6888,43.2,51.1,39.9,93.7
13245,202178,22.1,36.2,34.4,93.8
13247,90155,23.5,40.4,38.5,89.2
13249,5215,25.9,37.1,39.1,96.3
13251,13977,31.6,35.0,41.9,92.3
13253,8218,41.4,37.2,45.1,88.3
13255,66043,31.3,40.5,39.0,92.6
13257,25934,34.5,37.1,41.6,88.0
13259,6446,19.8,15.6,39.2,212.5
13261,29714,27.3,37.2,35.7,90.3
13263,6245,41.7,28.4,50.3,92.8
13265,1596,52.2,25.4,45.2,91.4
13267,25392,20.6,31.1,37.7,142.8
13269,8126,34.7,33.9,44.0,86.2
13271,15871,27.8,25.1,42.1,143.6
13273,8654,33.6,40.2,40.3,98.5
13275,44545,31.0,40.9,39.5,91.4
13277,40590,24.4,40.9,36.1,94.5
13279,26947,28.3,45.7,36.9,86.5
13281,11815,63.9,22.9,53.5,88.0
13283,6787,29.2,40.3,39.1,116.6
13285,70095,24.4,40.5,36.7,91.4
13287,7920,33.4,43.0,39.7,88.1
13289,8195,38.9,33.3,47.2,98.4
13291,23999,65.1,31.3,55.2,93.2
13293,26329,30.9,38.0,42.2,91.2
13295,69398,30.8,36.4,41.7,97.0
13297,93284,26.2,41.1,39.1,94.3
13299,35745,28.8,40.9,39.3,102.5
13301,5259,38.7,35.8,45.2,88.6
13303,20316,30.0,35.5,41.0,103.7
13305,29959,26.5,41.0,38.2,101.6
13307,2587,47.2,42.2,43.9,96.1
13309,7897,21.4,24.5,27.8,184.8
13311,29962,38.5,31.6,46.7,94.4
13313,104122,23.1,43.1,36.2,98.7
13315,8701,26.0,28.9,40.7,151.0
13317,9797,42.2,38.0,45.8,97.2
13319,8945,33.2,39.1,43.0,89.1
13321,20346,32.7,37.9,42.6,92.1
15001,201350,36.3,37.3,42.8,98.5
15003,979682,29.1,34.6,38.2,101.5
15005,436,2.1,0.2,43.8,139.6
15007,71949,34.4,37.4,42.3,98.1
15009,166657,30.4,36.3,41.8,99.0
16001,469473,23.3,38.1,37.2,100.3
16003,4200,56.3,30.5,55.3,108.0
16005,86742,24.0,43.8,34.1,99.9
16007,6054,38.9,50.1,39.4,100.9
16009,9231,41.2,41.4,46.0,102.1
16011,46246,25.2,55.5,34.1,100.2
16013,22729,31.1,36.1,43.7,103.7
16015,7625,44.1,27.0,54.4,101.9
16017,44688,44.6,35.5,47.9,98.9
16019,116970,23.4,54.8,33.0,100.3
16021,12156,41.2,43.0,43.8,100.9
16023,2603,39.1,38.1,46.8,117.1
16025,1069,28.4,37.4,44.5,86.6
16027,223890,23.8,48.9,33.8,98.6
16029,7028,30.4,51.7,37.9,108.8
16031,23847,25.5,58.4,33.3,104.4
16033,885,23.3,42.8,37.7,124.1
16035,8735,48.5,28.9,50.8,123.9
16037,4193,68.2,37.2,53.0,102.0
16039,27043,21.2,40.7,31.8,110.3
16041,13736,25.7,59.2,33.5,106.1
16043,13111,30.4,44.7,37.8,108.3
16045,17771,39.1,41.5,45.0,97.4
16047,15280,31.4,49.2,38.6,105.5
16049,16511,52.6,36.8,50.5,111.3
16051,29238,20.3,60.5,31.9,103.0
16053,24074,22.6,54.2,32.8,102.1
16055,161676,32.3,39.2,40.3,98.1
16057,40052,20.5,27.2,29.5,104.5
16059,7929,57.9,34.5,53.4,106.2
16061,3850,50.5,43.4,48.7,96.8
16063,5342,23.2,51.1,35.8,112.1
16065,39725,10.1,40.6,23.5,103.4
16067,20817,28.6,51.7,35.2,100.3
16069,40468,33.6,36.0,40.4,98.0
16071,4429,37.2,54.5,39.5,101.1
16073,11724,32.9,46.3,40.4,110.7
16075,23705,32.7,47.1,39.4,98.7
16077,7635,29.1,57.8,38.8,101.0
16079,12700,40.7,35.6,46.8,97.8
16081,11776,18.2,38.5,37.1,105.3
16083,86198,27.1,48.2,35.0,96.9
16085,11085,50.4,30.7,50.4,100.0
16087,10128,49.1,44.4,45.0,98.0
17001,65670,35.4,39.7,41.4,96.4
17003,6011,41.0,41.2,46.6,91.8
17005,16520,30.2,30.7,42.5,111.0
17007,53293,26.2,41.4,38.7,99.0
17009,6599,22.1,26.7,38.9,172.8
17011,32878,38.9,37.8,44.2,96.6
17013,4782,42.7,37.0,46.8,102.6
17015,14398,45.4,33.9,48.0,100.8
17017,12324,30.8,42.2,39.4,97.6
17019,210006,18.7,27.6,30.4,99.7
17021,32705,32.7,33.2,43.7,103.1
17023,15602,34.3,39.0,41.9,99.6
17025,13217,36.1,40.2,42.1,98.7
17027,37549,27.6,34.2,40.6,108.3
17029,51065,26.2,27.6,36.6,94.0
17031,5169517,23.1,34.4,37.0,94.4
17033,18833,30.8,31.2,42.2,115.2
17035,10787,34.5,39.1,42.2,102.6
17037,104588,19.0,32.6,31.3,98.1
17039,15764,32.6,37.5,44.2,97.7
17041,19551,31.5,43.5,38.2,98.8
17043,926005,25.2,36.8,39.5,96.6
17045,17272,38.6,34.2,45.8,97.7
17047,6431,38.0,41.0,44.1,96.6
17049,34151,29.7,40.0,39.5,99.2
17051,21418,31.8,34.3,42.0,112.1
17053,13155,32.7,38.8,43.2,97.3
17055,38688,35.9,38.4,43.0,97.3
17057,34654,34.7,33.0,43.9,107.4
17059,4983,43.0,38.0,45.9,95.1
17061,12988,32.7,35.2,42.5,101.9
17063,50798,22.9,41.5,38.1,100.0
17065,8151,37.4,37.9,44.3,96.3
17067,17820,42.7,37.9,45.7,98.9
17069,3890,40.8,23.2,48.8,108.5
17071,6737,46.0,32.8,50.8,97.9
