cfips,pct_with_scieng_degree,pct_with_libarts_degree,pct_with_business_degree
05001,28.0,17.2,20.1
05003,25.1,11.9,15.6
05005,26.9,18.4,18.3
05007,32.2,17.9,27.0
05009,29.2,22.6,18.8
05011,18.6,26.5,18.3
05013,34.9,8.7,9.4
05015,27.1,19.0,21.4
05017,23.4,14.9,21.4
05019,27.2,23.3,19.9
05021,17.2,16.7,12.2
05023,24.2,15.8,17.7
05025,33.2,12.6,10.3
05027,26.8,16.4,25.2
05029,27.5,14.2,19.0
05031,28.0,17.2,22.6
05033,26.0,18.9,15.6
05035,19.8,19.1,21.0
05037,28.2,12.9,18.4
05039,21.5,21.6,19.8
05041,26.6,15.1,14.3
05043,25.7,20.5,19.7
05045,25.1,22.6,21.8
05047,31.3,24.6,16.7
05049,38.5,13.8,7.2
05051,28.0,17.9,20.1
05053,21.1,26.1,20.8
05055,24.0,15.4,20.1
05057,31.7,16.7,12.2
05059,25.6,21.7,13.8
05061,32.9,10.4,17.9
05063,23.3,22.2,18.4
05065,29.8,19.7,10.4
05067,32.0,14.9,18.0
05069,21.5,21.5,19.4
05071,30.0,21.4,15.0
05073,26.1,20.0,11.5
05075,18.3,15.3,19.0
05077,38.7,9.4,21.6
05079,15.4,17.1,19.7
05081,28.7,8.0,12.2
05083,28.2,23.0,15.3
05085,23.8,20.1,22.0
05087,28.2,18.3,13.3
05089,24.9,18.5,17.9
05091,28.6,16.9,20.9
05093,21.6,16.3,16.2
05095,21.4,19.1,13.8
05097,40.1,18.8,18.2
05099,21.9,11.0,12.9
05101,34.0,20.5,11.9
05103,27.9,14.2,24.6
05105,17.2,26.5,17.8
05107,21.0,13.4,20.8
05109,20.1,18.4,27.8
05111,29.0,14.9,15.4
05113,27.7,17.4,14.0
05115,31.1,19.8,17.9
05117,23.6,14.1,16.3
05119,32.3,23.4,21.6
05121,20.9,17.4,16.5
05123,36.6,19.9,17.5
05125,27.1,17.9,22.4
05127,33.1,10.7,17.0
05129,26.0,20.6,5.7
05131,29.0,19.0,22.4
05133,17.9,20.0,21.7
05135,30.4,12.5,15.9
05137,31.4,15.2,16.1
05139,25.7,15.5,24.4
05141,26.9,13.9,15.6
05143,33.0,22.9,21.2
05145,19.6,21.5,19.2
05147,30.7,12.5,23.5
05149,27.1,20.2,15.4
06001,50.1,23.5,15.4
06003,54.9,22.9,6.0
06005,36.6,29.1,15.5
06007,36.6,29.4,13.6
06009,35.6,23.7,20.6
06011,41.9,27.7,14.2
06013,43.1,23.8,19.3
06015,42.8,23.8,7.7
06017,40.2,24.7,18.6
06019,34.2,27.3,16.9
06021,39.1,21.8,13.8
06023,44.7,27.7,9.5
06025,34.0,24.8,16.4
06027,47.2,18.9,9.4
06029,36.3,24.0,18.8
06031,31.0,29.0,17.5
06033,36.2,26.6,15.2
06035,37.1,23.3,12.2
06037,36.2,31.1,19.0
06039,31.2,23.8,21.0
06041,40.6,31.0,15.8
06043,42.8,28.0,11.6
06045,40.6,33.1,10.2
06047,35.5,25.5,16.0
06049,42.1,27.6,7.4
06051,48.7,13.1,18.9
06053,39.9,28.3,13.8
06055,37.9,27.4,17.5
06057,38.5,29.0,13.4
06059,40.1,23.7,22.0
06061,36.5,25.4,21.0
06063,41.4,26.6,11.6
06065,33.6,24.7,21.7
06067,39.5,27.0,18.7
06069,42.3,27.2,15.7
06071,34.8,23.8,21.1
06073,42.6,23.2,19.2
06075,46.4,27.5,17.5
06077,34.3,24.4,19.9
06079,42.6,26.1,14.2
06081,48.5,21.1,18.6
06083,44.9,27.4,13.6
06085,57.8,16.3,15.2
06087,47.2,29.3,11.1
06089,36.0,28.1,14.7
06091,44.9,16.6,10.1
06093,41.5,22.7,12.8
06095,35.0,25.0,19.6
06097,40.6,30.4,14.6
06099,34.1,25.9,18.9
06101,38.6,24.7,16.1
06103,40.8,27.8,12.0
06105,42.0,22.3,10.0
06107,32.7,26.1,18.3
06109,39.2,22.3,16.6
06111,40.2,25.1,19.2
06113,54.0,24.1,9.7
06115,35.6,29.9,15.0
08001,35.9,23.5,21.8
08003,31.6,22.6,21.4
08005,37.1,23.0,22.3
08007,36.4,20.7,16.4
08009,33.0,9.9,18.5
08011,34.2,16.6,18.4
08013,48.5,24.6,13.4
08014,45.1,18.8,21.7
08015,35.0,25.7,14.1
08017,40.1,14.8,15.6
08019,39.7,21.5,22.5
08021,25.2,21.0,15.6
08023,33.0,21.5,16.7
08025,44.4,13.4,6.8
08027,38.2,30.6,5.3
08029,34.6,21.6,17.9
08031,38.5,27.6,20.5
08033,27.9,30.9,14.5
08035,37.6,20.4,26.4
08037,34.3,29.0,19.4
08039,38.1,18.7,25.0
08041,38.0,23.3,19.1
08043,35.0,18.1,15.3
08045,33.5,25.9,18.7
08047,33.2,34.3,23.2
08049,34.1,26.3,19.2
08051,42.1,27.9,16.6
08053,27.1,24.3,24.9
08055,37.5,15.9,16.2
08057,24.6,11.8,23.6
08059,40.0,22.5,20.2
08061,32.4,16.0,23.9
08063,29.8,14.3,18.5
08065,40.2,23.2,15.3
08067,39.1,21.3,16.5
08069,42.8,23.4,15.3
08071,32.0,19.8,11.9
08073,39.0,21.8,13.7
08075,28.4,15.7,17.3
08077,34.1,22.0,18.5
08079,37.7,42.6,9.3
08081,29.9,28.5,12.0
08083,42.9,17.9,12.5
08085,37.8,19.2,17.6
08087,33.2,18.6,15.6
08089,31.5,21.5,16.4
08091,40.3,22.9,11.8
08093,36.6,21.5,24.2
08095,30.3,25.6,14.2
08097,31.6,26.8,23.4
08099,31.4,16.5,14.7
08101,33.2,19.8,18.8
08103,33.3,27.5,13.9
08105,35.2,18.8,15.4
08107,37.0,23.3,19.3
08109,46.2,19.1,16.7
08111,39.3,34.1,15.0
08113,41.4,24.9,18.1
08115,41.6,16.8,11.1
08117,38.0,24.0,19.1
08119,36.3,17.1,20.3
08121,33.4,9.6,18.6
08123,34.6,21.7,19.8
08125,28.1,15.5,18.0
09001,36.0,24.4,23.9
09003,37.8,23.4,19.4
09005,32.5,29.2,15.9
09007,35.8,25.9,16.2
09009,35.3,25.2,18.4
09011,41.7,22.7,13.8
09013,37.6,21.6,19.2
09015,35.5,25.0,16.6
10001,30.8,20.9,21.4
10003,37.1,19.4,22.6
10005,29.5,19.9,20.0
11001,47.8,30.7,12.9
12001,43.1,22.0,13.4
12003,25.0,17.6,19.4
12005,34.6,20.0,19.5
12007,24.0,13.2,22.5
12009,38.5,18.4,20.0
12011,31.6,20.0,26.6
12013,17.4,23.9,14.5
12015,30.8,18.5,20.3
12017,29.9,16.8,19.3
12019,27.8,20.4,26.3
12021,32.3,18.9,24.1
12023,26.2,19.2,17.6
12027,27.0,18.1,22.8
12029,14.9,13.2,12.6
12031,31.0,20.9,24.7
12033,31.0,23.9,20.5
12035,29.9,16.7,20.1
12037,30.8,20.4,19.6
12039,32.0,25.1,16.0
12041,27.0,24.4,12.7
12043,32.4,19.6,15.1
12045,28.3,15.8,17.1
12047,28.3,15.2,16.2
12049,17.9,23.2,27.9
12051,21.0,20.9,19.9
12053,27.7,21.3,20.3
12055,26.5,17.5,19.2
12057,33.9,19.3,25.2
12059,23.3,11.6,30.0
12061,31.0,19.2,23.6
12063,24.2,25.1,14.1
12065,31.5,24.3,14.2
12067,30.2,13.5,17.8
12069,26.5,20.7,22.0
12071,29.5,19.3,23.5
12073,37.1,26.4,16.5
12075,38.0,17.1,15.5
12077,17.8,24.5,12.5
12079,27.2,25.8,13.3
12081,31.0,19.6,23.2
12083,29.8,18.8,20.9
12085,32.7,21.3,22.4
12086,31.9,18.6,26.9
12087,34.1,21.5,24.3
12089,33.6,21.2,19.3
12091,33.4,20.4,22.9
12093,19.6,17.5,19.1
12095,31.9,22.0,26.1
12097,30.5,19.9,24.9
12099,30.7,20.8,26.2
12101,28.4,19.0,25.4
12103,31.1,20.9,24.3
12105,27.7,19.7,24.0
12107,31.9,21.6,16.5
12109,32.5,20.2,25.6
12111,26.9,21.3,23.1
12113,30.7,20.7,22.3
12115,32.0,22.0,20.4
12117,32.4,20.5,26.0
12119,26.9,16.6,23.3
12121,29.0,17.4,22.1
12123,33.2,32.1,13.9
12125,35.2,21.0,11.9
12127,29.3,20.4,23.2
12129,34.4,22.0,17.6
12131,30.3,20.6,24.0
12133,28.3,17.4,11.3
13001,28.6,16.0,11.4
13003,13.8,19.7,18.6
13005,24.4,7.4,15.9
13007,23.1,9.3,18.6
13009,27.2,26.0,19.3
13011,23.6,15.0,22.0
13013,26.8,17.2,27.2
13015,26.9,21.9,21.8
13017,24.3,19.5,28.9
13019,25.1,18.8,24.2
13021,30.6,21.8,20.4
13023,22.5,10.3,16.2
13025,25.3,9.2,11.3
13027,41.2,16.4,18.3
13029,31.3,20.9,24.0
13031,28.5,25.1,18.4
13033,34.8,16.2,13.9
13035,24.5,25.6,18.8
13037,25.9,28.7,14.0
13039,27.5,21.2,21.0
13043,31.6,19.9,16.6
13045,27.5,20.9,23.7
13047,22.8,23.1,22.0
13049,26.9,7.4,22.8
13051,29.0,25.6,21.3
13053,28.6,26.0,27.0
13055,26.1,22.4,16.8
13057,29.5,20.5,27.5
13059,39.9,28.7,12.9
13061,45.1,22.5,15.3
13063,29.8,24.4,24.9
13065,33.2,8.8,10.8
13067,34.5,20.7,27.0
13069,20.1,11.3,23.1
13071,23.5,16.3,14.2
13073,33.1,18.6,20.8
13075,21.2,24.1,18.4
13077,27.7,23.3,24.5
13079,27.1,20.9,17.7
13081,21.8,11.0,16.4
13083,31.3,17.1,18.9
13085,26.3,14.9,34.3
13087,20.7,22.5,16.1
13089,35.9,24.5,23.0
13091,22.5,18.4,17.1
13093,19.8,17.8,27.4
13095,29.1,22.3,22.3
13097,27.1,23.4,26.2
13099,32.3,13.2,13.1
13101,26.2,14.8,25.1
13103,28.5,25.2,17.8
13105,22.0,18.3,17.7
13107,22.8,14.7,17.0
13109,25.2,19.5,17.2
13111,29.4,17.6,19.6
13113,29.9,23.7,24.2
13115,29.0,17.6,21.3
13117,37.9,16.0,27.6
13119,25.8,21.4,19.4
13121,37.2,22.4,26.4
13123,28.3,26.0,21.2
13125,34.2,21.9,27.0
13127,25.5,24.4,24.9
13129,28.5,21.0,18.4
13131,21.9,17.3,27.9
13133,33.8,14.9,22.6
13135,33.9,19.3,26.4
13137,24.6,22.7,25.0
13139,27.6,18.8,24.8
13141,22.2,28.7,21.7
13143,24.9,14.5,17.3
13145,26.6,21.9,23.5
13147,23.9,21.4,19.9
13149,26.1,13.3,18.3
13151,26.2,21.3,25.6
13153,28.9,21.3,24.9
13155,26.6,17.8,17.7
13157,31.3,18.1,23.3
13159,22.6,17.7,20.7
13161,24.9,8.9,18.8
13163,15.8,16.9,23.2
13165,14.1,34.5,13.7
13167,13.5,15.9,27.3
13169,28.7,14.5,20.0
13171,29.0,13.9,13.8
13173,35.1,18.0,20.3
13175,23.0,23.5,20.4
13177,22.6,18.4,22.4
13179,21.6,29.0,23.9
13181,25.9,12.5,27.1
13183,25.3,31.2,16.5
13185,28.2,21.5,17.7
13187,26.1,24.8,16.0
13189,14.6,16.2,30.2
13191,25.9,28.2,14.9
13193,28.0,15.7,24.6
13195,28.4,22.4,19.8
13197,20.7,12.4,39.9
13199,21.6,23.3,20.9
13201,25.2,9.2,29.0
13205,25.1,19.1,15.6
13207,29.5,19.5,24.3
13209,33.3,19.7,15.1
13211,29.2,17.2,26.3
13213,25.5,13.5,22.6
13215,31.0,19.2,22.5
13217,26.8,20.7,25.7
13219,35.2,21.7,19.3
13221,43.6,13.9,15.8
13223,28.3,20.0,24.3
13225,26.5,13.7,18.1
13227,23.5,26.0,22.4
13229,16.2,9.8,22.6
13231,23.7,16.1,14.2
13233,21.3,17.6,21.4
13235,15.3,9.2,15.4
13237,27.7,18.6,20.4
13239,9.7,19.4,29.0
13241,33.6,19.6,19.0
13243,29.9,19.1,25.5
13245,32.2,21.3,21.8
13247,28.7,17.0,24.4
13249,34.1,12.8,16.6
13251,31.4,16.0,16.1
13253,19.1,29.1,20.9
13255,27.4,21.1,19.9
13257,22.8,22.8,19.2
13259,22.7,15.6,27.2
13261,24.5,21.6,16.6
13263,29.8,13.3,34.0
13265,20.0,16.0,22.0
13267,18.9,23.3,15.8
13269,36.2,18.0,13.8
13271,20.4,23.6,19.3
13273,19.2,17.7,30.2
13275,27.6,19.7,20.0
13277,25.3,13.2,24.3
13279,22.3,21.6,17.2
13281,25.3,24.1,17.4
13283,29.2,8.2,17.3
13285,28.7,19.2,21.7
13287,29.2,3.7,22.5
13289,32.0,16.3,24.1
13291,28.0,21.6,17.5
13293,21.6,22.5,13.0
13295,30.3,23.0,20.4
13297,21.7,22.6,26.6
13299,32.9,13.5,19.9
13301,20.2,25.8,20.4
13303,26.4,17.5,26.2
13305,23.8,14.8,14.6
13307,10.2,9.1,33.5
13309,41.8,13.9,4.9
13311,26.6,24.5,23.1
13313,27.2,18.4,23.4
13315,23.7,7.1,19.1
13317,32.9,19.7,14.0
13319,23.7,19.5,14.7
13321,26.7,12.3,26.8
15001,38.3,21.6,15.9
15003,36.1,21.8,21.2
15005,33.3,40.0,0.0
15007,33.8,22.8,17.2
15009,35.1,22.5,19.2
16001,35.9,22.7,19.4
16003,44.9,16.1,13.7
16005,33.1,21.7,13.6
16007,30.3,13.2,13.6
16009,32.4,18.0,18.7
16011,31.5,16.2,14.6
16013,30.4,31.0,19.6
16015,38.1,21.0,14.9
16017,37.6,24.9,11.6
16019,35.3,19.2,16.4
16021,30.6,32.7,8.8
16023,43.4,5.5,11.0
16025,42.0,11.8,16.8
16027,29.1,22.8,18.8
16029,35.7,10.4,9.4
16031,24.0,20.1,19.2
16033,47.8,20.9,14.9
16035,40.7,20.9,7.6
16037,30.2,28.4,10.5
16039,26.9,21.7,25.3
16041,25.9,23.2,17.7
16043,37.0,15.7,12.0
16045,34.6,14.1,24.5
16047,42.7,9.4,18.3
16049,39.1,16.5,18.3
16051,34.5,14.6,13.4
16053,33.2,14.0,10.9
16055,32.1,24.2,17.0
16057,41.7,26.8,10.1
16059,46.2,18.8,11.5
16061,37.4,17.1,10.1
16063,19.1,17.1,15.9
16065,31.3,27.9,14.2
16067,29.2,18.4,21.5
16069,29.9,19.8,18.1
16071,35.9,26.1,6.2
16073,30.7,8.8,17.8
16075,31.4,16.8,19.5
16077,25.4,25.3,11.7
16079,35.6,22.2,13.9
16081,46.3,26.5,12.1
16083,33.7,17.3,16.6
16085,41.3,26.2,14.6
16087,41.7,11.3,18.6
17001,25.9,22.1,19.2
17003,19.7,14.3,19.8
17005,22.5,22.2,21.5
17007,28.3,18.5,22.7
17009,33.3,23.0,14.6
17011,28.3,20.1,16.2
17013,31.2,18.3,17.3
17015,22.3,20.2,20.1
17017,31.6,17.1,18.8
17019,42.2,24.6,11.5
17021,27.7,20.7,15.5
17023,24.7,18.6,12.8
17025,31.3,20.3,14.9
17027,23.8,14.8,26.9
17029,35.4,21.4,14.6
17031,34.1,25.9,21.8
17033,26.1,24.2,14.9
17035,33.1,13.4,14.5
17037,30.8,24.5,18.6
17039,24.5,16.7,23.1
17041,28.1,18.4,19.4
17043,35.8,19.5,25.1
17045,32.4,12.4,18.6
17047,26.9,15.4,16.1
17049,28.2,16.4,19.5
17051,30.8,16.1,12.0
17053,32.9,19.1,14.4
17055,21.6,13.6,16.0
17057,25.6,19.7,14.3
17059,24.4,17.7,14.7
17061,31.6,16.2,6.8
17063,33.4,15.0,18.8
17065,23.6,23.2,14.9
17067,27.6,16.5,17.1
17069,20.8,31.7,9.3
17071,25.8,16.7,14.0
17073,26.6,23.0,20.3
17075,30.0,15.6,14.5
17077,32.8,29.7,8.1
17079,30.5,14.9,16.1
17081,26.7,15.9,13.4
17083,26.9,14.7,17.6
17085,27.2,20.2,21.8
17087,23.8,18.7,20.1
17089,30.4,22.2,22.5
17091,25.0,22.3,18.4
17093,30.3,17.8,24.8
17095,32.8,21.0,14.6
17097,36.2,20.8,22.9
17099,28.0,20.2,15.1
17101,27.1,16.0,15.2
17103,27.9,16.4,20.6
17105,29.1,20.7,13.9
17107,26.5,24.2,18.1
17109,33.0,24.5,10.8
17111,29.6,21.9,24.4
17113,32.5,23.0,20.2
17115,29.8,18.3,19.7
17117,29.1,16.2,19.3
17119,30.0,18.4,20.2
17121,24.0,18.5,14.8
17123,31.6,15.9,19.5
17125,27.5,18.7,12.5
17127,22.8,23.1,19.3
17129,26.6,22.1,17.3
17131,25.0,21.4,13.1
17133,27.8,16.1,26.7
17135,26.6,16.4,16.4
17137,26.4,22.0,17.1
17139,32.2,22.3,15.0
17141,26.0,18.7,19.9
17143,34.5,20.0,17.4
17145,20.1,14.2,13.9
17147,33.0,21.6,19.5
17149,31.4,17.9,10.3
17151,34.5,10.1,10.6
17153,25.9,26.7,15.6
17155,25.4,17.0,23.1
17157,24.1,18.5,16.3
17159,24.4,19.8,15.9
17161,28.8,23.0,19.4
17163,28.7,21.7,22.8
17165,25.4,16.0,16.3
17167,31.2,23.5,19.1
17169,28.5,21.7,13.5
17171,29.5,19.0,14.4
17173,22.0,20.5,17.1
17175,34.0,12.7,12.9
17177,26.1,19.6,17.9
17179,26.7,18.9,21.4
17181,22.9,21.2,12.7
17183,20.9,19.8,15.4
17185,28.6,14.1,17.8
17187,25.6,24.2,18.5
17189,32.5,16.6,15.2
17191,24.3,15.5,15.1
17193,26.3,18.6,14.7
17195,28.6,17.6,17.6
17197,30.2,18.9,23.8
17199,25.6,22.3,15.6
17201,31.0,20.8,17.9
17203,30.4,19.4,21.3
18001,21.0,17.4,20.0
18003,26.6,21.5,23.1
18005,43.6,15.1,15.7
18007,33.8,19.0,20.8
18009,27.2,20.4,17.4
18011,34.9,17.5,23.4
18013,32.8,21.5,15.1
18015,26.0,19.1,20.6
18017,22.3,20.0,14.3
18019,26.2,20.4,26.2
18021,19.8,19.7,15.9
18023,27.7,20.2,13.8
18025,27.5,16.8,15.3
18027,19.1,17.5,20.2
18029,23.0,17.7,19.3
18031,24.3,20.0,19.2
18033,24.1,23.4,21.5
18035,23.4,27.6,15.2
18037,26.7,15.5,17.6
18039,23.2,20.8,20.0
18041,23.9,16.7,17.6
18043,26.4,19.3,24.6
18045,20.4,22.7,18.3
18047,24.6,19.6,21.5
18049,22.3,14.5,16.5
18051,23.9,15.1,23.7
18053,20.4,21.9,19.7
18055,27.4,13.1,16.2
18057,31.5,18.8,25.8
18059,23.9,25.1,21.7
18061,25.4,18.8,20.5
18063,28.0,18.2,24.0
18065,24.9,19.6,17.1
18067,27.6,17.5,17.9
18069,21.3,22.0,21.9
18071,31.1,10.5,22.7
18073,25.9,17.5,21.9
18075,23.5,14.0,25.4
18077,26.0,20.8,21.5
18079,25.5,16.5,20.9
18081,32.0,20.8,20.0
18083,23.5,22.9,13.1
18085,27.9,24.4,17.0
18087,24.5,14.6,20.8
18089,25.3,21.2,22.6
18091,27.2,23.1,20.3
18093,26.5,16.6,18.1
18095,23.3,21.1,21.4
18097,30.5,24.9,21.3
18099,24.9,23.2,18.3
18101,24.5,10.2,20.3
18103,26.8,18.7,19.1
18105,36.3,33.2,11.6
18107,32.1,20.4,13.0
18109,26.5,21.6,21.4
18111,30.4,14.8,21.9
18113,28.6,18.5,16.1
18115,26.0,18.0,10.7
18117,20.1,17.0,21.5
18119,28.8,21.3,18.4
18121,32.4,19.5,14.6
18123,23.3,21.3,17.1
18125,21.5,12.9,15.6
18127,30.6,21.0,19.5
18129,26.0,19.8,23.9
18131,19.9,21.6,18.3
18133,30.5,23.0,15.2
18135,18.0,22.8,15.1
18137,25.7,20.7,19.1
18139,23.1,16.9,17.5
18141,30.2,25.7,19.9
18143,21.3,13.7,16.5
18145,26.2,21.3,17.6
18147,29.6,21.5,13.8
18149,31.6,12.7,18.7
18151,27.3,15.8,20.8
18153,28.5,21.2,12.0
18155,19.2,14.9,22.3
18157,43.2,19.4,14.2
18159,28.6,15.6,15.6
18161,31.7,24.3,16.0
18163,26.5,22.6,22.1
18165,15.5,23.8,20.0
18167,28.1,22.6,15.1
18169,24.4,21.7,14.6
18171,31.3,15.4,13.3
18173,28.5,16.0,20.4
18175,26.1,19.3,19.5
18177,22.4,24.5,18.9
18179,25.2,16.9,27.7
18181,28.7,17.0,16.0
18183,25.9,16.8,23.0
19001,29.2,9.7,20.2
19003,32.9,13.0,12.1
19005,27.7,13.9,14.7
19007,25.4,18.6,17.1
19009,30.7,12.8,15.4
19011,29.0,15.8,23.9
19013,27.4,25.3,17.5
19015,32.3,18.1,21.2
19017,26.2,14.9,20.9
19019,28.5,18.3,16.0
19021,24.4,18.1,17.0
19023,20.3,22.2,20.2
19025,28.8,17.7,15.0
19027,23.1,15.9,22.6
19029,27.8,21.7,16.6
19031,30.5,16.2,21.6
19033,27.4,22.0,21.3
19035,29.4,11.8,18.0
19037,17.9,15.3,25.4
19039,27.1,11.7,36.1
19041,26.0,20.1,18.1
19043,25.4,18.1,15.9
19045,27.4,18.8,20.0
19047,25.9,15.4,25.5
19049,28.2,19.1,29.2
19051,35.5,22.8,10.9
19053,26.4,22.0,9.1
19055,29.7,14.7,16.1
19057,28.7,17.1,21.1
19059,25.6,15.9,20.4
19061,29.5,20.8,21.2
19063,23.2,16.5,16.4
19065,22.6,19.2,17.6
19067,26.0,21.4,16.2
19069,23.0,14.4,18.5
19071,30.6,14.7,20.9
19073,21.7,24.8,13.9
19075,28.2,21.1,16.0
19077,32.9,16.0,20.8
19079,32.5,18.0,15.9
19081,30.6,11.6,18.7
19083,29.4,18.2,13.5
19085,23.3,19.1,13.0
19087,24.1,24.7,13.9
19089,20.4,14.7,21.7
19091,31.1,14.3,19.0
19093,23.1,21.0,25.3
19095,28.9,20.2,18.3
19097,27.0,16.5,21.2
19099,28.5,21.3,21.6
19101,31.3,31.0,14.4
19103,41.3,24.5,12.1
19105,24.9,17.3,18.2
19107,30.3,12.0,20.0
19109,25.8,16.6,23.3
19111,20.8,22.5,17.8
19113,33.9,21.2,20.2
19115,29.2,12.2,21.2
19117,20.8,22.4,14.6
19119,22.1,17.9,16.0
19121,25.8,15.8,29.9
19123,29.8,19.4,18.7
19125,26.1,22.7,19.4
19127,30.5,16.4,21.3
19129,25.8,17.5,23.8
19131,26.5,21.3,13.9
19133,18.1,14.5,23.3
19135,24.9,16.8,14.9
19137,22.8,18.8,15.0
19139,30.4,13.8,22.8
19141,25.3,18.2,20.0
19143,29.9,21.7,11.6
19145,26.2,14.0,15.2
19147,23.9,16.0,18.8
19149,27.3,17.4,19.1
19151,31.6,20.2,14.5
19153,29.7,23.1,25.3
19155,24.3,19.6,23.4
19157,22.8,29.7,20.5
19159,32.8,16.3,12.3
19161,24.8,16.3,14.7
19163,31.8,17.6,22.9
19165,27.0,17.6,18.2
19167,22.3,19.8,18.4
19169,44.2,21.4,13.2
19171,29.3,14.1,16.0
19173,31.4,15.2,14.4
19175,31.9,12.6,15.9
19177,39.3,13.2,16.8
19179,27.1,17.2,13.9
19181,27.2,19.0,26.9
19183,28.2,24.4,17.1
19185,28.8,21.7,8.3
19187,27.4,22.2,15.4
19189,22.9,15.9,22.9
19191,28.1,23.8,16.4
19193,21.8,20.8,24.4
19195,28.0,17.3,18.8
19197,26.7,16.0,22.0
20001,21.8,22.9,21.0
20003,33.4,21.8,8.2
20005,27.0,26.5,12.9
20007,33.7,16.5,12.8
20009,32.7,14.9,18.4
20011,21.9,25.9,19.6
20013,35.0,17.4,13.8
20015,26.3,19.1,21.1
20017,20.0,17.5,18.5
20019,33.2,6.3,12.4
20021,20.5,19.4,17.8
20023,34.8,11.1,17.8
20025,29.8,17.6,8.9
20027,25.4,17.2,15.6
20029,26.1,15.9,19.7
20031,32.3,11.8,22.8
20033,21.5,6.0,16.5
20035,24.1,17.6,22.0
20037,16.7,25.4,16.4
20039,41.9,25.4,6.0
20041,22.1,17.5,20.2
20043,27.0,12.2,19.0
20045,32.8,32.4,13.7
20047,38.7,14.7,12.8
20049,26.2,16.0,3.7
20051,26.6,18.8,23.1
20053,31.5,20.0,15.6
20055,25.1,21.6,18.5
20057,31.0,16.3,20.2
20059,23.9,19.0,20.6
20061,24.4,27.5,18.2
20063,24.3,18.7,15.3
20065,26.8,17.7,13.4
20067,36.0,29.9,16.6
20069,23.7,12.2,22.1
20071,45.0,35.0,5.5
20073,38.2,10.3,14.8
20075,32.4,10.9,26.0
20077,31.2,17.7,18.0
20079,27.2,22.4,14.1
