cfips,pct_with_scieng_degree,pct_with_libarts_degree,pct_with_business_degree
16007,31.9,13.5,18.6
16009,31.8,16.1,22.7
16011,27.0,15.8,18.4
16013,33.8,27.5,19.6
16015,39.0,18.4,15.9
16017,34.3,25.1,15.1
16019,36.0,18.4,18.0
16021,26.6,25.2,19.0
16023,37.8,11.9,11.6
16025,42.1,10.3,16.7
16027,26.2,24.1,18.8
16029,39.3,13.7,12.0
16031,31.5,17.6,16.4
16033,48.0,32.0,10.0
16035,41.5,19.2,13.2
16037,33.4,25.0,7.7
16039,26.3,20.0,18.3
16041,24.4,22.8,16.6
16043,37.6,14.6,9.9
16045,37.7,14.3,19.1
16047,37.7,13.2,19.7
16049,39.0,18.2,13.7
16051,39.3,17.7,12.3
16053,28.1,16.8,12.4
16055,31.0,24.1,17.5
16057,42.7,25.1,11.0
16059,41.4,20.3,13.4
16061,35.5,14.3,10.7
16063,29.9,20.1,14.6
16065,27.1,26.2,14.8
16067,29.8,22.0,17.5
16069,29.7,19.3,18.0
16071,33.3,33.0,8.0
16073,35.4,7.7,12.1
16075,28.7,17.0,19.0
16077,42.2,16.3,8.4
16079,35.1,17.9,15.8
16081,49.7,23.4,10.7
16083,31.2,18.3,17.8
16085,37.2,25.9,12.5
16087,38.8,16.9,15.4
17001,27.0,23.0,18.2
17003,18.7,18.7,16.3
17005,19.3,21.6,26.9
17007,26.7,19.7,21.6
17009,37.8,22.0,12.3
17011,24.4,22.1,16.1
17013,27.5,19.8,20.0
17015,23.9,19.7,18.9
17017,21.1,17.9,25.1
17019,41.2,25.3,11.5
17021,26.0,17.5,18.0
17023,28.2,16.3,15.9
17025,21.6,26.4,17.8
17027,23.7,15.6,28.3
17029,34.1,22.2,14.1
17031,33.8,25.7,21.8
17033,24.9,19.4,20.1
17035,32.1,15.8,13.2
17037,31.0,25.0,16.7
17039,22.1,19.6,18.5
17041,27.8,20.8,15.1
17043,35.0,19.4,25.4
17045,30.9,14.8,15.7
17047,33.5,12.3,13.0
17049,25.2,16.8,22.4
17051,29.2,13.9,19.0
17053,33.0,20.0,15.0
17055,20.8,14.5,17.6
17057,25.8,17.7,14.5
17059,24.9,13.1,25.4
17061,28.9,15.1,10.3
17063,29.0,18.1,19.6
17065,18.2,20.4,17.8
17067,23.7,21.4,18.6
17069,17.6,27.7,8.1
17071,21.6,10.6,24.7
17073,26.4,21.3,20.9
17075,29.0,15.8,15.3
17077,33.8,29.9,10.8
17079,29.4,22.7,13.7
17081,29.3,14.1,14.0
17083,27.6,18.1,16.8
17085,27.0,17.1,23.0
17087,28.8,20.8,15.5
17089,30.9,21.8,22.8
17091,23.8,21.5,19.0
17093,29.4,16.1,26.1
17095,30.5,22.0,13.9
17097,35.9,20.8,22.7
17099,27.0,20.2,16.5
17101,24.9,21.5,14.1
17103,25.1,16.5,20.2
17105,30.5,18.3,14.4
17107,26.8,22.6,16.2
17109,28.1,28.9,14.2
17111,30.5,20.7,24.3
17113,32.6,23.0,20.1
17115,29.1,19.4,18.7
17117,31.6,16.7,17.8
17119,29.9,18.1,22.2
17121,23.2,21.1,14.9
17123,31.1,10.9,19.4
17125,30.1,16.4,11.8
17127,24.0,28.6,16.3
17129,30.5,21.8,15.5
17131,27.6,19.8,17.6
17133,27.1,16.3,27.4
17135,26.8,14.8,15.6
17137,29.1,21.3,18.4
17139,32.6,20.8,16.2
17141,25.0,19.3,17.6
17143,32.9,19.7,18.7
17145,22.3,17.0,14.4
17147,29.4,23.2,16.8
17149,25.0,20.3,11.1
17151,16.8,17.5,17.3
17153,22.2,14.9,22.4
17155,27.9,18.4,18.5
17157,21.6,20.6,18.4
17159,22.5,19.4,17.6
17161,28.6,23.3,19.5
17163,29.6,20.1,23.1
17165,23.5,16.6,14.6
17167,30.9,23.9,20.1
17169,26.0,19.9,16.6
17171,33.7,13.3,17.3
17173,27.1,20.3,12.6
17175,33.7,9.5,21.7
17177,28.5,17.3,18.1
17179,27.6,18.1,22.1
17181,22.7,16.6,15.1
17183,22.5,19.7,15.4
17185,27.4,19.5,16.3
17187,23.7,20.5,19.6
17189,30.7,16.0,16.0
17191,24.0,11.6,20.4
17193,26.5,19.3,13.5
17195,29.4,16.7,17.5
17197,30.8,18.1,24.1
17199,24.6,22.7,14.3
17201,29.0,22.0,18.4
17203,31.7,18.0,19.6
18001,20.0,18.3,21.3
18003,27.2,21.3,22.2
18005,43.6,15.1,17.3
18007,35.2,14.1,21.4
18009,22.5,21.5,17.1
18011,35.2,18.4,22.4
18013,31.6,21.6,16.4
18015,24.8,17.1,19.1
18017,22.3,18.4,15.0
18019,25.8,20.5,24.8
18021,19.6,17.9,18.2
18023,26.6,18.3,13.7
18025,26.7,18.4,18.0
18027,18.9,16.2,19.6
18029,21.7,18.8,21.5
18031,26.6,19.5,15.3
18033,21.8,21.6,20.8
18035,23.1,25.8,15.9
18037,23.8,15.0,22.6
18039,22.8,21.7,19.4
18041,20.7,20.0,15.8
18043,26.1,19.6,24.7
18045,25.5,19.3,15.3
18047,22.7,18.8,20.2
18049,20.8,21.0,14.8
18051,27.6,13.2,22.7
18053,16.7,21.1,19.8
18055,27.4,14.8,21.4
18057,30.9,19.0,25.5
18059,20.8,22.9,23.1
18061,29.4,15.9,20.3
18063,25.4,18.5,23.2
18065,23.0,19.7,19.1
18067,27.7,19.8,16.5
18069,22.3,22.8,20.4
18071,28.8,12.0,19.9
18073,25.4,13.4,21.2
18075,20.8,16.0,20.1
18077,27.4,21.9,18.1
18079,26.8,12.3,24.9
18081,30.4,21.3,19.8
18083,24.3,19.3,13.7
18085,28.6,21.3,19.4
18087,26.7,15.1,18.6
18089,25.3,21.2,21.8
18091,25.5,22.9,19.4
18093,28.3,14.2,17.1
18095,22.6,21.1,21.5
18097,30.6,25.3,20.7
18099,25.9,21.5,18.8
18101,25.4,11.1,20.6
18103,22.7,18.1,15.6
18105,36.2,32.5,11.2
18107,27.9,20.4,11.8
18109,24.3,21.1,22.5
18111,23.8,16.2,23.8
18113,25.8,20.3,18.5
18115,19.2,20.1,15.0
18117,21.9,15.7,18.4
18119,28.3,18.6,22.5
18121,25.0,25.5,17.4
18123,22.7,19.3,18.3
18125,14.8,12.6,16.8
18127,30.4,20.2,19.3
18129,31.0,18.8,21.3
18131,19.8,15.3,22.4
18133,27.4,25.7,16.8
18135,17.8,19.7,16.7
18137,21.9,17.0,21.4
18139,22.9,21.6,17.7
18141,29.5,25.2,21.4
18143,20.2,10.7,25.3
18145,22.4,20.8,20.9
18147,28.9,20.6,18.3
18149,28.8,13.8,15.6
18151,23.5,15.4,24.2
18153,26.4,20.4,16.6
18155,17.0,13.6,27.4
18157,41.8,18.2,15.5
18159,29.9,11.8,14.5
18161,28.9,20.6,16.6
18163,27.1,20.9,21.4
18165,21.6,21.4,18.9
18167,26.9,23.0,16.4
18169,23.9,23.6,16.6
18171,27.6,17.3,14.3
18173,28.1,17.3,19.8
18175,30.4,15.9,15.7
18177,23.6,21.8,18.7
18179,21.3,21.5,29.1
18181,27.7,15.9,16.8
18183,25.6,18.9,18.9
19001,28.2,13.1,14.6
19003,32.4,9.9,10.9
19005,31.0,13.3,10.1
19007,23.3,15.0,23.5
19009,34.2,13.9,16.7
19011,27.7,17.1,25.1
19013,26.5,25.0,19.0
19015,35.7,18.4,19.2
19017,27.0,19.1,20.6
19019,23.6,17.4,20.3
19021,25.6,20.9,18.6
19023,20.7,24.1,18.2
19025,25.6,17.6,15.1
19027,24.3,16.4,21.6
19029,25.8,19.1,18.4
19031,29.1,16.6,21.6
19033,24.0,21.7,22.5
19035,25.8,16.3,12.7
19037,21.6,14.9,24.3
19039,23.4,16.0,34.9
19041,24.9,17.1,20.1
19043,23.6,15.8,18.8
19045,30.1,15.3,18.8
19047,23.4,14.0,22.6
19049,28.6,17.8,29.9
19051,27.0,23.2,12.9
19053,25.5,25.4,7.5
19055,23.3,18.1,16.8
19057,27.5,18.0,23.6
19059,28.1,15.5,19.9
19061,28.4,22.6,21.4
19063,20.4,20.5,16.6
19065,25.1,19.7,17.6
19067,29.0,18.6,14.4
19069,27.5,16.6,15.8
19071,30.6,14.1,17.2
19073,17.6,26.1,12.7
19075,26.3,19.4,17.5
19077,29.6,13.9,23.5
19079,34.5,17.3,15.5
19081,35.8,10.5,18.1
19083,28.6,17.2,15.5
19085,25.5,19.0,15.9
19087,26.6,19.7,15.6
19089,22.0,15.7,15.2
19091,32.5,14.4,17.9
19093,21.7,15.6,22.0
19095,31.3,18.1,17.1
19097,26.9,15.0,21.9
19099,28.1,17.5,25.6
19101,36.9,29.4,12.2
19103,39.8,25.4,12.8
19105,28.7,15.3,22.3
19107,24.2,12.9,17.8
19109,24.2,19.2,23.1
19111,21.5,23.8,17.2
19113,34.7,20.7,20.7
19115,29.9,12.1,19.5
19117,21.8,23.3,13.5
19119,25.9,18.9,15.1
19121,24.0,17.3,30.4
19123,31.4,17.6,20.3
19125,28.8,20.0,21.9
19127,28.6,19.0,19.5
19129,26.7,18.8,20.6
19131,23.9,21.1,17.0
19133,15.8,12.9,23.0
19135,30.1,16.5,11.3
19137,21.2,23.1,18.6
19139,32.0,18.7,20.3
19141,21.1,19.0,20.1
19143,28.1,21.5,9.9
19145,24.3,20.9,12.8
19147,23.0,16.0,18.3
19149,27.2,20.1,16.5
19151,27.3,17.0,19.1
19153,29.1,22.6,26.2
19155,26.3,20.3,22.1
19157,26.3,27.2,18.8
19159,33.5,15.8,15.1
19161,23.4,18.8,15.7
19163,31.2,19.0,23.3
19165,25.0,23.3,16.2
19167,21.5,18.6,20.7
19169,43.8,20.9,14.1
19171,29.5,17.5,13.9
19173,26.6,10.1,16.2
19175,24.1,11.6,15.9
19177,33.2,13.5,16.0
19179,29.5,16.5,15.8
19181,24.4,22.0,26.0
19183,30.6,21.8,15.4
19185,30.5,19.7,8.9
19187,26.7,20.6,18.0
19189,26.6,21.3,14.9
19191,27.5,27.2,14.7
19193,23.3,21.1,22.7
19195,24.3,13.0,22.7
19197,24.8,18.8,18.1
20001,21.9,15.9,21.5
20003,31.8,20.4,9.8
20005,30.5,20.7,15.7
20007,32.5,15.7,12.9
20009,25.9,15.0,18.6
20011,20.1,25.6,17.7
20013,36.2,14.4,14.0
20015,29.3,18.0,20.5
20017,31.8,12.5,16.3
20019,32.9,8.5,8.5
20021,22.4,16.9,19.1
20023,42.6,10.5,11.7
20025,28.0,20.8,13.1
20027,24.1,17.5,18.2
20029,26.2,17.6,21.8
20031,30.0,11.9,20.3
20033,28.2,4.8,10.6
20035,22.5,16.3,22.9
20037,20.0,23.1,16.0
20039,33.5,21.5,8.4
20041,25.3,15.7,18.5
20043,28.0,15.7,18.3
20045,33.8,31.4,13.2
20047,31.8,18.1,11.1
20049,26.6,15.4,9.2
20051,25.9,19.6,22.3
20053,26.3,17.8,22.5
20055,26.5,20.2,20.7
20057,28.1,16.6,22.5
20059,20.1,25.0,16.4
20061,24.8,27.7,18.2
20063,28.4,17.9,17.7
20065,26.0,16.6,10.8
20067,31.1,25.4,20.1
20069,26.5,13.1,17.8
20071,31.7,28.2,7.9
20073,32.9,13.1,13.8
20075,25.3,16.3,26.0
20077,29.2,12.9,16.3
20079,29.2,17.9,18.1
