cfips,pct_snap_households
12061,7.5
12063,19.6
12065,11.9
12067,20.1
12069,10.9
12071,8.7
12073,11.4
12075,17.0
12077,26.3
12079,19.4
12081,9.5
12083,14.6
12085,6.3
12086,24.1
12087,6.9
12089,8.7
12091,7.7
12093,18.5
12095,14.7
12097,20.4
12099,9.7
12101,12.7
12103,9.4
12105,14.5
12107,20.0
12109,5.6
12111,13.6
12113,10.0
12115,5.9
12117,8.0
12119,5.0
12121,16.5
12123,17.4
12125,18.2
12127,12.9
12129,9.9
12131,9.2
12133,15.5
13001,18.6
13003,20.7
13005,15.5
13007,13.1
13009,12.0
13011,11.4
13013,11.9
13015,10.7
13017,14.9
13019,19.2
13021,20.1
13023,18.3
13025,18.1
13027,16.4
13029,8.7
13031,13.8
13033,17.5
13035,15.0
13037,33.1
13039,12.7
13043,21.7
13045,14.6
13047,10.3
13049,22.7
13051,11.7
13053,15.6
13055,19.3
13057,3.8
13059,11.5
13061,31.3
13063,20.0
13065,18.0
13067,6.2
13069,16.3
13071,21.0
13073,5.2
13075,18.1
13077,8.2
13079,13.8
13081,28.3
13083,9.9
13085,9.7
13087,20.3
13089,12.9
13091,21.0
13093,18.6
13095,25.4
13097,11.8
13099,25.2
13101,9.2
13103,7.5
13105,18.5
13107,27.1
13109,25.1
13111,10.9
13113,4.1
13115,13.9
13117,3.3
13119,16.7
13121,11.9
13123,10.1
13125,15.3
13127,13.4
13129,11.1
13131,21.7
13133,11.2
13135,6.7
13137,12.1
13139,9.4
13141,23.9
13143,14.4
13145,7.5
13147,14.0
13149,26.8
13151,8.9
13153,10.0
13155,13.5
13157,9.4
13159,16.1
13161,19.5
13163,22.6
13165,28.1
13167,25.0
13169,13.0
13171,11.9
13173,16.4
13175,20.5
13177,7.8
13179,13.8
13181,14.5
13183,15.5
13185,17.8
13187,9.8
13189,17.7
13191,20.4
13193,23.9
13195,12.9
13197,18.9
13199,21.3
13201,17.5
13205,33.1
13207,6.6
13209,16.0
13211,14.7
13213,13.4
13215,16.8
13217,15.4
13219,3.3
13221,12.6
13223,8.5
13225,18.6
13227,8.7
13229,18.7
13231,8.6
13233,18.2
13235,19.5
13237,13.4
13239,26.4
13241,12.6
13243,36.5
13245,19.3
13247,12.3
13249,18.0
13251,15.8
13253,22.1
13255,18.6
13257,18.5
13259,24.8
13261,22.9
13263,17.7
13265,32.3
13267,17.7
13269,29.4
13271,22.2
13273,28.4
13275,19.3
13277,14.1
13279,21.1
13281,8.1
13283,26.5
13285,17.9
13287,22.7
13289,17.3
13291,9.8
13293,20.8
13295,12.2
13297,11.2
13299,16.5
13301,29.9
13303,27.8
13305,17.5
13307,18.4
13309,18.8
13311,10.2
13313,9.4
13315,16.5
13317,18.0
13319,15.8
13321,18.2
15001,19.1
15003,9.1
15005,0.0
15007,9.7
15009,8.9
16001,6.0
16003,3.8
16005,13.4
16007,7.8
16009,11.3
16011,10.5
16013,7.1
16015,4.9
16017,8.4
16019,10.5
16021,11.6
16023,10.6
16025,0.3
16027,12.8
16029,9.2
16031,7.4
16033,9.0
16035,8.0
16037,8.3
16039,10.2
16041,4.8
16043,11.2
16045,10.1
16047,8.3
16049,7.3
16051,4.8
16053,8.7
16055,8.8
16057,6.1
16059,11.6
16061,10.6
16063,10.5
16065,14.0
16067,9.1
16069,10.2
16071,7.6
16073,14.2
16075,12.1
16077,9.7
16079,16.0
16081,1.0
16083,10.8
16085,4.6
16087,11.2
17001,12.7
17003,20.5
17005,11.3
17007,12.1
17009,9.3
17011,12.4
17013,9.6
17015,9.3
17017,12.8
17019,10.2
17021,12.4
17023,11.5
17025,14.7
17027,8.2
17029,17.8
17031,14.0
17033,17.9
17035,8.5
17037,12.0
17039,12.6
17041,9.4
17043,5.9
17045,16.4
17047,13.3
17049,11.7
17051,13.0
17053,15.5
17055,21.9
17057,15.4
17059,23.9
17061,14.2
17063,9.2
17065,14.3
17067,10.6
17069,16.7
17071,8.6
17073,9.8
17075,12.4
17077,18.4
17079,12.8
17081,17.4
17083,12.2
17085,7.0
17087,14.7
17089,10.6
17091,16.5
17093,8.1
17095,16.8
17097,8.1
17099,13.4
17101,17.6
17103,14.6
17105,12.3
17107,15.1
17109,12.9
17111,6.4
17113,9.4
17115,17.2
17117,13.7
17119,12.2
17121,19.7
17123,10.3
17125,16.3
17127,16.0
17129,9.9
17131,11.1
17133,4.4
17135,13.4
17137,15.6
17139,7.1
17141,9.4
17143,14.8
17145,20.8
17147,5.8
17149,16.2
17151,15.5
17153,22.0
17155,6.9
17157,12.8
17159,15.3
17161,14.3
17163,14.8
17165,25.5
17167,13.2
17169,7.3
17171,13.0
17173,9.4
17175,10.8
17177,19.8
17179,10.0
17181,14.0
17183,15.9
17185,13.7
17187,11.7
17189,10.5
17191,12.2
17193,14.1
17195,12.6
17197,9.0
17199,13.2
17201,17.8
17203,6.6
18001,7.0
18003,9.9
18005,8.1
18007,10.0
18009,15.1
18011,4.1
18013,6.1
18015,3.6
18017,9.0
18019,7.0
18021,11.0
18023,8.1
18025,13.2
18027,9.8
18029,8.7
18031,7.7
18033,7.5
18035,13.9
18037,4.7
18039,7.7
18041,16.9
18043,7.2
18045,11.0
18047,5.3
18049,8.6
18051,6.2
18053,13.8
18055,11.7
18057,2.3
18059,3.7
18061,7.6
18063,3.4
18065,10.7
18067,10.3
18069,10.3
18071,9.3
18073,7.7
18075,8.1
18077,12.2
18079,7.7
18081,5.9
18083,13.4
18085,5.9
18087,5.4
18089,12.6
18091,11.4
18093,8.6
18095,13.4
18097,12.5
18099,6.3
18101,7.8
18103,9.9
18105,7.3
18107,8.6
18109,7.1
18111,12.1
18113,7.3
18115,7.9
18117,11.7
18119,10.0
18121,10.2
18123,8.2
18125,7.1
18127,6.6
18129,6.9
18131,9.3
18133,6.3
18135,11.2
18137,8.9
18139,9.0
18141,10.4
18143,13.3
18145,7.1
18147,6.4
18149,11.4
18151,6.4
18153,13.6
18155,12.9
18157,7.2
18159,5.4
18161,6.4
18163,10.0
18165,12.2
18167,13.2
18169,9.4
18171,6.7
18173,4.3
18175,13.0
18177,12.7
18179,6.6
18181,7.0
18183,6.4
19001,12.4
19003,11.9
19005,7.4
19007,16.1
19009,8.6
19011,7.4
19013,13.3
19015,7.4
19017,4.5
19019,7.8
19021,10.0
19023,7.8
19025,10.0
19027,7.7
19029,14.5
19031,4.8
19033,10.2
19035,8.5
19037,4.2
19039,16.3
19041,11.6
19043,8.4
19045,13.0
19047,11.6
19049,5.2
19051,7.6
19053,12.3
19055,5.4
19057,16.1
19059,5.9
19061,8.9
19063,8.7
19065,11.0
19067,9.9
19069,5.8
19071,9.5
19073,15.3
19075,5.7
19077,7.9
19079,6.7
19081,8.2
19083,7.9
19085,8.9
19087,10.9
19089,6.0
19091,10.1
19093,9.0
19095,4.8
19097,9.8
19099,11.5
19101,16.4
19103,7.2
19105,8.3
19107,11.1
19109,8.3
19111,13.9
19113,8.5
19115,8.9
19117,13.2
19119,4.4
19121,6.9
19123,14.8
19125,11.1
19127,11.3
19129,8.0
19131,6.1
19133,12.1
19135,14.4
19137,14.6
19139,9.9
19141,6.0
19143,9.5
19145,11.4
19147,8.3
19149,5.5
19151,10.7
19153,11.3
19155,11.5
19157,9.6
19159,14.8
19161,9.3
19163,9.8
19165,11.0
19167,3.9
19169,5.6
19171,9.6
19173,6.9
19175,14.0
19177,12.9
19179,18.5
19181,7.8
19183,6.9
19185,12.3
19187,11.7
19189,7.7
19191,5.3
19193,12.7
19195,8.0
19197,8.3
20001,10.0
20003,11.0
20005,10.1
20007,6.1
20009,5.8
20011,10.9
20013,10.5
20015,7.7
20017,3.6
20019,14.2
20021,11.7
20023,2.9
20025,4.3
20027,5.9
20029,5.8
20031,7.9
20033,1.7
20035,10.4
20037,11.7
20039,6.5
20041,6.1
20043,7.3
20045,5.3
20047,8.2
20049,12.3
20051,6.1
20053,4.0
20055,11.6
20057,6.9
20059,8.2
20061,6.0
20063,3.2
20065,6.4
20067,6.4
20069,1.1
20071,5.7
20073,13.6
20075,3.3
20077,10.2
20079,5.7
20081,3.0
20083,2.9
20085,5.5
20087,4.6
20089,7.2
20091,2.4
20093,6.4
20095,4.8
20097,9.2
20099,9.8
20101,2.8
20103,5.9
20105,4.1
20107,9.2
20109,14.3
20111,6.9
20113,4.4
20115,3.9
20117,6.5
20119,4.2
20121,5.4
20123,4.5
20125,13.4
20127,4.5
20129,3.8
20131,2.9
20133,10.4
20135,2.1
20137,7.5
20139,8.5
20141,7.5
20143,6.5
20145,4.4
20147,7.7
20149,5.5
20151,4.3
20153,7.5
20155,9.1
20157,4.5
20159,5.5
20161,7.3
20163,5.5
20165,8.1
20167,7.4
20169,10.1
20171,7.1
20173,9.9
20175,7.8
20177,8.0
20179,2.8
20181,5.3
20183,5.3
20185,4.1
20187,4.2
20189,9.4
20191,9.8
20193,4.6
20195,2.8
20197,5.2
20199,9.7
20201,3.8
20203,4.8
20205,11.2
20207,9.4
20209,13.5
21001,14.8
21003,8.6
21005,9.4
21007,11.2
21009,16.0
21011,20.8
21013,26.0
21015,5.4
21017,9.8
21019,17.5
21021,11.9
21023,11.8
21025,33.5
21027,15.1
21029,6.6
21031,15.3
21033,15.5
21035,9.7
21037,7.2
21039,11.0
21041,18.0
21043,20.6
21045,19.9
21047,14.2
21049,14.9
21051,34.3
21053,25.8
21055,12.9
21057,15.5
21059,10.2
21061,11.5
21063,23.1
21065,26.4
21067,8.9
21069,18.9
21071,25.4
21073,10.2
21075,20.9
21077,9.9
21079,13.5
21081,12.2
21083,12.1
21085,14.9
21087,18.9
21089,13.7
21091,10.6
21093,8.5
21095,27.9
21097,15.3
21099,16.5
21101,14.5
21103,11.0
21105,9.3
21107,14.6
21109,29.5
21111,10.5
21113,11.7
21115,22.4
21117,8.4
21119,29.8
21121,31.1
21123,14.0
21125,18.4
21127,23.1
21129,38.1
21131,24.6
21133,29.7
21135,26.1
21137,17.4
21139,12.6
21141,11.6
21143,16.2
21145,10.3
21147,31.7
21149,14.5
21151,13.2
21153,32.9
21155,18.0
21157,8.2
21159,19.3
21161,15.3
21163,9.0
21165,17.0
21167,9.5
21169,15.6
21171,14.7
21173,18.8
21175,23.4
21177,12.8
21179,8.9
21181,16.7
21183,10.8
21185,3.9
21187,12.7
21189,36.5
21191,14.4
21193,23.9
21195,19.0
21197,23.3
21199,16.4
21201,22.0
21203,21.5
21205,22.5
21207,15.0
21209,7.6
21211,8.5
21213,10.4
21215,6.2
21217,14.1
21219,18.3
21221,11.1
21223,13.6
21225,11.5
21227,12.4
21229,9.4
21231,15.2
21233,13.7
21235,18.5
21237,36.3
21239,9.3
22001,19.6
22003,17.3
22005,9.8
22007,16.5
22009,21.0
22011,13.3
22013,26.5
22015,9.8
22017,18.8
22019,13.2
22021,23.1
22023,5.9
22025,17.0
22027,28.4
22029,21.4
22031,21.5
22033,13.8
22035,29.6
22037,11.8
22039,24.4
22041,23.0
22043,18.9
22045,22.5
22047,21.0
22049,18.7
22051,11.5
22053,14.5
22055,12.6
22057,15.3
22059,14.3
22061,15.8
22063,12.6
22065,30.7
22067,24.8
22069,27.6
22071,17.8
22073,16.8
22075,13.3
22077,14.9
22079,17.4
22081,16.8
22083,27.0
22085,19.7
22087,20.1
22089,11.1
22091,26.3
22093,13.7
22095,17.6
22097,16.9
22099,16.3
22101,19.0
22103,6.9
22105,18.6
22107,22.8
22109,16.1
22111,15.6
22113,16.3
22115,10.4
22117,23.5
22119,20.4
22121,14.6
22123,16.3
22125,13.2
22127,16.8
23001,17.3
23003,18.4
23005,7.9
23007,14.5
23009,9.6
23011,14.0
23013,9.6
23015,10.9
23017,15.4
23019,15.8
23021,18.7
23023,7.8
23025,19.9
23027,12.6
23029,20.0
23031,9.9
24001,20.2
24003,6.0
24005,9.7
24009,6.0
24011,17.5
24013,5.6
24015,11.9
24017,8.0
24019,21.1
24021,6.9
24023,14.0
24025,7.3
24027,4.9
24029,12.8
24031,6.4
24033,9.3
24035,7.0
24037,10.7
24039,24.8
24041,9.4
24043,14.0
24045,16.8
24047,9.5
24510,22.8
25001,6.9
25003,13.3
25005,16.0
25007,4.8
25009,13.6
25011,12.6
25013,21.6
25015,8.8
25017,6.7
25019,0.8
25021,6.7
25023,9.9
25025,16.6
25027,12.4
26001,13.2
26003,12.4
26005,6.5
26007,16.3
26009,8.9
26011,15.3
26013,15.3
26015,7.5
26017,14.4
26019,6.4
26021,13.9
26023,11.0
26025,13.3
26027,10.8
26029,7.3
26031,10.1
26033,14.2
26035,18.2
26037,5.9
26039,13.4
26041,13.1
26043,11.1
26045,8.9
26047,7.9
26049,19.6
26051,16.4
26053,15.3
26055,8.0
26057,13.2
26059,11.5
26061,10.4
26063,9.5
26065,11.8
26067,11.6
26069,14.7
26071,9.8
26073,11.4
26075,11.7
26077,10.2
26079,14.0
26081,9.7
26083,4.7
26085,18.7
26087,11.2
26089,4.0
26091,9.1
26093,4.8
26095,14.8
26097,10.9
26099,10.7
26101,11.6
26103,9.3
26105,11.9
26107,13.4
26109,9.9
26111,11.6
26113,13.9
26115,10.6
26117,12.0
26119,11.5
26121,16.3
26123,16.0
26125,6.8
26127,13.7
26129,19.2
26131,10.5
26133,14.5
26135,15.1
26137,15.3
26139,6.1
26141,9.8
26143,14.9
26145,18.3
26147,13.2
26149,11.8
26151,13.0
26153,17.4
26155,13.6
26157,13.9
26159,13.8
26161,7.0
26163,22.0
26165,14.1
27001,8.8
27003,6.2
27005,10.8
27007,12.7
27009,9.0
27011,6.4
27013,7.8
27015,4.7
27017,8.1
27019,3.6
27021,10.3
27023,4.5
27025,5.7
27027,8.2
27029,14.3
27031,5.3
27033,8.1
27035,7.6
27037,5.0
27039,4.0
27041,4.2
27043,6.6
27045,6.0
27047,8.1
27049,5.7
27051,7.4
27053,8.1
27055,5.1
27057,8.7
27059,6.4
27061,10.8
27063,4.2
27065,9.0
27067,9.4
27069,4.9
27071,10.4
27073,5.2
27075,6.2
27077,5.3
27079,6.2
27081,8.1
27083,7.1
27085,5.6
27087,22.5
27089,4.5
27091,9.5
27093,6.6
27095,9.3
27097,6.4
27099,11.6
27101,6.0
27103,8.1
27105,8.2
27107,7.3
27109,6.6
27111,6.7
27113,6.1
27115,10.1
27117,10.4
27119,10.4
27121,7.3
27123,11.3
27125,9.8
27127,4.3
27129,8.0
27131,5.9
27133,6.8
27135,5.9
27137,10.0
27139,4.1
27141,3.7
27143,4.9
27145,9.0
27147,6.2
27149,8.1
27151,10.0
27153,7.0
27155,12.4
27157,5.1
27159,15.1
27161,7.5
27163,4.0
27165,9.6
27167,9.8
27169,5.5
27171,4.0
27173,6.0
28001,20.3
28003,18.1
28005,22.7
28007,19.6
28009,13.3
28011,25.6
28013,14.1
28015,10.3
28017,19.7
28019,17.4
28021,25.7
28023,15.7
28025,16.2
28027,33.1
28029,16.7
28031,20.7
28033,7.6
28035,17.2
28037,16.1
28039,12.9
28041,12.8
28043,9.8
28045,12.6
28047,17.2
28049,16.0
28051,26.6
28053,36.8
28055,26.4
28057,8.0
28059,10.2
28061,16.0
28063,26.9
28065,22.2
28067,14.5
28069,22.4
28071,5.4
28073,11.9
28075,17.7
28077,19.1
28079,12.3
28081,8.2
28083,19.2
28085,12.1
28087,14.0
28089,6.9
28091,14.0
28093,11.1
28095,13.1
28097,18.2
28099,17.4
28101,11.0
28103,29.9
28105,11.6
28107,16.7
28109,11.9
28111,16.8
28113,18.8
28115,11.4
28117,13.5
28119,31.4
28121,5.7
28123,12.9
28125,37.7
28127,18.7
28129,9.4
28131,16.9
28133,34.5
28135,28.3
28137,11.5
28139,14.2
28141,11.4
28143,31.8
28145,8.9
28147,13.3
28149,16.2
28151,24.9
28153,21.0
28155,18.1
28157,21.9
28159,19.4
28161,14.8
28163,28.7
29001,8.8
29003,5.9
29005,7.1
29007,11.4
29009,12.1
29011,19.8
29013,14.0
29015,13.4
29017,17.1
29019,7.3
29021,12.9
29023,21.9
29025,10.0
29027,9.4
29029,9.6
29031,10.1
29033,11.3
29035,14.7
29037,7.0
29039,21.8
29041,7.9
29043,7.2
29045,8.3
29047,6.9
29049,6.6
29051,7.4
29053,11.2
29055,14.1
29057,12.3
29059,12.9
29061,9.8
29063,7.9
29065,17.2
29067,14.4
29069,25.6
29071,7.5
29073,8.5
29075,8.6
29077,11.7
29079,14.2
29081,13.6
29083,16.8
29085,13.9
29087,5.7
29089,9.5
29091,16.8
29093,18.5
29095,10.7
29097,14.4
29099,9.2
29101,7.8
29103,7.9
29105,14.1
29107,12.2
29109,14.9
29111,9.3
29113,8.5
29115,9.6
29117,10.3
29119,11.2
29121,8.7
29123,17.1
29125,10.6
29127,12.9
29129,6.3
29131,12.7
29133,32.0
29135,7.9
29137,7.2
29139,11.7
29141,14.2
29143,27.9
29145,11.9
29147,7.3
29149,18.4
29151,5.1
29153,17.6
29155,34.2
29157,9.1
29159,10.9
29161,12.2
29163,9.4
29165,3.6
29167,13.8
29169,8.8
29171,6.0
29173,6.0
29175,13.0
29177,10.4
29179,16.9
29181,17.5
29183,3.7
29185,13.2
29186,7.7
29187,15.3
29189,7.6
29195,10.4
29197,10.2
29199,5.0
29201,17.3
29203,20.0
29205,9.8
29207,18.6
29209,7.3
29211,8.5
29213,13.6
29215,12.6
29217,11.6
29219,8.1
29221,19.6
29223,18.7
29225,10.1
29227,11.1
29229,18.7
29510,18.8
30001,9.6
30003,11.0
30005,17.4
30007,7.2
30009,7.0
30011,5.1
30013,11.2
30015,12.9
30017,7.8
30019,1.6
30021,7.6
30023,19.5
30025,4.6
30027,8.4
30029,8.9
30031,4.1
30033,3.7
30035,20.2
30037,6.9
30039,9.2
30041,16.1
30043,5.1
30045,6.8
30047,14.5
30049,8.2
30051,6.2
30053,12.7
30055,0.2
30057,2.3
30059,12.4
30061,17.3
30063,9.7
30065,17.2
30067,8.1
30069,2.4
30071,6.3
30073,8.7
30075,3.9
30077,14.4
30079,11.0
30081,11.0
30083,3.9
30085,12.3
30087,10.4
30089,14.2
30091,5.2
30093,14.8
30095,3.7
30097,5.0
30099,7.0
30101,10.0
30103,5.4
30105,11.8
30107,7.8
30109,2.7
30111,8.3
31001,10.0
31003,5.6
31005,7.3
31007,5.6
31009,0.0
31011,3.8
31013,7.5
31015,6.4
31017,2.4
31019,7.5
31021,10.5
31023,7.0
31025,6.4
31027,5.8
31029,3.5
31031,5.0
31033,13.2
31035,6.6
31037,4.7
31039,4.5
31041,7.7
31043,10.2
31045,6.8
31047,7.2
31049,8.6
31051,3.9
31053,11.4
31055,9.3
31057,7.1
31059,3.8
31061,9.0
31063,11.0
31065,5.0
31067,13.0
31069,9.6
31071,2.9
31073,4.5
31075,3.4
31077,3.2
31079,10.6
31081,5.2
31083,3.7
31085,3.1
31087,5.8
31089,4.7
31091,0.0
31093,7.5
31095,9.5
31097,8.7
31099,6.2
31101,9.2
31103,2.3
31105,13.2
31107,8.7
31109,7.9
31111,10.5
31113,6.3
31115,7.3
31117,2.5
31119,8.9
31121,8.0
31123,8.2
31125,11.1
31127,7.6
31129,4.4
31131,8.0
31133,7.6
31135,2.0
31137,6.5
31139,7.9
31141,6.2
31143,5.6
31145,4.8
31147,8.3
31149,3.9
31151,8.9
31153,5.5
31155,4.5
31157,11.6
31159,4.8
31161,13.5
31163,7.5
31165,4.5
31167,3.9
31169,9.6
31171,1.4
31173,18.3
31175,7.0
31177,5.7
31179,3.0
31181,8.0
31183,5.7
31185,5.4
32001,9.5
32003,12.3
32005,5.0
32007,6.9
32009,19.2
32011,3.2
32013,9.3
32015,6.5
32017,10.3
32019,11.5
32021,18.3
32023,12.8
32027,9.6
32029,9.7
32031,10.4
32033,7.1
32510,9.2
33001,7.3
33003,5.5
33005,6.7
33007,12.1
33009,7.2
33011,6.8
33013,7.9
33015,3.6
33017,7.5
33019,7.5
34001,12.5
34003,4.7
34005,5.1
34007,11.8
34009,6.6
34011,15.6
34013,14.2
34015,6.6
34017,13.9
34019,2.9
34021,8.8
34023,6.7
34025,5.0
34027,3.0
34029,5.8
34031,18.0
34033,12.0
34035,2.5
34037,2.9
34039,7.6
34041,7.5
35001,15.4
35003,12.4
35005,21.8
35006,27.4
35007,22.3
35009,18.9
35011,22.6
35013,23.0
35015,13.6
35017,21.2
35019,17.6
35021,2.8
35023,21.9
35025,14.3
35027,11.3
35028,3.2
35029,23.1
35031,28.5
35033,28.3
35035,15.6
35037,18.9
35039,16.5
35041,22.5
35043,11.9
35045,19.5
35047,30.3
35049,10.6
35051,17.3
35053,14.7
35055,14.4
35057,18.2
35059,13.1
35061,18.6
36001,11.0
36003,15.0
36005,35.2
36007,15.8
36009,16.1
36011,13.9
36013,19.2
36015,15.2
36017,16.2
36019,14.7
36021,10.0
36023,13.1
36025,13.6
36027,7.6
36029,14.7
36031,9.3
36033,16.1
36035,13.7
36037,12.1
36039,6.5
36041,5.6
36043,15.1
36045,17.2
36047,21.7
36049,13.3
36051,10.7
36053,11.6
36055,14.6
36057,18.2
36059,4.1
36061,12.9
36063,12.4
36065,15.2
36067,13.7
36069,9.6
36071,9.4
36073,14.8
36075,16.4
36077,10.4
36079,3.4
36081,12.7
36083,10.2
36085,11.3
36087,10.9
36089,15.6
36091,6.2
36093,12.6
36095,11.7
36097,16.4
36099,10.1
36101,12.5
36103,6.0
36105,15.0
36107,13.5
36109,9.3
36111,10.7
36113,10.1
36115,14.8
36117,10.2
36119,8.4
36121,8.7
36123,9.9
37001,13.6
37003,8.9
37005,14.7
37007,23.7
37009,11.2
37011,9.8
37013,13.6
37015,27.0
37017,27.7
37019,10.6
37021,7.7
37023,12.7
37025,8.2
37027,13.0
37029,7.5
37031,8.9
37033,15.7
37035,11.5
37037,7.0
37039,10.5
37041,20.6
37043,10.8
37045,16.5
37047,26.4
37049,13.5
37051,17.1
37053,8.2
37055,5.4
37057,13.7
37059,10.6
37061,16.3
37063,9.8
37065,24.1
37067,11.1
37069,15.9
37071,14.5
37073,12.9
37075,13.9
37077,11.5
37079,21.3
37081,13.6
37083,28.5
37085,13.2
37087,12.3
37089,7.2
37091,23.7
37093,15.8
37095,22.5
37097,7.0
37099,8.6
37101,12.4
37103,23.4
37105,14.8
37107,25.1
37109,10.1
37111,16.5
37113,10.3
37115,12.4
37117,18.2
37119,8.4
37121,10.0
37123,14.7
37125,7.3
37127,17.3
37129,8.6
37131,22.0
37133,12.7
37135,6.0
37137,11.4
37139,14.3
37141,12.3
37143,14.0
37145,16.2
37147,14.2
37149,7.3
37151,15.0
37153,27.2
37155,28.0
37157,16.5
37159,14.3
37161,17.0
37163,18.4
37165,27.2
37167,11.6
37169,12.4
37171,16.8
37173,12.2
37175,12.8
37177,20.8
37179,7.0
37181,22.4
37183,5.7
37185,20.9
37187,27.8
37189,6.5
37191,16.5
37193,14.2
37195,18.9
37197,11.9
37199,12.1
38001,2.9
38003,5.6
38005,20.7
38007,0.8
38009,7.5
