cfips,birth_rate,pct_new_young_mothers
13015,61,7.9
13017,62,0.0
13019,32,0.0
13021,61,11.2
13023,44,0.0
13025,38,25.3
13027,58,31.6
13029,47,9.0
13031,35,4.7
13033,69,7.3
13035,68,7.5
13037,38,0.0
13039,84,0.0
13043,27,13.6
13045,61,5.0
13047,39,13.1
13049,14,43.8
13051,57,4.6
13053,126,7.0
13055,37,2.7
13057,57,0.3
13059,37,2.5
13061,73,35.1
13063,52,4.2
13065,69,0.0
13067,47,3.4
13069,52,11.7
13071,78,7.5
13073,50,0.0
13075,68,0.0
13077,75,3.8
13079,48,0.0
13081,23,0.0
13083,37,0.0
13085,56,0.0
13087,52,4.1
13089,50,3.8
13091,54,2.1
13093,45,56.0
13095,61,5.4
13097,56,4.4
13099,24,0.0
13101,21,0.0
13103,74,4.8
13105,36,15.2
13107,74,5.2
13109,75,0.0
13111,53,21.1
13113,34,0.0
13115,60,2.1
13117,52,0.4
13119,71,6.1
13121,48,3.7
13123,42,3.7
13125,21,0.0
13127,74,6.8
13129,71,3.8
13131,50,9.7
13133,36,3.5
13135,47,2.7
13137,59,3.5
13139,56,6.6
13141,2,0.0
13143,45,7.3
13145,45,0.0
13147,67,16.4
13149,67,0.0
13151,37,2.9
13153,63,3.0
13155,76,5.6
13157,35,1.1
13159,44,0.0
13161,98,14.1
13163,84,0.0
13165,70,0.0
13167,69,0.0
13169,54,0.0
13171,40,0.5
13173,46,12.8
13175,42,9.1
13177,46,0.0
13179,96,3.1
13181,41,27.3
13183,60,7.3
13185,70,15.4
13187,39,4.2
13189,51,0.0
13191,25,30.4
13193,35,0.0
13195,70,7.4
13197,55,0.0
13199,56,3.7
13201,30,0.0
13205,22,0.0
13207,59,0.0
13209,64,22.9
13211,18,0.0
13213,53,10.3
13215,59,7.6
13217,64,11.4
13219,56,0.0
13221,61,0.0
13223,53,2.1
13225,27,16.3
13227,55,2.6
13229,76,10.7
13231,32,2.1
13233,64,9.8
13235,17,0.0
13237,51,0.0
13239,99,0.0
13241,44,0.0
13243,49,0.0
13245,76,4.8
13247,54,4.0
13249,40,0.0
13251,78,2.1
13253,21,17.9
13255,56,16.4
13257,56,16.3
13259,3,0.0
13261,45,3.3
13263,59,0.0
13265,75,0.0
13267,81,0.0
13269,35,11.9
13271,80,0.0
13273,50,0.0
13275,54,4.7
13277,63,13.5
13279,70,0.0
13281,95,0.0
13283,63,0.0
13285,67,6.4
13287,31,0.0
13289,33,18.9
13291,41,0.0
13293,45,0.0
13295,54,4.7
13297,61,1.2
13299,60,23.2
13301,77,0.0
13303,77,5.7
13305,40,24.9
13307,22,0.0
13309,0,-
13311,85,8.6
13313,63,7.4
13315,18,51.9
13317,47,0.0
13319,16,0.0
13321,32,12.5
15001,59,1.8
15003,65,2.0
15005,0,-
15007,47,6.0
15009,51,1.8
16001,40,1.5
16003,104,0.0
16005,66,7.5
16007,104,0.0
16009,59,1.1
16011,70,3.5
16013,63,8.5
16015,126,0.0
16017,79,0.0
16019,86,1.9
16021,68,11.1
16023,57,0.0
16025,77,0.0
16027,61,1.6
16029,92,0.0
16031,74,6.4
16033,167,0.0
16035,66,6.7
16037,83,0.0
16039,75,0.0
16041,58,0.0
16043,45,12.7
16045,43,0.0
16047,57,0.0
16049,39,0.0
16051,86,0.4
16053,102,0.0
16055,42,7.6
16057,40,12.6
16059,83,0.0
16061,40,18.5
16063,62,0.0
16065,73,0.0
16067,93,2.5
16069,89,1.7
16071,91,0.0
16073,58,0.0
16075,100,0.0
16077,91,0.0
16079,69,10.5
16081,91,0.0
16083,92,3.1
16085,118,0.0
16087,62,0.0
17001,53,0.0
17003,21,0.0
17005,34,0.8
17007,42,3.5
17009,132,15.9
17011,53,11.1
17013,40,0.0
17015,57,8.4
17017,54,3.4
17019,42,4.0
17021,23,4.6
17023,64,0.0
17025,79,0.0
17027,52,3.5
17029,48,3.4
17031,50,3.2
17033,70,0.0
17035,67,0.0
17037,36,7.9
17039,53,16.1
17041,83,4.0
17043,48,2.2
17045,76,7.5
17047,59,21.3
17049,55,8.4
17051,76,7.9
17053,59,0.0
17055,44,0.5
17057,38,4.6
17059,78,0.0
17061,59,8.1
17063,65,1.3
17065,48,0.0
17067,56,13.8
17069,47,2.3
17071,46,17.2
17073,54,0.0
17075,46,11.5
17077,47,3.6
17079,50,1.1
17081,75,3.8
17083,25,0.0
17085,47,5.0
17087,83,6.7
17089,57,2.6
17091,53,2.6
17093,45,0.1
17095,55,6.1
17097,53,2.7
17099,54,6.3
17101,79,4.8
17103,70,1.7
17105,67,5.2
17107,47,2.4
17109,24,0.0
17111,44,2.0
17113,57,0.7
17115,55,2.1
17117,54,0.8
17119,57,3.2
17121,65,4.7
17123,80,19.7
17125,39,0.0
17127,58,16.9
17129,77,0.0
17131,43,9.6
17133,60,0.0
17135,59,2.2
17137,50,0.6
17139,90,1.5
17141,69,0.3
17143,63,3.7
17145,54,4.0
17147,74,0.0
17149,77,0.0
17151,88,2.2
17153,99,21.7
17155,54,0.0
17157,51,6.7
17159,46,0.0
17161,65,3.2
17163,68,4.1
17165,79,3.5
17167,50,2.6
17169,82,12.8
17171,32,6.1
17173,42,7.6
17175,70,0.0
17177,27,6.0
17179,50,4.9
17181,77,0.0
17183,49,4.2
17185,51,7.6
17187,46,0.0
17189,62,1.7
17191,78,0.0
17193,35,0.0
17195,47,0.4
17197,49,1.9
17199,51,6.2
17201,57,4.7
17203,61,2.2
18001,106,3.0
18003,66,2.7
18005,55,0.0
18007,101,7.6
18009,71,3.5
18011,70,7.6
18013,39,26.7
18015,83,3.3
18017,50,3.2
18019,60,1.1
18021,51,6.8
18023,70,1.7
18025,49,10.8
18027,85,0.0
18029,33,9.7
18031,29,0.0
18033,40,0.0
18035,40,3.4
18037,85,0.9
18039,69,1.8
18041,51,8.7
18043,47,1.2
18045,63,9.5
18047,57,6.5
18049,48,0.0
18051,66,3.0
18053,35,0.7
18055,51,2.0
18057,55,0.3
18059,47,2.8
18061,50,4.5
18063,54,0.3
18065,44,0.5
18067,41,4.1
18069,71,1.7
18071,62,1.0
18073,46,0.9
18075,63,1.4
18077,78,25.7
18079,65,11.9
18081,47,0.3
18083,41,5.4
18085,82,11.5
18087,69,0.0
18089,60,5.4
18091,55,11.6
18093,68,19.7
18095,48,4.8
18097,54,3.7
18099,44,1.1
18101,48,0.0
18103,52,4.0
18105,32,0.0
18107,62,5.9
18109,38,4.1
18111,89,0.0
18113,66,2.2
18115,64,5.6
18117,63,8.2
18119,48,0.0
18121,38,0.0
18123,81,8.6
18125,47,0.0
18127,43,1.9
18129,60,3.9
18131,33,0.0
18133,40,0.6
18135,65,2.1
18137,55,11.7
18139,53,0.0
18141,58,3.1
18143,36,14.3
18145,56,5.3
18147,54,7.2
18149,81,0.2
18151,67,8.9
18153,46,4.8
18155,42,0.0
18157,49,5.5
18159,60,0.0
18161,23,5.7
18163,44,3.3
18165,62,5.0
18167,54,2.0
18169,38,0.0
18171,28,21.7
18173,36,8.5
18175,67,0.0
18177,46,2.1
18179,46,3.0
18181,72,2.0
18183,53,0.0
19001,21,7.1
19003,102,12.9
19005,87,0.0
19007,61,3.5
19009,46,0.0
19011,57,8.2
19013,63,4.1
19015,62,0.0
19017,50,2.2
19019,68,15.8
19021,68,0.0
19023,58,1.2
19025,68,0.0
19027,58,0.0
19029,110,4.1
19031,47,0.0
19033,66,3.4
19035,79,17.0
19037,95,0.0
19039,84,2.5
19041,81,0.0
19043,56,1.7
19045,52,1.2
19047,77,0.4
19049,69,0.5
19051,92,6.3
19053,62,16.8
19055,58,6.3
19057,53,1.1
19059,87,17.2
19061,56,7.9
19063,53,0.0
19065,93,0.8
19067,89,0.0
19069,29,0.0
19071,82,0.0
19073,52,8.0
19075,71,11.6
19077,24,0.0
19079,43,0.0
19081,51,10.8
19083,84,0.0
19085,69,7.5
19087,66,10.9
19089,141,0.0
19091,60,1.8
19093,48,0.0
19095,44,0.0
19097,92,0.0
19099,60,9.6
19101,35,9.9
19103,48,0.0
19105,63,5.6
19107,68,12.2
19109,82,7.0
19111,91,2.8
19113,51,2.0
19115,77,3.4
19117,63,3.8
19119,104,14.6
19121,44,1.4
19123,46,0.0
19125,75,5.7
19127,70,1.4
19129,36,1.8
19131,73,0.0
19133,52,0.0
19135,99,0.0
19137,109,0.0
19139,48,0.6
19141,109,6.4
19143,91,0.0
19145,65,9.6
19147,68,0.0
19149,69,0.0
19151,70,0.0
19153,57,4.5
19155,50,3.6
19157,37,13.4
19159,74,0.0
19161,95,0.0
19163,50,3.7
19165,73,0.0
19167,88,2.9
19169,38,0.7
19171,69,15.1
19173,50,0.0
19175,84,0.0
19177,70,0.0
19179,64,11.1
19181,54,4.9
19183,92,8.8
19185,80,2.1
19187,70,5.0
19189,66,0.0
19191,40,0.0
19193,70,3.3
19195,70,0.0
19197,55,0.0
20001,53,16.7
20003,87,1.5
20005,49,8.9
20007,61,0.0
20009,71,3.6
20011,78,8.6
20013,80,1.4
20015,51,2.1
20017,89,9.8
20019,76,5.1
20021,56,3.3
20023,36,11.1
20025,53,21.1
20027,57,0.0
20029,73,0.0
20031,104,0.0
20033,7,0.0
20035,54,9.9
20037,66,0.6
20039,51,3.6
20041,63,2.9
20043,70,0.9
20045,42,6.5
20047,36,0.0
20049,28,0.0
20051,28,4.5
20053,73,0.0
20055,66,6.8
20057,60,0.0
20059,52,0.7
20061,80,1.7
20063,139,0.0
20065,145,33.3
20067,22,61.1
20069,69,0.0
20071,28,0.0
20073,64,1.5
20075,39,17.4
20077,52,0.0
20079,58,7.5
20081,79,11.4
20083,37,33.3
20085,68,0.0
20087,86,3.1
20089,106,0.0
20091,51,1.0
20093,74,28.1
20095,71,0.0
20097,28,0.0
20099,54,7.1
20101,146,0.0
20103,58,1.8
20105,85,0.0
20107,45,32.1
20109,88,0.0
20111,49,6.2
20113,47,26.9
20115,97,3.6
20117,76,0.0
20119,54,4.1
20121,58,0.0
20123,68,0.0
20125,53,1.7
20127,83,0.0
20129,8,0.0
20131,79,0.0
20133,60,0.0
20135,110,0.0
20137,48,17.4
20139,54,7.0
20141,109,0.0
20143,23,0.0
20145,11,0.0
20147,134,0.0
20149,89,0.6
20151,57,0.0
20153,157,0.0
20155,66,0.8
20157,93,0.0
20159,63,0.0
20161,40,11.0
20163,71,0.0
20165,38,0.0
20167,60,0.0
20169,75,0.0
20171,59,0.0
20173,63,4.5
20175,67,10.2
20177,56,4.7
20179,69,0.0
20181,91,0.0
20183,62,0.0
20185,61,4.0
20187,70,0.0
20189,52,0.0
20191,79,1.9
20193,63,0.0
20195,0,-
20197,39,0.0
20199,45,0.0
20201,48,0.0
20203,54,0.0
20205,68,7.4
20207,64,37.8
20209,71,6.8
21001,33,0.0
21003,54,0.0
21005,64,0.0
21007,36,30.5
21009,72,8.3
21011,75,3.5
21013,49,8.7
21015,45,1.3
21017,56,10.6
21019,41,3.6
21021,48,7.4
21023,55,0.0
21025,56,1.8
21027,91,0.0
21029,54,4.3
21031,63,4.2
21033,83,0.0
21035,47,0.0
21037,54,2.3
21039,63,0.0
21041,63,22.7
21043,42,5.0
21045,41,5.1
21047,82,2.1
21049,58,4.8
21051,100,7.2
21053,51,13.8
21055,26,33.3
21057,43,0.0
21059,59,4.3
21061,68,31.8
21063,61,0.0
21065,64,4.1
21067,46,3.1
21069,49,3.9
21071,42,5.2
21073,39,8.0
21075,105,26.2
21077,94,0.0
21079,90,0.0
21081,61,0.0
21083,41,10.3
21085,84,0.0
21087,60,0.0
21089,48,8.1
21091,77,7.0
21093,56,6.3
21095,55,6.5
21097,75,8.2
21099,52,6.0
21101,47,6.0
21103,47,9.8
21105,76,0.0
21107,60,4.0
21109,81,0.0
21111,55,4.2
21113,51,3.1
21115,50,0.0
21117,61,4.6
21119,55,0.0
21121,39,12.0
21123,53,0.0
21125,44,6.2
21127,46,7.6
21129,74,0.0
21131,85,21.5
21133,46,4.5
21135,82,17.2
21137,59,0.0
21139,8,0.0
21141,34,4.1
21143,29,36.1
21145,64,0.8
21147,70,18.2
21149,61,0.0
21151,52,0.6
21153,92,16.1
21155,35,13.4
21157,24,0.0
21159,39,0.0
21161,38,1.4
21163,64,6.5
21165,91,8.3
21167,47,0.0
21169,84,0.0
21171,40,0.0
21173,43,0.0
21175,36,4.4
21177,55,13.6
21179,56,4.2
21181,71,0.0
21183,64,9.7
21185,68,4.3
21187,58,0.0
21189,60,0.0
21191,77,0.0
21193,47,1.4
21195,52,2.6
21197,42,11.8
21199,49,14.6
21201,62,20.0
21203,35,10.9
21205,33,28.7
21207,53,8.3
21209,53,3.0
21211,51,13.9
21213,80,14.5
21215,42,0.0
21217,51,10.0
21219,77,10.4
21221,34,0.0
21223,26,0.0
21225,49,10.1
21227,62,2.5
21229,30,0.0
21231,74,4.6
21233,55,11.4
21235,40,11.1
21237,37,0.0
21239,61,0.0
22001,92,2.6
22003,83,3.4
22005,55,9.7
22007,62,0.0
22009,74,2.5
22011,45,2.2
22013,35,0.0
22015,51,3.7
22017,48,12.9
22019,62,7.3
22021,29,0.0
22023,73,0.0
22025,40,0.0
22027,49,0.0
22029,41,5.4
22031,43,0.0
22033,49,3.5
22035,66,4.8
22037,67,4.5
22039,54,9.6
22041,82,0.0
22043,74,2.8
22045,61,4.7
22047,46,0.6
22049,39,25.6
22051,56,6.1
22053,51,4.6
22055,58,4.3
22057,56,1.4
22059,71,0.0
22061,59,2.8
22063,66,5.6
22065,77,25.1
22067,22,0.0
22069,27,21.1
22071,50,5.8
22073,70,2.3
22075,67,6.7
22077,47,5.9
22079,54,4.2
22081,43,0.0
22083,42,0.0
22085,76,4.7
22087,43,5.6
22089,51,13.5
22091,52,26.7
22093,62,0.0
22095,55,0.0
22097,40,6.7
22099,64,2.0
22101,44,4.7
22103,51,5.2
22105,39,7.4
22107,105,26.1
22109,49,1.4
22111,48,0.0
22113,72,6.6
22115,69,2.1
22117,54,5.3
22119,67,4.2
22121,96,0.0
22123,40,0.0
22125,159,1.3
22127,24,0.0
23001,68,2.8
23003,55,3.5
23005,35,0.0
23007,53,1.7
23009,70,0.8
23011,52,0.4
23013,58,0.0
23015,47,18.1
23017,43,9.5
23019,44,2.1
23021,65,0.0
23023,48,1.8
23025,46,0.0
23027,58,0.0
23029,46,7.9
23031,52,2.8
24001,50,8.8
24003,56,3.3
24005,48,2.2
24009,37,3.0
24011,58,0.7
24013,46,2.5
24015,48,6.5
24017,56,2.9
24019,76,16.6
24021,54,2.3
24023,46,0.4
24025,61,1.0
24027,47,3.6
24029,27,10.8
24031,51,2.5
24033,48,3.7
24035,49,0.4
24037,60,4.6
24039,61,0.0
24041,58,10.9
24043,58,3.4
24045,44,4.1
24047,50,0.0
24510,46,6.1
25001,40,4.6
25003,44,2.2
25005,48,4.2
25007,15,0.0
25009,49,2.8
25011,50,1.9
25013,50,4.2
25015,26,1.0
25017,46,0.8
25019,91,0.0
25021,44,0.0
25023,51,3.1
25025,37,2.6
25027,49,1.0
26001,35,12.0
26003,29,0.0
26005,51,2.2
26007,54,8.1
26009,57,7.8
26011,62,4.7
26013,37,0.0
26015,71,3.1
26017,46,1.6
26019,49,8.9
26021,63,2.8
26023,60,8.8
26025,50,1.3
26027,53,2.4
26029,51,0.0
26031,45,5.3
26033,98,7.5
26035,58,4.2
26037,48,3.5
26039,53,3.1
26041,35,9.5
26043,65,0.0
26045,59,2.0
26047,46,0.6
26049,53,4.3
26051,69,0.0
26053,62,8.4
26055,46,6.5
26057,36,4.2
26059,71,4.4
26061,60,7.3
26063,62,8.7
26065,46,4.3
26067,71,0.9
26069,51,2.8
26071,54,14.4
26073,36,3.0
26075,45,2.0
26077,47,2.0
26079,58,5.0
26081,56,4.5
26083,143,2.4
26085,48,4.2
26087,56,0.9
26089,68,1.7
26091,63,3.8
26093,50,1.8
26095,78,0.0
26097,43,0.0
26099,49,1.2
26101,36,10.0
26103,33,1.4
26105,51,6.0
26107,31,8.7
26109,39,1.8
26111,49,2.9
26113,75,2.3
26115,51,3.5
26117,51,3.2
26119,24,0.0
26121,53,4.8
26123,55,1.3
26125,51,2.7
26127,74,3.7
26129,70,0.4
26131,14,0.0
26133,56,3.9
26135,66,1.1
26137,69,2.0
26139,53,1.2
26141,40,0.0
26143,40,2.7
26145,60,3.8
26147,58,7.5
26149,68,1.9
26151,57,5.9
26153,45,6.3
26155,50,0.0
26157,64,3.0
26159,61,9.3
26161,41,2.6
26163,56,5.2
26165,58,5.2
27001,55,0.0
27003,57,1.2
27005,68,7.5
27007,57,6.6
27009,81,2.0
27011,54,0.0
27013,46,0.4
27015,61,6.8
27017,51,0.0
27019,50,1.9
27021,82,3.0
27023,109,1.6
27025,47,0.0
27027,58,1.3
27029,55,7.9
27031,71,0.0
27033,98,11.7
27035,50,1.8
27037,55,1.9
27039,61,1.8
27041,71,0.0
27043,58,0.0
27045,67,0.0
27047,55,0.0
27049,71,2.0
27051,71,0.0
27053,54,2.0
27055,32,0.0
27057,60,0.0
27059,56,7.0
27061,60,11.5
27063,69,0.0
27065,45,0.0
27067,76,2.6
27069,74,0.0
27071,24,0.0
27073,65,0.0
27075,60,0.0
27077,26,0.0
27079,72,0.9
27081,64,0.0
27083,53,8.7
27085,65,7.9
27087,83,0.0
27089,72,5.6
27091,82,2.0
27093,79,0.6
27095,81,1.4
27097,59,2.1
27099,82,10.3
27101,66,7.2
27103,56,2.9
27105,63,5.0
27107,64,5.1
27109,59,1.6
27111,82,3.8
27113,47,17.7
27115,60,0.0
27117,62,3.4
27119,70,2.0
27121,71,0.0
27123,63,2.3
27125,46,0.0
27127,65,0.0
27129,61,12.9
27131,50,1.3
27133,129,4.1
27135,53,9.8
27137,53,3.7
27139,61,3.3
27141,64,2.6
27143,51,6.6
27145,53,1.4
27147,62,0.0
27149,63,0.0
27151,95,7.1
27153,86,2.3
27155,111,10.4
27157,59,0.0
27159,85,1.4
27161,64,3.9
27163,57,0.6
27165,44,4.2
27167,108,0.0
27169,46,0.3
27171,64,1.0
27173,83,1.3
28001,51,6.2
28003,34,19.2
28005,12,0.0
28007,64,22.7
28009,21,0.0
28011,60,3.2
28013,28,17.4
28015,58,0.0
28017,92,7.9
28019,26,4.7
28021,40,15.3
28023,50,0.0
28025,42,32.7
28027,67,8.8
28029,53,2.6
28031,50,8.3
28033,52,5.7
28035,49,1.9
28037,37,0.0
28039,49,15.5
28041,41,0.0
28043,74,12.2
28045,79,0.0
28047,53,4.5
28049,58,9.1
28051,56,2.0
28053,58,0.0
28055,72,0.0
28057,70,0.8
28059,52,5.8
28061,55,0.0
28063,39,0.0
28065,109,22.1
28067,62,1.0
28069,24,5.8
28071,33,6.9
28073,53,1.4
28075,48,2.5
28077,54,44.4
28079,71,0.0
28081,65,2.4
28083,39,0.0
28085,23,5.9
28087,49,9.4
28089,41,0.8
28091,53,0.0
28093,47,11.2
28095,43,0.0
28097,63,7.0
28099,92,13.4
28101,44,1.7
28103,51,0.0
28105,41,0.0
28107,46,0.0
28109,44,0.0
28111,71,25.5
28113,39,11.5
28115,65,13.4
28117,69,8.3
28119,72,5.3
28121,43,10.6
28123,49,0.0
28125,45,0.0
28127,34,4.3
28129,36,0.0
28131,38,0.0
28133,60,2.6
28135,28,0.0
28137,72,0.0
28139,44,3.6
28141,35,0.0
28143,57,19.0
28145,50,6.5
28147,102,11.3
28149,56,9.6
28151,62,2.6
28153,70,9.2
28155,48,1.0
28157,38,0.0
28159,81,0.0
28161,56,0.0
28163,63,0.0
29001,31,10.2
29003,55,0.0
29005,63,0.0
29007,44,4.8
29009,70,8.5
29011,77,0.0
29013,57,0.0
29015,34,4.8
29017,54,9.5
29019,44,2.7
29021,69,5.7
29023,37,15.5
29025,45,10.1
29027,49,9.4
29029,34,0.0
29031,49,3.0
29033,79,3.5
29035,8,40.0
29037,61,3.1
29039,76,0.0
29041,68,8.4
29043,80,4.5
29045,62,1.3
29047,47,1.6
29049,82,16.7
29051,54,6.8
29053,56,9.0
29055,55,11.7
29057,42,15.5
29059,28,0.0
29061,72,0.0
29063,53,0.0
29065,54,3.6
29067,63,0.0
29069,68,6.0
29071,67,8.5
29073,85,1.3
29075,87,12.4
29077,58,4.8
29079,86,2.3
29081,32,0.0
29083,78,18.5
29085,31,0.0
29087,113,3.4
29089,26,0.0
29091,57,8.1
29093,48,9.3
29095,53,2.4
29097,50,5.5
29099,59,3.1
29101,72,6.7
29103,69,0.0
29105,65,2.2
29107,67,7.4
29109,57,9.0
29111,61,5.4
29113,56,8.5
29115,64,4.0
29117,59,0.4
29119,70,2.9
29121,59,2.4
29123,43,0.0
29125,37,0.0
29127,69,0.0
29129,56,45.0
29131,78,3.1
29133,88,19.0
29135,48,0.0
