cfips,pct_house_price_gt1mill,pct_house_price_500k_1mill,pct_house_price_250k_500k,pct_house_price_100k_250k
01001,0.0,0.0,8.226221079691516,58.354755784061695
01003,0.4241781548250266,4.984093319194061,36.93884764934606,47.82608695652174
01005,2.247191011235955,4.119850187265917,11.985018726591761,37.82771535580524
01007,0.0,22.82608695652174,0.0,22.82608695652174
01009,2.922077922077922,0.0,0.0,22.4025974025974
01011,0.0,0.0,0.0,0.0
01013,0.0,5.3559322033898304,0.4067796610169492,31.52542372881356
01015,0.0,0.0,6.673306772908366,28.585657370517932
01017,0.0,0.0,0.0,31.76470588235294
01019,0.0,5.641025641025641,12.564102564102564,44.61538461538462
01021,0.0,1.1853448275862069,9.806034482758621,40.08620689655172
01023,0.0,0.0,0.0,0.0
01025,0.0,0.0,0.0,26.76056338028169
01027,0.0,0.0,0.0,39.39393939393939
01029,0.0,0.0,42.3728813559322,33.89830508474576
01031,1.8867924528301887,0.0,3.7735849056603774,62.264150943396224
01033,0.0,5.622489959839357,0.0,30.120481927710845
01035,0.0,0.0,0.0,17.20779220779221
01037,3.932584269662921,4.213483146067416,0.0,41.853932584269664
01039,0.0,0.0,5.444126074498568,43.83954154727794
01041,2.6262626262626263,0.0,0.0,22.626262626262626
01043,7.7369439071566735,0.0,4.835589941972921,46.61508704061896
01045,0.0,0.0,0.0,35.294117647058826
01047,0.0,0.0,12.073490813648293,9.448818897637794
01049,0.0,4.781704781704782,4.365904365904366,36.7983367983368
01051,0.0,3.1620553359683794,21.21212121212121,44.79578392621871
01053,0.0,0.0,13.658536585365855,22.926829268292686
01055,0.0,0.0,6.1002178649237475,16.99346405228758
01057,0.0,0.0,0.0,28.65853658536585
01059,0.0,9.642857142857144,0.0,29.642857142857142
01061,0.0,0.0,5.5045871559633035,36.23853211009174
01063,0.0,0.0,0.0,0.0
01065,0.0,0.0,0.0,57.49999999999999
01067,0.0,6.511627906976744,0.0,18.6046511627907
01069,0.9358288770053476,0.8021390374331552,6.550802139037433,46.657754010695186
01071,0.0,4.207920792079208,1.7326732673267329,39.10891089108911
01073,2.1573604060913705,5.761421319796954,18.451776649746193,40.48223350253807
01075,0.0,0.0,0.0,17.857142857142858
01077,0.0,0.0,17.825311942959,25.668449197860966
01079,0.0,0.0,0.0,32.53012048192771
01081,0.0,0.0,13.65149833518313,51.6093229744728
01083,0.0,0.0,42.72445820433436,37.306501547987615
01085,0.0,0.0,24.285714285714285,10.0
01087,0.0,0.0,22.321428571428573,10.714285714285714
01089,0.0,0.0,31.641636457793886,38.11496633868462
01091,0.0,0.0,0.0,63.04347826086957
01093,0.0,0.0,3.3333333333333335,19.25925925925926
01095,0.0,0.0,36.68261562998405,45.45454545454545
01097,0.0,0.0,8.287976249381494,42.38000989609104
01099,0.0,1.8181818181818181,10.909090909090908,7.2727272727272725
01101,0.0,5.16698172652804,17.13925645872716,31.001890359168243
01103,0.0,0.0,21.248499399759904,42.49699879951981
01105,0.0,0.0,0.0,100.0
01107,0.0,0.0,0.0,35.483870967741936
01109,0.0,0.0,18.6307519640853,40.29180695847362
01111,0.0,0.0,18.6046511627907,11.627906976744185
01113,0.0,0.0,0.0,52.36363636363637
01115,0.0,0.0,10.874200426439232,42.430703624733475
01117,0.0,10.205992509363297,19.9438202247191,42.13483146067416
01119,0.0,0.0,0.0,0.0
01121,0.0,7.71484375,3.3203125,37.01171875
01123,2.9268292682926833,12.682926829268293,15.609756097560975,22.195121951219512
01125,0.0,8.766233766233766,19.480519480519483,54.38311688311688
01127,0.0,0.0,14.105793450881613,7.8085642317380355
01129,0.0,0.0,29.03225806451613,35.483870967741936
01131,0.0,0.0,0.0,68.75
01133,0.0,1.1194029850746268,15.298507462686567,29.1044776119403
02013,0.0,0.0,10.0,60.0
02016,0.0,0.0,28.57142857142857,28.57142857142857
02020,0.0,6.086956521739131,56.72240802675586,29.297658862876254
02050,0.0,21.428571428571427,64.28571428571429,14.285714285714285
02060,0.0,22.22222222222222,0.0,44.44444444444444
02068,0.0,0.0,8.333333333333332,41.66666666666667
02070,0.0,0.0,58.333333333333336,16.666666666666664
02090,0.0,1.1510791366906474,30.35971223021583,45.75539568345324
02100,0.0,3.3333333333333335,25.0,71.66666666666667
02105,0.0,14.634146341463413,17.073170731707318,34.146341463414636
02110,0.0,18.238993710691823,79.87421383647799,1.8867924528301887
02122,3.0425963488843815,3.8539553752535496,43.6105476673428,38.33671399594321
02130,0.0,11.904761904761903,59.523809523809526,14.285714285714285
02150,0.0,11.76470588235294,43.69747899159664,28.57142857142857
02158,0.0,0.0,0.0,0.0
02164,0.0,0.0,37.5,50.0
02170,0.0,2.009273570324575,32.92117465224111,44.20401854714065
02180,0.0,0.0,0.0,16.666666666666664
02185,0.0,0.0,5.0,90.0
02188,0.0,0.0,0.0,0.0
02195,0.0,3.7037037037037033,11.11111111111111,77.77777777777779
02198,0.0,8.641975308641975,8.641975308641975,19.753086419753085
02220,0.0,3.8834951456310676,54.36893203883495,33.980582524271846
