cfips,total_population,old_age_dependency_ratio,child_dependency_ratio,median_age,sex_ratio
17075,28457,35.7,38.4,44.3,95.2
17077,59115,20.1,26.6,31.1,99.3
17079,9608,31.7,40.3,43.0,98.8
17081,38358,29.7,36.7,40.9,105.5
17083,22215,29.5,35.0,42.5,95.6
17085,22046,46.6,35.3,49.4,101.1
17087,12899,31.1,29.0,42.5,132.1
17089,529402,19.8,43.7,36.6,99.0
17091,110801,25.5,39.4,37.7,96.5
17093,122933,15.2,48.1,34.5,97.9
17095,51374,33.0,32.7,42.2,103.1
17097,704476,20.5,40.3,38.0,99.8
17099,111151,29.2,36.2,41.8,100.9
17101,16457,26.5,29.8,41.2,121.7
17103,34670,29.1,32.3,42.7,112.8
17105,36812,29.1,36.1,41.6,105.4
17107,29488,26.9,29.8,40.6,95.7
17109,31597,23.8,24.6,31.3,97.1
17111,308043,20.7,39.3,39.9,99.3
17113,173231,17.8,33.1,32.7,94.9
17115,107587,30.9,37.6,41.0,91.6
17117,45960,31.5,36.1,43.1,97.5
17119,266153,26.0,35.8,40.0,95.5
17121,38305,32.3,39.1,41.8,96.2
17123,11925,38.6,35.2,46.3,99.2
17125,13904,37.7,36.3,45.5,99.9
17127,14594,35.6,38.6,43.8,92.6
17129,12416,31.1,37.8,42.3,96.0
17131,15794,35.6,37.7,44.8,98.3
17133,33739,26.8,37.7,42.3,96.7
17135,29173,31.0,32.9,42.4,108.8
17137,34442,30.7,32.0,41.2,101.1
17139,14711,32.2,44.3,39.9,95.2
17141,51619,29.1,38.5,41.9,99.2
17143,186145,25.7,39.4,37.0,94.0
17145,21467,27.7,30.3,41.8,122.8
17147,16433,31.2,38.4,43.0,97.7
17149,15930,34.5,38.7,42.4,98.6
17151,4360,49.9,28.6,52.2,113.9
17153,5691,36.0,37.6,43.3,94.2
17155,5771,36.7,34.3,47.5,105.1
17157,32829,27.7,30.5,41.5,124.9
17159,15953,33.9,38.0,42.3,98.6
17161,146205,30.0,37.6,40.0,97.2
17163,264433,23.2,38.7,38.0,93.3
17165,24430,32.7,37.1,42.0,97.0
17167,198134,26.4,37.3,40.1,92.3
17169,7181,33.7,30.0,46.6,118.5
17171,5109,33.0,38.3,43.7,96.0
17173,21906,36.5,37.5,44.6,98.8
17175,5551,37.1,38.7,45.0,97.4
17177,45839,36.3,37.9,44.7,93.8
17179,134695,28.9,38.6,40.8,97.4
17181,17267,32.9,36.0,43.5,101.8
17183,79207,31.0,41.2,40.2,98.6
17185,11568,33.0,37.6,42.8,96.6
17187,17429,30.3,37.2,39.1,93.9
17189,14260,32.0,36.6,43.0,101.5
17191,16569,36.6,40.0,43.4,98.2
17193,14186,37.2,38.6,43.8,96.2
17195,56823,33.4,38.9,42.9,97.1
17197,687727,18.8,42.1,37.3,98.8
17199,67477,29.3,36.3,40.9,99.5
17201,287512,26.9,39.5,39.6,95.5
17203,38942,28.0,42.5,39.9,99.0
18001,35018,27.4,57.8,33.3,98.3
18003,367747,22.3,43.2,35.7,95.3
18005,81024,25.3,39.6,38.1,100.9
18007,8685,29.3,43.1,40.9,100.3
18009,12214,34.7,37.6,43.7,98.1
18011,63013,20.7,44.4,38.4,98.1
18013,15007,39.3,31.6,49.3,98.3
18015,19994,31.2,39.1,42.3,99.7
18017,38248,28.3,39.9,40.5,99.7
18019,114893,23.2,36.7,38.8,94.9
18021,26375,28.1,38.5,40.9,95.8
18023,32455,27.0,45.3,38.2,97.8
18025,10598,30.6,37.1,43.7,102.1
18027,32777,26.4,51.8,34.6,102.6
18029,49564,26.2,38.2,42.7,99.9
18031,26480,26.5,41.3,38.8,98.1
18033,42524,25.1,41.2,39.1,99.1
18035,115938,25.1,29.2,35.4,93.1
18037,42379,27.2,41.4,40.2,100.3
18039,202924,23.3,47.7,35.4,97.8
18041,23426,32.0,37.7,42.4,97.5
18043,76481,23.9,37.3,39.9,94.2
18045,16620,33.1,38.7,43.0,99.1
18047,22835,27.9,40.7,42.3,100.0
18049,20296,31.4,41.1,41.9,97.0
18051,33596,27.3,39.1,40.5,100.5
18053,67615,29.3,34.0,39.9,91.8
18055,32431,31.4,38.0,42.8,97.9
18057,309687,18.0,46.3,36.6,95.6
18059,72776,25.0,39.5,40.2,96.4
18061,39450,27.3,37.3,42.7,100.7
18063,158170,20.6,42.0,37.6,99.6
18065,48649,29.5,34.0,42.2,107.9
18067,82457,30.8,38.8,41.5,93.7
18069,36520,26.2,35.7,40.3,96.3
18071,43779,25.8,40.9,38.2,99.7
18073,33448,27.3,40.5,39.0,98.2
18075,21107,30.0,45.2,39.8,96.4
18077,32293,25.7,32.8,40.6,91.4
18079,27840,24.9,39.3,39.6,100.9
18081,149359,22.8,41.5,37.3,96.5
18083,37763,27.2,34.2,38.1,104.1
18085,78720,25.4,40.6,38.0,99.2
18087,38720,24.0,61.5,31.5,103.1
18089,488694,25.1,39.9,38.6,93.7
18091,110839,26.4,35.4,40.2,106.7
18093,45669,31.6,37.6,42.6,98.1
18095,129641,28.4,36.4,40.2,100.0
18097,939964,18.5,39.1,34.3,92.8
18099,46752,28.4,43.6,39.8,98.9
18101,10219,30.0,38.4,42.0,101.4
18103,36035,26.9,35.3,39.9,111.7
18105,144436,16.3,22.1,28.8,99.4
18107,38288,28.5,38.4,40.5,103.1
18109,69533,25.2,38.2,41.5,97.4
18111,14056,29.1,36.3,42.5,100.4
18113,47421,24.0,42.4,38.5,100.7
18115,5911,33.2,32.2,46.8,100.8
18117,19623,31.3,40.6,41.3,97.5
18119,20957,29.7,35.8,44.6,102.9
18121,17062,29.3,35.3,42.2,92.1
18123,19229,28.3,34.6,41.9,116.2
18125,12471,32.9,38.4,43.9,100.7
18127,167391,23.9,36.4,39.4,97.6
18129,25599,28.2,36.9,42.5,99.6
18131,12761,30.7,38.7,41.8,102.5
18133,37543,23.8,30.2,37.8,111.0
18135,25203,32.8,40.8,42.1,95.0
18137,28372,28.2,40.5,40.6,98.3
18139,16765,29.6,38.7,41.6,96.3
18141,268613,24.0,39.0,36.5,94.4
18143,23722,26.1,38.1,40.7,96.1
18145,44339,26.0,37.9,41.3,97.9
18147,20610,30.5,37.8,43.2,102.5
18149,22966,28.4,39.3,41.7,96.8
18151,34459,29.9,34.3,42.7,102.5
18153,20900,26.4,32.0,41.4,116.2
18155,10617,30.1,43.9,40.0,107.4
18157,186081,15.5,30.2,28.1,104.3
18159,15290,32.5,35.7,44.5,99.7
18161,7225,30.6,39.4,43.3,102.6
18163,181831,25.0,34.9,37.9,93.5
18165,15644,31.8,37.7,43.2,97.3
18167,107723,23.5,32.2,36.1,103.0
18169,31848,32.9,36.0,42.0,95.6
18171,8269,32.9,37.4,44.6,99.5
18173,61581,27.1,41.3,40.5,98.1
18175,27807,26.4,38.8,41.2,98.3
18177,66972,30.4,37.2,41.1,93.6
18179,27832,29.9,42.6,39.8,96.8
18181,24279,32.7,40.5,42.0,100.8
18183,33481,27.9,38.9,41.0,99.7
19001,7192,38.8,38.1,45.7,97.6
19003,3785,39.2,36.5,47.7,97.7
19005,13940,38.3,40.8,45.0,103.7
19007,12547,39.6,39.2,45.1,97.9
19009,5711,43.2,36.3,48.3,97.1
19011,25646,29.2,40.9,42.1,99.4
19013,132960,23.9,34.2,34.9,96.4
19015,26381,28.0,37.7,41.4,101.4
19017,24741,32.1,37.4,39.2,97.2
19019,21101,30.4,47.6,38.7,99.0
19021,20369,23.6,42.5,35.1,101.4
19023,14822,38.6,41.4,43.7,99.8
19025,9814,39.6,37.0,45.1,107.3
19027,20428,34.0,43.6,41.7,96.9
19029,13327,39.2,39.9,44.6,97.7
19031,18368,31.5,38.7,41.9,99.2
19033,43134,34.1,35.0,44.5,95.0
19035,11577,40.6,38.1,46.3,100.5
19037,12140,34.3,41.3,44.2,99.4
19039,9267,29.2,41.0,40.7,98.6
19041,16387,34.9,40.1,42.2,97.5
19043,17711,38.2,38.6,46.5,101.4
19045,47587,31.9,39.3,42.2,95.8
19047,17131,28.8,43.2,37.6,107.6
19049,80864,18.7,47.1,35.1,97.6
19051,8834,32.7,54.6,37.5,97.5
19053,8105,30.6,35.3,36.5,101.1
19055,17326,31.5,41.6,43.4,99.9
19057,39876,33.0,39.4,42.5,96.0
19059,17000,42.9,33.9,48.7,101.1
19061,96571,27.2,38.3,38.6,97.8
19063,9661,33.3,36.7,42.5,98.4
19065,20139,36.0,36.7,43.7,101.9
19067,15904,38.1,40.3,44.6,97.0
19069,10326,35.6,40.6,42.4,102.8
19071,6985,38.1,39.3,46.0,97.8
19073,9046,37.8,39.5,45.7,95.1
19075,12354,35.5,41.8,42.4,98.1
19077,10664,38.7,40.2,45.7,99.6
19079,15201,33.7,39.6,42.6,95.7
19081,10971,37.2,39.7,44.5,101.2
19083,17239,36.5,38.1,44.4,100.3
19085,14196,32.2,39.0,44.0,97.7
19087,19865,29.5,37.1,40.4,103.4
19089,9321,36.5,45.1,41.8,100.7
19091,9586,36.2,41.6,43.0,94.8
19093,6965,39.5,42.6,44.7,99.7
19095,16231,30.3,40.0,41.8,97.4
19097,19409,34.2,38.5,44.6,98.7
19099,36789,31.1,37.6,42.6,104.5
19101,17945,31.0,31.3,40.9,112.8
19103,144425,14.9,29.2,29.9,97.9
19105,20468,32.4,36.7,43.6,105.9
19107,10223,37.0,39.9,44.0,103.4
19109,15166,40.4,39.3,45.8,100.4
19111,34785,32.2,36.5,43.3,101.9
19113,220008,24.0,38.5,37.4,97.4
19115,11238,27.9,38.6,41.0,104.5
19117,8600,37.2,41.1,44.8,102.0
19119,11745,31.9,52.0,38.0,104.8
19121,15720,27.9,44.7,40.8,100.3
19123,22301,29.8,41.0,39.7,102.6
19125,33127,28.8,40.6,39.5,97.3
19127,40476,30.0,43.6,38.5,101.6
19129,14933,28.2,40.0,42.1,100.6
19131,10663,39.9,44.5,43.7,98.4
19133,8865,43.3,35.9,46.7,98.0
19135,7912,33.2,42.9,42.2,103.8
19137,10239,36.4,40.6,44.5,92.9
19139,42923,26.0,42.7,38.1,98.1
19141,13944,36.6,41.6,43.3,100.2
19143,6149,36.2,41.9,44.0,101.6
19145,15393,34.9,34.3,44.4,108.1
19147,9110,37.4,39.7,42.3,99.3
19149,25027,31.3,44.2,40.5,96.0
19151,6972,40.1,39.5,47.2,97.4
19153,467235,19.3,40.1,35.2,96.8
19155,93287,26.9,39.4,39.6,96.8
19157,18428,31.8,32.4,40.7,91.8
19159,4986,45.6,44.9,45.0,94.4
19161,9936,40.3,40.1,45.9,95.3
19163,171493,24.4,39.4,38.1,96.4
19165,11772,40.2,40.9,46.9,96.6
19167,34692,25.1,46.7,33.3,100.7
19169,95888,15.3,23.4,25.9,108.9
19171,17236,33.6,42.7,43.2,98.0
19173,6214,38.7,42.1,43.3,102.9
19175,12497,33.3,39.6,40.1,94.2
19177,7308,37.7,43.7,44.0,104.1
19179,35321,28.0,37.3,39.5,97.5
19181,48630,24.9,41.7,38.2,94.9
19183,22095,32.4,43.9,40.8,100.3
19185,6405,41.8,46.2,43.3,95.9
19187,36945,28.3,35.2,39.6,105.7
19189,10545,34.2,36.4,42.5,95.2
19191,20575,29.8,29.9,41.0,100.4
19193,102397,23.7,44.0,35.6,97.3
19195,7502,33.3,37.4,44.4,99.1
19197,12864,38.6,42.0,44.3,100.0
20001,12752,34.3,40.7,41.6,98.2
20003,7840,39.4,46.5,42.2,96.4
20005,16466,27.8,39.5,35.9,93.5
20007,4905,38.5,43.6,43.4,106.1
20009,27067,30.7,41.5,39.6,98.7
20011,14757,33.3,45.7,39.3,98.3
20013,9736,33.9,46.1,42.2,92.6
20015,66260,23.3,43.2,38.1,101.9
20017,2665,43.9,42.9,45.0,101.9
20019,3425,46.6,39.6,48.7,108.0
20021,20501,31.2,41.7,41.4,96.9
20023,2677,52.0,42.5,47.8,97.9
20025,2089,39.9,45.2,44.2,105.6
20027,8203,42.6,45.2,43.0,97.6
20029,9191,36.0,39.5,41.8,98.2
20031,8328,34.1,37.6,44.0,101.6
20033,1741,47.3,42.5,49.5,93.4
20035,35732,29.4,40.7,38.2,101.2
20037,39099,23.6,34.4,32.5,100.2
20039,2891,50.5,35.6,51.3,99.8
20041,19162,32.5,42.3,41.2,99.8
20043,7790,28.7,32.6,39.4,103.0
20045,117806,15.4,26.9,29.2,98.1
20047,2946,34.6,41.3,44.8,106.6
20049,2581,55.5,40.8,50.8,97.0
20051,28877,22.1,33.5,32.0,100.4
20053,6331,33.0,29.5,43.7,129.8
20055,37097,16.7,52.8,30.6,104.0
20057,34658,17.6,51.8,31.1,107.2
20059,25599,26.7,41.3,40.0,95.5
20061,35796,12.8,50.7,26.4,113.4
20063,2632,50.7,41.7,48.5,102.2
20065,2561,47.0,36.2,50.8,98.4
20067,7716,20.1,55.9,32.6,111.4
20069,6004,26.3,52.5,35.9,100.1
20071,1210,40.0,42.0,48.7,93.3
20073,6227,44.7,38.7,48.6,100.5
20075,2621,20.5,48.8,33.4,111.4
20077,5746,39.8,45.1,42.5,103.9
20079,34683,32.4,44.1,39.2,96.3
20081,4081,24.1,50.4,36.1,97.5
20083,1875,38.9,38.5,46.8,99.5
20085,13322,31.3,44.9,41.4,99.4
20087,18856,30.2,39.8,44.0,102.8
20089,2963,54.4,37.3,51.9,100.9
20091,578797,21.3,40.7,37.3,96.0
20093,3931,24.4,51.6,34.8,95.3
20095,7576,38.2,40.4,45.5,102.5
20097,2524,34.2,37.7,40.8,95.1
20099,20553,31.1,40.7,41.0,97.4
20101,1702,35.7,42.7,41.5,103.1
20103,79359,21.0,38.3,37.3,115.8
20105,3121,42.1,41.5,46.6,99.3
20107,9602,38.0,41.5,43.6,99.7
20109,2790,37.0,42.4,40.4,100.1
20111,33302,21.7,35.3,32.9,94.3
20113,28792,32.7,40.2,40.8,97.8
20115,12087,40.4,38.3,45.0,98.5
20117,9859,37.6,42.4,44.0,100.3
20119,4295,30.8,47.3,37.7,101.5
20121,32976,28.3,43.4,41.7,96.1
20123,6230,41.0,39.4,43.7,105.5
20125,33463,32.6,40.9,40.3,98.2
20127,5605,43.6,38.2,47.9,96.5
20129,2931,30.0,42.3,39.5,109.8
20131,10095,36.1,48.3,40.4,101.4
20133,16209,32.7,44.0,39.7,95.9
20135,3001,46.0,40.9,47.2,103.6
20137,5527,32.1,30.7,43.5,130.3
20139,15894,32.7,40.6,43.4,99.2
20141,3684,44.4,39.7,47.4,99.4
20143,5957,32.8,42.3,42.4,109.8
20145,6776,32.1,29.9,44.5,130.9
20147,5446,39.5,42.3,44.3,95.3
20149,23188,23.3,50.8,35.2,100.9
20151,9670,31.6,42.3,39.2,101.0
20153,2520,48.6,35.8,50.3,106.6
20155,63360,31.4,39.0,40.1,101.7
20157,4705,50.9,35.8,50.9,94.8
20159,9868,30.0,38.5,38.5,102.0
20161,75696,11.0,22.5,24.9,114.5
20163,5148,37.5,40.6,43.6,94.0
20165,3119,44.5,37.5,47.9,97.5
20167,6987,42.5,37.9,48.7,103.8
20169,55334,27.0,40.0,37.9,97.6
20171,4981,29.1,42.4,40.5,93.2
20173,510484,21.9,43.4,35.0,97.8
20175,22948,16.1,53.1,29.5,105.0
20177,178392,28.0,40.8,38.9,94.1
20179,2497,41.9,44.3,44.7,105.5
20181,5999,33.2,41.6,38.5,100.6
20183,3693,50.6,37.3,51.6,96.5
20185,4251,37.1,44.0,42.7,101.6
20187,2107,36.1,57.8,39.3,89.6
20189,5741,22.9,54.4,35.1,105.1
20191,23336,30.3,43.4,40.7,99.8
20193,7847,26.1,36.6,36.3,96.6
20195,2899,39.6,34.5,49.4,102.2
20197,6918,31.5,43.0,43.4,101.9
20199,1591,39.2,51.4,40.6,101.6
20201,5572,45.1,43.4,46.2,104.4
20203,2157,37.0,51.1,41.2,89.5
20205,8858,36.8,42.9,44.0,97.0
20207,3178,42.1,38.4,48.6,98.1
20209,163227,19.1,46.5,33.7,97.4
21001,19304,26.9,32.0,40.8,99.6
21003,20628,27.6,39.8,40.6,98.3
21005,22017,23.6,39.4,40.5,93.5
21007,8152,33.3,38.2,43.3,100.0
21009,43418,28.4,40.0,40.3,94.7
21011,12189,27.0,43.1,39.9,97.3
21013,27469,29.4,35.1,41.6,95.0
21015,127682,19.7,43.7,37.1,97.8
21017,20017,30.3,38.5,42.1,94.1
21019,48486,30.2,35.2,41.9,99.5
21021,29773,28.7,32.5,40.2,100.0
21023,8330,25.6,41.2,40.7,101.0
21025,13276,24.1,32.9,41.2,101.1
21027,19991,31.3,39.6,43.3,100.7
21029,78622,22.8,36.3,39.8,99.1
21031,12735,29.1,37.5,41.2,101.2
21033,12747,33.5,38.5,42.6,88.2
21035,38616,25.0,27.7,34.7,92.9
21037,91804,22.6,33.6,38.0,96.2
21039,4890,34.8,38.8,42.2,94.7
21041,10695,25.1,43.0,37.2,104.6
21043,27385,28.8,37.2,41.1,96.7
21045,15805,33.1,38.7,43.1,97.1
21047,72438,18.7,45.2,28.4,113.0
21049,35757,28.1,37.7,42.3,95.1
21051,20866,21.2,32.9,39.2,112.7
21053,10208,31.4,38.7,41.7,100.6
21055,9154,34.0,39.2,43.2,102.2
21057,6744,35.5,37.6,45.1,100.0
21059,99258,27.3,41.1,39.0,94.8
21061,12063,31.4,31.4,43.1,100.6
21063,7533,27.9,29.5,42.0,133.1
21065,14382,28.9,35.3,42.6,97.0
21067,315109,18.3,31.6,34.3,96.2
21069,14515,28.1,41.5,40.9,97.2
21071,37447,26.3,35.2,41.4,95.7
21073,49969,25.9,33.6,40.7,96.2
21075,6259,30.9,34.7,43.1,97.8
21077,8652,21.3,40.5,39.0,104.4
21079,17226,28.4,36.7,42.4,96.1
21081,24800,21.8,45.3,36.5,97.9
21083,37259,30.4,42.1,40.3,96.3
21085,26129,27.3,40.7,40.2,100.2
21087,11044,34.2,36.2,44.4,94.2
21089,36012,33.6,37.0,43.3,94.9
21091,8700,28.0,43.6,40.2,106.8
21093,107699,20.4,39.9,36.1,99.6
21095,27548,27.6,37.8,41.4,93.7
21097,18630,28.6,39.0,41.8,96.8
21099,18531,27.3,41.8,40.6,97.3
21101,46252,26.6,38.4,40.4,94.0
21103,15677,26.7,39.2,41.3,96.9
21105,4625,41.1,34.9,48.3,87.3
21107,45985,28.6,38.8,41.3,94.6
21109,13369,25.7,37.1,41.0,99.2
21111,764378,23.9,36.1,38.0,93.5
21113,51667,22.5,40.4,37.4,95.3
21115,23064,27.6,37.3,41.9,96.3
21117,163987,21.0,38.6,36.9,97.7
21119,15690,25.6,32.9,41.4,99.0
21121,31424,27.7,39.8,39.7,94.1
21123,14102,27.9,37.2,40.8,97.9
21125,59901,24.8,38.2,39.6,94.9
21127,15844,27.5,38.7,40.9,99.4
21129,6717,27.6,32.9,44.2,101.0
21131,10648,26.1,34.9,41.9,100.0
21133,23011,28.3,35.3,41.8,95.9
21135,13565,28.4,36.7,42.1,99.0
21137,24413,28.8,39.9,40.6,96.0
21139,9288,34.0,35.2,45.8,97.6
21141,26847,29.6,40.2,40.7,95.7
21143,8268,39.0,23.0,49.2,124.2
21145,65285,31.3,37.1,42.1,91.4
21147,17748,23.0,36.1,39.2,120.8
21149,9361,32.5,41.6,41.5,99.0
21151,88376,19.5,32.0,34.0,94.7
21153,12783,25.1,37.9,42.0,101.4
21155,19335,26.3,41.1,39.7,102.8
21157,31177,36.4,35.3,44.8,96.6
21159,12175,21.6,31.4,39.0,124.2
21161,17167,28.5,39.3,40.7,96.5
21163,28452,20.7,38.2,37.8,103.6
21165,6381,35.1,35.8,46.2,112.8
21167,21378,29.5,37.2,42.8,99.3
21169,9990,31.0,40.6,43.1,97.4
21171,10645,30.8,38.2,41.8,100.0
21173,27550,24.7,39.9,39.0,98.1
21175,13281,22.9,28.2,41.3,125.7
21177,31153,29.6,34.5,42.0,102.4
21179,45131,23.0,40.0,38.9,97.5
21181,7061,27.7,38.8,41.6,90.9
21183,24062,29.8,40.1,40.7,98.8
21185,64633,19.2,41.4,39.0,110.1
21187,10686,30.1,40.7,42.2,96.2
21189,4497,26.5,33.5,41.8,76.9
21191,14530,23.7,36.2,41.2,101.2
21193,27329,24.0,35.6,41.2,97.8
21195,61586,26.8,33.7,41.9,95.4
21197,12349,23.0,39.1,39.0,96.8
21199,63974,30.2,37.6,42.0,96.4
21201,2161,38.2,35.2,47.1,103.3
21203,16815,27.9,36.7,42.2,94.5
21205,24392,19.2,28.2,30.7,92.6
21207,17731,32.3,38.5,43.4,94.8
21209,52322,17.6,40.9,36.2,97.7
21211,45831,23.2,38.5,38.8,93.5
21213,17881,26.0,40.7,39.8,98.7
21215,18012,19.7,35.5,40.7,104.2
21217,25406,28.2,36.9,38.4,95.1
21219,12377,27.3,47.1,36.8,100.2
21221,14286,39.3,38.7,45.5,97.5
21223,8697,28.3,38.0,41.9,96.2
21225,14915,23.6,31.5,37.5,108.5
21227,123824,18.7,34.7,32.7,95.9
21229,11999,28.6,39.1,41.2,95.9
21231,20692,32.3,38.0,42.0,99.5
21233,13180,27.6,38.3,41.0,97.4
21235,36027,25.8,40.2,37.0,96.4
21237,7251,31.4,40.5,41.8,94.4
21239,25817,27.3,37.6,42.3,91.8
22001,62607,23.7,45.1,35.8,94.6
22003,25667,22.3,34.5,38.2,130.7
22005,119129,17.4,44.2,35.3,97.2
22007,22881,25.8,36.7,39.5,94.0
22009,41095,26.1,39.6,38.1,101.4
22011,36598,24.7,41.3,37.5,103.7
22013,13806,33.1,38.4,42.3,94.1
22015,125698,21.3,40.9,34.9,98.0
22017,251069,25.6,40.1,37.1,90.4
22019,198753,22.8,40.7,36.1,95.1
22021,10000,28.9,38.9,39.9,113.4
22023,6806,25.6,38.1,43.2,93.5
22025,10044,25.6,35.6,38.0,114.4
22027,16296,28.6,28.7,42.2,134.9
22029,20211,27.0,40.3,37.7,104.3
22031,27164,28.0,41.4,39.4,93.9
22033,446167,19.9,35.5,33.4,92.2
22035,7318,18.9,26.9,33.8,151.6
22037,19553,24.8,29.8,42.4,120.0
22039,33750,24.2,42.4,35.4,104.3
22041,20388,29.9,44.6,38.0,96.1
22043,22305,21.7,33.6,37.7,131.5
22045,73346,23.0,44.3,36.0,95.3
22047,33122,22.3,33.1,38.4,102.6
22049,15952,31.9,37.2,40.5,102.8
22051,437038,25.1,35.2,39.0,94.5
22053,31405,26.5,43.4,38.1,96.6
22055,238230,18.3,37.0,34.5,95.5
22057,98112,22.8,37.9,37.1,96.7
22059,14930,26.2,38.0,38.2,106.2
22061,47536,18.8,30.1,27.6,95.4
22063,137096,19.8,42.8,35.9,96.0
22065,11616,21.1,38.8,35.1,99.2
22067,26290,29.6,42.4,39.6,90.7
22069,39051,25.3,39.3,33.6,91.0
22071,388182,19.3,30.4,35.9,91.1
22073,156433,22.3,41.9,35.1,92.1
22075,23394,19.3,43.0,35.9,94.9
22077,22271,31.9,38.8,42.7,92.3
22079,132080,25.4,42.1,37.3,93.7
22081,8723,30.6,41.4,39.9,92.5
22083,20619,27.2,41.0,38.2,94.7
22085,24145,33.8,42.4,41.3,98.8
22087,45067,16.4,42.9,33.6,97.6
22089,52728,18.7,39.8,37.2,96.5
22091,10509,29.1,37.1,38.3,94.0
22093,21485,25.1,38.0,38.9,92.8
22095,43565,20.3,40.1,36.5,95.5
22097,83580,26.1,47.1,36.2,92.4
22099,53609,22.0,40.2,37.1,97.4
22101,52578,24.6,40.4,38.0,99.0
22103,249201,25.5,40.6,39.8,94.8
22105,128850,21.4,39.9,34.9,94.3
22107,4771,40.8,45.8,44.0,94.8
22109,113067,21.1,42.0,35.5,97.4
22111,22537,32.6,38.4,41.7,99.0
22113,59841,24.0,43.8,36.9,94.2
22115,51906,17.1,40.5,30.1,113.7
22117,46449,28.4,40.8,39.9,97.6
22119,40043,31.4,39.1,40.6,94.3
22121,25518,19.9,38.5,35.6,98.0
22123,11274,31.5,40.7,41.0,102.1
22125,15376,18.8,23.7,40.5,197.6
22127,14631,27.7,34.9,40.9,111.5
23001,107317,26.5,35.6,40.7,96.0
23003,68840,37.1,31.5,47.2,97.6
23005,289173,26.3,30.3,42.1,94.5
23007,30177,32.9,29.9,45.4,95.5
23009,54468,37.1,29.1,48.1,94.0
23011,121289,29.3,31.8,44.2,95.3
23013,39700,39.0,31.2,47.8,97.5
23015,34021,45.1,29.9,50.5,95.3
23017,57230,32.6,32.2,46.3,97.8
23019,152284,26.1,28.8,41.8,98.1
23021,16960,42.3,29.9,50.7,99.3
23023,35149,33.0,32.0,45.9,93.1
23025,50994,32.0,32.5,45.8,97.5
23027,39280,33.5,31.9,45.7,96.3
23029,31822,38.8,32.4,47.6,97.6
23031,201454,30.1,31.7,44.7,95.1
24001,72591,30.6,28.0,41.5,109.2
24003,564600,21.6,35.2,38.5,98.1
24005,828637,25.9,34.7,39.2,90.2
24009,90824,21.8,38.3,40.8,99.0
24011,32785,25.4,39.3,40.1,95.0
24013,167319,25.1,35.9,42.4,97.9
24015,102416,23.1,37.3,40.3,98.7
24017,156021,17.8,38.4,38.1,93.4
24019,32386,34.2,36.0,44.4,91.5
24021,246105,21.2,37.6,39.3,97.2
24023,29516,34.6,32.3,45.4,98.1
24025,250132,24.0,36.6,40.6,95.7
24027,312495,20.0,39.1,38.7,95.7
24029,19666,42.9,27.8,46.9,92.1
24031,1039198,22.6,37.6,38.8,93.3
24033,905161,17.9,34.3,36.5,92.9
24035,49071,29.7,36.7,44.1,97.5
24037,110979,18.8,39.1,36.5,99.7
24039,25801,22.6,24.8,37.0,115.4
24041,37461,49.2,33.9,49.7,88.6
24043,149546,26.0,36.1,40.6,103.2
24045,102014,23.3,34.8,35.8,91.1
24047,51559,46.7,31.6,49.7,95.6
24510,619796,19.3,31.6,35.0,88.7
25001,213900,50.9,28.0,52.4,91.4
25003,127751,35.3,29.0,46.5,93.5
25005,557016,25.4,33.3,40.9,93.9
25007,17275,35.3,31.5,45.9,92.1
25009,775860,25.6,35.0,40.8,93.0
25011,70926,31.1,28.9,45.9,95.6
25013,469188,25.3,35.7,38.7,93.2
25015,161197,22.0,22.0,36.1,88.1
25017,1582857,22.1,31.1,38.5,95.5
25019,10912,22.6,31.3,39.8,113.6
25021,694389,25.5,34.4,41.0,92.3
25023,509114,27.3,36.3,42.6,94.8
25025,780685,15.8,23.8,32.6,93.7
25027,818249,22.8,34.1,40.1,97.3
26001,10413,67.6,25.1,57.9,101.6
26003,9254,38.6,25.2,49.3,122.1
26005,114145,25.3,41.3,39.7,99.7
26007,28730,37.4,32.5,47.6,97.3
26009,23133,46.3,34.1,50.4,98.5
26011,15238,39.7,31.3,49.3,102.5
26013,8580,32.3,29.7,43.4,147.4
26015,59607,29.0,37.7,42.7,101.0
26017,105350,31.0,34.5,42.9,97.0
26019,17462,43.2,33.4,48.9,99.2
26021,154948,31.0,37.6,42.0,95.9
26023,43543,29.0,39.5,41.2,107.1
26025,134327,27.5,38.7,39.9,95.6
26027,51397,32.6,35.7,44.7,101.3
26029,26160,38.4,34.5,47.7,96.8
26031,25475,44.2,30.7,50.1,99.1
26033,38023,25.9,29.2,39.7,122.7
26035,30597,38.9,34.4,46.9,98.1
26037,77321,25.2,37.4,40.4,97.8
26039,13821,41.8,32.4,50.0,101.2
26041,36395,38.2,35.2,46.9,98.8
26043,25694,35.8,33.9,46.4,99.6
26045,108586,27.5,35.1,40.9,95.6
26047,32978,33.9,34.1,45.0,98.4
26049,410881,26.6,38.3,40.1,93.1
26051,25324,46.0,35.1,49.5,100.9
26053,15577,40.0,25.7,48.7,118.4
26055,91222,28.9,33.6,42.8,96.8
26057,41319,25.7,32.2,39.0,113.2
26059,45909,30.0,37.3,42.0,99.5
26061,36333,25.7,32.2,32.9,118.6
26063,31750,42.0,34.4,48.5,98.8
26065,286185,18.4,29.9,31.7,94.7
26067,64147,21.4,37.0,38.7,113.7
26069,25317,52.0,30.9,52.6,98.6
