"GEO_ID","NAME","B05001_001E","B05001_001M","B05001_001MA","B05001_001EA","B05001_002E","B05001_002M","B05001_002MA","B05001_002EA","B05001_003E","B05001_003EA","B05001_003M","B05001_003MA","B05001_004E","B05001_004M","B05001_004MA","B05001_004EA","B05001_005E","B05001_005M","B05001_005MA","B05001_005EA","B05001_006E","B05001_006M","B05001_006MA","B05001_006EA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!U.S. citizen, born in the United States","Margin of Error!!Total:!!U.S. citizen, born in the United States","Annotation of Margin of Error!!Total:!!U.S. citizen, born in the United States","Annotation of Estimate!!Total:!!U.S. citizen, born in the United States","Estimate!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Estimate!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Margin of Error!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate!!Total:!!U.S. citizen, born abroad of American parent(s)","Margin of Error!!Total:!!U.S. citizen, born abroad of American parent(s)","Annotation of Margin of Error!!Total:!!U.S. citizen, born abroad of American parent(s)","Annotation of Estimate!!Total:!!U.S. citizen, born abroad of American parent(s)","Estimate!!Total:!!U.S. citizen by naturalization","Margin of Error!!Total:!!U.S. citizen by naturalization","Annotation of Margin of Error!!Total:!!U.S. citizen by naturalization","Annotation of Estimate!!Total:!!U.S. citizen by naturalization","Estimate!!Total:!!Not a U.S. citizen","Margin of Error!!Total:!!Not a U.S. citizen","Annotation of Margin of Error!!Total:!!Not a U.S. citizen","Annotation of Estimate!!Total:!!Not a U.S. citizen",
"0500000US27077","Lake of the Woods County, Minnesota","3771","*****","*****","null","3686","56","null","null","0","null","9","null","59","56","null","null","18","13","null","null","8","8","null","null",
"0500000US27079","Le Sueur County, Minnesota","28242","*****","*****","null","27425","103","null","null","5","null","5","null","69","36","null","null","226","64","null","null","517","100","null","null",
"0500000US27081","Lincoln County, Minnesota","5677","*****","*****","null","5606","32","null","null","6","null","8","null","6","5","null","null","31","19","null","null","28","26","null","null",
"0500000US27083","Lyon County, Minnesota","25758","*****","*****","null","23543","346","null","null","49","null","75","null","94","47","null","null","705","180","null","null","1367","415","null","null",
"0500000US27085","McLeod County, Minnesota","35832","*****","*****","null","34628","186","null","null","11","null","15","null","122","56","null","null","462","140","null","null","609","144","null","null",
"0500000US27087","Mahnomen County, Minnesota","5501","*****","*****","null","5452","14","null","null","6","null","6","null","3","3","null","null","30","12","null","null","10","7","null","null",
"0500000US27089","Marshall County, Minnesota","9372","*****","*****","null","9170","58","null","null","0","null","12","null","48","29","null","null","91","37","null","null","63","26","null","null",
"0500000US27091","Martin County, Minnesota","19852","*****","*****","null","19491","153","null","null","2","null","3","null","36","29","null","null","243","152","null","null","80","55","null","null",
"0500000US27093","Meeker County, Minnesota","23105","*****","*****","null","22687","88","null","null","1","null","2","null","21","15","null","null","132","35","null","null","264","84","null","null",
"0500000US27095","Mille Lacs County, Minnesota","25865","*****","*****","null","25396","74","null","null","8","null","10","null","115","33","null","null","184","51","null","null","162","56","null","null",
"0500000US27097","Morrison County, Minnesota","33064","*****","*****","null","32472","75","null","null","44","null","37","null","75","29","null","null","264","64","null","null","209","55","null","null",
"0500000US27099","Mower County, Minnesota","39807","*****","*****","null","35011","366","null","null","20","null","27","null","171","86","null","null","1294","292","null","null","3311","426","null","null",
"0500000US27101","Murray County, Minnesota","8296","*****","*****","null","7973","31","null","null","7","null","7","null","38","26","null","null","74","27","null","null","204","31","null","null",
"0500000US27103","Nicollet County, Minnesota","33954","*****","*****","null","32232","237","null","null","14","null","21","null","184","70","null","null","635","188","null","null","889","163","null","null",
"0500000US27105","Nobles County, Minnesota","21734","*****","*****","null","17243","329","null","null","23","null","27","null","171","111","null","null","1445","255","null","null","2852","343","null","null",
"0500000US27107","Norman County, Minnesota","6520","*****","*****","null","6371","42","null","null","0","null","12","null","21","11","null","null","19","14","null","null","109","42","null","null",
"0500000US27109","Olmsted County, Minnesota","154809","*****","*****","null","136547","974","null","null","131","null","80","null","919","229","null","null","8175","536","null","null","9037","975","null","null",
"0500000US27111","Otter Tail County, Minnesota","58195","*****","*****","null","56351","206","null","null","12","null","11","null","314","85","null","null","797","182","null","null","721","147","null","null",
"0500000US27113","Pennington County, Minnesota","14183","*****","*****","null","13743","123","null","null","0","null","14","null","119","63","null","null","189","49","null","null","132","79","null","null",
"0500000US27115","Pine County, Minnesota","29223","*****","*****","null","28716","100","null","null","9","null","12","null","156","61","null","null","235","53","null","null","107","56","null","null",
"0500000US27117","Pipestone County, Minnesota","9191","*****","*****","null","8618","206","null","null","3","null","5","null","62","54","null","null","73","38","null","null","435","202","null","null",
"0500000US27119","Polk County, Minnesota","31521","*****","*****","null","30029","283","null","null","30","null","46","null","194","81","null","null","580","153","null","null","688","263","null","null",
"0500000US27121","Pope County, Minnesota","11048","*****","*****","null","10907","40","null","null","1","null","2","null","11","11","null","null","48","25","null","null","81","31","null","null",
"0500000US27123","Ramsey County, Minnesota","544442","*****","*****","null","452380","2203","null","null","685","null","319","null","4470","466","null","null","46375","1613","null","null","40532","2286","null","null",
"0500000US27125","Red Lake County, Minnesota","4015","*****","*****","null","3961","23","null","null","0","null","9","null","10","10","null","null","27","17","null","null","17","11","null","null",
"0500000US27127","Redwood County, Minnesota","15261","*****","*****","null","14853","61","null","null","2","null","2","null","43","23","null","null","199","46","null","null","164","46","null","null",
"0500000US27129","Renville County, Minnesota","14652","*****","*****","null","14174","113","null","null","0","null","14","null","31","17","null","null","104","33","null","null","343","115","null","null",
"0500000US27131","Rice County, Minnesota","66185","*****","*****","null","60628","432","null","null","25","null","20","null","395","108","null","null","1589","327","null","null","3548","413","null","null",
"0500000US27133","Rock County, Minnesota","9402","*****","*****","null","9219","58","null","null","0","null","12","null","36","41","null","null","95","40","null","null","52","23","null","null",
"0500000US27135","Roseau County, Minnesota","15361","*****","*****","null","14652","98","null","null","19","null","23","null","95","36","null","null","391","75","null","null","204","60","null","null",
"0500000US27137","St. Louis County, Minnesota","199759","*****","*****","null","193555","510","null","null","68","null","36","null","1121","206","null","null","2822","423","null","null","2193","354","null","null",
"0500000US27139","Scott County, Minnesota","145275","*****","*****","null","130199","755","null","null","164","null","130","null","1116","238","null","null","8802","758","null","null","4994","635","null","null",
"0500000US27141","Sherburne County, Minnesota","94463","*****","*****","null","90755","466","null","null","18","null","18","null","474","172","null","null","1897","355","null","null","1319","281","null","null",
"0500000US27143","Sibley County, Minnesota","14892","*****","*****","null","14114","81","null","null","0","null","14","null","19","11","null","null","182","62","null","null","577","87","null","null",
"0500000US27145","Stearns County, Minnesota","158452","*****","*****","null","147033","1198","null","null","24","null","22","null","656","201","null","null","4186","649","null","null","6553","1244","null","null",
"0500000US27147","Steele County, Minnesota","36683","*****","*****","null","34713","269","null","null","22","null","27","null","152","78","null","null","957","226","null","null","839","187","null","null",
"0500000US27149","Stevens County, Minnesota","9789","*****","*****","null","9094","82","null","null","31","null","40","null","54","29","null","null","203","72","null","null","407","99","null","null",
"0500000US27151","Swift County, Minnesota","9359","*****","*****","null","9045","80","null","null","50","null","65","null","14","8","null","null","50","30","null","null","200","51","null","null",
"0500000US27153","Todd County, Minnesota","24494","*****","*****","null","23451","112","null","null","61","null","55","null","107","40","null","null","219","63","null","null","656","122","null","null",
"0500000US27155","Traverse County, Minnesota","3311","*****","*****","null","3233","25","null","null","0","null","9","null","14","9","null","null","39","20","null","null","25","28","null","null",
"0500000US27157","Wabasha County, Minnesota","21537","*****","*****","null","21028","129","null","null","2","null","4","null","93","52","null","null","214","60","null","null","200","110","null","null",
"0500000US27159","Wadena County, Minnesota","13654","*****","*****","null","13395","101","null","null","3","null","5","null","52","24","null","null","68","23","null","null","136","100","null","null",
"0500000US27161","Waseca County, Minnesota","18740","*****","*****","null","17999","144","null","null","0","null","14","null","69","43","null","null","320","134","null","null","352","104","null","null",
"0500000US27163","Washington County, Minnesota","255938","*****","*****","null","236432","774","null","null","194","null","101","null","1596","283","null","null","11245","691","null","null","6471","559","null","null",
"0500000US27165","Watonwan County, Minnesota","10972","*****","*****","null","9550","295","null","null","16","null","24","null","70","41","null","null","341","118","null","null","995","326","null","null",
"0500000US27167","Wilkin County, Minnesota","6291","*****","*****","null","6255","19","null","null","0","null","12","null","7","8","null","null","22","17","null","null","7","10","null","null",
"0500000US27169","Winona County, Minnesota","50725","*****","*****","null","48763","267","null","null","31","null","30","null","262","95","null","null","539","122","null","null","1130","241","null","null",
"0500000US27171","Wright County, Minnesota","134438","*****","*****","null","129638","556","null","null","247","null","240","null","783","189","null","null","2151","400","null","null","1619","401","null","null",
"0500000US27173","Yellow Medicine County, Minnesota","9814","*****","*****","null","9574","48","null","null","0","null","12","null","30","21","null","null","107","34","null","null","103","38","null","null",
"0500000US28001","Adams County, Mississippi","31266","*****","*****","null","28666","504","null","null","0","null","27","null","114","65","null","null","374","350","null","null","2112","358","null","null",
"0500000US28003","Alcorn County, Mississippi","37090","*****","*****","null","36476","164","null","null","0","null","27","null","86","57","null","null","219","120","null","null","309","156","null","null",
"0500000US28005","Amite County, Mississippi","12412","*****","*****","null","12341","55","null","null","0","null","20","null","18","25","null","null","16","25","null","null","37","30","null","null",
"0500000US28007","Attala County, Mississippi","18437","*****","*****","null","18212","80","null","null","0","null","20","null","55","47","null","null","91","51","null","null","79","47","null","null",
"0500000US28009","Benton County, Mississippi","8232","*****","*****","null","8086","86","null","null","2","null","5","null","19","25","null","null","54","46","null","null","71","46","null","null",
"0500000US28011","Bolivar County, Mississippi","31848","*****","*****","null","31163","146","null","null","0","null","27","null","53","45","null","null","171","83","null","null","461","136","null","null",
"0500000US28013","Calhoun County, Mississippi","14499","*****","*****","null","14017","70","null","null","0","null","20","null","17","24","null","null","102","56","null","null","363","76","null","null",
"0500000US28015","Carroll County, Mississippi","10070","*****","*****","null","10067","5","null","null","0","null","20","null","0","20","null","null","0","20","null","null","3","5","null","null",
"0500000US28017","Chickasaw County, Mississippi","17193","*****","*****","null","16809","201","null","null","0","null","20","null","41","46","null","null","82","55","null","null","261","190","null","null",
"0500000US28019","Choctaw County, Mississippi","8277","*****","*****","null","8231","42","null","null","17","null","21","null","17","19","null","null","9","12","null","null","3","5","null","null",
"0500000US28021","Claiborne County, Mississippi","9089","*****","*****","null","8960","81","null","null","0","null","18","null","43","44","null","null","35","52","null","null","51","35","null","null",
"0500000US28023","Clarke County, Mississippi","15770","*****","*****","null","15682","56","null","null","0","null","20","null","28","29","null","null","60","47","null","null","0","20","null","null",
"0500000US28025","Clay County, Mississippi","19640","*****","*****","null","19494","80","null","null","14","null","22","null","31","30","null","null","40","46","null","null","61","61","null","null",
"0500000US28027","Coahoma County, Mississippi","23255","*****","*****","null","23123","75","null","null","0","null","24","null","27","35","null","null","51","34","null","null","54","40","null","null",
"0500000US28029","Copiah County, Mississippi","28501","*****","*****","null","27955","173","null","null","0","null","24","null","84","92","null","null","250","115","null","null","212","102","null","null",
"0500000US28031","Covington County, Mississippi","18978","*****","*****","null","18812","108","null","null","0","null","20","null","51","57","null","null","45","70","null","null","70","89","null","null",
"0500000US28033","DeSoto County, Mississippi","178975","*****","*****","null","171226","516","null","null","212","null","102","null","982","204","null","null","3014","447","null","null","3541","413","null","null",
"0500000US28035","Forrest County, Mississippi","75224","*****","*****","null","72815","370","null","null","35","null","39","null","468","220","null","null","488","218","null","null","1418","276","null","null",
"0500000US28037","Franklin County, Mississippi","7733","*****","*****","null","7700","47","null","null","0","null","18","null","4","8","null","null","15","35","null","null","14","15","null","null",
"0500000US28039","George County, Mississippi","23917","*****","*****","null","23433","187","null","null","153","null","185","null","62","52","null","null","111","95","null","null","158","126","null","null",
"0500000US28041","Greene County, Mississippi","13645","*****","*****","null","13381","160","null","null","0","null","20","null","21","18","null","null","12","17","null","null","231","158","null","null",
"0500000US28043","Grenada County, Mississippi","21088","*****","*****","null","20937","81","null","null","0","null","24","null","92","64","null","null","8","15","null","null","51","50","null","null",
"0500000US28045","Hancock County, Mississippi","46961","*****","*****","null","45502","285","null","null","133","null","100","null","409","162","null","null","619","195","null","null","298","170","null","null",
"0500000US28047","Harrison County, Mississippi","204502","*****","*****","null","192057","996","null","null","420","null","227","null","2914","625","null","null","4623","574","null","null","4488","768","null","null",
"0500000US28049","Hinds County, Mississippi","238797","*****","*****","null","233655","496","null","null","324","null","264","null","845","180","null","null","1427","293","null","null","2546","503","null","null",
"0500000US28051","Holmes County, Mississippi","17737","*****","*****","null","17672","43","null","null","0","null","20","null","45","33","null","null","16","26","null","null","4","5","null","null",
"0500000US28053","Humphreys County, Mississippi","8389","*****","*****","null","8201","70","null","null","0","null","18","null","0","18","null","null","40","60","null","null","148","88","null","null",
"0500000US28055","Issaquena County, Mississippi","1361","241","null","null","1361","241","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null",
"0500000US28057","Itawamba County, Mississippi","23462","*****","*****","null","23390","59","null","null","0","null","24","null","10","16","null","null","17","24","null","null","45","36","null","null",
"0500000US28059","Jackson County, Mississippi","142376","*****","*****","null","133356","729","null","null","2119","null","546","null","1501","394","null","null","2790","427","null","null","2610","623","null","null",
"0500000US28061","Jasper County, Mississippi","16505","*****","*****","null","16455","36","null","null","0","null","20","null","7","8","null","null","43","35","null","null","0","20","null","null",
"0500000US28063","Jefferson County, Mississippi","7225","*****","*****","null","6894","240","null","null","8","null","15","null","147","127","null","null","110","84","null","null","66","48","null","null",
"0500000US28065","Jefferson Davis County, Mississippi","11339","*****","*****","null","11244","54","null","null","0","null","20","null","24","26","null","null","71","49","null","null","0","20","null","null",
"0500000US28067","Jones County, Mississippi","68352","*****","*****","null","66231","331","null","null","9","null","15","null","400","191","null","null","203","94","null","null","1509","238","null","null",
"0500000US28069","Kemper County, Mississippi","9943","*****","*****","null","9926","21","null","null","7","null","14","null","3","6","null","null","0","18","null","null","7","14","null","null",
"0500000US28071","Lafayette County, Mississippi","53590","*****","*****","null","51034","467","null","null","154","null","114","null","418","207","null","null","754","278","null","null","1230","317","null","null",
"0500000US28073","Lamar County, Mississippi","61969","*****","*****","null","59644","432","null","null","137","null","132","null","427","179","null","null","900","285","null","null","861","239","null","null",
"0500000US28075","Lauderdale County, Mississippi","76279","*****","*****","null","74458","336","null","null","12","null","20","null","342","130","null","null","447","141","null","null","1020","328","null","null",
"0500000US28077","Lawrence County, Mississippi","12633","*****","*****","null","12491","83","null","null","0","null","20","null","57","58","null","null","30","22","null","null","55","60","null","null",
"0500000US28079","Leake County, Mississippi","22792","*****","*****","null","22253","155","null","null","68","null","92","null","2","11","null","null","62","90","null","null","407","59","null","null",
"0500000US28081","Lee County, Mississippi","85072","*****","*****","null","82997","435","null","null","0","null","30","null","314","104","null","null","491","154","null","null","1270","369","null","null",
"0500000US28083","Leflore County, Mississippi","29222","*****","*****","null","28568","114","null","null","0","null","24","null","78","52","null","null","155","77","null","null","421","150","null","null",
"0500000US28085","Lincoln County, Mississippi","34320","*****","*****","null","34058","114","null","null","0","null","27","null","81","51","null","null","68","37","null","null","113","109","null","null",
"0500000US28087","Lowndes County, Mississippi","59150","*****","*****","null","57240","291","null","null","140","null","101","null","425","149","null","null","828","211","null","null","517","213","null","null",
"0500000US28089","Madison County, Mississippi","104562","*****","*****","null","99391","510","null","null","5","null","9","null","508","131","null","null","2352","390","null","null","2306","386","null","null",
"0500000US28091","Marion County, Mississippi","24990","*****","*****","null","24653","111","null","null","11","null","17","null","61","46","null","null","61","57","null","null","204","116","null","null",
"0500000US28093","Marshall County, Mississippi","35599","*****","*****","null","34932","243","null","null","0","null","27","null","113","93","null","null","178","103","null","null","376","249","null","null",
"0500000US28095","Monroe County, Mississippi","35673","*****","*****","null","35328","118","null","null","0","null","27","null","53","45","null","null","175","114","null","null","117","69","null","null",
"0500000US28097","Montgomery County, Mississippi","10068","*****","*****","null","9971","84","null","null","0","null","20","null","13","17","null","null","7","14","null","null","77","82","null","null",
"0500000US28099","Neshoba County, Mississippi","29332","*****","*****","null","28776","198","null","null","0","null","24","null","131","88","null","null","86","62","null","null","339","150","null","null",
"0500000US28101","Newton County, Mississippi","21360","*****","*****","null","21046","94","null","null","2","null","3","null","53","50","null","null","135","69","null","null","124","85","null","null",
"0500000US28103","Noxubee County, Mississippi","10700","*****","*****","null","10511","115","null","null","0","null","20","null","64","65","null","null","62","85","null","null","63","28","null","null",
"0500000US28105","Oktibbeha County, Mississippi","49512","*****","*****","null","47202","438","null","null","64","null","85","null","217","160","null","null","497","161","null","null","1532","382","null","null",
"0500000US28107","Panola County, Mississippi","34190","*****","*****","null","33643","186","null","null","36","null","55","null","48","48","null","null","72","89","null","null","391","217","null","null",
"0500000US28109","Pearl River County, Mississippi","55219","*****","*****","null","54089","299","null","null","12","null","21","null","284","214","null","null","379","144","null","null","455","185","null","null",
"0500000US28111","Perry County, Mississippi","12006","*****","*****","null","11859","102","null","null","0","null","20","null","35","33","null","null","90","75","null","null","22","30","null","null",
"0500000US28113","Pike County, Mississippi","39532","*****","*****","null","39138","170","null","null","13","null","15","null","118","77","null","null","103","82","null","null","160","131","null","null",
"0500000US28115","Pontotoc County, Mississippi","31618","*****","*****","null","30337","195","null","null","22","null","27","null","182","138","null","null","151","160","null","null","926","183","null","null",
"0500000US28117","Prentiss County, Mississippi","25255","*****","*****","null","24578","371","null","null","62","null","103","null","119","98","null","null","178","141","null","null","318","243","null","null",
"0500000US28119","Quitman County, Mississippi","7187","*****","*****","null","7147","28","null","null","4","null","7","null","5","8","null","null","18","17","null","null","13","25","null","null",
"0500000US28121","Rankin County, Mississippi","152677","*****","*****","null","147287","495","null","null","99","null","80","null","917","226","null","null","1964","296","null","null","2410","370","null","null",
"0500000US28123","Scott County, Mississippi","28332","*****","*****","null","26029","352","null","null","149","null","189","null","105","65","null","null","172","132","null","null","1877","395","null","null",
"0500000US28125","Sharkey County, Mississippi","4404","241","null","null","4350","248","null","null","0","null","13","null","10","17","null","null","6","12","null","null","38","49","null","null",
"0500000US28127","Simpson County, Mississippi","26888","*****","*****","null","26543","209","null","null","0","null","24","null","60","45","null","null","184","169","null","null","101","93","null","null",
"0500000US28129","Smith County, Mississippi","16009","*****","*****","null","15812","145","null","null","7","null","10","null","38","32","null","null","93","101","null","null","59","67","null","null",
"0500000US28131","Stone County, Mississippi","18276","*****","*****","null","17888","223","null","null","23","null","37","null","214","215","null","null","94","87","null","null","57","43","null","null",
"0500000US28133","Sunflower County, Mississippi","26168","*****","*****","null","25925","121","null","null","72","null","85","null","9","14","null","null","86","86","null","null","76","75","null","null",
"0500000US28135","Tallahatchie County, Mississippi","14158","*****","*****","null","13670","206","null","null","28","null","14","null","29","20","null","null","55","42","null","null","376","195","null","null",
"0500000US28137","Tate County, Mississippi","28404","*****","*****","null","27790","141","null","null","23","null","28","null","120","75","null","null","247","114","null","null","224","114","null","null",
"0500000US28139","Tippah County, Mississippi","22018","*****","*****","null","21472","79","null","null","19","null","29","null","35","38","null","null","284","154","null","null","208","155","null","null",
"0500000US28141","Tishomingo County, Mississippi","19441","*****","*****","null","19269","103","null","null","22","null","35","null","66","49","null","null","13","24","null","null","71","76","null","null",
"0500000US28143","Tunica County, Mississippi","9988","*****","*****","null","9671","206","null","null","0","null","18","null","47","41","null","null","52","45","null","null","218","190","null","null",
"0500000US28145","Union County, Mississippi","28507","*****","*****","null","27669","153","null","null","6","null","11","null","104","65","null","null","192","131","null","null","536","130","null","null",
"0500000US28147","Walthall County, Mississippi","14477","*****","*****","null","14423","48","null","null","4","null","6","null","0","20","null","null","19","22","null","null","31","32","null","null",
"0500000US28149","Warren County, Mississippi","46519","*****","*****","null","45557","266","null","null","14","null","26","null","58","49","null","null","564","248","null","null","326","161","null","null",
"0500000US28151","Washington County, Mississippi","46057","*****","*****","null","45483","154","null","null","2","null","4","null","74","43","null","null","192","86","null","null","306","179","null","null",
"0500000US28153","Wayne County, Mississippi","20373","*****","*****","null","20175","126","null","null","0","null","24","null","38","44","null","null","53","54","null","null","107","96","null","null",
"0500000US28155","Webster County, Mississippi","9768","*****","*****","null","9737","33","null","null","0","null","18","null","0","18","null","null","31","33","null","null","0","18","null","null",
"0500000US28157","Wilkinson County, Mississippi","8875","*****","*****","null","8868","13","null","null","0","null","18","null","7","13","null","null","0","18","null","null","0","18","null","null",
"0500000US28159","Winston County, Mississippi","18229","*****","*****","null","18166","73","null","null","7","null","14","null","0","20","null","null","6","12","null","null","50","71","null","null",
"0500000US28161","Yalobusha County, Mississippi","12367","*****","*****","null","12227","75","null","null","32","null","44","null","51","38","null","null","47","37","null","null","10","16","null","null",
"0500000US28163","Yazoo County, Mississippi","28565","*****","*****","null","27153","821","null","null","230","null","148","null","231","193","null","null","61","49","null","null","890","760","null","null",
"0500000US29001","Adair County, Missouri","25369","*****","*****","null","24207","218","null","null","33","null","47","null","96","74","null","null","187","87","null","null","846","230","null","null",
"0500000US29003","Andrew County, Missouri","17503","*****","*****","null","17184","83","null","null","6","null","10","null","97","53","null","null","165","71","null","null","51","36","null","null",
"0500000US29005","Atchison County, Missouri","5229","*****","*****","null","5156","23","null","null","14","null","15","null","12","8","null","null","20","18","null","null","27","7","null","null",
"0500000US29007","Audrain County, Missouri","25644","*****","*****","null","24890","255","null","null","4","null","7","null","326","203","null","null","148","77","null","null","276","147","null","null",
"0500000US29009","Barry County, Missouri","35530","*****","*****","null","33484","244","null","null","36","null","46","null","169","92","null","null","751","208","null","null","1090","197","null","null",
"0500000US29011","Barton County, Missouri","11797","*****","*****","null","11652","85","null","null","0","null","18","null","61","63","null","null","6","6","null","null","78","55","null","null",
"0500000US29013","Bates County, Missouri","16296","*****","*****","null","16045","82","null","null","16","null","18","null","40","20","null","null","148","70","null","null","47","34","null","null",
"0500000US29015","Benton County, Missouri","19107","*****","*****","null","18826","170","null","null","0","null","18","null","92","76","null","null","89","71","null","null","100","71","null","null",
"0500000US29017","Bollinger County, Missouri","12225","*****","*****","null","12114","50","null","null","6","null","11","null","34","32","null","null","55","41","null","null","16","19","null","null",
"0500000US29019","Boone County, Missouri","177651","*****","*****","null","163763","979","null","null","215","null","112","null","1365","342","null","null","4349","631","null","null","7959","909","null","null",
"0500000US29021","Buchanan County, Missouri","88460","*****","*****","null","84254","549","null","null","113","null","126","null","536","165","null","null","1219","339","null","null","2338","461","null","null",
"0500000US29023","Butler County, Missouri","42656","*****","*****","null","41911","213","null","null","20","null","34","null","158","103","null","null","265","122","null","null","302","184","null","null",
"0500000US29025","Caldwell County, Missouri","9039","*****","*****","null","8894","76","null","null","3","null","5","null","38","25","null","null","46","23","null","null","58","76","null","null",
"0500000US29027","Callaway County, Missouri","44889","*****","*****","null","43833","245","null","null","0","null","24","null","308","153","null","null","488","171","null","null","260","127","null","null",
"0500000US29029","Camden County, Missouri","45466","*****","*****","null","44266","324","null","null","57","null","56","null","203","112","null","null","407","171","null","null","533","249","null","null",
"0500000US29031","Cape Girardeau County, Missouri","78491","*****","*****","null","75876","323","null","null","1","null","4","null","410","136","null","null","563","159","null","null","1641","285","null","null",
"0500000US29033","Carroll County, Missouri","8781","*****","*****","null","8624","83","null","null","0","null","16","null","9","9","null","null","96","60","null","null","52","38","null","null",
"0500000US29035","Carter County, Missouri","6147","*****","*****","null","6092","56","null","null","0","null","16","null","43","60","null","null","12","17","null","null","0","16","null","null",
"0500000US29037","Cass County, Missouri","103597","*****","*****","null","100386","507","null","null","270","null","201","null","848","240","null","null","1102","239","null","null","991","291","null","null",
"0500000US29039","Cedar County, Missouri","14043","*****","*****","null","13827","122","null","null","19","null","35","null","3","7","null","null","105","92","null","null","89","78","null","null",
"0500000US29041","Chariton County, Missouri","7483","*****","*****","null","7410","38","null","null","0","null","16","null","37","26","null","null","23","23","null","null","13","10","null","null",
"0500000US29043","Christian County, Missouri","85658","*****","*****","null","83198","342","null","null","70","null","51","null","649","182","null","null","759","228","null","null","982","304","null","null",
"0500000US29045","Clark County, Missouri","6779","*****","*****","null","6673","71","null","null","0","null","16","null","20","18","null","null","47","40","null","null","39","49","null","null",
"0500000US29047","Clay County, Missouri","242516","*****","*****","null","228096","1087","null","null","318","null","229","null","1729","332","null","null","7887","778","null","null","4486","763","null","null",
"0500000US29049","Clinton County, Missouri","20500","*****","*****","null","20114","92","null","null","22","null","30","null","72","43","null","null","198","94","null","null","94","54","null","null",
"0500000US29051","Cole County, Missouri","76723","*****","*****","null","73670","543","null","null","7","null","12","null","538","240","null","null","1223","415","null","null","1285","280","null","null",
"0500000US29053","Cooper County, Missouri","17660","*****","*****","null","17394","84","null","null","0","null","18","null","89","49","null","null","84","46","null","null","93","58","null","null",
"0500000US29055","Crawford County, Missouri","24154","*****","*****","null","23682","130","null","null","15","null","21","null","206","83","null","null","139","58","null","null","112","85","null","null",
"0500000US29057","Dade County, Missouri","7578","*****","*****","null","7435","59","null","null","0","null","16","null","30","34","null","null","76","42","null","null","37","31","null","null",
"0500000US29059","Dallas County, Missouri","16617","*****","*****","null","16297","166","null","null","0","null","18","null","59","55","null","null","102","67","null","null","159","125","null","null",
"0500000US29061","Daviess County, Missouri","8295","*****","*****","null","8202","40","null","null","12","null","13","null","22","18","null","null","21","14","null","null","38","29","null","null",
"0500000US29063","DeKalb County, Missouri","12526","*****","*****","null","12390","80","null","null","0","null","18","null","22","20","null","null","42","43","null","null","72","45","null","null",
"0500000US29065","Dent County, Missouri","15545","*****","*****","null","15343","91","null","null","6","null","10","null","46","43","null","null","125","83","null","null","25","26","null","null",
"0500000US29067","Douglas County, Missouri","13306","*****","*****","null","13133","97","null","null","0","null","18","null","73","60","null","null","69","42","null","null","31","54","null","null",
"0500000US29069","Dunklin County, Missouri","30027","*****","*****","null","29067","147","null","null","0","null","24","null","25","23","null","null","182","105","null","null","753","118","null","null",
"0500000US29071","Franklin County, Missouri","103191","*****","*****","null","101450","291","null","null","49","null","43","null","291","128","null","null","952","288","null","null","449","150","null","null",
"0500000US29073","Gasconade County, Missouri","14711","*****","*****","null","14473","93","null","null","0","null","18","null","98","43","null","null","126","68","null","null","14","20","null","null",
"0500000US29075","Gentry County, Missouri","6616","*****","*****","null","6537","43","null","null","0","null","16","null","7","9","null","null","20","20","null","null","52","41","null","null",
"0500000US29077","Greene County, Missouri","289756","*****","*****","null","278299","775","null","null","180","null","100","null","2511","443","null","null","4245","540","null","null","4521","602","null","null",
"0500000US29079","Grundy County, Missouri","9992","*****","*****","null","9661","88","null","null","0","null","16","null","61","42","null","null","35","26","null","null","235","79","null","null",
"0500000US29081","Harrison County, Missouri","8491","*****","*****","null","8331","82","null","null","3","null","4","null","28","49","null","null","59","50","null","null","70","41","null","null",
"0500000US29083","Henry County, Missouri","21735","*****","*****","null","21262","123","null","null","12","null","20","null","93","49","null","null","179","84","null","null","189","114","null","null",
"0500000US29085","Hickory County, Missouri","9404","*****","*****","null","9286","68","null","null","8","null","9","null","43","48","null","null","67","53","null","null","0","16","null","null",
"0500000US29087","Holt County, Missouri","4432","*****","*****","null","4382","33","null","null","5","null","7","null","18","20","null","null","19","18","null","null","8","12","null","null",
"0500000US29089","Howard County, Missouri","10058","*****","*****","null","9945","47","null","null","5","null","6","null","34","28","null","null","49","28","null","null","25","22","null","null",
"0500000US29091","Howell County, Missouri","40104","*****","*****","null","39239","246","null","null","36","null","37","null","367","164","null","null","237","132","null","null","225","106","null","null",
"0500000US29093","Iron County, Missouri","10164","*****","*****","null","10022","66","null","null","0","null","18","null","29","25","null","null","97","58","null","null","16","13","null","null",
