"GEO_ID","NAME","B05001_001E","B05001_001M","B05001_001MA","B05001_001EA","B05001_002E","B05001_002M","B05001_002MA","B05001_002EA","B05001_003E","B05001_003EA","B05001_003M","B05001_003MA","B05001_004E","B05001_004M","B05001_004MA","B05001_004EA","B05001_005E","B05001_005M","B05001_005MA","B05001_005EA","B05001_006E","B05001_006M","B05001_006MA","B05001_006EA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!U.S. citizen, born in the United States","Margin of Error!!Total:!!U.S. citizen, born in the United States","Annotation of Margin of Error!!Total:!!U.S. citizen, born in the United States","Annotation of Estimate!!Total:!!U.S. citizen, born in the United States","Estimate!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Estimate!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Margin of Error!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate!!Total:!!U.S. citizen, born abroad of American parent(s)","Margin of Error!!Total:!!U.S. citizen, born abroad of American parent(s)","Annotation of Margin of Error!!Total:!!U.S. citizen, born abroad of American parent(s)","Annotation of Estimate!!Total:!!U.S. citizen, born abroad of American parent(s)","Estimate!!Total:!!U.S. citizen by naturalization","Margin of Error!!Total:!!U.S. citizen by naturalization","Annotation of Margin of Error!!Total:!!U.S. citizen by naturalization","Annotation of Estimate!!Total:!!U.S. citizen by naturalization","Estimate!!Total:!!Not a U.S. citizen","Margin of Error!!Total:!!Not a U.S. citizen","Annotation of Margin of Error!!Total:!!Not a U.S. citizen","Annotation of Estimate!!Total:!!Not a U.S. citizen",
"0500000US01001","Autauga County, Alabama","55380","*****","*****","null","53227","326","null","null","236","null","147","null","618","176","null","null","750","252","null","null","549","218","null","null",
"0500000US01003","Baldwin County, Alabama","212830","*****","*****","null","202925","998","null","null","399","null","254","null","1582","352","null","null","3650","508","null","null","4274","747","null","null",
"0500000US01005","Barbour County, Alabama","25361","*****","*****","null","24599","88","null","null","27","null","32","null","46","37","null","null","335","103","null","null","354","110","null","null",
"0500000US01007","Bibb County, Alabama","22493","*****","*****","null","22023","190","null","null","18","null","27","null","112","85","null","null","140","89","null","null","200","94","null","null",
"0500000US01009","Blount County, Alabama","57681","*****","*****","null","54854","275","null","null","65","null","71","null","143","80","null","null","966","204","null","null","1653","250","null","null",
"0500000US01011","Bullock County, Alabama","10248","*****","*****","null","10113","97","null","null","29","null","49","null","34","31","null","null","72","65","null","null","0","19","null","null",
"0500000US01013","Butler County, Alabama","19828","*****","*****","null","19615","93","null","null","12","null","18","null","48","45","null","null","78","62","null","null","75","56","null","null",
"0500000US01015","Calhoun County, Alabama","114618","*****","*****","null","110104","492","null","null","379","null","274","null","1084","270","null","null","1523","312","null","null","1528","314","null","null",
"0500000US01017","Chambers County, Alabama","33660","*****","*****","null","32869","173","null","null","12","null","14","null","160","104","null","null","135","72","null","null","484","179","null","null",
"0500000US01019","Cherokee County, Alabama","25903","*****","*****","null","25604","103","null","null","28","null","45","null","49","72","null","null","142","80","null","null","80","68","null","null",
"0500000US01021","Chilton County, Alabama","44055","*****","*****","null","41866","346","null","null","0","null","25","null","182","111","null","null","638","233","null","null","1369","352","null","null",
"0500000US01023","Choctaw County, Alabama","12925","*****","*****","null","12814","56","null","null","3","null","5","null","26","24","null","null","46","40","null","null","36","26","null","null",
"0500000US01025","Clarke County, Alabama","24128","*****","*****","null","24048","41","null","null","7","null","14","null","16","13","null","null","43","35","null","null","14","11","null","null",
"0500000US01027","Clay County, Alabama","13337","*****","*****","null","13063","72","null","null","0","null","19","null","7","12","null","null","86","104","null","null","181","102","null","null",
"0500000US01029","Cleburne County, Alabama","14916","*****","*****","null","14552","103","null","null","4","null","7","null","119","71","null","null","91","40","null","null","150","84","null","null",
"0500000US01031","Coffee County, Alabama","51662","*****","*****","null","48333","426","null","null","394","null","145","null","876","165","null","null","943","198","null","null","1116","286","null","null",
"0500000US01033","Colbert County, Alabama","54771","*****","*****","null","53369","307","null","null","15","null","23","null","324","208","null","null","409","118","null","null","654","212","null","null",
"0500000US01035","Conecuh County, Alabama","12394","*****","*****","null","12230","90","null","null","0","null","19","null","48","52","null","null","93","62","null","null","23","23","null","null",
"0500000US01037","Coosa County, Alabama","10757","*****","*****","null","10625","80","null","null","7","null","11","null","72","41","null","null","4","8","null","null","49","76","null","null",
"0500000US01039","Covington County, Alabama","37200","*****","*****","null","36668","117","null","null","25","null","26","null","197","91","null","null","161","69","null","null","149","55","null","null",
"0500000US01041","Crenshaw County, Alabama","13844","*****","*****","null","13632","61","null","null","0","null","19","null","20","20","null","null","68","49","null","null","124","68","null","null",
"0500000US01043","Cullman County, Alabama","82853","*****","*****","null","80288","315","null","null","80","null","77","null","352","176","null","null","813","240","null","null","1320","222","null","null",
"0500000US01045","Dale County, Alabama","49277","*****","*****","null","45959","385","null","null","592","null","252","null","998","206","null","null","698","160","null","null","1030","312","null","null",
"0500000US01047","Dallas County, Alabama","39149","*****","*****","null","38586","151","null","null","33","null","44","null","25","26","null","null","105","67","null","null","400","143","null","null",
"0500000US01049","DeKalb County, Alabama","71310","*****","*****","null","65786","414","null","null","55","null","80","null","262","123","null","null","820","408","null","null","4387","447","null","null",
"0500000US01051","Elmore County, Alabama","81144","*****","*****","null","78717","377","null","null","4","null","6","null","713","197","null","null","689","210","null","null","1021","273","null","null",
"0500000US01053","Escambia County, Alabama","37057","*****","*****","null","36562","241","null","null","55","null","75","null","182","107","null","null","187","100","null","null","71","76","null","null",
"0500000US01055","Etowah County, Alabama","102748","*****","*****","null","99004","520","null","null","120","null","75","null","716","268","null","null","1120","228","null","null","1788","361","null","null",
"0500000US01057","Fayette County, Alabama","16494","*****","*****","null","16285","88","null","null","0","null","19","null","55","40","null","null","124","74","null","null","30","26","null","null",
"0500000US01059","Franklin County, Alabama","31466","*****","*****","null","28535","515","null","null","0","null","25","null","113","73","null","null","596","282","null","null","2222","465","null","null",
"0500000US01061","Geneva County, Alabama","26417","*****","*****","null","25752","179","null","null","44","null","67","null","228","106","null","null","218","83","null","null","175","81","null","null",
"0500000US01063","Greene County, Alabama","8324","*****","*****","null","8268","57","null","null","30","null","41","null","3","5","null","null","16","23","null","null","7","11","null","null",
"0500000US01065","Hale County, Alabama","14809","*****","*****","null","14720","55","null","null","0","null","19","null","53","47","null","null","26","25","null","null","10","12","null","null",
"0500000US01067","Henry County, Alabama","17133","*****","*****","null","16903","80","null","null","7","null","34","null","68","45","null","null","98","53","null","null","57","31","null","null",
"0500000US01069","Houston County, Alabama","104702","*****","*****","null","101291","266","null","null","173","null","71","null","738","126","null","null","1186","176","null","null","1314","189","null","null",
"0500000US01071","Jackson County, Alabama","51852","*****","*****","null","50920","200","null","null","15","null","19","null","206","102","null","null","388","168","null","null","323","161","null","null",
"0500000US01073","Jefferson County, Alabama","659680","*****","*****","null","628602","1236","null","null","455","null","181","null","3641","419","null","null","9352","712","null","null","17630","1139","null","null",
"0500000US01075","Lamar County, Alabama","13885","*****","*****","null","13760","118","null","null","6","null","13","null","1","2","null","null","25","24","null","null","93","110","null","null",
"0500000US01077","Lauderdale County, Alabama","92556","*****","*****","null","90337","331","null","null","23","null","25","null","382","154","null","null","664","182","null","null","1150","247","null","null",
"0500000US01079","Lawrence County, Alabama","33058","*****","*****","null","32751","146","null","null","0","null","25","null","9","14","null","null","77","59","null","null","221","120","null","null",
"0500000US01081","Lee County, Alabama","161152","*****","*****","null","149696","856","null","null","448","null","201","null","2041","422","null","null","3048","443","null","null","5919","792","null","null",
"0500000US01083","Limestone County, Alabama","94727","*****","*****","null","90126","490","null","null","112","null","72","null","1009","306","null","null","1502","294","null","null","1978","422","null","null",
"0500000US01085","Lowndes County, Alabama","10079","*****","*****","null","10003","90","null","null","0","null","19","null","0","19","null","null","10","13","null","null","66","87","null","null",
"0500000US01087","Macon County, Alabama","18708","*****","*****","null","18466","97","null","null","12","null","19","null","117","67","null","null","64","39","null","null","49","37","null","null",
"0500000US01089","Madison County, Alabama","362276","*****","*****","null","335429","1206","null","null","1747","null","496","null","5134","641","null","null","10200","712","null","null","9766","931","null","null",
"0500000US01091","Marengo County, Alabama","19321","*****","*****","null","19229","114","null","null","11","null","21","null","8","11","null","null","12","14","null","null","61","109","null","null",
"0500000US01093","Marion County, Alabama","29866","*****","*****","null","29441","136","null","null","0","null","22","null","54","48","null","null","192","112","null","null","179","105","null","null",
"0500000US01095","Marshall County, Alabama","95643","*****","*****","null","87729","654","null","null","319","null","231","null","561","196","null","null","1537","306","null","null","5497","610","null","null",
"0500000US01097","Mobile County, Alabama","414114","*****","*****","null","398076","1020","null","null","1005","null","318","null","2088","371","null","null","7217","635","null","null","5728","814","null","null",
"0500000US01099","Monroe County, Alabama","21270","*****","*****","null","21138","68","null","null","0","null","22","null","22","21","null","null","70","49","null","null","40","34","null","null",
"0500000US01101","Montgomery County, Alabama","226941","*****","*****","null","213807","681","null","null","302","null","104","null","2168","291","null","null","3813","426","null","null","6851","625","null","null",
"0500000US01103","Morgan County, Alabama","119213","*****","*****","null","112409","593","null","null","462","null","405","null","889","300","null","null","1518","331","null","null","3935","456","null","null",
"0500000US01105","Perry County, Alabama","9293","*****","*****","null","9075","160","null","null","0","null","17","null","19","26","null","null","156","148","null","null","43","48","null","null",
"0500000US01107","Pickens County, Alabama","20243","*****","*****","null","19407","112","null","null","14","null","21","null","126","85","null","null","59","51","null","null","637","136","null","null",
"0500000US01109","Pike County, Alabama","33333","*****","*****","null","31793","376","null","null","5","null","6","null","120","93","null","null","263","129","null","null","1152","361","null","null",
"0500000US01111","Randolph County, Alabama","22647","*****","*****","null","22260","114","null","null","13","null","21","null","81","46","null","null","176","92","null","null","117","71","null","null",
"0500000US01113","Russell County, Alabama","57952","*****","*****","null","54751","474","null","null","317","null","161","null","762","232","null","null","924","294","null","null","1198","328","null","null",
"0500000US01115","St. Clair County, Alabama","87989","*****","*****","null","86255","267","null","null","0","null","28","null","329","168","null","null","693","152","null","null","712","221","null","null",
"0500000US01117","Shelby County, Alabama","213432","*****","*****","null","199592","908","null","null","353","null","155","null","1510","292","null","null","4607","419","null","null","7370","909","null","null",
"0500000US01119","Sumter County, Alabama","12797","*****","*****","null","12498","154","null","null","0","null","19","null","88","81","null","null","21","19","null","null","190","122","null","null",
"0500000US01121","Talladega County, Alabama","80387","*****","*****","null","78656","308","null","null","167","null","98","null","334","123","null","null","404","137","null","null","826","252","null","null",
"0500000US01123","Tallapoosa County, Alabama","40541","*****","*****","null","39757","149","null","null","9","null","14","null","181","73","null","null","207","79","null","null","387","118","null","null",
"0500000US01125","Tuscaloosa County, Alabama","207305","*****","*****","null","197769","690","null","null","155","null","85","null","1538","281","null","null","2451","377","null","null","5392","621","null","null",
"0500000US01127","Walker County, Alabama","64110","*****","*****","null","62881","157","null","null","63","null","41","null","214","85","null","null","396","126","null","null","556","160","null","null",
"0500000US01129","Washington County, Alabama","16541","*****","*****","null","16040","249","null","null","0","null","19","null","52","45","null","null","417","235","null","null","32","33","null","null",
"0500000US01131","Wilcox County, Alabama","10681","*****","*****","null","10575","103","null","null","24","null","34","null","16","22","null","null","33","47","null","null","33","46","null","null",
"0500000US01133","Winston County, Alabama","23784","*****","*****","null","23278","161","null","null","10","null","17","null","139","132","null","null","71","39","null","null","286","81","null","null",
"0500000US02013","Aleutians East Borough, Alaska","3385","*****","*****","null","2333","221","null","null","18","null","21","null","117","42","null","null","258","102","null","null","659","168","null","null",
"0500000US02016","Aleutians West Census Area, Alaska","5698","*****","*****","null","3050","138","null","null","79","null","36","null","196","48","null","null","929","125","null","null","1444","133","null","null",
"0500000US02020","Anchorage Municipality, Alaska","293531","*****","*****","null","252317","1607","null","null","3336","null","617","null","5875","665","null","null","19389","1015","null","null","12614","1222","null","null",
"0500000US02050","Bethel Census Area, Alaska","18134","*****","*****","null","17706","117","null","null","9","null","11","null","4","5","null","null","193","103","null","null","222","102","null","null",
"0500000US02060","Bristol Bay Borough, Alaska","875","80","null","null","837","83","null","null","0","null","9","null","19","14","null","null","6","5","null","null","13","14","null","null",
"0500000US02068","Denali Borough, Alaska","2246","367","null","null","1964","233","null","null","0","null","9","null","109","194","null","null","44","34","null","null","129","153","null","null",
"0500000US02070","Dillingham Census Area, Alaska","4961","*****","*****","null","4846","100","null","null","0","null","9","null","0","9","null","null","92","96","null","null","23","17","null","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","99072","*****","*****","null","90859","728","null","null","808","null","344","null","2089","411","null","null","3191","460","null","null","2125","370","null","null",
"0500000US02100","Haines Borough, Alaska","2518","*****","*****","null","2349","100","null","null","0","null","9","null","40","35","null","null","83","77","null","null","46","51","null","null",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","2139","*****","*****","null","2013","118","null","null","0","null","9","null","6","6","null","null","36","38","null","null","84","103","null","null",
"0500000US02110","Juneau City and Borough, Alaska","32227","*****","*****","null","28777","339","null","null","209","null","115","null","412","144","null","null","1656","284","null","null","1173","307","null","null",
"0500000US02122","Kenai Peninsula Borough, Alaska","58464","*****","*****","null","55785","344","null","null","143","null","107","null","594","137","null","null","1111","203","null","null","831","175","null","null",
"0500000US02130","Ketchikan Gateway Borough, Alaska","13800","*****","*****","null","12357","118","null","null","56","null","34","null","149","48","null","null","776","114","null","null","462","95","null","null",
"0500000US02150","Kodiak Island Borough, Alaska","13451","*****","*****","null","10549","210","null","null","1","null","3","null","235","98","null","null","1208","276","null","null","1458","296","null","null",
"0500000US02158","Kusilvak Census Area, Alaska","8250","*****","*****","null","8204","65","null","null","0","null","13","null","3","18","null","null","3","5","null","null","40","65","null","null",
"0500000US02164","Lake and Peninsula Borough, Alaska","1393","367","null","null","1350","360","null","null","3","null","4","null","9","9","null","null","8","6","null","null","23","31","null","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","105369","*****","*****","null","99962","423","null","null","221","null","96","null","1679","241","null","null","2103","236","null","null","1404","241","null","null",
"0500000US02180","Nome Census Area, Alaska","9988","*****","*****","null","9698","138","null","null","15","null","13","null","24","16","null","null","87","64","null","null","164","191","null","null",
"0500000US02185","North Slope Borough, Alaska","9792","*****","*****","null","8976","137","null","null","40","null","35","null","159","86","null","null","320","79","null","null","297","84","null","null",
"0500000US02188","Northwest Arctic Borough, Alaska","7715","*****","*****","null","7540","51","null","null","5","null","7","null","55","31","null","null","65","38","null","null","50","45","null","null",
"0500000US02195","Petersburg Borough, Alaska","3257","*****","*****","null","2905","108","null","null","39","null","37","null","27","27","null","null","154","62","null","null","132","57","null","null",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","6407","*****","*****","null","6149","48","null","null","2","null","3","null","55","25","null","null","106","34","null","null","95","25","null","null",
"0500000US02220","Sitka City and Borough, Alaska","8640","*****","*****","null","7763","111","null","null","20","null","20","null","132","57","null","null","382","80","null","null","343","85","null","null",
"0500000US02230","Skagway Municipality, Alaska","1107","102","null","null","975","108","null","null","1","null","2","null","33","16","null","null","63","66","null","null","35","18","null","null",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","6878","*****","*****","null","5944","213","null","null","128","null","69","null","48","23","null","null","489","152","null","null","269","109","null","null",
"0500000US02261","Valdez-Cordova Census Area, Alaska","9243","*****","*****","null","8489","180","null","null","54","null","51","null","94","72","null","null","242","117","null","null","364","187","null","null",
"0500000US02275","Wrangell City and Borough, Alaska","2502","*****","*****","null","2405","48","null","null","0","null","9","null","26","29","null","null","13","7","null","null","58","44","null","null",
"0500000US02282","Yakutat City and Borough, Alaska","649","89","null","null","602","88","null","null","5","null","5","null","10","9","null","null","11","11","null","null","21","23","null","null",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","5377","*****","*****","null","5298","15","null","null","0","null","13","null","8","6","null","null","36","18","null","null","35","21","null","null",
"0500000US04001","Apache County, Arizona","71511","*****","*****","null","70318","292","null","null","0","null","29","null","188","112","null","null","494","185","null","null","511","210","null","null",
"0500000US04003","Cochise County, Arizona","125867","*****","*****","null","108617","909","null","null","843","null","332","null","2878","406","null","null","7550","585","null","null","5979","616","null","null",
"0500000US04005","Coconino County, Arizona","141274","*****","*****","null","133701","752","null","null","140","null","77","null","1178","306","null","null","2689","400","null","null","3566","628","null","null",
"0500000US04007","Gila County, Arizona","53546","*****","*****","null","51386","331","null","null","17","null","20","null","247","85","null","null","1012","230","null","null","884","260","null","null",
"0500000US04009","Graham County, Arizona","37996","*****","*****","null","36599","399","null","null","46","null","52","null","197","107","null","null","443","160","null","null","711","244","null","null",
"0500000US04011","Greenlee County, Arizona","9522","*****","*****","null","9251","97","null","null","9","null","17","null","39","39","null","null","92","61","null","null","131","66","null","null",
"0500000US04012","La Paz County, Arizona","20793","*****","*****","null","18674","453","null","null","0","null","23","null","109","67","null","null","634","164","null","null","1376","425","null","null",
"0500000US04013","Maricopa County, Arizona","4328810","*****","*****","null","3622915","7209","null","null","9764","null","930","null","54202","2292","null","null","265874","4010","null","null","376055","6392","null","null",
"0500000US04015","Mohave County, Arizona","207695","*****","*****","null","193505","939","null","null","249","null","133","null","1407","270","null","null","6547","610","null","null","5987","849","null","null",
"0500000US04017","Navajo County, Arizona","109270","*****","*****","null","105604","425","null","null","41","null","37","null","443","142","null","null","1466","269","null","null","1716","296","null","null",
"0500000US04019","Pima County, Arizona","1027207","*****","*****","null","876431","3261","null","null","2345","null","496","null","15197","1064","null","null","64307","2019","null","null","68927","2454","null","null",
"0500000US04021","Pinal County, Arizona","432793","*****","*****","null","388304","2236","null","null","1118","null","380","null","4228","752","null","null","17271","1145","null","null","21872","1637","null","null",
"0500000US04023","Santa Cruz County, Arizona","46480","*****","*****","null","30146","853","null","null","33","null","52","null","898","266","null","null","8813","716","null","null","6590","664","null","null",
"0500000US04025","Yavapai County, Arizona","228067","*****","*****","null","211580","1201","null","null","200","null","117","null","2212","442","null","null","7831","798","null","null","6244","871","null","null",
"0500000US04027","Yuma County, Arizona","209468","*****","*****","null","151683","1557","null","null","693","null","266","null","2013","361","null","null","24720","1375","null","null","30359","1511","null","null",
"0500000US05001","Arkansas County, Arkansas","17914","*****","*****","null","17731","98","null","null","21","null","34","null","17","17","null","null","66","72","null","null","79","63","null","null",
"0500000US05003","Ashley County, Arkansas","20270","*****","*****","null","19627","117","null","null","9","null","14","null","131","121","null","null","103","58","null","null","400","79","null","null",
"0500000US05005","Baxter County, Arkansas","41427","*****","*****","null","40441","211","null","null","0","null","25","null","247","98","null","null","608","137","null","null","131","77","null","null",
"0500000US05007","Benton County, Arkansas","265759","*****","*****","null","231630","984","null","null","762","null","323","null","2591","456","null","null","9502","773","null","null","21274","1116","null","null",
"0500000US05009","Boone County, Arkansas","37331","*****","*****","null","36748","181","null","null","0","null","25","null","279","112","null","null","216","94","null","null","88","70","null","null",
"0500000US05011","Bradley County, Arkansas","10874","*****","*****","null","10089","118","null","null","0","null","19","null","6","10","null","null","273","92","null","null","506","122","null","null",
"0500000US05013","Calhoun County, Arkansas","5192","*****","*****","null","5109","46","null","null","1","null","2","null","25","29","null","null","37","20","null","null","20","31","null","null",
"0500000US05015","Carroll County, Arkansas","27965","*****","*****","null","25423","266","null","null","0","null","22","null","136","102","null","null","782","285","null","null","1624","309","null","null",
"0500000US05017","Chicot County, Arkansas","10615","*****","*****","null","10357","42","null","null","0","null","19","null","12","19","null","null","93","37","null","null","153","36","null","null",
"0500000US05019","Clark County, Arkansas","22386","*****","*****","null","21708","84","null","null","0","null","22","null","58","43","null","null","176","56","null","null","444","91","null","null",
"0500000US05021","Clay County, Arkansas","14889","*****","*****","null","14739","67","null","null","0","null","19","null","25","23","null","null","79","43","null","null","46","45","null","null",
"0500000US05023","Cleburne County, Arkansas","25100","*****","*****","null","24607","177","null","null","0","null","22","null","147","96","null","null","121","85","null","null","225","135","null","null",
"0500000US05025","Cleveland County, Arkansas","8128","*****","*****","null","8009","89","null","null","0","null","17","null","50","40","null","null","10","12","null","null","59","77","null","null",
"0500000US05027","Columbia County, Arkansas","23776","*****","*****","null","23295","130","null","null","0","null","22","null","81","83","null","null","137","85","null","null","263","123","null","null",
"0500000US05029","Conway County, Arkansas","20858","*****","*****","null","20273","114","null","null","9","null","13","null","71","45","null","null","186","98","null","null","319","121","null","null",
"0500000US05031","Craighead County, Arkansas","107345","*****","*****","null","102219","600","null","null","83","null","137","null","738","290","null","null","1165","339","null","null","3140","568","null","null",
"0500000US05033","Crawford County, Arkansas","62739","*****","*****","null","59772","464","null","null","30","null","51","null","422","180","null","null","818","234","null","null","1697","406","null","null",
"0500000US05035","Crittenden County, Arkansas","48672","*****","*****","null","47680","168","null","null","6","null","9","null","124","60","null","null","180","60","null","null","682","146","null","null",
"0500000US05037","Cross County, Arkansas","16824","*****","*****","null","16740","48","null","null","0","null","19","null","38","34","null","null","10","15","null","null","36","34","null","null",
"0500000US05039","Dallas County, Arkansas","7279","*****","*****","null","7240","32","null","null","0","null","17","null","22","28","null","null","4","7","null","null","13","15","null","null",
"0500000US05041","Desha County, Arkansas","11709","*****","*****","null","11284","113","null","null","1","null","4","null","3","5","null","null","90","64","null","null","331","117","null","null",
"0500000US05043","Drew County, Arkansas","18417","*****","*****","null","18129","102","null","null","0","null","19","null","62","50","null","null","71","44","null","null","155","80","null","null",
"0500000US05045","Faulkner County, Arkansas","123624","*****","*****","null","118899","616","null","null","53","null","49","null","682","161","null","null","1424","377","null","null","2566","463","null","null",
"0500000US05047","Franklin County, Arkansas","17738","*****","*****","null","17476","164","null","null","1","null","2","null","36","34","null","null","164","154","null","null","61","32","null","null",
"0500000US05049","Fulton County, Arkansas","12231","*****","*****","null","12002","90","null","null","0","null","19","null","20","28","null","null","92","68","null","null","117","67","null","null",
"0500000US05051","Garland County, Arkansas","98555","*****","*****","null","94093","606","null","null","24","null","37","null","687","230","null","null","1493","360","null","null","2258","472","null","null",
"0500000US05053","Grant County, Arkansas","18126","*****","*****","null","17767","106","null","null","30","null","32","null","40","36","null","null","72","52","null","null","217","109","null","null",
"0500000US05055","Greene County, Arkansas","44937","*****","*****","null","44281","210","null","null","5","null","8","null","318","161","null","null","48","43","null","null","285","129","null","null",
"0500000US05057","Hempstead County, Arkansas","21842","*****","*****","null","20699","135","null","null","11","null","17","null","112","94","null","null","211","88","null","null","809","151","null","null",
"0500000US05059","Hot Spring County, Arkansas","33597","*****","*****","null","33092","168","null","null","0","null","25","null","123","73","null","null","120","90","null","null","262","129","null","null",
"0500000US05061","Howard County, Arkansas","13311","*****","*****","null","12398","140","null","null","0","null","19","null","53","56","null","null","212","110","null","null","648","170","null","null",
"0500000US05063","Independence County, Arkansas","37427","*****","*****","null","36211","257","null","null","15","null","25","null","143","72","null","null","322","132","null","null","736","255","null","null",
"0500000US05065","Izard County, Arkansas","13570","*****","*****","null","13326","105","null","null","4","null","7","null","86","74","null","null","43","32","null","null","111","83","null","null",
"0500000US05067","Jackson County, Arkansas","17027","*****","*****","null","16916","60","null","null","14","null","18","null","29","32","null","null","68","47","null","null","0","19","null","null",
"0500000US05069","Jefferson County, Arkansas","69282","*****","*****","null","67820","253","null","null","0","null","28","null","325","171","null","null","381","111","null","null","756","184","null","null",
"0500000US05071","Johnson County, Arkansas","26372","*****","*****","null","23681","278","null","null","21","null","35","null","201","155","null","null","779","226","null","null","1690","286","null","null",
"0500000US05073","Lafayette County, Arkansas","6800","*****","*****","null","6644","77","null","null","0","null","17","null","22","34","null","null","46","41","null","null","88","73","null","null",
"0500000US05075","Lawrence County, Arkansas","16549","*****","*****","null","16371","79","null","null","0","null","19","null","41","35","null","null","42","25","null","null","95","64","null","null",
"0500000US05077","Lee County, Arkansas","9194","*****","*****","null","9082","92","null","null","0","null","17","null","7","9","null","null","10","12","null","null","95","90","null","null",
"0500000US05079","Lincoln County, Arkansas","13455","*****","*****","null","13172","74","null","null","0","null","19","null","43","34","null","null","41","38","null","null","199","62","null","null",
"0500000US05081","Little River County, Arkansas","12347","*****","*****","null","12276","49","null","null","0","null","19","null","27","30","null","null","28","28","null","null","16","18","null","null",
"0500000US05083","Logan County, Arkansas","21668","*****","*****","null","21256","121","null","null","15","null","24","null","69","46","null","null","186","84","null","null","142","80","null","null",
"0500000US05085","Lonoke County, Arkansas","72528","*****","*****","null","69555","401","null","null","163","null","121","null","1131","297","null","null","854","205","null","null","825","217","null","null",
"0500000US05087","Madison County, Arkansas","16211","*****","*****","null","15536","202","null","null","33","null","60","null","82","56","null","null","318","142","null","null","242","81","null","null",
"0500000US05089","Marion County, Arkansas","16476","*****","*****","null","16037","132","null","null","0","null","19","null","111","63","null","null","152","72","null","null","176","99","null","null",
"0500000US05091","Miller County, Arkansas","43572","*****","*****","null","42491","254","null","null","0","null","25","null","196","107","null","null","371","152","null","null","514","148","null","null",
"0500000US05093","Mississippi County, Arkansas","42126","*****","*****","null","41325","198","null","null","0","null","25","null","55","42","null","null","249","78","null","null","497","168","null","null",
"0500000US05095","Monroe County, Arkansas","7050","*****","*****","null","7007","31","null","null","0","null","17","null","20","18","null","null","21","22","null","null","2","5","null","null",
"0500000US05097","Montgomery County, Arkansas","8950","*****","*****","null","8700","69","null","null","0","null","17","null","10","10","null","null","50","40","null","null","190","63","null","null",
"0500000US05099","Nevada County, Arkansas","8351","*****","*****","null","8334","23","null","null","2","null","3","null","12","24","null","null","2","5","null","null","1","2","null","null",
"0500000US05101","Newton County, Arkansas","7812","*****","*****","null","7710","78","null","null","0","null","17","null","7","12","null","null","38","46","null","null","57","65","null","null",
"0500000US05103","Ouachita County, Arkansas","23830","*****","*****","null","23594","105","null","null","9","null","13","null","54","57","null","null","69","51","null","null","104","66","null","null",
"0500000US05105","Perry County, Arkansas","10355","*****","*****","null","10167","94","null","null","0","null","19","null","122","87","null","null","31","30","null","null","35","40","null","null",
"0500000US05107","Phillips County, Arkansas","18606","*****","*****","null","18515","69","null","null","0","null","19","null","10","19","null","null","81","68","null","null","0","19","null","null",
"0500000US05109","Pike County, Arkansas","10756","*****","*****","null","10356","69","null","null","0","null","19","null","9","10","null","null","137","65","null","null","254","81","null","null",
"0500000US05111","Poinsett County, Arkansas","23896","*****","*****","null","23628","83","null","null","0","null","22","null","34","28","null","null","69","46","null","null","165","52","null","null",
"0500000US05113","Polk County, Arkansas","20094","*****","*****","null","19077","161","null","null","0","null","22","null","144","77","null","null","211","82","null","null","662","147","null","null",
"0500000US05115","Pope County, Arkansas","63761","*****","*****","null","59669","611","null","null","56","null","58","null","579","213","null","null","863","284","null","null","2594","563","null","null",
"0500000US05117","Prairie County, Arkansas","8189","*****","*****","null","8144","40","null","null","0","null","17","null","27","35","null","null","7","12","null","null","11","21","null","null",
"0500000US05119","Pulaski County, Arkansas","392967","*****","*****","null","367652","1138","null","null","431","null","158","null","3458","588","null","null","8589","908","null","null","12837","1002","null","null",
"0500000US05121","Randolph County, Arkansas","17695","*****","*****","null","17331","106","null","null","0","null","19","null","51","37","null","null","147","94","null","null","166","69","null","null",
"0500000US05123","St. Francis County, Arkansas","25900","*****","*****","null","25400","229","null","null","85","null","172","null","10","13","null","null","73","54","null","null","332","175","null","null",
"0500000US05125","Saline County, Arkansas","119415","*****","*****","null","114710","406","null","null","125","null","104","null","706","193","null","null","1973","316","null","null","1901","332","null","null",
"0500000US05127","Scott County, Arkansas","10376","*****","*****","null","10187","110","null","null","0","null","19","null","21","26","null","null","154","102","null","null","14","16","null","null",
"0500000US05129","Searcy County, Arkansas","7908","*****","*****","null","7760","82","null","null","0","null","17","null","69","42","null","null","29","28","null","null","50","47","null","null",
"0500000US05131","Sebastian County, Arkansas","127591","*****","*****","null","115405","671","null","null","18","null","26","null","748","206","null","null","4911","424","null","null","6509","698","null","null",
