"GEO_ID","NAME","B05001_001E","B05001_001M","B05001_001MA","B05001_001EA","B05001_002E","B05001_002M","B05001_002MA","B05001_002EA","B05001_003E","B05001_003M","B05001_003MA","B05001_003EA","B05001_004E","B05001_004EA","B05001_004M","B05001_004MA","B05001_005E","B05001_005M","B05001_005MA","B05001_005EA","B05001_006E","B05001_006M","B05001_006MA","B05001_006EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!U.S. citizen, born in the United States","Margin of Error!!Total!!U.S. citizen, born in the United States","Annotation of Margin of Error!!Total!!U.S. citizen, born in the United States","Annotation of Estimate!!Total!!U.S. citizen, born in the United States","Estimate!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Margin of Error!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Estimate!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate!!Total!!U.S. citizen, born abroad of American parent(s)","Annotation of Estimate!!Total!!U.S. citizen, born abroad of American parent(s)","Margin of Error!!Total!!U.S. citizen, born abroad of American parent(s)","Annotation of Margin of Error!!Total!!U.S. citizen, born abroad of American parent(s)","Estimate!!Total!!U.S. citizen by naturalization","Margin of Error!!Total!!U.S. citizen by naturalization","Annotation of Margin of Error!!Total!!U.S. citizen by naturalization","Annotation of Estimate!!Total!!U.S. citizen by naturalization","Estimate!!Total!!Not a U.S. citizen","Margin of Error!!Total!!Not a U.S. citizen","Annotation of Margin of Error!!Total!!Not a U.S. citizen","Annotation of Estimate!!Total!!Not a U.S. citizen",
"0500000US01001","Autauga County, Alabama","55200","*****","*****","null","53385","242","null","null","110","96","null","null","591","null","165","null","579","192","null","null","535","173","null","null",
"0500000US01003","Baldwin County, Alabama","208107","*****","*****","null","198875","885","null","null","394","187","null","null","1668","null","370","null","3319","591","null","null","3851","695","null","null",
"0500000US01005","Barbour County, Alabama","25782","*****","*****","null","25064","114","null","null","25","29","null","null","47","null","46","null","280","106","null","null","366","100","null","null",
"0500000US01007","Bibb County, Alabama","22527","*****","*****","null","22083","170","null","null","24","37","null","null","95","null","74","null","129","78","null","null","196","85","null","null",
"0500000US01009","Blount County, Alabama","57645","*****","*****","null","54877","271","null","null","107","97","null","null","148","null","65","null","876","194","null","null","1637","245","null","null",
"0500000US01011","Bullock County, Alabama","10352","*****","*****","null","10193","79","null","null","31","39","null","null","32","null","31","null","96","71","null","null","0","19","null","null",
"0500000US01013","Butler County, Alabama","20025","*****","*****","null","19683","70","null","null","9","13","null","null","58","null","44","null","139","108","null","null","136","83","null","null",
"0500000US01015","Calhoun County, Alabama","115098","*****","*****","null","110649","491","null","null","305","231","null","null","1085","null","272","null","1497","298","null","null","1562","299","null","null",
"0500000US01017","Chambers County, Alabama","33826","*****","*****","null","33202","126","null","null","11","13","null","null","143","null","94","null","74","48","null","null","396","122","null","null",
"0500000US01019","Cherokee County, Alabama","25853","*****","*****","null","25608","94","null","null","27","42","null","null","13","null","21","null","130","71","null","null","75","61","null","null",
"0500000US01021","Chilton County, Alabama","43930","*****","*****","null","41656","309","null","null","31","43","null","null","273","null","123","null","346","145","null","null","1624","356","null","null",
"0500000US01023","Choctaw County, Alabama","13075","*****","*****","null","12983","55","null","null","2","4","null","null","25","null","23","null","40","36","null","null","25","23","null","null",
"0500000US01025","Clarke County, Alabama","24387","*****","*****","null","24275","63","null","null","5","10","null","null","14","null","15","null","67","53","null","null","26","23","null","null",
"0500000US01027","Clay County, Alabama","13378","*****","*****","null","13117","84","null","null","0","19","null","null","0","null","19","null","85","91","null","null","176","121","null","null",
"0500000US01029","Cleburne County, Alabama","14938","*****","*****","null","14614","90","null","null","6","10","null","null","93","null","59","null","48","33","null","null","177","59","null","null",
"0500000US01031","Coffee County, Alabama","51288","*****","*****","null","48089","399","null","null","388","164","null","null","971","null","230","null","824","197","null","null","1016","282","null","null",
"0500000US01033","Colbert County, Alabama","54495","*****","*****","null","53304","244","null","null","12","17","null","null","274","null","169","null","349","117","null","null","556","199","null","null",
"0500000US01035","Conecuh County, Alabama","12514","*****","*****","null","12388","66","null","null","0","19","null","null","37","null","39","null","32","21","null","null","57","47","null","null",
"0500000US01037","Coosa County, Alabama","10855","*****","*****","null","10727","90","null","null","6","10","null","null","71","null","49","null","3","5","null","null","48","79","null","null",
"0500000US01039","Covington County, Alabama","37351","*****","*****","null","36917","96","null","null","34","33","null","null","122","null","53","null","141","56","null","null","137","60","null","null",
"0500000US01041","Crenshaw County, Alabama","13865","*****","*****","null","13562","116","null","null","0","19","null","null","33","null","30","null","78","41","null","null","192","103","null","null",
"0500000US01043","Cullman County, Alabama","82313","*****","*****","null","80037","336","null","null","37","42","null","null","254","null","136","null","746","265","null","null","1239","257","null","null",
"0500000US01045","Dale County, Alabama","49255","*****","*****","null","46154","430","null","null","270","149","null","null","1194","null","268","null","704","156","null","null","933","346","null","null",
"0500000US01047","Dallas County, Alabama","40029","*****","*****","null","39421","137","null","null","33","39","null","null","47","null","33","null","162","106","null","null","366","131","null","null",
"0500000US01049","DeKalb County, Alabama","71200","*****","*****","null","65531","399","null","null","33","48","null","null","311","null","149","null","980","467","null","null","4345","462","null","null",
"0500000US01051","Elmore County, Alabama","81212","*****","*****","null","78853","403","null","null","52","52","null","null","861","null","228","null","676","221","null","null","770","274","null","null",
"0500000US01053","Escambia County, Alabama","37328","*****","*****","null","36718","252","null","null","84","86","null","null","161","null","93","null","234","122","null","null","131","99","null","null",
"0500000US01055","Etowah County, Alabama","102939","*****","*****","null","99266","345","null","null","118","84","null","null","578","null","172","null","1097","284","null","null","1880","279","null","null",
"0500000US01057","Fayette County, Alabama","16585","*****","*****","null","16394","110","null","null","0","19","null","null","39","null","31","null","127","96","null","null","25","29","null","null",
"0500000US01059","Franklin County, Alabama","31542","*****","*****","null","28496","555","null","null","0","25","null","null","127","null","72","null","505","267","null","null","2414","515","null","null",
"0500000US01061","Geneva County, Alabama","26491","*****","*****","null","25734","207","null","null","86","90","null","null","265","null","131","null","172","89","null","null","234","86","null","null",
"0500000US01063","Greene County, Alabama","8426","*****","*****","null","8415","8","null","null","0","17","null","null","3","null","5","null","5","6","null","null","3","5","null","null",
"0500000US01065","Hale County, Alabama","14887","*****","*****","null","14750","62","null","null","0","19","null","null","51","null","38","null","57","39","null","null","29","30","null","null",
"0500000US01067","Henry County, Alabama","17124","*****","*****","null","16864","103","null","null","11","47","null","null","64","null","42","null","44","44","null","null","141","81","null","null",
"0500000US01069","Houston County, Alabama","104352","*****","*****","null","101046","235","null","null","182","62","null","null","757","null","108","null","1129","115","null","null","1238","182","null","null",
"0500000US01071","Jackson County, Alabama","52094","*****","*****","null","51005","212","null","null","32","28","null","null","158","null","78","null","451","199","null","null","448","170","null","null",
"0500000US01073","Jefferson County, Alabama","659892","*****","*****","null","628921","1077","null","null","662","195","null","null","3699","null","413","null","8951","806","null","null","17659","962","null","null",
"0500000US01075","Lamar County, Alabama","13933","*****","*****","null","13834","98","null","null","12","20","null","null","1","null","2","null","18","22","null","null","68","86","null","null",
"0500000US01077","Lauderdale County, Alabama","92585","*****","*****","null","90248","285","null","null","34","38","null","null","398","null","143","null","668","182","null","null","1237","312","null","null",
"0500000US01079","Lawrence County, Alabama","33171","*****","*****","null","32830","134","null","null","0","25","null","null","17","null","26","null","104","72","null","null","220","105","null","null",
"0500000US01081","Lee County, Alabama","159287","*****","*****","null","148108","752","null","null","541","204","null","null","1953","null","391","null","2693","496","null","null","5992","762","null","null",
"0500000US01083","Limestone County, Alabama","93052","*****","*****","null","88627","481","null","null","149","98","null","null","837","null","237","null","1402","321","null","null","2037","340","null","null",
"0500000US01085","Lowndes County, Alabama","10236","*****","*****","null","10127","84","null","null","0","19","null","null","77","null","80","null","17","22","null","null","15","20","null","null",
"0500000US01087","Macon County, Alabama","19054","*****","*****","null","18733","100","null","null","12","19","null","null","108","null","57","null","82","51","null","null","119","61","null","null",
"0500000US01089","Madison County, Alabama","357560","*****","*****","null","331090","1210","null","null","1755","446","null","null","5144","null","657","null","9690","723","null","null","9881","793","null","null",
"0500000US01091","Marengo County, Alabama","19538","*****","*****","null","19435","77","null","null","10","20","null","null","6","null","9","null","12","16","null","null","75","75","null","null",
"0500000US01093","Marion County, Alabama","29965","*****","*****","null","29549","131","null","null","0","22","null","null","40","null","39","null","186","133","null","null","190","135","null","null",
"0500000US01095","Marshall County, Alabama","95145","*****","*****","null","88094","508","null","null","333","194","null","null","473","null","145","null","1165","241","null","null","5080","552","null","null",
"0500000US01097","Mobile County, Alabama","414659","*****","*****","null","397629","982","null","null","1031","396","null","null","2401","null","437","null","7186","708","null","null","6412","890","null","null",
"0500000US01099","Monroe County, Alabama","21512","*****","*****","null","21362","63","null","null","0","22","null","null","14","null","16","null","97","55","null","null","39","40","null","null",
"0500000US01101","Montgomery County, Alabama","226941","*****","*****","null","213865","760","null","null","294","101","null","null","2163","null","340","null","3764","470","null","null","6855","732","null","null",
"0500000US01103","Morgan County, Alabama","119122","*****","*****","null","112778","558","null","null","397","236","null","null","900","null","343","null","1281","273","null","null","3766","425","null","null",
"0500000US01105","Perry County, Alabama","9486","*****","*****","null","9323","124","null","null","0","17","null","null","20","null","25","null","85","118","null","null","58","54","null","null",
"0500000US01107","Pickens County, Alabama","20298","*****","*****","null","19470","119","null","null","62","64","null","null","103","null","73","null","63","49","null","null","600","136","null","null",
"0500000US01109","Pike County, Alabama","33403","*****","*****","null","31831","384","null","null","1","2","null","null","136","null","72","null","222","118","null","null","1213","386","null","null",
"0500000US01111","Randolph County, Alabama","22574","*****","*****","null","22134","121","null","null","25","31","null","null","55","null","48","null","128","78","null","null","232","90","null","null",
"0500000US01113","Russell County, Alabama","58213","*****","*****","null","55657","439","null","null","352","190","null","null","723","null","191","null","628","207","null","null","853","390","null","null",
"0500000US01115","St. Clair County, Alabama","87306","*****","*****","null","85476","264","null","null","5","11","null","null","326","null","135","null","613","199","null","null","886","342","null","null",
"0500000US01117","Shelby County, Alabama","211261","*****","*****","null","198145","776","null","null","351","127","null","null","1605","null","278","null","4007","384","null","null","7153","696","null","null",
"0500000US01119","Sumter County, Alabama","12985","*****","*****","null","12649","136","null","null","0","19","null","null","68","null","46","null","12","15","null","null","256","147","null","null",
"0500000US01121","Talladega County, Alabama","80565","*****","*****","null","78597","338","null","null","157","97","null","null","420","null","146","null","506","187","null","null","885","228","null","null",
"0500000US01123","Tallapoosa County, Alabama","40636","*****","*****","null","39852","115","null","null","6","9","null","null","181","null","82","null","288","130","null","null","309","113","null","null",
"0500000US01125","Tuscaloosa County, Alabama","206213","*****","*****","null","196895","631","null","null","140","84","null","null","1625","null","321","null","2434","377","null","null","5119","581","null","null",
"0500000US01127","Walker County, Alabama","64493","*****","*****","null","63311","166","null","null","62","55","null","null","217","null","87","null","348","109","null","null","555","152","null","null",
"0500000US01129","Washington County, Alabama","16643","*****","*****","null","16425","142","null","null","0","19","null","null","43","null","32","null","114","128","null","null","61","56","null","null",
"0500000US01131","Wilcox County, Alabama","10809","*****","*****","null","10707","101","null","null","0","19","null","null","44","null","57","null","28","39","null","null","30","43","null","null",
"0500000US01133","Winston County, Alabama","23875","*****","*****","null","23536","132","null","null","0","22","null","null","80","null","53","null","74","57","null","null","185","94","null","null",
"0500000US02013","Aleutians East Borough, Alaska","3425","*****","*****","null","2158","233","null","null","28","23","null","null","121","null","49","null","303","111","null","null","815","165","null","null",
"0500000US02016","Aleutians West Census Area, Alaska","5750","*****","*****","null","3117","172","null","null","90","35","null","null","263","null","95","null","927","121","null","null","1353","130","null","null",
"0500000US02020","Anchorage Municipality, Alaska","296112","*****","*****","null","255468","1375","null","null","3216","494","null","null","5760","null","588","null","19756","1079","null","null","11912","1124","null","null",
"0500000US02050","Bethel Census Area, Alaska","18040","*****","*****","null","17654","113","null","null","14","19","null","null","5","null","5","null","171","91","null","null","196","96","null","null",
"0500000US02060","Bristol Bay Borough, Alaska","890","89","null","null","859","90","null","null","0","9","null","null","14","null","12","null","7","11","null","null","10","7","null","null",
"0500000US02068","Denali Borough, Alaska","2232","380","null","null","1886","275","null","null","0","9","null","null","119","null","177","null","31","31","null","null","196","193","null","null",
"0500000US02070","Dillingham Census Area, Alaska","4975","*****","*****","null","4832","95","null","null","0","9","null","null","0","null","9","null","103","89","null","null","40","43","null","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","99653","*****","*****","null","91194","798","null","null","926","405","null","null","2397","null","535","null","2864","390","null","null","2272","340","null","null",
"0500000US02100","Haines Borough, Alaska","2518","*****","*****","null","2213","139","null","null","0","9","null","null","140","null","132","null","81","66","null","null","84","72","null","null",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","2132","*****","*****","null","1986","121","null","null","0","9","null","null","7","null","6","null","48","41","null","null","91","109","null","null",
"0500000US02110","Juneau City and Borough, Alaska","32330","*****","*****","null","28738","401","null","null","187","141","null","null","521","null","161","null","1629","207","null","null","1255","328","null","null",
"0500000US02122","Kenai Peninsula Borough, Alaska","58220","*****","*****","null","55602","347","null","null","179","121","null","null","623","null","117","null","1086","201","null","null","730","161","null","null",
"0500000US02130","Ketchikan Gateway Borough, Alaska","13804","*****","*****","null","12474","102","null","null","63","43","null","null","108","null","44","null","680","85","null","null","479","86","null","null",
"0500000US02150","Kodiak Island Borough, Alaska","13649","*****","*****","null","10828","214","null","null","6","10","null","null","168","null","83","null","1088","275","null","null","1559","327","null","null",
"0500000US02158","Kusilvak Census Area, Alaska","8198","*****","*****","null","8107","67","null","null","0","13","null","null","2","null","6","null","11","6","null","null","78","67","null","null",
"0500000US02164","Lake and Peninsula Borough, Alaska","1375","380","null","null","1329","372","null","null","2","5","null","null","5","null","5","null","22","21","null","null","17","27","null","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","103464","*****","*****","null","97995","431","null","null","225","78","null","null","1519","null","219","null","2060","244","null","null","1665","326","null","null",
"0500000US02180","Nome Census Area, Alaska","9925","*****","*****","null","9598","128","null","null","20","22","null","null","22","null","16","null","127","109","null","null","158","123","null","null",
"0500000US02185","North Slope Borough, Alaska","9797","*****","*****","null","9031","82","null","null","54","34","null","null","138","null","54","null","287","55","null","null","287","87","null","null",
"0500000US02188","Northwest Arctic Borough, Alaska","7734","*****","*****","null","7592","44","null","null","0","13","null","null","45","null","22","null","48","36","null","null","49","36","null","null",
"0500000US02195","Petersburg Borough, Alaska","3255","*****","*****","null","2810","123","null","null","48","37","null","null","38","null","34","null","197","66","null","null","162","74","null","null",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","6474","*****","*****","null","6252","38","null","null","2","3","null","null","46","null","20","null","90","32","null","null","84","27","null","null",
"0500000US02220","Sitka City and Borough, Alaska","8738","*****","*****","null","7885","104","null","null","29","22","null","null","131","null","60","null","338","79","null","null","355","81","null","null",
"0500000US02230","Skagway Municipality, Alaska","1061","123","null","null","952","139","null","null","3","4","null","null","34","null","16","null","32","20","null","null","40","24","null","null",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","6876","*****","*****","null","5998","204","null","null","130","73","null","null","68","null","33","null","451","153","null","null","229","90","null","null",
"0500000US02261","Valdez-Cordova Census Area, Alaska","9301","*****","*****","null","8584","170","null","null","49","41","null","null","79","null","67","null","262","120","null","null","327","161","null","null",
"0500000US02275","Wrangell City and Borough, Alaska","2484","*****","*****","null","2337","75","null","null","0","9","null","null","21","null","15","null","22","20","null","null","104","63","null","null",
"0500000US02282","Yakutat City and Borough, Alaska","689","79","null","null","620","70","null","null","3","4","null","null","12","null","8","null","26","26","null","null","28","19","null","null",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","5415","*****","*****","null","5326","22","null","null","2","3","null","null","10","null","6","null","35","19","null","null","42","22","null","null",
"0500000US04001","Apache County, Arizona","71522","*****","*****","null","70167","303","null","null","21","31","null","null","143","null","81","null","374","117","null","null","817","314","null","null",
"0500000US04003","Cochise County, Arizona","126279","*****","*****","null","108107","994","null","null","988","335","null","null","3287","null","452","null","7585","580","null","null","6312","628","null","null",
"0500000US04005","Coconino County, Arizona","140217","*****","*****","null","132018","765","null","null","208","131","null","null","1198","null","299","null","2752","411","null","null","4041","589","null","null",
"0500000US04007","Gila County, Arizona","53400","*****","*****","null","51122","326","null","null","8","12","null","null","262","null","102","null","876","204","null","null","1132","295","null","null",
"0500000US04009","Graham County, Arizona","37879","*****","*****","null","36220","347","null","null","29","33","null","null","257","null","129","null","430","152","null","null","943","216","null","null",
"0500000US04011","Greenlee County, Arizona","9504","*****","*****","null","9144","121","null","null","0","17","null","null","57","null","45","null","100","57","null","null","203","85","null","null",
"0500000US04012","La Paz County, Arizona","20701","*****","*****","null","18349","421","null","null","0","23","null","null","79","null","55","null","708","157","null","null","1565","424","null","null",
"0500000US04013","Maricopa County, Arizona","4253913","*****","*****","null","3559744","6537","null","null","10388","881","null","null","50836","null","2349","null","253635","4398","null","null","379310","5331","null","null",
"0500000US04015","Mohave County, Arizona","206064","*****","*****","null","190265","974","null","null","263","143","null","null","1648","null","289","null","6716","587","null","null","7172","849","null","null",
"0500000US04017","Navajo County, Arizona","108705","*****","*****","null","105013","405","null","null","64","80","null","null","464","null","125","null","1582","295","null","null","1582","262","null","null",
"0500000US04019","Pima County, Arizona","1019722","*****","*****","null","869948","3004","null","null","2402","497","null","null","15137","null","908","null","63511","2018","null","null","68724","2578","null","null",
"0500000US04021","Pinal County, Arizona","419721","*****","*****","null","375624","1884","null","null","1325","394","null","null","4210","null","874","null","16451","923","null","null","22111","1516","null","null",
"0500000US04023","Santa Cruz County, Arizona","46584","*****","*****","null","30649","849","null","null","37","46","null","null","934","null","241","null","8451","713","null","null","6513","735","null","null",
"0500000US04025","Yavapai County, Arizona","224645","*****","*****","null","207796","1091","null","null","257","145","null","null","2536","null","499","null","7220","692","null","null","6836","832","null","null",
"0500000US04027","Yuma County, Arizona","207829","*****","*****","null","149300","1539","null","null","646","286","null","null","2383","null","387","null","24435","1217","null","null","31065","1528","null","null",
"0500000US05001","Arkansas County, Arkansas","18124","*****","*****","null","17920","123","null","null","30","52","null","null","39","null","29","null","40","48","null","null","95","106","null","null",
"0500000US05003","Ashley County, Arkansas","20537","*****","*****","null","19817","92","null","null","9","15","null","null","155","null","81","null","79","68","null","null","477","86","null","null",
"0500000US05005","Baxter County, Arkansas","41219","*****","*****","null","40214","212","null","null","0","25","null","null","270","null","121","null","569","128","null","null","166","95","null","null",
"0500000US05007","Benton County, Arkansas","258980","*****","*****","null","226353","1046","null","null","568","309","null","null","2688","null","425","null","8717","608","null","null","20654","1115","null","null",
"0500000US05009","Boone County, Arkansas","37288","*****","*****","null","36686","183","null","null","0","25","null","null","242","null","108","null","227","120","null","null","133","75","null","null",
"0500000US05011","Bradley County, Arkansas","10948","*****","*****","null","10204","118","null","null","6","9","null","null","5","null","8","null","229","92","null","null","504","117","null","null",
"0500000US05013","Calhoun County, Arkansas","5202","*****","*****","null","5150","36","null","null","1","3","null","null","21","null","26","null","25","24","null","null","5","12","null","null",
"0500000US05015","Carroll County, Arkansas","27887","*****","*****","null","25416","268","null","null","2","6","null","null","74","null","49","null","651","243","null","null","1744","280","null","null",
"0500000US05017","Chicot County, Arkansas","10826","*****","*****","null","10567","34","null","null","0","19","null","null","35","null","44","null","73","39","null","null","151","35","null","null",
"0500000US05019","Clark County, Arkansas","22385","*****","*****","null","21646","106","null","null","0","22","null","null","113","null","66","null","200","63","null","null","426","83","null","null",
"0500000US05021","Clay County, Arkansas","15061","*****","*****","null","14934","71","null","null","0","19","null","null","12","null","14","null","73","51","null","null","42","41","null","null",
"0500000US05023","Cleburne County, Arkansas","25230","*****","*****","null","24747","141","null","null","7","18","null","null","116","null","85","null","157","100","null","null","203","112","null","null",
"0500000US05025","Cleveland County, Arkansas","8226","*****","*****","null","8043","110","null","null","0","17","null","null","51","null","32","null","49","42","null","null","83","90","null","null",
"0500000US05027","Columbia County, Arkansas","23892","*****","*****","null","23328","182","null","null","0","22","null","null","92","null","74","null","143","63","null","null","329","183","null","null",
"0500000US05029","Conway County, Arkansas","20906","*****","*****","null","20347","128","null","null","17","12","null","null","68","null","45","null","132","75","null","null","342","112","null","null",
"0500000US05031","Craighead County, Arkansas","105701","*****","*****","null","100665","619","null","null","86","136","null","null","552","null","190","null","729","234","null","null","3669","603","null","null",
"0500000US05033","Crawford County, Arkansas","62472","*****","*****","null","59744","418","null","null","58","61","null","null","338","null","136","null","795","192","null","null","1537","394","null","null",
"0500000US05035","Crittenden County, Arkansas","49013","*****","*****","null","48051","196","null","null","9","10","null","null","142","null","72","null","210","83","null","null","601","164","null","null",
"0500000US05037","Cross County, Arkansas","16998","*****","*****","null","16919","81","null","null","0","19","null","null","7","null","13","null","16","23","null","null","56","75","null","null",
"0500000US05039","Dallas County, Arkansas","7432","*****","*****","null","7367","48","null","null","0","17","null","null","0","null","17","null","57","47","null","null","8","13","null","null",
"0500000US05041","Desha County, Arkansas","11887","*****","*****","null","11415","86","null","null","1","3","null","null","3","null","5","null","91","50","null","null","377","103","null","null",
"0500000US05043","Drew County, Arkansas","18502","*****","*****","null","18239","96","null","null","0","19","null","null","43","null","40","null","88","54","null","null","132","72","null","null",
"0500000US05045","Faulkner County, Arkansas","122416","*****","*****","null","117766","579","null","null","32","37","null","null","697","null","213","null","1148","310","null","null","2773","493","null","null",
"0500000US05047","Franklin County, Arkansas","17780","*****","*****","null","17362","181","null","null","49","69","null","null","52","null","37","null","258","147","null","null","59","28","null","null",
"0500000US05049","Fulton County, Arkansas","12139","*****","*****","null","11966","92","null","null","0","19","null","null","23","null","28","null","65","63","null","null","85","65","null","null",
"0500000US05051","Garland County, Arkansas","98296","*****","*****","null","94107","458","null","null","49","56","null","null","715","null","244","null","1415","344","null","null","2010","367","null","null",
"0500000US05053","Grant County, Arkansas","18086","*****","*****","null","17819","102","null","null","15","25","null","null","66","null","54","null","64","42","null","null","122","73","null","null",
"0500000US05055","Greene County, Arkansas","44623","*****","*****","null","43990","222","null","null","15","26","null","null","320","null","164","null","30","27","null","null","268","129","null","null",
"0500000US05057","Hempstead County, Arkansas","22018","*****","*****","null","20723","142","null","null","10","19","null","null","89","null","57","null","250","89","null","null","946","144","null","null",
"0500000US05059","Hot Spring County, Arkansas","33520","*****","*****","null","32971","174","null","null","0","25","null","null","102","null","62","null","155","76","null","null","292","140","null","null",
"0500000US05061","Howard County, Arkansas","13389","*****","*****","null","12537","106","null","null","4","7","null","null","72","null","58","null","161","77","null","null","615","109","null","null",
"0500000US05063","Independence County, Arkansas","37264","*****","*****","null","35962","226","null","null","1","3","null","null","164","null","93","null","379","191","null","null","758","219","null","null",
"0500000US05065","Izard County, Arkansas","13559","*****","*****","null","13231","84","null","null","6","11","null","null","70","null","67","null","72","37","null","null","180","74","null","null",
"0500000US05067","Jackson County, Arkansas","17225","*****","*****","null","17056","98","null","null","11","16","null","null","66","null","64","null","55","40","null","null","37","51","null","null",
"0500000US05069","Jefferson County, Arkansas","70424","*****","*****","null","69070","217","null","null","0","28","null","null","248","null","124","null","416","143","null","null","690","161","null","null",
"0500000US05071","Johnson County, Arkansas","26291","*****","*****","null","23611","265","null","null","28","42","null","null","201","null","134","null","674","194","null","null","1777","299","null","null",
"0500000US05073","Lafayette County, Arkansas","6915","*****","*****","null","6778","74","null","null","0","17","null","null","14","null","22","null","35","26","null","null","88","65","null","null",
"0500000US05075","Lawrence County, Arkansas","16669","*****","*****","null","16469","72","null","null","0","19","null","null","53","null","37","null","24","19","null","null","123","62","null","null",
"0500000US05077","Lee County, Arkansas","9398","*****","*****","null","9304","89","null","null","0","17","null","null","7","null","9","null","13","18","null","null","74","86","null","null",
"0500000US05079","Lincoln County, Arkansas","13695","*****","*****","null","13393","80","null","null","0","19","null","null","48","null","48","null","30","26","null","null","224","65","null","null",
"0500000US05081","Little River County, Arkansas","12417","*****","*****","null","12363","47","null","null","0","19","null","null","17","null","28","null","23","28","null","null","14","15","null","null",
"0500000US05083","Logan County, Arkansas","21757","*****","*****","null","21301","167","null","null","13","23","null","null","47","null","36","null","91","70","null","null","305","151","null","null",
"0500000US05085","Lonoke County, Arkansas","72206","*****","*****","null","69512","431","null","null","140","139","null","null","1006","null","201","null","723","226","null","null","825","198","null","null",
"0500000US05087","Madison County, Arkansas","16076","*****","*****","null","15401","211","null","null","21","33","null","null","88","null","60","null","248","130","null","null","318","116","null","null",
"0500000US05089","Marion County, Arkansas","16438","*****","*****","null","16111","100","null","null","0","19","null","null","127","null","89","null","113","49","null","null","87","38","null","null",
"0500000US05091","Miller County, Arkansas","43759","*****","*****","null","42871","176","null","null","0","25","null","null","189","null","101","null","247","98","null","null","452","112","null","null",
"0500000US05093","Mississippi County, Arkansas","42831","*****","*****","null","42021","147","null","null","0","25","null","null","82","null","50","null","267","66","null","null","461","145","null","null",
"0500000US05095","Monroe County, Arkansas","7249","*****","*****","null","7191","40","null","null","0","17","null","null","10","null","9","null","40","38","null","null","8","13","null","null",
"0500000US05097","Montgomery County, Arkansas","8993","*****","*****","null","8679","85","null","null","0","17","null","null","12","null","8","null","78","42","null","null","224","87","null","null",
"0500000US05099","Nevada County, Arkansas","8440","*****","*****","null","8351","64","null","null","1","2","null","null","38","null","39","null","44","54","null","null","6","8","null","null",
"0500000US05101","Newton County, Arkansas","7848","*****","*****","null","7781","62","null","null","0","17","null","null","13","null","18","null","36","52","null","null","18","31","null","null",
"0500000US05103","Ouachita County, Arkansas","24106","*****","*****","null","23893","83","null","null","18","22","null","null","59","null","58","null","41","28","null","null","95","56","null","null",
"0500000US05105","Perry County, Arkansas","10322","*****","*****","null","10214","54","null","null","0","19","null","null","53","null","40","null","30","30","null","null","25","15","null","null",
"0500000US05107","Phillips County, Arkansas","19034","*****","*****","null","18908","83","null","null","0","19","null","null","19","null","30","null","70","57","null","null","37","45","null","null",
"0500000US05109","Pike County, Arkansas","10808","*****","*****","null","10363","112","null","null","0","19","null","null","5","null","6","null","131","65","null","null","309","121","null","null",
"0500000US05111","Poinsett County, Arkansas","24054","*****","*****","null","23846","79","null","null","0","22","null","null","52","null","39","null","41","27","null","null","115","48","null","null",
"0500000US05113","Polk County, Arkansas","20163","*****","*****","null","19076","119","null","null","0","22","null","null","172","null","81","null","287","110","null","null","628","155","null","null",
"0500000US05115","Pope County, Arkansas","63644","*****","*****","null","59655","470","null","null","60","58","null","null","604","null","187","null","944","237","null","null","2381","415","null","null",
"0500000US05117","Prairie County, Arkansas","8244","*****","*****","null","8227","19","null","null","0","17","null","null","12","null","17","null","5","10","null","null","0","17","null","null",
"0500000US05119","Pulaski County, Arkansas","393463","*****","*****","null","368327","1175","null","null","388","170","null","null","3024","null","422","null","8072","926","null","null","13652","1126","null","null",
"0500000US05121","Randolph County, Arkansas","17603","*****","*****","null","17124","234","null","null","0","19","null","null","141","null","103","null","67","48","null","null","271","185","null","null",
"0500000US05123","St. Francis County, Arkansas","26294","*****","*****","null","25814","168","null","null","40","48","null","null","61","null","63","null","54","46","null","null","325","158","null","null",
"0500000US05125","Saline County, Arkansas","118009","*****","*****","null","113591","375","null","null","91","83","null","null","708","null","196","null","1635","288","null","null","1984","324","null","null",
"0500000US05127","Scott County, Arkansas","10442","*****","*****","null","10217","113","null","null","0","19","null","null","20","null","26","null","132","82","null","null","73","74","null","null",
"0500000US05129","Searcy County, Arkansas","7923","*****","*****","null","7767","73","null","null","0","17","null","null","82","null","48","null","44","42","null","null","30","27","null","null",
"0500000US05131","Sebastian County, Arkansas","127461","*****","*****","null","115215","659","null","null","19","26","null","null","720","null","185","null","5185","470","null","null","6322","627","null","null",
