"GEO_ID","NAME","B05001_001E","B05001_001M","B05001_001MA","B05001_001EA","B05001_002E","B05001_002M","B05001_002MA","B05001_002EA","B05001_003E","B05001_003M","B05001_003MA","B05001_003EA","B05001_004E","B05001_004EA","B05001_004M","B05001_004MA","B05001_005E","B05001_005M","B05001_005MA","B05001_005EA","B05001_006E","B05001_006M","B05001_006MA","B05001_006EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!U.S. citizen, born in the United States","Margin of Error!!Total!!U.S. citizen, born in the United States","Annotation of Margin of Error!!Total!!U.S. citizen, born in the United States","Annotation of Estimate!!Total!!U.S. citizen, born in the United States","Estimate!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Margin of Error!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Estimate!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate!!Total!!U.S. citizen, born abroad of American parent(s)","Annotation of Estimate!!Total!!U.S. citizen, born abroad of American parent(s)","Margin of Error!!Total!!U.S. citizen, born abroad of American parent(s)","Annotation of Margin of Error!!Total!!U.S. citizen, born abroad of American parent(s)","Estimate!!Total!!U.S. citizen by naturalization","Margin of Error!!Total!!U.S. citizen by naturalization","Annotation of Margin of Error!!Total!!U.S. citizen by naturalization","Annotation of Estimate!!Total!!U.S. citizen by naturalization","Estimate!!Total!!Not a U.S. citizen","Margin of Error!!Total!!Not a U.S. citizen","Annotation of Margin of Error!!Total!!Not a U.S. citizen","Annotation of Estimate!!Total!!Not a U.S. citizen",
"0500000US13201","Miller County, Georgia","5836","*****","*****","null","5763","49","null","null","0","19","null","null","64","null","46","null","0","19","null","null","9","15","null","null",
"0500000US13205","Mitchell County, Georgia","22432","*****","*****","null","21681","106","null","null","18","20","null","null","17","null","20","null","98","58","null","null","618","99","null","null",
"0500000US13207","Monroe County, Georgia","27010","*****","*****","null","26092","228","null","null","0","25","null","null","165","null","69","null","372","193","null","null","381","137","null","null",
"0500000US13209","Montgomery County, Georgia","9036","*****","*****","null","8405","99","null","null","0","19","null","null","37","null","29","null","240","102","null","null","354","118","null","null",
"0500000US13211","Morgan County, Georgia","18235","*****","*****","null","17729","150","null","null","23","36","null","null","46","null","37","null","184","95","null","null","253","114","null","null",
"0500000US13213","Murray County, Georgia","39557","*****","*****","null","36254","271","null","null","126","102","null","null","138","null","72","null","711","239","null","null","2328","345","null","null",
"0500000US13215","Muscogee County, Georgia","196670","*****","*****","null","181265","888","null","null","1268","305","null","null","3803","null","434","null","5543","551","null","null","4791","571","null","null",
"0500000US13217","Newton County, Georgia","106497","*****","*****","null","98470","936","null","null","482","293","null","null","1189","null","544","null","3579","625","null","null","2777","535","null","null",
"0500000US13219","Oconee County, Georgia","37017","*****","*****","null","34120","300","null","null","255","330","null","null","415","null","148","null","1130","190","null","null","1097","253","null","null",
"0500000US13221","Oglethorpe County, Georgia","14784","*****","*****","null","14413","173","null","null","0","21","null","null","107","null","92","null","44","33","null","null","220","111","null","null",
"0500000US13223","Paulding County, Georgia","155840","*****","*****","null","145715","1002","null","null","471","212","null","null","1178","null","320","null","4950","789","null","null","3526","692","null","null",
"0500000US13225","Peach County, Georgia","26966","*****","*****","null","25297","201","null","null","22","21","null","null","142","null","121","null","701","216","null","null","804","234","null","null",
"0500000US13227","Pickens County, Georgia","30832","*****","*****","null","29962","230","null","null","12","16","null","null","193","null","103","null","348","138","null","null","317","111","null","null",
"0500000US13229","Pierce County, Georgia","19164","*****","*****","null","18556","112","null","null","15","26","null","null","90","null","86","null","117","85","null","null","386","107","null","null",
"0500000US13231","Pike County, Georgia","18082","*****","*****","null","17703","111","null","null","4","6","null","null","99","null","53","null","115","64","null","null","161","82","null","null",
"0500000US13233","Polk County, Georgia","41621","*****","*****","null","38814","303","null","null","9","13","null","null","85","null","50","null","794","326","null","null","1919","372","null","null",
"0500000US13235","Pulaski County, Georgia","11295","*****","*****","null","11002","138","null","null","21","35","null","null","55","null","44","null","204","135","null","null","13","13","null","null",
"0500000US13237","Putnam County, Georgia","21503","*****","*****","null","20579","270","null","null","0","25","null","null","126","null","69","null","339","191","null","null","459","168","null","null",
"0500000US13239","Quitman County, Georgia","2276","152","null","null","2155","167","null","null","0","13","null","null","0","null","13","null","42","26","null","null","79","75","null","null",
"0500000US13241","Rabun County, Georgia","16457","*****","*****","null","15373","220","null","null","35","33","null","null","177","null","75","null","327","112","null","null","545","174","null","null",
"0500000US13243","Randolph County, Georgia","7087","*****","*****","null","7052","27","null","null","0","19","null","null","0","null","19","null","11","15","null","null","24","25","null","null",
"0500000US13245","Richmond County, Georgia","201463","*****","*****","null","189044","1002","null","null","1704","400","null","null","3349","null","530","null","4000","553","null","null","3366","552","null","null",
"0500000US13247","Rockdale County, Georgia","89011","*****","*****","null","78864","867","null","null","134","112","null","null","964","null","337","null","5719","672","null","null","3330","485","null","null",
"0500000US13249","Schley County, Georgia","5211","*****","*****","null","5147","42","null","null","0","19","null","null","20","null","21","null","16","17","null","null","28","23","null","null",
"0500000US13251","Screven County, Georgia","13990","*****","*****","null","13695","74","null","null","10","16","null","null","44","null","34","null","178","88","null","null","63","46","null","null",
"0500000US13253","Seminole County, Georgia","8437","*****","*****","null","8354","38","null","null","0","19","null","null","7","null","13","null","31","29","null","null","45","23","null","null",
"0500000US13255","Spalding County, Georgia","64719","*****","*****","null","62319","329","null","null","180","113","null","null","346","null","147","null","798","237","null","null","1076","306","null","null",
"0500000US13257","Stephens County, Georgia","25676","*****","*****","null","24906","160","null","null","47","52","null","null","184","null","104","null","150","87","null","null","389","148","null","null",
"0500000US13259","Stewart County, Georgia","6042","*****","*****","null","4082","252","null","null","0","19","null","null","15","null","16","null","34","27","null","null","1911","249","null","null",
"0500000US13261","Sumter County, Georgia","30352","*****","*****","null","29070","196","null","null","62","61","null","null","70","null","59","null","376","120","null","null","774","210","null","null",
"0500000US13263","Talbot County, Georgia","6378","*****","*****","null","6249","58","null","null","9","15","null","null","54","null","30","null","56","39","null","null","10","16","null","null",
"0500000US13265","Taliaferro County, Georgia","1665","152","null","null","1623","154","null","null","0","13","null","null","3","null","4","null","20","28","null","null","19","18","null","null",
"0500000US13267","Tattnall County, Georgia","25353","*****","*****","null","23797","234","null","null","184","112","null","null","204","null","85","null","222","119","null","null","946","213","null","null",
"0500000US13269","Taylor County, Georgia","8193","*****","*****","null","8011","111","null","null","14","28","null","null","58","null","68","null","44","24","null","null","66","104","null","null",
"0500000US13271","Telfair County, Georgia","16115","*****","*****","null","14051","175","null","null","0","21","null","null","10","null","16","null","50","58","null","null","2004","166","null","null",
"0500000US13273","Terrell County, Georgia","8859","*****","*****","null","8646","129","null","null","0","19","null","null","21","null","18","null","25","26","null","null","167","128","null","null",
"0500000US13275","Thomas County, Georgia","44730","*****","*****","null","43256","316","null","null","82","70","null","null","361","null","191","null","272","101","null","null","759","199","null","null",
"0500000US13277","Tift County, Georgia","40510","*****","*****","null","38062","335","null","null","38","54","null","null","286","null","154","null","632","170","null","null","1492","359","null","null",
"0500000US13279","Toombs County, Georgia","27048","*****","*****","null","25168","293","null","null","53","61","null","null","165","null","183","null","473","160","null","null","1189","253","null","null",
"0500000US13281","Towns County, Georgia","11417","*****","*****","null","11033","140","null","null","11","14","null","null","28","null","44","null","241","124","null","null","104","55","null","null",
"0500000US13283","Treutlen County, Georgia","6777","*****","*****","null","6431","272","null","null","19","30","null","null","18","null","22","null","36","30","null","null","273","275","null","null",
"0500000US13285","Troup County, Georgia","69774","*****","*****","null","66493","446","null","null","52","36","null","null","459","null","162","null","929","185","null","null","1841","472","null","null",
"0500000US13287","Turner County, Georgia","7962","*****","*****","null","7793","95","null","null","27","46","null","null","63","null","69","null","45","54","null","null","34","37","null","null",
"0500000US13289","Twiggs County, Georgia","8284","*****","*****","null","8158","135","null","null","0","19","null","null","18","null","22","null","0","19","null","null","108","134","null","null",
"0500000US13291","Union County, Georgia","22775","*****","*****","null","21859","122","null","null","29","45","null","null","236","null","126","null","315","92","null","null","336","168","null","null",
"0500000US13293","Upson County, Georgia","26216","*****","*****","null","25530","274","null","null","131","183","null","null","155","null","97","null","178","79","null","null","222","98","null","null",
"0500000US13295","Walker County, Georgia","68824","*****","*****","null","67582","201","null","null","64","47","null","null","224","null","94","null","354","146","null","null","600","178","null","null",
"0500000US13297","Walton County, Georgia","90132","*****","*****","null","84437","712","null","null","417","379","null","null","686","null","253","null","2893","385","null","null","1699","309","null","null",
"0500000US13299","Ware County, Georgia","35599","*****","*****","null","34403","314","null","null","42","40","null","null","248","null","178","null","176","143","null","null","730","317","null","null",
"0500000US13301","Warren County, Georgia","5346","*****","*****","null","5261","65","null","null","0","19","null","null","7","null","7","null","27","24","null","null","51","54","null","null",
"0500000US13303","Washington County, Georgia","20461","*****","*****","null","19977","124","null","null","11","16","null","null","96","null","51","null","60","37","null","null","317","125","null","null",
"0500000US13305","Wayne County, Georgia","29767","*****","*****","null","28495","247","null","null","250","149","null","null","163","null","90","null","246","145","null","null","613","207","null","null",
"0500000US13307","Webster County, Georgia","2613","*****","*****","null","2477","82","null","null","0","13","null","null","36","null","28","null","78","58","null","null","22","21","null","null",
"0500000US13309","Wheeler County, Georgia","7939","*****","*****","null","7863","59","null","null","8","13","null","null","0","null","19","null","8","13","null","null","60","61","null","null",
"0500000US13311","White County, Georgia","28928","*****","*****","null","28088","244","null","null","0","25","null","null","47","null","44","null","402","152","null","null","391","180","null","null",
"0500000US13313","Whitfield County, Georgia","103849","*****","*****","null","83580","723","null","null","356","241","null","null","654","null","216","null","4989","608","null","null","14270","1038","null","null",
"0500000US13315","Wilcox County, Georgia","8846","*****","*****","null","8583","59","null","null","0","19","null","null","16","null","14","null","58","31","null","null","189","65","null","null",
"0500000US13317","Wilkes County, Georgia","9884","*****","*****","null","9413","106","null","null","6","12","null","null","57","null","39","null","118","56","null","null","290","122","null","null",
"0500000US13319","Wilkinson County, Georgia","9078","*****","*****","null","8891","42","null","null","13","13","null","null","25","null","23","null","17","18","null","null","132","32","null","null",
"0500000US13321","Worth County, Georgia","20656","*****","*****","null","20265","144","null","null","24","43","null","null","99","null","71","null","141","105","null","null","127","98","null","null",
"0500000US15001","Hawaii County, Hawaii","197658","*****","*****","null","170314","1684","null","null","1105","541","null","null","2721","null","514","null","11591","872","null","null","11927","1333","null","null",
"0500000US15003","Honolulu County, Hawaii","987638","*****","*****","null","758809","3949","null","null","11280","1035","null","null","24877","null","1228","null","115167","2385","null","null","77505","2568","null","null",
"0500000US15005","Kalawao County, Hawaii","75","16","null","null","70","17","null","null","3","3","null","null","0","null","11","null","2","2","null","null","0","11","null","null",
"0500000US15007","Kauai County, Hawaii","71377","*****","*****","null","57738","981","null","null","136","56","null","null","1127","null","222","null","6948","549","null","null","5428","782","null","null",
"0500000US15009","Maui County, Hawaii","165281","16","null","null","130789","1645","null","null","516","217","null","null","2958","null","435","null","16662","996","null","null","14356","1501","null","null",
"0500000US16001","Ada County, Idaho","446052","*****","*****","null","414826","1684","null","null","869","351","null","null","4588","null","693","null","12872","1153","null","null","12897","1278","null","null",
"0500000US16003","Adams County, Idaho","4019","*****","*****","null","3941","43","null","null","0","12","null","null","10","null","14","null","47","33","null","null","21","21","null","null",
"0500000US16005","Bannock County, Idaho","85065","*****","*****","null","80747","487","null","null","190","159","null","null","643","null","196","null","1418","233","null","null","2067","419","null","null",
"0500000US16007","Bear Lake County, Idaho","5962","*****","*****","null","5708","66","null","null","0","17","null","null","45","null","34","null","150","52","null","null","59","33","null","null",
"0500000US16009","Benewah County, Idaho","9086","*****","*****","null","8918","74","null","null","0","17","null","null","69","null","63","null","45","34","null","null","54","29","null","null",
"0500000US16011","Bingham County, Idaho","45551","*****","*****","null","42341","382","null","null","0","25","null","null","376","null","198","null","1070","213","null","null","1764","370","null","null",
"0500000US16013","Blaine County, Idaho","21994","*****","*****","null","18489","349","null","null","0","22","null","null","300","null","190","null","905","241","null","null","2300","370","null","null",
"0500000US16015","Boise County, Idaho","7163","*****","*****","null","6926","83","null","null","18","28","null","null","50","null","39","null","98","62","null","null","71","49","null","null",
"0500000US16017","Bonner County, Idaho","42711","*****","*****","null","41279","283","null","null","18","31","null","null","445","null","157","null","555","165","null","null","414","150","null","null",
"0500000US16019","Bonneville County, Idaho","112397","*****","*****","null","105220","616","null","null","46","27","null","null","853","null","243","null","3011","341","null","null","3267","526","null","null",
"0500000US16021","Boundary County, Idaho","11549","*****","*****","null","10804","215","null","null","23","29","null","null","196","null","124","null","235","96","null","null","291","142","null","null",
"0500000US16023","Butte County, Idaho","2602","*****","*****","null","2566","23","null","null","0","12","null","null","11","null","12","null","16","19","null","null","9","9","null","null",
"0500000US16025","Camas County, Idaho","886","105","null","null","868","107","null","null","3","5","null","null","0","null","12","null","6","8","null","null","9","11","null","null",
"0500000US16027","Canyon County, Idaho","212230","*****","*****","null","192744","1173","null","null","75","65","null","null","1615","null","310","null","6322","728","null","null","11474","1155","null","null",
"0500000US16029","Caribou County, Idaho","6918","*****","*****","null","6704","61","null","null","0","17","null","null","15","null","13","null","41","29","null","null","158","49","null","null",
"0500000US16031","Cassia County, Idaho","23615","*****","*****","null","20819","287","null","null","0","22","null","null","196","null","122","null","602","180","null","null","1998","280","null","null",
"0500000US16033","Clark County, Idaho","1077","105","null","null","737","113","null","null","0","12","null","null","37","null","40","null","25","20","null","null","278","92","null","null",
"0500000US16035","Clearwater County, Idaho","8640","*****","*****","null","8400","72","null","null","7","11","null","null","34","null","28","null","81","33","null","null","118","56","null","null",
"0500000US16037","Custer County, Idaho","4141","*****","*****","null","4088","34","null","null","0","12","null","null","1","null","3","null","23","21","null","null","29","26","null","null",
"0500000US16039","Elmore County, Idaho","26433","*****","*****","null","23349","281","null","null","76","51","null","null","659","null","182","null","1046","215","null","null","1303","226","null","null",
"0500000US16041","Franklin County, Idaho","13279","*****","*****","null","12903","89","null","null","0","19","null","null","10","null","11","null","69","55","null","null","297","95","null","null",
"0500000US16043","Fremont County, Idaho","12965","*****","*****","null","12199","134","null","null","19","26","null","null","94","null","56","null","163","87","null","null","490","146","null","null",
"0500000US16045","Gem County, Idaho","17052","*****","*****","null","16233","217","null","null","0","19","null","null","305","null","157","null","132","82","null","null","382","146","null","null",
"0500000US16047","Gooding County, Idaho","15169","*****","*****","null","13089","227","null","null","0","19","null","null","103","null","73","null","481","133","null","null","1496","221","null","null",
"0500000US16049","Idaho County, Idaho","16337","*****","*****","null","15990","123","null","null","0","19","null","null","122","null","74","null","162","94","null","null","63","40","null","null",
"0500000US16051","Jefferson County, Idaho","27969","*****","*****","null","26686","267","null","null","0","22","null","null","186","null","97","null","291","103","null","null","806","261","null","null",
"0500000US16053","Jerome County, Idaho","23431","*****","*****","null","19323","377","null","null","166","240","null","null","290","null","182","null","622","182","null","null","3030","300","null","null",
"0500000US16055","Kootenai County, Idaho","153605","*****","*****","null","148761","561","null","null","57","44","null","null","1256","null","317","null","2265","397","null","null","1266","318","null","null",
"0500000US16057","Latah County, Idaho","39239","*****","*****","null","36377","454","null","null","1","3","null","null","423","null","159","null","871","233","null","null","1567","413","null","null",
"0500000US16059","Lemhi County, Idaho","7798","*****","*****","null","7506","156","null","null","0","17","null","null","54","null","49","null","122","105","null","null","116","82","null","null",
"0500000US16061","Lewis County, Idaho","3845","*****","*****","null","3746","31","null","null","4","6","null","null","18","null","12","null","40","20","null","null","37","31","null","null",
"0500000US16063","Lincoln County, Idaho","5321","*****","*****","null","4513","95","null","null","2","3","null","null","35","null","42","null","100","38","null","null","671","139","null","null",
"0500000US16065","Madison County, Idaho","38705","*****","*****","null","36732","307","null","null","0","25","null","null","417","null","165","null","534","203","null","null","1022","325","null","null",
"0500000US16067","Minidoka County, Idaho","20615","*****","*****","null","17384","350","null","null","0","22","null","null","58","null","50","null","1104","286","null","null","2069","335","null","null",
"0500000US16069","Nez Perce County, Idaho","40155","*****","*****","null","39204","251","null","null","135","135","null","null","197","null","88","null","388","127","null","null","231","111","null","null",
"0500000US16071","Oneida County, Idaho","4326","*****","*****","null","4168","60","null","null","0","12","null","null","23","null","22","null","54","38","null","null","81","44","null","null",
"0500000US16073","Owyhee County, Idaho","11455","*****","*****","null","10243","142","null","null","2","4","null","null","33","null","29","null","224","91","null","null","953","132","null","null",
"0500000US16075","Payette County, Idaho","23041","*****","*****","null","21355","333","null","null","0","22","null","null","126","null","59","null","370","133","null","null","1190","313","null","null",
"0500000US16077","Power County, Idaho","7713","*****","*****","null","6475","202","null","null","0","17","null","null","65","null","76","null","442","189","null","null","731","269","null","null",
"0500000US16079","Shoshone County, Idaho","12526","*****","*****","null","12263","108","null","null","32","28","null","null","39","null","37","null","78","37","null","null","114","69","null","null",
"0500000US16081","Teton County, Idaho","11080","*****","*****","null","10015","237","null","null","0","19","null","null","109","null","105","null","262","81","null","null","694","247","null","null",
"0500000US16083","Twin Falls County, Idaho","83666","*****","*****","null","76017","728","null","null","33","42","null","null","548","null","190","null","2209","417","null","null","4859","627","null","null",
"0500000US16085","Valley County, Idaho","10401","*****","*****","null","10321","53","null","null","0","19","null","null","20","null","26","null","47","43","null","null","13","16","null","null",
"0500000US16087","Washington County, Idaho","10025","*****","*****","null","9342","147","null","null","19","21","null","null","25","null","26","null","123","63","null","null","516","151","null","null",
"0500000US17001","Adams County, Illinois","66427","*****","*****","null","65122","227","null","null","10","11","null","null","265","null","122","null","714","203","null","null","316","116","null","null",
"0500000US17003","Alexander County, Illinois","6532","*****","*****","null","6483","40","null","null","0","15","null","null","6","null","9","null","16","15","null","null","27","25","null","null",
"0500000US17005","Bond County, Illinois","16712","*****","*****","null","16225","160","null","null","0","17","null","null","63","null","63","null","193","137","null","null","231","115","null","null",
"0500000US17007","Boone County, Illinois","53606","*****","*****","null","47857","568","null","null","22","20","null","null","241","null","125","null","2314","405","null","null","3172","493","null","null",
"0500000US17009","Brown County, Illinois","6675","*****","*****","null","6446","104","null","null","8","14","null","null","14","null","28","null","93","78","null","null","114","58","null","null",
"0500000US17011","Bureau County, Illinois","33381","*****","*****","null","31978","135","null","null","38","31","null","null","123","null","59","null","500","103","null","null","742","116","null","null",
"0500000US17013","Calhoun County, Illinois","4858","*****","*****","null","4819","24","null","null","0","11","null","null","2","null","4","null","21","20","null","null","16","11","null","null",
"0500000US17015","Carroll County, Illinois","14562","*****","*****","null","14176","76","null","null","3","4","null","null","54","null","34","null","222","74","null","null","107","36","null","null",
"0500000US17017","Cass County, Illinois","12665","*****","*****","null","11149","158","null","null","113","89","null","null","23","null","20","null","318","114","null","null","1062","185","null","null",
"0500000US17019","Champaign County, Illinois","209448","*****","*****","null","181797","1111","null","null","557","205","null","null","2006","null","430","null","7540","628","null","null","17548","921","null","null",
"0500000US17021","Christian County, Illinois","33231","*****","*****","null","32629","146","null","null","14","16","null","null","171","null","74","null","178","105","null","null","239","79","null","null",
"0500000US17023","Clark County, Illinois","15836","*****","*****","null","15648","53","null","null","0","17","null","null","10","null","12","null","60","41","null","null","118","59","null","null",
"0500000US17025","Clay County, Illinois","13338","*****","*****","null","13188","104","null","null","4","10","null","null","16","null","16","null","57","63","null","null","73","75","null","null",
"0500000US17027","Clinton County, Illinois","37628","*****","*****","null","36797","160","null","null","23","18","null","null","216","null","87","null","227","94","null","null","365","114","null","null",
"0500000US17029","Coles County, Illinois","51736","*****","*****","null","50253","315","null","null","62","58","null","null","203","null","70","null","433","144","null","null","785","255","null","null",
"0500000US17031","Cook County, Illinois","5223719","*****","*****","null","4042494","8088","null","null","36800","1290","null","null","44766","null","1971","null","550515","5516","null","null","549144","7295","null","null",
"0500000US17033","Crawford County, Illinois","19088","*****","*****","null","18633","118","null","null","52","51","null","null","44","null","31","null","196","94","null","null","163","65","null","null",
"0500000US17035","Cumberland County, Illinois","10865","*****","*****","null","10734","64","null","null","0","17","null","null","25","null","22","null","48","35","null","null","58","32","null","null",
"0500000US17037","DeKalb County, Illinois","104200","*****","*****","null","96199","574","null","null","48","32","null","null","727","null","222","null","2395","316","null","null","4831","562","null","null",
"0500000US17039","De Witt County, Illinois","16042","*****","*****","null","15728","104","null","null","8","15","null","null","56","null","42","null","66","49","null","null","184","71","null","null",
"0500000US17041","Douglas County, Illinois","19714","*****","*****","null","18827","117","null","null","31","25","null","null","150","null","81","null","348","85","null","null","358","96","null","null",
"0500000US17043","DuPage County, Illinois","931743","*****","*****","null","744405","3115","null","null","2034","363","null","null","8090","null","615","null","102266","2360","null","null","74948","2291","null","null",
"0500000US17045","Edgar County, Illinois","17539","*****","*****","null","17172","117","null","null","0","17","null","null","119","null","75","null","145","46","null","null","103","65","null","null",
"0500000US17047","Edwards County, Illinois","6507","*****","*****","null","6421","48","null","null","4","10","null","null","52","null","39","null","17","9","null","null","13","11","null","null",
"0500000US17049","Effingham County, Illinois","34174","*****","*****","null","33292","214","null","null","29","34","null","null","153","null","95","null","255","167","null","null","445","136","null","null",
"0500000US17051","Fayette County, Illinois","21724","*****","*****","null","21454","68","null","null","0","20","null","null","82","null","49","null","93","55","null","null","95","59","null","null",
"0500000US17053","Ford County, Illinois","13398","*****","*****","null","13209","56","null","null","1","2","null","null","65","null","29","null","58","44","null","null","65","35","null","null",
"0500000US17055","Franklin County, Illinois","39127","*****","*****","null","38672","123","null","null","4","6","null","null","96","null","50","null","196","86","null","null","159","88","null","null",
"0500000US17057","Fulton County, Illinois","35418","*****","*****","null","34627","184","null","null","57","63","null","null","107","null","51","null","156","76","null","null","471","197","null","null",
"0500000US17059","Gallatin County, Illinois","5157","*****","*****","null","5106","40","null","null","10","13","null","null","2","null","4","null","39","39","null","null","0","15","null","null",
"0500000US17061","Greene County, Illinois","13218","*****","*****","null","13068","88","null","null","1","4","null","null","75","null","58","null","33","25","null","null","41","31","null","null",
"0500000US17063","Grundy County, Illinois","50509","*****","*****","null","48329","305","null","null","91","75","null","null","188","null","98","null","1279","261","null","null","622","259","null","null",
"0500000US17065","Hamilton County, Illinois","8221","*****","*****","null","8076","73","null","null","0","15","null","null","14","null","25","null","96","45","null","null","35","42","null","null",
"0500000US17067","Hancock County, Illinois","18112","*****","*****","null","17822","111","null","null","0","17","null","null","61","null","37","null","163","94","null","null","66","52","null","null",
"0500000US17069","Hardin County, Illinois","4009","*****","*****","null","3992","16","null","null","2","4","null","null","4","null","4","null","11","15","null","null","0","11","null","null",
"0500000US17071","Henderson County, Illinois","6884","*****","*****","null","6748","55","null","null","9","11","null","null","39","null","24","null","44","22","null","null","44","34","null","null",
"0500000US17073","Henry County, Illinois","49464","*****","*****","null","48195","246","null","null","79","58","null","null","205","null","80","null","468","141","null","null","517","168","null","null",
"0500000US17075","Iroquois County, Illinois","28169","*****","*****","null","27110","211","null","null","2","4","null","null","151","null","120","null","379","153","null","null","527","102","null","null",
"0500000US17077","Jackson County, Illinois","58551","*****","*****","null","54850","448","null","null","23","32","null","null","423","null","137","null","1017","217","null","null","2238","396","null","null",
"0500000US17079","Jasper County, Illinois","9598","*****","*****","null","9444","124","null","null","0","15","null","null","28","null","22","null","10","14","null","null","116","120","null","null",
"0500000US17081","Jefferson County, Illinois","38169","*****","*****","null","37238","142","null","null","127","98","null","null","94","null","42","null","433","93","null","null","277","75","null","null",
"0500000US17083","Jersey County, Illinois","22069","*****","*****","null","21693","207","null","null","0","20","null","null","80","null","46","null","125","117","null","null","171","101","null","null",
"0500000US17085","Jo Daviess County, Illinois","21834","*****","*****","null","21206","90","null","null","14","21","null","null","96","null","54","null","251","64","null","null","267","62","null","null",
"0500000US17087","Johnson County, Illinois","12602","*****","*****","null","12315","61","null","null","14","15","null","null","60","null","35","null","81","39","null","null","132","57","null","null",
"0500000US17089","Kane County, Illinois","530839","*****","*****","null","429582","2243","null","null","3981","744","null","null","3507","null","457","null","39411","1658","null","null","54358","2369","null","null",
"0500000US17091","Kankakee County, Illinois","111061","*****","*****","null","105139","511","null","null","60","48","null","null","395","null","162","null","2270","343","null","null","3197","441","null","null",
"0500000US17093","Kendall County, Illinois","124626","*****","*****","null","111909","1140","null","null","271","195","null","null","855","null","283","null","6672","856","null","null","4919","978","null","null",
"0500000US17095","Knox County, Illinois","50999","*****","*****","null","49195","288","null","null","20","30","null","null","170","null","57","null","460","186","null","null","1154","253","null","null",
"0500000US17097","Lake County, Illinois","703619","*****","*****","null","563672","2270","null","null","2819","442","null","null","6113","null","622","null","65281","1732","null","null","65734","1724","null","null",
"0500000US17099","LaSalle County, Illinois","110401","*****","*****","null","105969","451","null","null","111","55","null","null","329","null","100","null","1930","349","null","null","2062","393","null","null",
"0500000US17101","Lawrence County, Illinois","16189","*****","*****","null","15793","138","null","null","19","20","null","null","78","null","73","null","60","47","null","null","239","104","null","null",
"0500000US17103","Lee County, Illinois","34527","*****","*****","null","33336","215","null","null","64","35","null","null","174","null","110","null","466","120","null","null","487","125","null","null",
"0500000US17105","Livingston County, Illinois","36324","*****","*****","null","35456","157","null","null","8","12","null","null","114","null","64","null","281","104","null","null","465","119","null","null",
"0500000US17107","Logan County, Illinois","29207","*****","*****","null","28605","119","null","null","45","37","null","null","120","null","57","null","176","70","null","null","261","90","null","null",
"0500000US17109","McDonough County, Illinois","30875","*****","*****","null","29553","317","null","null","12","19","null","null","115","null","66","null","370","139","null","null","825","344","null","null",
"0500000US17111","McHenry County, Illinois","307789","*****","*****","null","275986","1280","null","null","601","239","null","null","1663","null","385","null","16558","1139","null","null","12981","1008","null","null",
"0500000US17113","McLean County, Illinois","173219","*****","*****","null","159757","821","null","null","212","130","null","null","1172","null","284","null","4429","542","null","null","7649","747","null","null",
"0500000US17115","Macon County, Illinois","106512","*****","*****","null","103767","300","null","null","20","19","null","null","545","null","121","null","1135","206","null","null","1045","215","null","null",
"0500000US17117","Macoupin County, Illinois","45719","*****","*****","null","45096","132","null","null","73","57","null","null","175","null","81","null","253","87","null","null","122","58","null","null",
"0500000US17119","Madison County, Illinois","265670","*****","*****","null","257627","685","null","null","311","123","null","null","1627","null","303","null","3232","400","null","null","2873","448","null","null",
"0500000US17121","Marion County, Illinois","38084","*****","*****","null","37462","158","null","null","13","15","null","null","97","null","52","null","232","88","null","null","280","126","null","null",
"0500000US17123","Marshall County, Illinois","11794","*****","*****","null","11565","55","null","null","24","15","null","null","34","null","21","null","120","36","null","null","51","26","null","null",
"0500000US17125","Mason County, Illinois","13778","*****","*****","null","13649","45","null","null","3","6","null","null","32","null","20","null","66","32","null","null","28","26","null","null",
"0500000US17127","Massac County, Illinois","14430","*****","*****","null","14257","106","null","null","3","8","null","null","90","null","74","null","62","55","null","null","18","32","null","null",
"0500000US17129","Menard County, Illinois","12367","*****","*****","null","12210","63","null","null","0","17","null","null","61","null","36","null","58","42","null","null","38","37","null","null",
"0500000US17131","Mercer County, Illinois","15693","*****","*****","null","15456","63","null","null","0","17","null","null","46","null","27","null","154","53","null","null","37","23","null","null",
"0500000US17133","Monroe County, Illinois","33936","*****","*****","null","33247","177","null","null","0","23","null","null","129","null","72","null","374","140","null","null","186","120","null","null",
"0500000US17135","Montgomery County, Illinois","29009","*****","*****","null","28681","111","null","null","4","6","null","null","43","null","31","null","195","86","null","null","86","54","null","null",
"0500000US17137","Morgan County, Illinois","34426","*****","*****","null","33588","187","null","null","0","23","null","null","173","null","76","null","315","77","null","null","350","162","null","null",
"0500000US17139","Moultrie County, Illinois","14703","*****","*****","null","14491","70","null","null","0","17","null","null","47","null","32","null","62","32","null","null","103","54","null","null",
"0500000US17141","Ogle County, Illinois","51328","*****","*****","null","48453","447","null","null","30","31","null","null","262","null","108","null","1011","237","null","null","1572","417","null","null",
