"GEO_ID","NAME","B05001_001E","B05001_001M","B05001_001MA","B05001_001EA","B05001_002E","B05001_002M","B05001_002MA","B05001_002EA","B05001_003E","B05001_003M","B05001_003MA","B05001_003EA","B05001_004E","B05001_004EA","B05001_004M","B05001_004MA","B05001_005E","B05001_005EA","B05001_005M","B05001_005MA","B05001_006E","B05001_006M","B05001_006MA","B05001_006EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!U.S. citizen, born in the United States","Margin of Error!!Total!!U.S. citizen, born in the United States","Annotation of Margin of Error!!Total!!U.S. citizen, born in the United States","Annotation of Estimate!!Total!!U.S. citizen, born in the United States","Estimate!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Margin of Error!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Estimate!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate!!Total!!U.S. citizen, born abroad of American parent(s)","Annotation of Estimate!!Total!!U.S. citizen, born abroad of American parent(s)","Margin of Error!!Total!!U.S. citizen, born abroad of American parent(s)","Annotation of Margin of Error!!Total!!U.S. citizen, born abroad of American parent(s)","Estimate!!Total!!U.S. citizen by naturalization","Annotation of Estimate!!Total!!U.S. citizen by naturalization","Margin of Error!!Total!!U.S. citizen by naturalization","Annotation of Margin of Error!!Total!!U.S. citizen by naturalization","Estimate!!Total!!Not a U.S. citizen","Margin of Error!!Total!!Not a U.S. citizen","Annotation of Margin of Error!!Total!!Not a U.S. citizen","Annotation of Estimate!!Total!!Not a U.S. citizen",
"0500000US01001","Autauga County, Alabama","55036","*****","*****","null","53285","302","null","null","76","63","null","null","512","null","161","null","614","null","187","null","549","228","null","null",
"0500000US01003","Baldwin County, Alabama","203360","*****","*****","null","194857","806","null","null","368","203","null","null","1529","null","353","null","3171","null","650","null","3435","581","null","null",
"0500000US01005","Barbour County, Alabama","26201","*****","*****","null","25345","153","null","null","12","16","null","null","147","null","83","null","263","null","110","null","434","120","null","null",
"0500000US01007","Bibb County, Alabama","22580","*****","*****","null","22279","98","null","null","14","22","null","null","56","null","53","null","41","null","38","null","190","61","null","null",
"0500000US01009","Blount County, Alabama","57667","*****","*****","null","54772","275","null","null","166","139","null","null","108","null","55","null","909","null","209","null","1712","340","null","null",
"0500000US01011","Bullock County, Alabama","10478","*****","*****","null","10229","171","null","null","33","52","null","null","24","null","30","null","92","null","59","null","100","131","null","null",
"0500000US01013","Butler County, Alabama","20126","*****","*****","null","19834","57","null","null","0","21","null","null","81","null","47","null","114","null","105","null","97","81","null","null",
"0500000US01015","Calhoun County, Alabama","115527","*****","*****","null","111177","459","null","null","272","197","null","null","1057","null","248","null","1275","null","267","null","1746","243","null","null",
"0500000US01017","Chambers County, Alabama","33895","*****","*****","null","33265","145","null","null","11","13","null","null","178","null","131","null","61","null","39","null","380","130","null","null",
"0500000US01019","Cherokee County, Alabama","25855","*****","*****","null","25636","111","null","null","31","44","null","null","15","null","21","null","146","null","96","null","27","33","null","null",
"0500000US01021","Chilton County, Alabama","43805","*****","*****","null","41274","241","null","null","29","43","null","null","284","null","138","null","453","null","241","null","1765","306","null","null",
"0500000US01023","Choctaw County, Alabama","13188","*****","*****","null","13106","45","null","null","2","4","null","null","30","null","27","null","22","null","22","null","28","28","null","null",
"0500000US01025","Clarke County, Alabama","24625","*****","*****","null","24494","90","null","null","5","9","null","null","20","null","19","null","82","null","84","null","24","22","null","null",
"0500000US01027","Clay County, Alabama","13407","*****","*****","null","13146","65","null","null","0","18","null","null","0","null","18","null","43","null","51","null","218","97","null","null",
"0500000US01029","Cleburne County, Alabama","14939","*****","*****","null","14606","91","null","null","9","15","null","null","79","null","56","null","66","null","38","null","179","86","null","null",
"0500000US01031","Coffee County, Alabama","51073","*****","*****","null","47965","349","null","null","327","163","null","null","888","null","205","null","891","null","222","null","1002","284","null","null",
"0500000US01033","Colbert County, Alabama","54435","*****","*****","null","53214","309","null","null","9","10","null","null","253","null","181","null","354","null","104","null","605","224","null","null",
"0500000US01035","Conecuh County, Alabama","12649","*****","*****","null","12510","58","null","null","0","18","null","null","36","null","37","null","40","null","31","null","63","55","null","null",
"0500000US01037","Coosa County, Alabama","10955","*****","*****","null","10820","74","null","null","7","11","null","null","64","null","44","null","3","null","4","null","61","80","null","null",
"0500000US01039","Covington County, Alabama","37519","*****","*****","null","37082","87","null","null","28","31","null","null","109","null","48","null","203","null","65","null","97","43","null","null",
"0500000US01041","Crenshaw County, Alabama","13866","*****","*****","null","13555","132","null","null","0","18","null","null","23","null","26","null","81","null","48","null","207","113","null","null",
"0500000US01043","Cullman County, Alabama","81703","*****","*****","null","79144","250","null","null","40","37","null","null","248","null","87","null","825","null","224","null","1446","249","null","null",
"0500000US01045","Dale County, Alabama","49393","*****","*****","null","46594","365","null","null","190","102","null","null","1196","null","224","null","677","null","165","null","736","309","null","null",
"0500000US01047","Dallas County, Alabama","40755","*****","*****","null","40077","145","null","null","16","25","null","null","74","null","41","null","187","null","88","null","401","136","null","null",
"0500000US01049","DeKalb County, Alabama","71194","*****","*****","null","65528","412","null","null","53","59","null","null","305","null","134","null","951","null","446","null","4357","523","null","null",
"0500000US01051","Elmore County, Alabama","80989","*****","*****","null","78564","413","null","null","93","60","null","null","860","null","232","null","630","null","197","null","842","304","null","null",
"0500000US01053","Escambia County, Alabama","37621","*****","*****","null","37089","204","null","null","71","82","null","null","164","null","97","null","179","null","108","null","118","102","null","null",
"0500000US01055","Etowah County, Alabama","103132","*****","*****","null","99615","369","null","null","49","40","null","null","486","null","166","null","1017","null","216","null","1965","298","null","null",
"0500000US01057","Fayette County, Alabama","16657","*****","*****","null","16510","91","null","null","0","18","null","null","33","null","28","null","97","null","80","null","17","20","null","null",
"0500000US01059","Franklin County, Alabama","31507","*****","*****","null","28308","519","null","null","10","16","null","null","140","null","73","null","737","null","320","null","2312","453","null","null",
"0500000US01061","Geneva County, Alabama","26572","*****","*****","null","25932","184","null","null","33","53","null","null","218","null","110","null","193","null","86","null","196","98","null","null",
"0500000US01063","Greene County, Alabama","8533","*****","*****","null","8528","7","null","null","0","16","null","null","2","null","5","null","2","null","5","null","1","3","null","null",
"0500000US01065","Hale County, Alabama","14995","*****","*****","null","14785","81","null","null","0","18","null","null","44","null","36","null","145","null","82","null","21","26","null","null",
"0500000US01067","Henry County, Alabama","17110","*****","*****","null","16827","115","null","null","0","18","null","null","64","null","52","null","50","null","47","null","169","106","null","null",
"0500000US01069","Houston County, Alabama","104108","*****","*****","null","100849","220","null","null","156","55","null","null","731","null","96","null","1199","null","126","null","1173","170","null","null",
"0500000US01071","Jackson County, Alabama","52326","*****","*****","null","51233","226","null","null","20","17","null","null","67","null","45","null","600","null","207","null","406","181","null","null",
"0500000US01073","Jefferson County, Alabama","659460","*****","*****","null","628610","1198","null","null","587","213","null","null","3841","null","475","null","8692","null","822","null","17730","1019","null","null",
"0500000US01075","Lamar County, Alabama","14021","*****","*****","null","13922","70","null","null","11","16","null","null","0","null","18","null","23","null","33","null","65","70","null","null",
"0500000US01077","Lauderdale County, Alabama","92590","*****","*****","null","90343","317","null","null","66","44","null","null","318","null","133","null","767","null","200","null","1096","319","null","null",
"0500000US01079","Lawrence County, Alabama","33288","*****","*****","null","32982","128","null","null","26","35","null","null","61","null","57","null","88","null","60","null","131","84","null","null",
"0500000US01081","Lee County, Alabama","156597","*****","*****","null","145835","888","null","null","334","169","null","null","1835","null","380","null","2496","null","420","null","6097","845","null","null",
"0500000US01083","Limestone County, Alabama","91695","*****","*****","null","87148","473","null","null","175","137","null","null","830","null","229","null","1499","null","317","null","2043","445","null","null",
"0500000US01085","Lowndes County, Alabama","10362","*****","*****","null","10239","90","null","null","0","18","null","null","89","null","86","null","23","null","23","null","11","16","null","null",
"0500000US01087","Macon County, Alabama","19358","*****","*****","null","19006","104","null","null","14","18","null","null","107","null","55","null","111","null","55","null","120","73","null","null",
"0500000US01089","Madison County, Alabama","353213","*****","*****","null","326672","1172","null","null","1702","467","null","null","5416","null","685","null","9402","null","606","null","10021","880","null","null",
"0500000US01091","Marengo County, Alabama","19743","*****","*****","null","19640","74","null","null","10","20","null","null","4","null","8","null","11","null","12","null","78","69","null","null",
"0500000US01093","Marion County, Alabama","30058","*****","*****","null","29493","161","null","null","13","21","null","null","64","null","68","null","277","null","187","null","211","159","null","null",
"0500000US01095","Marshall County, Alabama","94738","*****","*****","null","87282","431","null","null","66","38","null","null","513","null","119","null","1138","null","222","null","5739","383","null","null",
"0500000US01097","Mobile County, Alabama","414328","*****","*****","null","398012","907","null","null","986","343","null","null","2221","null","407","null","6878","null","556","null","6231","810","null","null",
"0500000US01099","Monroe County, Alabama","21745","*****","*****","null","21613","50","null","null","0","21","null","null","16","null","15","null","106","null","49","null","10","10","null","null",
"0500000US01101","Montgomery County, Alabama","227120","*****","*****","null","214402","717","null","null","219","86","null","null","2077","null","315","null","3555","null","389","null","6867","708","null","null",
"0500000US01103","Morgan County, Alabama","119157","*****","*****","null","112863","488","null","null","308","203","null","null","876","null","337","null","1203","null","220","null","3907","421","null","null",
"0500000US01105","Perry County, Alabama","9680","*****","*****","null","9590","95","null","null","0","16","null","null","30","null","34","null","23","null","81","null","37","34","null","null",
"0500000US01107","Pickens County, Alabama","20170","*****","*****","null","19540","135","null","null","3","6","null","null","80","null","55","null","76","null","55","null","471","141","null","null",
"0500000US01109","Pike County, Alabama","33287","*****","*****","null","32028","338","null","null","2","3","null","null","129","null","73","null","177","null","65","null","951","335","null","null",
"0500000US01111","Randolph County, Alabama","22530","*****","*****","null","22103","92","null","null","26","30","null","null","52","null","42","null","104","null","61","null","245","89","null","null",
"0500000US01113","Russell County, Alabama","58480","*****","*****","null","55593","453","null","null","263","155","null","null","815","null","268","null","818","null","251","null","991","338","null","null",
"0500000US01115","St. Clair County, Alabama","86937","*****","*****","null","85116","299","null","null","5","9","null","null","303","null","155","null","645","null","193","null","868","279","null","null",
"0500000US01117","Shelby County, Alabama","208721","*****","*****","null","195817","778","null","null","273","122","null","null","1635","null","306","null","3856","null","368","null","7140","722","null","null",
"0500000US01119","Sumter County, Alabama","13084","*****","*****","null","12740","134","null","null","0","18","null","null","55","null","55","null","4","null","6","null","285","132","null","null",
"0500000US01121","Talladega County, Alabama","80888","*****","*****","null","79054","243","null","null","68","50","null","null","423","null","143","null","373","null","182","null","970","240","null","null",
"0500000US01123","Tallapoosa County, Alabama","40756","*****","*****","null","39996","114","null","null","15","18","null","null","193","null","89","null","244","null","105","null","308","128","null","null",
"0500000US01125","Tuscaloosa County, Alabama","204424","*****","*****","null","195172","756","null","null","126","70","null","null","1415","null","292","null","2219","null","394","null","5492","571","null","null",
"0500000US01127","Walker County, Alabama","64927","*****","*****","null","63792","163","null","null","54","47","null","null","157","null","70","null","283","null","91","null","641","173","null","null",
"0500000US01129","Washington County, Alabama","16746","*****","*****","null","16438","191","null","null","0","18","null","null","46","null","37","null","110","null","97","null","152","161","null","null",
"0500000US01131","Wilcox County, Alabama","10919","*****","*****","null","10857","78","null","null","0","18","null","null","62","null","78","null","0","null","18","null","0","18","null","null",
"0500000US01133","Winston County, Alabama","23968","*****","*****","null","23560","104","null","null","0","21","null","null","83","null","56","null","95","null","66","null","230","95","null","null",
"0500000US02013","Aleutians East Borough, Alaska","3338","*****","*****","null","2032","260","null","null","24","23","null","null","73","null","32","null","374","null","94","null","835","216","null","null",
"0500000US02016","Aleutians West Census Area, Alaska","5784","*****","*****","null","3236","170","null","null","103","40","null","null","282","null","95","null","874","null","124","null","1289","123","null","null",
"0500000US02020","Anchorage Municipality, Alaska","298225","*****","*****","null","257741","1773","null","null","3321","585","null","null","5796","null","716","null","19176","null","949","null","12191","1294","null","null",
"0500000US02050","Bethel Census Area, Alaska","17957","*****","*****","null","17544","132","null","null","14","19","null","null","6","null","4","null","175","null","63","null","218","113","null","null",
"0500000US02060","Bristol Bay Borough, Alaska","917","74","null","null","878","73","null","null","0","9","null","null","13","null","8","null","12","null","10","null","14","10","null","null",
"0500000US02068","Denali Borough, Alaska","2303","308","null","null","1966","217","null","null","0","9","null","null","101","null","158","null","37","null","35","null","199","221","null","null",
"0500000US02070","Dillingham Census Area, Alaska","4974","*****","*****","null","4872","50","null","null","0","9","null","null","0","null","9","null","65","null","39","null","37","38","null","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","100031","*****","*****","null","91615","825","null","null","994","448","null","null","2331","null","475","null","2775","null","481","null","2316","413","null","null",
"0500000US02100","Haines Borough, Alaska","2537","*****","*****","null","2262","146","null","null","0","9","null","null","107","null","121","null","68","null","51","null","100","69","null","null",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","2146","*****","*****","null","2003","97","null","null","0","9","null","null","18","null","13","null","42","null","31","null","83","90","null","null",
"0500000US02110","Juneau City and Borough, Alaska","32434","*****","*****","null","28856","317","null","null","251","137","null","null","544","null","144","null","1505","null","233","null","1278","262","null","null",
"0500000US02122","Kenai Peninsula Borough, Alaska","57961","*****","*****","null","55530","324","null","null","163","124","null","null","583","null","135","null","1042","null","205","null","643","154","null","null",
"0500000US02130","Ketchikan Gateway Borough, Alaska","13745","*****","*****","null","12491","107","null","null","52","37","null","null","120","null","42","null","623","null","72","null","459","89","null","null",
"0500000US02150","Kodiak Island Borough, Alaska","13773","*****","*****","null","11081","199","null","null","10","11","null","null","139","null","95","null","1178","null","261","null","1365","341","null","null",
"0500000US02158","Kusilvak Census Area, Alaska","8129","*****","*****","null","8010","59","null","null","0","12","null","null","5","null","7","null","27","null","20","null","87","51","null","null",
"0500000US02164","Lake and Peninsula Borough, Alaska","1301","308","null","null","1252","304","null","null","2","3","null","null","6","null","5","null","16","null","17","null","25","37","null","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","101135","*****","*****","null","96019","482","null","null","245","90","null","null","1409","null","216","null","1895","null","215","null","1567","326","null","null",
"0500000US02180","Nome Census Area, Alaska","9869","*****","*****","null","9625","73","null","null","9","9","null","null","23","null","14","null","86","null","58","null","126","85","null","null",
"0500000US02185","North Slope Borough, Alaska","9757","*****","*****","null","9003","109","null","null","57","33","null","null","200","null","88","null","286","null","62","null","211","63","null","null",
"0500000US02188","Northwest Arctic Borough, Alaska","7715","*****","*****","null","7588","44","null","null","0","12","null","null","29","null","18","null","41","null","31","null","57","41","null","null",
"0500000US02195","Petersburg Borough, Alaska","3275","*****","*****","null","2918","103","null","null","17","21","null","null","36","null","28","null","176","null","82","null","128","60","null","null",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","6473","*****","*****","null","6277","32","null","null","3","4","null","null","45","null","18","null","86","null","24","null","62","22","null","null",
"0500000US02220","Sitka City and Borough, Alaska","8810","*****","*****","null","7957","127","null","null","38","37","null","null","112","null","56","null","376","null","85","null","327","87","null","null",
"0500000US02230","Skagway Municipality, Alaska","1038","86","null","null","917","80","null","null","2","3","null","null","32","null","12","null","55","null","49","null","32","14","null","null",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","6889","*****","*****","null","5980","243","null","null","57","46","null","null","121","null","55","null","400","null","180","null","331","128","null","null",
"0500000US02261","Valdez-Cordova Census Area, Alaska","9439","*****","*****","null","8788","179","null","null","54","41","null","null","139","null","62","null","357","null","160","null","101","57","null","null",
"0500000US02275","Wrangell City and Borough, Alaska","2475","*****","*****","null","2342","73","null","null","0","9","null","null","24","null","18","null","27","null","23","null","82","58","null","null",
"0500000US02282","Yakutat City and Borough, Alaska","682","71","null","null","628","69","null","null","2","3","null","null","11","null","8","null","30","null","33","null","11","9","null","null",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","5453","*****","*****","null","5376","18","null","null","2","2","null","null","10","null","8","null","32","null","11","null","33","16","null","null",
"0500000US04001","Apache County, Arizona","71602","*****","*****","null","70066","256","null","null","35","37","null","null","113","null","51","null","329","null","108","null","1059","253","null","null",
"0500000US04003","Cochise County, Arizona","126516","*****","*****","null","107732","831","null","null","1055","386","null","null","3535","null","426","null","7363","null","517","null","6831","598","null","null",
"0500000US04005","Coconino County, Arizona","138639","*****","*****","null","130623","757","null","null","171","108","null","null","1277","null","289","null","2687","null","370","null","3881","619","null","null",
"0500000US04007","Gila County, Arizona","53145","*****","*****","null","50702","322","null","null","7","10","null","null","332","null","116","null","968","null","209","null","1136","270","null","null",
"0500000US04009","Graham County, Arizona","37700","*****","*****","null","35981","335","null","null","40","38","null","null","234","null","117","null","446","null","123","null","999","241","null","null",
"0500000US04011","Greenlee County, Arizona","9368","*****","*****","null","8998","117","null","null","0","17","null","null","46","null","35","null","94","null","55","null","230","91","null","null",
"0500000US04012","La Paz County, Arizona","20477","*****","*****","null","18251","388","null","null","0","23","null","null","93","null","46","null","637","null","137","null","1496","355","null","null",
"0500000US04013","Maricopa County, Arizona","4155501","*****","*****","null","3483042","6356","null","null","9830","881","null","null","48201","null","1968","null","239924","null","3792","null","374504","5906","null","null",
"0500000US04015","Mohave County, Arizona","204691","*****","*****","null","189004","958","null","null","235","139","null","null","1715","null","345","null","6555","null","580","null","7182","949","null","null",
"0500000US04017","Navajo County, Arizona","107902","*****","*****","null","104472","411","null","null","59","63","null","null","392","null","132","null","1384","null","263","null","1595","288","null","null",
"0500000US04019","Pima County, Arizona","1007257","*****","*****","null","860851","3045","null","null","2434","499","null","null","14738","null","953","null","60758","null","1762","null","68476","2213","null","null",
"0500000US04021","Pinal County, Arizona","405537","*****","*****","null","361816","2050","null","null","742","233","null","null","4047","null","791","null","15157","null","996","null","23775","1426","null","null",
"0500000US04023","Santa Cruz County, Arizona","46358","*****","*****","null","30371","704","null","null","127","83","null","null","1009","null","304","null","8490","null","574","null","6361","577","null","null",
"0500000US04025","Yavapai County, Arizona","220972","*****","*****","null","204457","1148","null","null","245","120","null","null","2206","null","448","null","6720","null","629","null","7344","858","null","null",
"0500000US04027","Yuma County, Arizona","204281","*****","*****","null","145805","1756","null","null","648","267","null","null","2399","null","421","null","23590","null","1202","null","31839","1753","null","null",
"0500000US05001","Arkansas County, Arkansas","18352","*****","*****","null","18092","108","null","null","12","25","null","null","26","null","25","null","34","null","43","null","188","107","null","null",
"0500000US05003","Ashley County, Arkansas","20771","*****","*****","null","20078","96","null","null","11","18","null","null","97","null","72","null","169","null","86","null","416","66","null","null",
"0500000US05005","Baxter County, Arkansas","41093","*****","*****","null","40020","226","null","null","0","24","null","null","181","null","80","null","619","null","183","null","273","116","null","null",
"0500000US05007","Benton County, Arkansas","251823","*****","*****","null","220337","727","null","null","390","215","null","null","2719","null","447","null","8458","null","670","null","19919","928","null","null",
"0500000US05009","Boone County, Arkansas","37212","*****","*****","null","36764","128","null","null","0","24","null","null","178","null","88","null","203","null","90","null","67","39","null","null",
"0500000US05011","Bradley County, Arkansas","10994","*****","*****","null","10232","118","null","null","8","15","null","null","0","null","18","null","152","null","72","null","602","129","null","null",
"0500000US05013","Calhoun County, Arkansas","5194","*****","*****","null","5136","31","null","null","2","4","null","null","17","null","24","null","31","null","27","null","8","17","null","null",
"0500000US05015","Carroll County, Arkansas","27782","*****","*****","null","25377","256","null","null","2","6","null","null","110","null","72","null","800","null","250","null","1493","288","null","null",
"0500000US05017","Chicot County, Arkansas","11008","*****","*****","null","10650","95","null","null","0","18","null","null","64","null","58","null","87","null","57","null","207","92","null","null",
"0500000US05019","Clark County, Arkansas","22495","*****","*****","null","21701","105","null","null","0","21","null","null","127","null","64","null","282","null","94","null","385","97","null","null",
"0500000US05021","Clay County, Arkansas","15190","*****","*****","null","15053","55","null","null","0","18","null","null","15","null","23","null","91","null","44","null","31","36","null","null",
"0500000US05023","Cleburne County, Arkansas","25361","*****","*****","null","24788","201","null","null","11","22","null","null","122","null","87","null","141","null","98","null","299","182","null","null",
"0500000US05025","Cleveland County, Arkansas","8332","*****","*****","null","8167","105","null","null","0","16","null","null","28","null","20","null","51","null","43","null","86","84","null","null",
"0500000US05027","Columbia County, Arkansas","23992","*****","*****","null","23284","192","null","null","0","21","null","null","86","null","72","null","127","null","68","null","495","198","null","null",
"0500000US05029","Conway County, Arkansas","20954","*****","*****","null","20487","98","null","null","21","19","null","null","62","null","42","null","126","null","64","null","258","85","null","null",
"0500000US05031","Craighead County, Arkansas","104246","*****","*****","null","99361","586","null","null","0","27","null","null","535","null","209","null","1018","null","271","null","3332","525","null","null",
"0500000US05033","Crawford County, Arkansas","62119","*****","*****","null","59083","397","null","null","134","85","null","null","380","null","142","null","1027","null","177","null","1495","365","null","null",
"0500000US05035","Crittenden County, Arkansas","49278","*****","*****","null","48278","175","null","null","4","7","null","null","196","null","94","null","228","null","86","null","572","150","null","null",
"0500000US05037","Cross County, Arkansas","17164","*****","*****","null","17107","37","null","null","0","18","null","null","10","null","17","null","21","null","27","null","26","21","null","null",
"0500000US05039","Dallas County, Arkansas","7585","*****","*****","null","7388","94","null","null","0","16","null","null","12","null","17","null","113","null","79","null","72","69","null","null",
"0500000US05041","Desha County, Arkansas","12094","*****","*****","null","11672","128","null","null","0","18","null","null","14","null","18","null","103","null","65","null","305","156","null","null",
"0500000US05043","Drew County, Arkansas","18620","*****","*****","null","18352","83","null","null","0","18","null","null","36","null","34","null","78","null","43","null","154","70","null","null",
"0500000US05045","Faulkner County, Arkansas","121282","*****","*****","null","116712","549","null","null","24","36","null","null","734","null","164","null","1063","null","268","null","2749","504","null","null",
"0500000US05047","Franklin County, Arkansas","17803","*****","*****","null","17424","143","null","null","17","33","null","null","67","null","56","null","245","null","133","null","50","29","null","null",
"0500000US05049","Fulton County, Arkansas","12092","*****","*****","null","11933","96","null","null","19","33","null","null","22","null","30","null","24","null","31","null","94","71","null","null",
"0500000US05051","Garland County, Arkansas","97994","*****","*****","null","93693","602","null","null","37","42","null","null","922","null","417","null","1453","null","303","null","1889","370","null","null",
"0500000US05053","Grant County, Arkansas","18076","*****","*****","null","17799","89","null","null","12","20","null","null","45","null","36","null","82","null","60","null","138","53","null","null",
"0500000US05055","Greene County, Arkansas","44197","*****","*****","null","43493","225","null","null","0","24","null","null","383","null","160","null","59","null","52","null","262","109","null","null",
"0500000US05057","Hempstead County, Arkansas","22154","*****","*****","null","20830","187","null","null","20","28","null","null","134","null","87","null","204","null","118","null","966","174","null","null",
"0500000US05059","Hot Spring County, Arkansas","33480","*****","*****","null","32889","264","null","null","0","24","null","null","185","null","187","null","113","null","63","null","293","118","null","null",
"0500000US05061","Howard County, Arkansas","13472","*****","*****","null","12720","115","null","null","4","7","null","null","46","null","44","null","107","null","66","null","595","117","null","null",
"0500000US05063","Independence County, Arkansas","37097","*****","*****","null","35824","267","null","null","11","17","null","null","125","null","92","null","470","null","167","null","667","249","null","null",
"0500000US05065","Izard County, Arkansas","13521","*****","*****","null","13148","102","null","null","5","10","null","null","73","null","59","null","100","null","43","null","195","91","null","null",
"0500000US05067","Jackson County, Arkansas","17429","*****","*****","null","17313","65","null","null","9","16","null","null","32","null","33","null","38","null","30","null","37","49","null","null",
"0500000US05069","Jefferson County, Arkansas","71373","*****","*****","null","69851","297","null","null","0","27","null","null","348","null","151","null","394","null","107","null","780","208","null","null",
"0500000US05071","Johnson County, Arkansas","26155","*****","*****","null","23816","168","null","null","26","38","null","null","137","null","79","null","480","null","159","null","1696","200","null","null",
"0500000US05073","Lafayette County, Arkansas","7051","*****","*****","null","6966","48","null","null","0","16","null","null","14","null","21","null","29","null","24","null","42","34","null","null",
"0500000US05075","Lawrence County, Arkansas","16777","*****","*****","null","16615","53","null","null","0","18","null","null","28","null","22","null","24","null","15","null","110","50","null","null",
"0500000US05077","Lee County, Arkansas","9614","*****","*****","null","9568","38","null","null","0","16","null","null","0","null","16","null","28","null","34","null","18","22","null","null",
"0500000US05079","Lincoln County, Arkansas","13885","*****","*****","null","13549","67","null","null","0","18","null","null","46","null","36","null","40","null","27","null","250","58","null","null",
"0500000US05081","Little River County, Arkansas","12494","*****","*****","null","12369","57","null","null","0","18","null","null","25","null","24","null","87","null","63","null","13","19","null","null",
"0500000US05083","Logan County, Arkansas","21802","*****","*****","null","21309","216","null","null","15","29","null","null","50","null","34","null","112","null","91","null","316","186","null","null",
"0500000US05085","Lonoke County, Arkansas","71568","*****","*****","null","68826","388","null","null","136","161","null","null","1112","null","240","null","816","null","249","null","678","212","null","null",
"0500000US05087","Madison County, Arkansas","15907","*****","*****","null","15262","178","null","null","13","23","null","null","101","null","69","null","166","null","102","null","365","136","null","null",
"0500000US05089","Marion County, Arkansas","16374","*****","*****","null","16061","104","null","null","8","12","null","null","104","null","78","null","129","null","51","null","72","44","null","null",
"0500000US05091","Miller County, Arkansas","43760","*****","*****","null","43015","185","null","null","0","24","null","null","201","null","98","null","172","null","70","null","372","130","null","null",
"0500000US05093","Mississippi County, Arkansas","43534","*****","*****","null","42547","247","null","null","0","24","null","null","95","null","55","null","289","null","73","null","603","194","null","null",
"0500000US05095","Monroe County, Arkansas","7420","*****","*****","null","7349","35","null","null","0","16","null","null","11","null","10","null","54","null","35","null","6","12","null","null",
"0500000US05097","Montgomery County, Arkansas","9059","*****","*****","null","8794","88","null","null","0","16","null","null","22","null","23","null","56","null","29","null","187","80","null","null",
"0500000US05099","Nevada County, Arkansas","8528","*****","*****","null","8362","113","null","null","1","2","null","null","49","null","53","null","94","null","89","null","22","30","null","null",
"0500000US05101","Newton County, Arkansas","7898","*****","*****","null","7794","66","null","null","0","16","null","null","27","null","33","null","41","null","48","null","36","34","null","null",
"0500000US05103","Ouachita County, Arkansas","24378","*****","*****","null","24058","121","null","null","21","23","null","null","110","null","68","null","25","null","19","null","164","100","null","null",
"0500000US05105","Perry County, Arkansas","10320","*****","*****","null","10217","59","null","null","0","18","null","null","37","null","37","null","43","null","37","null","23","26","null","null",
"0500000US05107","Phillips County, Arkansas","19518","*****","*****","null","19363","115","null","null","0","18","null","null","55","null","66","null","31","null","34","null","69","80","null","null",
"0500000US05109","Pike County, Arkansas","10893","*****","*****","null","10425","125","null","null","0","18","null","null","3","null","6","null","132","null","65","null","333","133","null","null",
"0500000US05111","Poinsett County, Arkansas","24098","*****","*****","null","23876","70","null","null","0","21","null","null","45","null","37","null","58","null","30","null","119","44","null","null",
"0500000US05113","Polk County, Arkansas","20212","*****","*****","null","19249","147","null","null","12","16","null","null","142","null","70","null","218","null","89","null","591","144","null","null",
"0500000US05115","Pope County, Arkansas","63372","*****","*****","null","59499","379","null","null","69","59","null","null","498","null","167","null","854","null","230","null","2452","337","null","null",
"0500000US05117","Prairie County, Arkansas","8309","*****","*****","null","8301","11","null","null","0","16","null","null","0","null","16","null","7","null","11","null","1","3","null","null",
"0500000US05119","Pulaski County, Arkansas","392848","*****","*****","null","368062","1070","null","null","578","203","null","null","3024","null","526","null","7745","null","807","null","13439","1084","null","null",
"0500000US05121","Randolph County, Arkansas","17514","*****","*****","null","17249","116","null","null","0","18","null","null","102","null","78","null","65","null","42","null","98","76","null","null",
"0500000US05123","St. Francis County, Arkansas","26688","*****","*****","null","26079","239","null","null","43","35","null","null","169","null","139","null","117","null","86","null","280","134","null","null",
"0500000US05125","Saline County, Arkansas","116252","*****","*****","null","112123","454","null","null","115","88","null","null","660","null","203","null","1621","null","353","null","1733","292","null","null",
"0500000US05127","Scott County, Arkansas","10584","*****","*****","null","10113","144","null","null","0","18","null","null","89","null","63","null","183","null","75","null","199","120","null","null",
"0500000US05129","Searcy County, Arkansas","7925","*****","*****","null","7774","70","null","null","0","16","null","null","68","null","49","null","48","null","36","null","35","32","null","null",
"0500000US05131","Sebastian County, Arkansas","127362","*****","*****","null","114831","588","null","null","50","41","null","null","785","null","197","null","4744","null","486","null","6952","716","null","null",
