"GEO_ID","NAME","B05001_001E","B05001_001M","B05001_001MA","B05001_001EA","B05001_002E","B05001_002M","B05001_002MA","B05001_002EA","B05001_003E","B05001_003M","B05001_003MA","B05001_003EA","B05001_004E","B05001_004EA","B05001_004M","B05001_004MA","B05001_005E","B05001_005EA","B05001_005M","B05001_005MA","B05001_006E","B05001_006M","B05001_006MA","B05001_006EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!U.S. citizen, born in the United States","Margin of Error!!Total!!U.S. citizen, born in the United States","Annotation of Margin of Error!!Total!!U.S. citizen, born in the United States","Annotation of Estimate!!Total!!U.S. citizen, born in the United States","Estimate!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Margin of Error!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Estimate!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate!!Total!!U.S. citizen, born abroad of American parent(s)","Annotation of Estimate!!Total!!U.S. citizen, born abroad of American parent(s)","Margin of Error!!Total!!U.S. citizen, born abroad of American parent(s)","Annotation of Margin of Error!!Total!!U.S. citizen, born abroad of American parent(s)","Estimate!!Total!!U.S. citizen by naturalization","Annotation of Estimate!!Total!!U.S. citizen by naturalization","Margin of Error!!Total!!U.S. citizen by naturalization","Annotation of Margin of Error!!Total!!U.S. citizen by naturalization","Estimate!!Total!!Not a U.S. citizen","Margin of Error!!Total!!Not a U.S. citizen","Annotation of Margin of Error!!Total!!Not a U.S. citizen","Annotation of Estimate!!Total!!Not a U.S. citizen",
"0500000US19051","Davis County, Iowa","8834","*****","*****","null","8722","46","null","null","0","13","null","null","39","null","25","null","53","null","35","null","20","24","null","null",
"0500000US19053","Decatur County, Iowa","8105","*****","*****","null","7893","56","null","null","10","15","null","null","29","null","19","null","40","null","29","null","133","45","null","null",
"0500000US19055","Delaware County, Iowa","17326","*****","*****","null","17137","75","null","null","0","15","null","null","24","null","19","null","56","null","21","null","109","70","null","null",
"0500000US19057","Des Moines County, Iowa","39876","*****","*****","null","38910","196","null","null","153","124","null","null","140","null","70","null","265","null","93","null","408","116","null","null",
"0500000US19059","Dickinson County, Iowa","17000","*****","*****","null","16824","52","null","null","1","3","null","null","29","null","27","null","54","null","37","null","92","46","null","null",
"0500000US19061","Dubuque County, Iowa","96571","*****","*****","null","93504","303","null","null","45","36","null","null","468","null","117","null","1074","null","220","null","1480","257","null","null",
"0500000US19063","Emmet County, Iowa","9661","*****","*****","null","9056","105","null","null","26","27","null","null","94","null","48","null","137","null","83","null","348","126","null","null",
"0500000US19065","Fayette County, Iowa","20139","*****","*****","null","19786","72","null","null","0","17","null","null","61","null","35","null","120","null","55","null","172","63","null","null",
"0500000US19067","Floyd County, Iowa","15904","*****","*****","null","15365","86","null","null","54","77","null","null","39","null","30","null","248","null","115","null","198","105","null","null",
"0500000US19069","Franklin County, Iowa","10326","*****","*****","null","9905","159","null","null","0","15","null","null","56","null","50","null","88","null","59","null","277","128","null","null",
"0500000US19071","Fremont County, Iowa","6985","*****","*****","null","6830","55","null","null","4","6","null","null","13","null","10","null","71","null","39","null","67","32","null","null",
"0500000US19073","Greene County, Iowa","9046","*****","*****","null","8777","89","null","null","0","13","null","null","46","null","35","null","83","null","38","null","140","59","null","null",
"0500000US19075","Grundy County, Iowa","12354","*****","*****","null","12276","37","null","null","0","15","null","null","22","null","14","null","37","null","30","null","19","20","null","null",
"0500000US19077","Guthrie County, Iowa","10664","*****","*****","null","10513","59","null","null","0","15","null","null","38","null","28","null","18","null","13","null","95","54","null","null",
"0500000US19079","Hamilton County, Iowa","15201","*****","*****","null","14522","108","null","null","17","27","null","null","70","null","63","null","331","null","95","null","261","115","null","null",
"0500000US19081","Hancock County, Iowa","10971","*****","*****","null","10757","49","null","null","2","3","null","null","11","null","8","null","70","null","39","null","131","42","null","null",
"0500000US19083","Hardin County, Iowa","17239","*****","*****","null","16670","114","null","null","5","6","null","null","79","null","58","null","209","null","80","null","276","95","null","null",
"0500000US19085","Harrison County, Iowa","14196","*****","*****","null","14034","53","null","null","14","20","null","null","64","null","34","null","41","null","17","null","43","32","null","null",
"0500000US19087","Henry County, Iowa","19865","*****","*****","null","19129","121","null","null","50","52","null","null","21","null","16","null","392","null","105","null","273","122","null","null",
"0500000US19089","Howard County, Iowa","9321","*****","*****","null","9289","23","null","null","0","13","null","null","0","null","13","null","24","null","20","null","8","9","null","null",
"0500000US19091","Humboldt County, Iowa","9586","*****","*****","null","9270","73","null","null","0","13","null","null","64","null","46","null","35","null","24","null","217","61","null","null",
"0500000US19093","Ida County, Iowa","6965","*****","*****","null","6872","35","null","null","0","13","null","null","12","null","10","null","28","null","18","null","53","31","null","null",
"0500000US19095","Iowa County, Iowa","16231","*****","*****","null","15996","106","null","null","3","5","null","null","54","null","40","null","81","null","59","null","97","71","null","null",
"0500000US19097","Jackson County, Iowa","19409","*****","*****","null","19144","76","null","null","0","15","null","null","69","null","59","null","132","null","46","null","64","47","null","null",
"0500000US19099","Jasper County, Iowa","36789","*****","*****","null","36143","173","null","null","73","78","null","null","133","null","60","null","228","null","75","null","212","109","null","null",
"0500000US19101","Jefferson County, Iowa","17945","*****","*****","null","15871","545","null","null","12","24","null","null","109","null","57","null","264","null","129","null","1689","534","null","null",
"0500000US19103","Johnson County, Iowa","144425","*****","*****","null","127616","995","null","null","197","92","null","null","1317","null","310","null","4927","null","677","null","10368","854","null","null",
"0500000US19105","Jones County, Iowa","20468","*****","*****","null","20143","135","null","null","19","28","null","null","60","null","46","null","105","null","62","null","141","81","null","null",
"0500000US19107","Keokuk County, Iowa","10223","*****","*****","null","10109","34","null","null","0","15","null","null","27","null","18","null","23","null","12","null","64","30","null","null",
"0500000US19109","Kossuth County, Iowa","15166","*****","*****","null","14960","56","null","null","4","7","null","null","35","null","20","null","80","null","31","null","87","52","null","null",
"0500000US19111","Lee County, Iowa","34785","*****","*****","null","34244","133","null","null","5","7","null","null","156","null","87","null","239","null","89","null","141","67","null","null",
"0500000US19113","Linn County, Iowa","220008","*****","*****","null","209627","825","null","null","132","101","null","null","1425","null","370","null","3396","null","438","null","5428","692","null","null",
"0500000US19115","Louisa County, Iowa","11238","*****","*****","null","10047","113","null","null","8","12","null","null","30","null","25","null","299","null","92","null","854","119","null","null",
"0500000US19117","Lucas County, Iowa","8600","*****","*****","null","8386","96","null","null","0","13","null","null","22","null","22","null","39","null","40","null","153","88","null","null",
"0500000US19119","Lyon County, Iowa","11745","*****","*****","null","11548","44","null","null","0","15","null","null","47","null","24","null","36","null","15","null","114","37","null","null",
"0500000US19121","Madison County, Iowa","15720","*****","*****","null","15507","59","null","null","18","20","null","null","10","null","9","null","80","null","48","null","105","60","null","null",
"0500000US19123","Mahaska County, Iowa","22301","*****","*****","null","21695","108","null","null","40","46","null","null","60","null","43","null","200","null","69","null","306","80","null","null",
"0500000US19125","Marion County, Iowa","33127","*****","*****","null","32217","204","null","null","0","20","null","null","109","null","56","null","602","null","187","null","199","73","null","null",
"0500000US19127","Marshall County, Iowa","40476","*****","*****","null","35095","335","null","null","40","40","null","null","264","null","88","null","1372","null","240","null","3705","412","null","null",
"0500000US19129","Mills County, Iowa","14933","*****","*****","null","14637","83","null","null","4","11","null","null","138","null","54","null","85","null","45","null","69","51","null","null",
"0500000US19131","Mitchell County, Iowa","10663","*****","*****","null","10522","62","null","null","18","14","null","null","14","null","12","null","77","null","57","null","32","32","null","null",
"0500000US19133","Monona County, Iowa","8865","*****","*****","null","8789","42","null","null","0","13","null","null","18","null","15","null","23","null","18","null","35","37","null","null",
"0500000US19135","Monroe County, Iowa","7912","*****","*****","null","7736","126","null","null","0","13","null","null","29","null","39","null","46","null","46","null","101","89","null","null",
"0500000US19137","Montgomery County, Iowa","10239","*****","*****","null","10051","47","null","null","0","15","null","null","33","null","27","null","19","null","21","null","136","41","null","null",
"0500000US19139","Muscatine County, Iowa","42923","*****","*****","null","39521","347","null","null","149","86","null","null","510","null","161","null","1232","null","243","null","1511","279","null","null",
"0500000US19141","O'Brien County, Iowa","13944","*****","*****","null","13512","67","null","null","2","4","null","null","48","null","35","null","115","null","41","null","267","63","null","null",
"0500000US19143","Osceola County, Iowa","6149","*****","*****","null","5888","43","null","null","0","13","null","null","13","null","12","null","31","null","19","null","217","49","null","null",
"0500000US19145","Page County, Iowa","15393","*****","*****","null","14985","125","null","null","0","15","null","null","4","null","7","null","209","null","93","null","195","101","null","null",
"0500000US19147","Palo Alto County, Iowa","9110","*****","*****","null","8829","98","null","null","0","13","null","null","2","null","4","null","22","null","13","null","257","98","null","null",
"0500000US19149","Plymouth County, Iowa","25027","*****","*****","null","24418","135","null","null","0","17","null","null","44","null","32","null","252","null","85","null","313","123","null","null",
"0500000US19151","Pocahontas County, Iowa","6972","*****","*****","null","6740","77","null","null","5","10","null","null","52","null","45","null","49","null","31","null","126","51","null","null",
"0500000US19153","Polk County, Iowa","467235","*****","*****","null","422345","1574","null","null","223","124","null","null","2963","null","470","null","17810","null","1258","null","23894","1357","null","null",
"0500000US19155","Pottawattamie County, Iowa","93287","*****","*****","null","89061","510","null","null","46","36","null","null","621","null","228","null","1411","null","240","null","2148","348","null","null",
"0500000US19157","Poweshiek County, Iowa","18428","*****","*****","null","17689","125","null","null","45","50","null","null","95","null","51","null","149","null","73","null","450","137","null","null",
"0500000US19159","Ringgold County, Iowa","4986","*****","*****","null","4920","32","null","null","3","4","null","null","10","null","8","null","22","null","20","null","31","27","null","null",
"0500000US19161","Sac County, Iowa","9936","*****","*****","null","9790","39","null","null","0","13","null","null","16","null","12","null","45","null","24","null","85","40","null","null",
"0500000US19163","Scott County, Iowa","171493","*****","*****","null","163346","576","null","null","177","100","null","null","1367","null","271","null","3224","null","386","null","3379","440","null","null",
"0500000US19165","Shelby County, Iowa","11772","*****","*****","null","11492","67","null","null","4","9","null","null","13","null","22","null","85","null","53","null","178","77","null","null",
"0500000US19167","Sioux County, Iowa","34692","*****","*****","null","32437","221","null","null","0","20","null","null","130","null","72","null","492","null","155","null","1633","232","null","null",
"0500000US19169","Story County, Iowa","95888","*****","*****","null","86078","524","null","null","111","75","null","null","753","null","199","null","1871","null","333","null","7075","496","null","null",
"0500000US19171","Tama County, Iowa","17236","*****","*****","null","16538","91","null","null","8","9","null","null","45","null","33","null","216","null","66","null","429","94","null","null",
"0500000US19173","Taylor County, Iowa","6214","*****","*****","null","5963","66","null","null","0","13","null","null","68","null","38","null","79","null","31","null","104","50","null","null",
"0500000US19175","Union County, Iowa","12497","*****","*****","null","12159","80","null","null","8","16","null","null","63","null","34","null","130","null","51","null","137","61","null","null",
"0500000US19177","Van Buren County, Iowa","7308","*****","*****","null","7211","38","null","null","8","12","null","null","14","null","15","null","74","null","30","null","1","4","null","null",
"0500000US19179","Wapello County, Iowa","35321","*****","*****","null","32571","327","null","null","16","18","null","null","182","null","96","null","654","null","211","null","1898","261","null","null",
"0500000US19181","Warren County, Iowa","48630","*****","*****","null","47949","130","null","null","19","21","null","null","78","null","43","null","329","null","78","null","255","97","null","null",
"0500000US19183","Washington County, Iowa","22095","*****","*****","null","21273","150","null","null","18","19","null","null","105","null","84","null","382","null","124","null","317","103","null","null",
"0500000US19185","Wayne County, Iowa","6405","*****","*****","null","6309","36","null","null","13","15","null","null","26","null","20","null","44","null","26","null","13","16","null","null",
"0500000US19187","Webster County, Iowa","36945","*****","*****","null","35747","216","null","null","42","40","null","null","95","null","40","null","276","null","113","null","785","207","null","null",
"0500000US19189","Winnebago County, Iowa","10545","*****","*****","null","10274","77","null","null","0","15","null","null","12","null","15","null","103","null","45","null","156","57","null","null",
"0500000US19191","Winneshiek County, Iowa","20575","*****","*****","null","20093","141","null","null","0","17","null","null","68","null","44","null","78","null","40","null","336","125","null","null",
"0500000US19193","Woodbury County, Iowa","102397","*****","*****","null","92844","556","null","null","84","55","null","null","457","null","171","null","3709","null","465","null","5303","620","null","null",
"0500000US19195","Worth County, Iowa","7502","*****","*****","null","7401","31","null","null","1","2","null","null","22","null","20","null","58","null","25","null","20","14","null","null",
"0500000US19197","Wright County, Iowa","12864","*****","*****","null","12111","100","null","null","3","4","null","null","27","null","26","null","208","null","93","null","515","122","null","null",
"0500000US20001","Allen County, Kansas","12752","*****","*****","null","12480","101","null","null","50","52","null","null","93","null","64","null","71","null","37","null","58","66","null","null",
"0500000US20003","Anderson County, Kansas","7840","*****","*****","null","7765","50","null","null","0","15","null","null","13","null","14","null","33","null","35","null","29","29","null","null",
"0500000US20005","Atchison County, Kansas","16466","*****","*****","null","16187","104","null","null","23","38","null","null","61","null","43","null","89","null","56","null","106","66","null","null",
"0500000US20007","Barber County, Kansas","4905","166","null","null","4805","167","null","null","0","10","null","null","18","null","19","null","41","null","29","null","41","52","null","null",
"0500000US20009","Barton County, Kansas","27067","*****","*****","null","25443","194","null","null","3","6","null","null","119","null","69","null","268","null","120","null","1234","207","null","null",
"0500000US20011","Bourbon County, Kansas","14757","*****","*****","null","14418","87","null","null","4","8","null","null","19","null","15","null","237","null","88","null","79","67","null","null",
"0500000US20013","Brown County, Kansas","9736","*****","*****","null","9601","34","null","null","0","15","null","null","51","null","23","null","30","null","18","null","54","15","null","null",
"0500000US20015","Butler County, Kansas","66260","*****","*****","null","64182","290","null","null","151","102","null","null","347","null","128","null","672","null","168","null","908","223","null","null",
"0500000US20017","Chase County, Kansas","2665","*****","*****","null","2612","24","null","null","0","10","null","null","12","null","10","null","22","null","20","null","19","19","null","null",
"0500000US20019","Chautauqua County, Kansas","3425","*****","*****","null","3412","14","null","null","0","10","null","null","0","null","10","null","13","null","14","null","0","10","null","null",
"0500000US20021","Cherokee County, Kansas","20501","*****","*****","null","20136","107","null","null","3","5","null","null","113","null","61","null","72","null","45","null","177","76","null","null",
"0500000US20023","Cheyenne County, Kansas","2677","*****","*****","null","2598","34","null","null","0","10","null","null","19","null","16","null","14","null","14","null","46","30","null","null",
"0500000US20025","Clark County, Kansas","2089","*****","*****","null","2007","35","null","null","0","10","null","null","4","null","5","null","29","null","20","null","49","36","null","null",
"0500000US20027","Clay County, Kansas","8203","*****","*****","null","7893","95","null","null","0","15","null","null","132","null","78","null","140","null","70","null","38","23","null","null",
"0500000US20029","Cloud County, Kansas","9191","*****","*****","null","8869","97","null","null","0","15","null","null","109","null","55","null","129","null","72","null","84","62","null","null",
"0500000US20031","Coffey County, Kansas","8328","*****","*****","null","8201","39","null","null","0","15","null","null","47","null","24","null","39","null","25","null","41","24","null","null",
"0500000US20033","Comanche County, Kansas","1741","166","null","null","1653","140","null","null","0","10","null","null","13","null","17","null","1","null","3","null","74","62","null","null",
"0500000US20035","Cowley County, Kansas","35732","*****","*****","null","34318","242","null","null","26","37","null","null","138","null","56","null","614","null","159","null","636","221","null","null",
"0500000US20037","Crawford County, Kansas","39099","*****","*****","null","37332","244","null","null","0","22","null","null","253","null","111","null","532","null","182","null","982","273","null","null",
"0500000US20039","Decatur County, Kansas","2891","*****","*****","null","2822","37","null","null","0","10","null","null","16","null","14","null","19","null","15","null","34","29","null","null",
"0500000US20041","Dickinson County, Kansas","19162","*****","*****","null","18471","171","null","null","0","16","null","null","254","null","86","null","233","null","113","null","204","100","null","null",
"0500000US20043","Doniphan County, Kansas","7790","*****","*****","null","7716","35","null","null","0","15","null","null","4","null","9","null","16","null","14","null","54","33","null","null",
"0500000US20045","Douglas County, Kansas","117806","*****","*****","null","109220","611","null","null","98","73","null","null","894","null","212","null","2509","null","427","null","5085","640","null","null",
"0500000US20047","Edwards County, Kansas","2946","*****","*****","null","2612","69","null","null","0","10","null","null","8","null","8","null","105","null","44","null","221","66","null","null",
"0500000US20049","Elk County, Kansas","2581","*****","*****","null","2512","36","null","null","0","10","null","null","24","null","19","null","37","null","30","null","8","7","null","null",
"0500000US20051","Ellis County, Kansas","28877","*****","*****","null","27780","265","null","null","118","125","null","null","116","null","59","null","292","null","132","null","571","223","null","null",
"0500000US20053","Ellsworth County, Kansas","6331","*****","*****","null","6175","56","null","null","6","7","null","null","56","null","46","null","27","null","19","null","67","27","null","null",
"0500000US20055","Finney County, Kansas","37097","*****","*****","null","28856","559","null","null","66","79","null","null","194","null","94","null","2593","null","347","null","5388","586","null","null",
"0500000US20057","Ford County, Kansas","34658","*****","*****","null","24912","608","null","null","0","22","null","null","79","null","63","null","2349","null","437","null","7318","662","null","null",
"0500000US20059","Franklin County, Kansas","25599","*****","*****","null","25076","142","null","null","6","10","null","null","146","null","71","null","180","null","71","null","191","81","null","null",
"0500000US20061","Geary County, Kansas","35796","*****","*****","null","31409","493","null","null","452","197","null","null","1123","null","279","null","1678","null","284","null","1134","316","null","null",
"0500000US20063","Gove County, Kansas","2632","115","null","null","2571","115","null","null","0","10","null","null","12","null","11","null","10","null","6","null","39","19","null","null",
"0500000US20065","Graham County, Kansas","2561","*****","*****","null","2534","24","null","null","0","10","null","null","0","null","10","null","2","null","4","null","25","24","null","null",
"0500000US20067","Grant County, Kansas","7716","*****","*****","null","6434","283","null","null","8","16","null","null","27","null","25","null","197","null","114","null","1050","315","null","null",
"0500000US20069","Gray County, Kansas","6004","*****","*****","null","5336","93","null","null","0","15","null","null","50","null","29","null","153","null","39","null","465","94","null","null",
"0500000US20071","Greeley County, Kansas","1210","96","null","null","1112","91","null","null","0","10","null","null","8","null","10","null","29","null","24","null","61","35","null","null",
"0500000US20073","Greenwood County, Kansas","6227","*****","*****","null","6148","48","null","null","0","15","null","null","45","null","38","null","9","null","10","null","25","26","null","null",
"0500000US20075","Hamilton County, Kansas","2621","*****","*****","null","2104","130","null","null","0","10","null","null","50","null","43","null","87","null","47","null","380","123","null","null",
"0500000US20077","Harper County, Kansas","5746","*****","*****","null","5618","46","null","null","4","5","null","null","17","null","16","null","21","null","20","null","86","41","null","null",
"0500000US20079","Harvey County, Kansas","34683","*****","*****","null","32949","362","null","null","27","23","null","null","257","null","106","null","525","null","233","null","925","291","null","null",
"0500000US20081","Haskell County, Kansas","4081","*****","*****","null","3244","103","null","null","0","10","null","null","31","null","23","null","220","null","68","null","586","95","null","null",
"0500000US20083","Hodgeman County, Kansas","1875","116","null","null","1778","111","null","null","0","10","null","null","7","null","8","null","4","null","6","null","86","56","null","null",
"0500000US20085","Jackson County, Kansas","13322","*****","*****","null","13151","75","null","null","16","18","null","null","81","null","56","null","38","null","29","null","36","25","null","null",
"0500000US20087","Jefferson County, Kansas","18856","*****","*****","null","18670","70","null","null","7","7","null","null","81","null","48","null","54","null","39","null","44","33","null","null",
"0500000US20089","Jewell County, Kansas","2963","*****","*****","null","2908","27","null","null","0","10","null","null","9","null","9","null","30","null","23","null","16","17","null","null",
"0500000US20091","Johnson County, Kansas","578797","*****","*****","null","524284","1406","null","null","694","173","null","null","4248","null","451","null","22391","null","968","null","27180","1308","null","null",
"0500000US20093","Kearny County, Kansas","3931","*****","*****","null","3471","167","null","null","0","10","null","null","60","null","37","null","125","null","58","null","275","132","null","null",
"0500000US20095","Kingman County, Kansas","7576","*****","*****","null","7456","42","null","null","3","5","null","null","27","null","22","null","27","null","18","null","63","32","null","null",
"0500000US20097","Kiowa County, Kansas","2524","*****","*****","null","2368","77","null","null","0","10","null","null","27","null","20","null","31","null","20","null","98","63","null","null",
"0500000US20099","Labette County, Kansas","20553","*****","*****","null","20300","89","null","null","19","25","null","null","82","null","53","null","83","null","51","null","69","54","null","null",
"0500000US20101","Lane County, Kansas","1702","115","null","null","1663","111","null","null","7","9","null","null","3","null","5","null","17","null","15","null","12","10","null","null",
"0500000US20103","Leavenworth County, Kansas","79359","*****","*****","null","75157","481","null","null","335","114","null","null","1448","null","318","null","1177","null","237","null","1242","277","null","null",
"0500000US20105","Lincoln County, Kansas","3121","*****","*****","null","3064","37","null","null","0","10","null","null","17","null","19","null","3","null","4","null","37","33","null","null",
"0500000US20107","Linn County, Kansas","9602","*****","*****","null","9517","37","null","null","12","13","null","null","34","null","19","null","24","null","23","null","15","18","null","null",
"0500000US20109","Logan County, Kansas","2790","*****","*****","null","2736","34","null","null","0","10","null","null","0","null","10","null","31","null","29","null","23","28","null","null",
"0500000US20111","Lyon County, Kansas","33302","*****","*****","null","29961","284","null","null","0","22","null","null","165","null","86","null","936","null","218","null","2240","314","null","null",
"0500000US20113","McPherson County, Kansas","28792","*****","*****","null","28345","126","null","null","6","11","null","null","110","null","48","null","84","null","44","null","247","95","null","null",
"0500000US20115","Marion County, Kansas","12087","*****","*****","null","11810","87","null","null","0","16","null","null","91","null","51","null","111","null","56","null","75","55","null","null",
"0500000US20117","Marshall County, Kansas","9859","*****","*****","null","9689","62","null","null","10","15","null","null","46","null","30","null","81","null","51","null","33","28","null","null",
"0500000US20119","Meade County, Kansas","4295","*****","*****","null","3835","86","null","null","4","6","null","null","20","null","14","null","151","null","51","null","285","67","null","null",
"0500000US20121","Miami County, Kansas","32976","*****","*****","null","32467","165","null","null","20","31","null","null","98","null","46","null","256","null","123","null","135","78","null","null",
"0500000US20123","Mitchell County, Kansas","6230","*****","*****","null","6094","57","null","null","0","15","null","null","20","null","25","null","65","null","43","null","51","36","null","null",
"0500000US20125","Montgomery County, Kansas","33463","*****","*****","null","32065","233","null","null","29","31","null","null","198","null","131","null","390","null","154","null","781","221","null","null",
"0500000US20127","Morris County, Kansas","5605","*****","*****","null","5446","40","null","null","0","15","null","null","66","null","30","null","21","null","15","null","72","30","null","null",
"0500000US20129","Morton County, Kansas","2931","*****","*****","null","2597","77","null","null","15","32","null","null","0","null","10","null","79","null","40","null","240","93","null","null",
"0500000US20131","Nemaha County, Kansas","10095","*****","*****","null","9925","58","null","null","0","16","null","null","43","null","25","null","65","null","31","null","62","38","null","null",
"0500000US20133","Neosho County, Kansas","16209","*****","*****","null","15774","188","null","null","0","16","null","null","53","null","39","null","102","null","52","null","280","183","null","null",
"0500000US20135","Ness County, Kansas","3001","*****","*****","null","2797","49","null","null","0","10","null","null","17","null","13","null","52","null","41","null","135","66","null","null",
"0500000US20137","Norton County, Kansas","5527","*****","*****","null","5383","55","null","null","0","15","null","null","8","null","14","null","9","null","10","null","127","52","null","null",
"0500000US20139","Osage County, Kansas","15894","*****","*****","null","15707","75","null","null","3","5","null","null","102","null","57","null","63","null","38","null","19","25","null","null",
"0500000US20141","Osborne County, Kansas","3684","*****","*****","null","3635","23","null","null","0","10","null","null","21","null","16","null","14","null","9","null","14","15","null","null",
"0500000US20143","Ottawa County, Kansas","5957","*****","*****","null","5923","26","null","null","0","15","null","null","16","null","20","null","11","null","9","null","7","12","null","null",
"0500000US20145","Pawnee County, Kansas","6776","*****","*****","null","6541","110","null","null","0","15","null","null","6","null","9","null","128","null","86","null","101","54","null","null",
"0500000US20147","Phillips County, Kansas","5446","*****","*****","null","5337","43","null","null","6","9","null","null","13","null","17","null","21","null","15","null","69","35","null","null",
"0500000US20149","Pottawatomie County, Kansas","23188","*****","*****","null","22421","142","null","null","33","28","null","null","161","null","77","null","182","null","86","null","391","133","null","null",
"0500000US20151","Pratt County, Kansas","9670","*****","*****","null","9283","100","null","null","8","15","null","null","67","null","42","null","69","null","41","null","243","78","null","null",
"0500000US20153","Rawlins County, Kansas","2520","*****","*****","null","2423","28","null","null","0","10","null","null","11","null","12","null","8","null","7","null","78","27","null","null",
"0500000US20155","Reno County, Kansas","63360","*****","*****","null","61437","326","null","null","19","26","null","null","204","null","87","null","562","null","156","null","1138","243","null","null",
"0500000US20157","Republic County, Kansas","4705","*****","*****","null","4623","38","null","null","0","10","null","null","13","null","11","null","24","null","22","null","45","27","null","null",
"0500000US20159","Rice County, Kansas","9868","*****","*****","null","9446","109","null","null","0","15","null","null","58","null","34","null","73","null","45","null","291","94","null","null",
"0500000US20161","Riley County, Kansas","75696","*****","*****","null","67928","737","null","null","262","103","null","null","1261","null","268","null","1838","null","306","null","4407","652","null","null",
"0500000US20163","Rooks County, Kansas","5148","*****","*****","null","5052","51","null","null","0","15","null","null","12","null","12","null","64","null","46","null","20","15","null","null",
"0500000US20165","Rush County, Kansas","3119","116","null","null","3065","113","null","null","0","10","null","null","0","null","10","null","48","null","37","null","6","7","null","null",
"0500000US20167","Russell County, Kansas","6987","*****","*****","null","6860","95","null","null","0","15","null","null","48","null","51","null","24","null","32","null","55","47","null","null",
"0500000US20169","Saline County, Kansas","55334","*****","*****","null","51577","418","null","null","65","56","null","null","479","null","131","null","1408","null","260","null","1805","414","null","null",
"0500000US20171","Scott County, Kansas","4981","*****","*****","null","4583","190","null","null","0","10","null","null","21","null","26","null","117","null","70","null","260","192","null","null",
"0500000US20173","Sedgwick County, Kansas","510484","*****","*****","null","461949","1459","null","null","513","142","null","null","4400","null","441","null","19830","null","944","null","23792","1374","null","null",
"0500000US20175","Seward County, Kansas","22948","*****","*****","null","15978","516","null","null","0","19","null","null","105","null","95","null","1976","null","298","null","4889","561","null","null",
"0500000US20177","Shawnee County, Kansas","178392","*****","*****","null","169539","710","null","null","319","164","null","null","889","null","203","null","2809","null","453","null","4836","700","null","null",
"0500000US20179","Sheridan County, Kansas","2497","*****","*****","null","2407","34","null","null","0","10","null","null","9","null","10","null","16","null","12","null","65","30","null","null",
"0500000US20181","Sherman County, Kansas","5999","*****","*****","null","5804","111","null","null","0","15","null","null","3","null","6","null","152","null","123","null","40","38","null","null",
"0500000US20183","Smith County, Kansas","3693","*****","*****","null","3653","23","null","null","0","10","null","null","29","null","19","null","6","null","9","null","5","6","null","null",
"0500000US20185","Stafford County, Kansas","4251","*****","*****","null","3990","47","null","null","7","10","null","null","13","null","11","null","86","null","40","null","155","28","null","null",
"0500000US20187","Stanton County, Kansas","2107","*****","*****","null","1805","105","null","null","0","10","null","null","8","null","11","null","68","null","37","null","226","93","null","null",
"0500000US20189","Stevens County, Kansas","5741","*****","*****","null","4752","239","null","null","0","15","null","null","41","null","31","null","220","null","104","null","728","232","null","null",
"0500000US20191","Sumner County, Kansas","23336","*****","*****","null","22923","118","null","null","14","23","null","null","149","null","53","null","114","null","71","null","136","83","null","null",
"0500000US20193","Thomas County, Kansas","7847","*****","*****","null","7545","106","null","null","0","15","null","null","23","null","18","null","81","null","51","null","198","117","null","null",
"0500000US20195","Trego County, Kansas","2899","*****","*****","null","2837","52","null","null","0","10","null","null","8","null","11","null","46","null","52","null","8","10","null","null",
"0500000US20197","Wabaunsee County, Kansas","6918","*****","*****","null","6825","32","null","null","0","15","null","null","37","null","17","null","31","null","18","null","25","22","null","null",
"0500000US20199","Wallace County, Kansas","1591","96","null","null","1535","92","null","null","0","10","null","null","6","null","9","null","23","null","21","null","27","29","null","null",
"0500000US20201","Washington County, Kansas","5572","*****","*****","null","5398","37","null","null","3","5","null","null","24","null","17","null","36","null","34","null","111","21","null","null",
"0500000US20203","Wichita County, Kansas","2157","*****","*****","null","1866","133","null","null","0","10","null","null","9","null","11","null","21","null","24","null","261","131","null","null",
"0500000US20205","Wilson County, Kansas","8858","*****","*****","null","8645","60","null","null","9","15","null","null","40","null","31","null","110","null","52","null","54","30","null","null",
"0500000US20207","Woodson County, Kansas","3178","*****","*****","null","3140","30","null","null","0","10","null","null","5","null","6","null","12","null","13","null","21","18","null","null",
"0500000US20209","Wyandotte County, Kansas","163227","*****","*****","null","136575","794","null","null","125","80","null","null","869","null","168","null","4938","null","536","null","20720","839","null","null",
"0500000US21001","Adair County, Kentucky","19304","*****","*****","null","19075","101","null","null","0","18","null","null","62","null","46","null","32","null","33","null","135","68","null","null",
"0500000US21003","Allen County, Kentucky","20628","*****","*****","null","20327","97","null","null","0","21","null","null","90","null","78","null","90","null","66","null","121","42","null","null",
